	G000974425	G000701505	G000374085	G000325705	G900129725	G000265075	G000166395	G900111145	G900107465	G000379725	G001314815	G000379765	G900116885	G001890965	G000472485	G001747095	G000346615	G001593005	G000023125	G000298295	G000295935	G900113045	G000390185	G900116615	G000348925	G000373245	G000812565	G001567185	G001683905	G000715495	G001078055	G000423565	G900115665	G900112005	G000373265	G000296815	G000473765	G900142205	G000482465	G001611675	G000331535	G000222485	G000566685	G000427405	G000429425	G000973725	G000737515	G000169175	G000807855	G001442615	G900112365	G900103285	G900100765	G900156415	G000381545	G000383955	G000382225	G000265505	G000429405	G900112255	G000265405	G000429445	G001267955	G001281695	G001483135	G000430505	G001306455	G001050135	G000277005	G001657315	G000429465	G000166275	G000426725	G000014145	G000714815	G001747105	G001592935	G000374025	G001647285	G000024525	G900129785	G000374065	G000801315	G000422585	G000428845	G000330725	G000263195	G001592965	G000427295	G001898575	G001870735	G001592945	G000972495	G000473365	G000331105	G000183425
G000812565	142.56844	104.31839	150.97334	97.715904	133.45761	116.428604	43.376118	53.535145	122.14055	40.699734	92.19489	60.6259	134.488	34.468117	149.31415	52.612743	97.13553	28.355358	143.64474	71.93867	65.58878	51.736687	114.61383	63.423584	179.67924	94.23634	0.0	82.35903	47.602104	170.16245	132.9524	68.47229	48.913826	51.340096	147.7454	166.66893	122.48983	80.929	95.01036	134.43533	52.847893	35.584557	69.18684	51.45703	123.38389	116.356094	174.91284	69.00807	10.268565	67.744286	131.45581	179.11018	162.11824	130.13724	121.97875	173.43277	180.415	61.39836	87.43868	106.88523	30.416628	138.56041	28.355385	37.97482	179.50325	136.95322	51.02525	33.60039	128.76094	96.81196	106.78889	44.11568	25.050652	61.32147	56.00316	33.282352	32.381382	149.92369	87.20443	146.65877	57.9411	151.40794	157.14432	124.604164	98.00484	146.30186	28.883121	45.514065	34.429626	141.97464	161.5217	28.823196	147.28362	75.34337	174.75919	17.21173
G001567185	39.598755	39.79361	43.713764	66.04419	53.091637	71.524925	71.7367	40.990257	110.146484	48.022434	102.495636	89.18444	69.807945	48.451366	86.34248	67.856346	62.629486	47.626705	48.643692	78.036194	93.01444	92.04284	56.69761	79.302635	104.26134	87.57694	82.35903	0.0	32.956505	91.263664	72.68837	51.17647	48.4767	81.24239	88.14526	57.18014	110.75301	87.8905	43.585476	69.740456	42.009438	63.146236	40.741177	54.479965	125.32657	80.57819	105.913795	58.777504	104.57041	66.192444	38.598373	84.75885	64.84704	70.424065	110.187225	59.960407	109.15901	146.12128	102.13544	50.802486	91.94277	96.257256	47.84056	111.95198	87.89114	83.91035	51.859623	62.187313	69.98321	61.882565	119.1712	86.62027	73.785385	42.183147	74.14139	53.88991	48.381184	44.542286	54.340305	43.174946	90.74424	43.347527	77.25801	100.72442	31.953356	99.33246	62.755	75.98735	56.233223	41.920876	51.09134	46.630924	69.47971	54.508865	70.48248	78.28992
G001683905	64.17496	40.95023	69.43485	34.451096	56.633385	42.04657	29.273542	38.629658	77.94729	40.646202	60.50407	46.300053	58.434624	32.35605	70.2123	41.54335	28.779953	33.19336	61.992023	36.68956	44.60707	54.896008	42.025127	38.118095	80.76095	34.24002	47.602104	32.956505	0.0	95.75944	57.33377	45.615837	26.216396	39.347763	69.578926	83.94837	78.35117	57.38468	59.972786	58.345745	10.300617	25.17589	13.099541	48.55875	81.306656	58.12212	100.7607	51.637383	64.98147	28.713722	59.68643	87.02769	78.29773	54.39661	77.90818	94.417534	110.039635	109.613174	58.975998	71.67517	46.027203	70.85297	34.169525	72.789925	104.58851	83.73504	30.63321	23.154448	53.91287	31.60717	71.545204	39.407055	27.898684	38.997482	19.10607	31.943222	31.912857	68.67274	39.495075	68.224655	45.938896	69.17024	72.42379	84.68134	34.314266	79.625725	53.335903	50.72565	19.440025	65.22167	72.5678	32.78574	73.34548	41.45185	94.3902	36.4853
G000715495	81.22357	92.12293	80.98165	110.765236	73.73685	90.377716	130.64026	108.57114	172.45964	152.09308	156.09137	169.7841	68.61397	123.42309	68.84991	132.06656	95.536316	123.04651	71.280594	137.57634	153.45322	147.69388	102.78822	136.94981	76.950165	122.36914	170.16245	91.263664	95.75944	0.0	64.41796	103.91469	130.6235	141.07317	73.08452	81.71812	173.27283	140.3842	96.282104	68.45498	102.82841	137.3306	93.844864	127.95238	174.42102	100.450966	9.9350195	121.95887	196.03362	124.58047	87.24277	93.42679	52.313015	82.06785	172.68175	69.67985	8.222023	228.49374	155.90984	105.17992	162.76395	129.47942	124.46396	193.99982	28.024841	96.80939	116.429306	134.3881	82.34605	113.64361	166.35716	153.167	153.34134	139.53853	136.23549	125.827934	119.959915	94.61912	79.1051	80.14035	159.27927	78.10755	19.578104	141.87923	91.01023	137.3468	149.06084	140.55933	128.34431	95.57765	80.76939	122.59002	9.334931	126.60396	56.064167	158.11667
G001078055	68.87463	68.82994	67.50829	55.984238	62.59305	51.12739	62.108334	66.860115	125.76647	134.02025	106.4159	133.79794	34.646683	91.188	35.46975	68.91749	41.862114	80.144394	76.90337	80.062935	94.80144	112.0819	54.613316	81.073845	44.35754	61.873516	132.9524	72.68837	57.33377	64.41796	0.0	88.5355	91.61859	86.96692	35.19488	78.2426	126.54338	85.37333	92.07754	34.46359	49.6342	91.590004	48.063774	117.50023	113.97365	44.686695	64.643166	95.75559	165.86386	67.58098	72.69685	77.36654	61.773636	40.566673	125.99528	81.37766	77.80908	227.5925	104.06562	118.29998	121.58696	82.6256	82.6629	174.70396	78.45507	79.693954	61.69248	84.57184	40.561974	48.970337	105.54091	97.94456	109.07945	118.16971	79.052536	79.064804	73.0907	79.14708	21.020687	69.55821	101.23633	65.04769	34.60187	130.69409	69.970764	99.20058	145.84807	79.44859	78.70182	79.0493	69.90285	80.47417	48.33148	99.85254	80.76719	123.85945
G000423565	75.20702	65.148926	81.35948	58.835068	67.92295	75.619026	64.2879	43.644703	85.04898	82.69633	68.7905	98.02806	95.68509	24.090036	108.601364	55.398785	89.61425	44.135696	76.65318	61.244324	66.84733	45.689384	51.49488	63.12816	125.838806	77.43403	68.47229	51.17647	45.615837	103.91469	88.5355	0.0	73.150375	62.33179	98.893936	96.4032	85.67418	54.041237	12.2764635	95.508896	52.574863	56.108105	52.003025	24.219381	94.81109	97.45041	121.83166	30.859798	101.48882	60.875088	69.53424	109.71119	90.26609	91.43924	85.13783	86.14031	124.760254	118.66241	69.25891	32.308044	62.189194	79.84797	44.640064	84.01791	103.018036	36.85966	44.183765	54.39732	90.43002	76.35829	80.12264	66.37644	88.092674	91.02882	78.116776	44.759777	41.03218	77.87835	61.651466	79.3848	71.596535	80.76693	103.56725	49.505848	61.32366	71.0668	50.96737	68.527855	51.86336	75.24646	98.82117	43.369286	79.7237	94.776886	92.94209	76.693634
G900115665	88.19482	55.640575	90.767334	62.52372	95.71612	79.33753	45.440773	61.303364	86.513275	42.653122	69.69889	36.13871	99.10677	53.36254	115.182465	61.23969	49.78094	43.165836	87.534256	47.8363	48.202785	73.343094	71.15364	46.78966	122.28231	66.42102	48.913826	48.4767	26.216396	130.6235	91.61859	73.150375	0.0	49.734688	117.121994	106.81958	86.82711	94.640526	87.49138	99.021416	32.729256	31.755817	36.431744	68.0993	85.917244	98.884186	136.52481	83.31569	65.82682	37.69644	82.0863	102.73816	110.28547	97.2678	86.342964	122.63659	143.4674	101.64847	67.5257	99.90205	46.78082	92.40559	43.076683	72.83802	150.39148	132.125	29.141186	32.323692	96.935616	51.72065	86.51275	42.184025	21.904871	38.32101	38.18698	48.17222	44.446377	91.39687	65.95873	91.84492	50.061047	90.76577	106.834366	117.98888	45.074814	105.11924	52.5955	65.49704	29.639174	87.64366	88.053185	42.37189	110.901	48.310432	127.596054	33.687527
G900112005	109.23134	59.22182	119.08437	37.152866	83.24102	56.85769	21.568472	48.180634	57.243107	86.77113	18.80243	70.020775	95.11569	55.59558	110.521355	20.033209	67.909966	33.61282	96.52099	31.970625	23.288984	70.31378	48.817528	3.1171968	120.83244	32.701332	51.340096	81.24239	39.347763	141.07317	86.96692	62.33179	49.734688	0.0	95.19086	130.55551	57.59162	33.636585	88.25426	94.94681	32.943764	38.150993	37.891754	86.07509	35.959053	86.7538	141.9652	95.39502	84.232925	10.600756	100.08249	120.562126	116.91385	83.66313	57.263268	146.00444	154.32277	143.1572	15.892004	125.327354	20.113892	44.2872	36.385777	105.584145	149.51422	101.97277	26.41585	31.892921	82.85417	45.113655	20.559244	10.526567	48.196552	99.279976	42.775406	24.219006	25.529512	109.64731	61.738995	115.846985	15.54802	119.62073	117.17435	120.29264	59.54635	57.745323	82.45738	36.284107	30.314766	105.41168	128.85579	35.54447	112.398506	112.02258	141.90906	40.399715
G000373265	76.59415	73.36392	77.661514	73.27535	65.74314	46.976887	74.62285	78.33397	151.94162	137.8938	120.29502	170.24922	19.402582	109.56961	20.315086	77.02382	53.58007	98.42141	81.613335	107.11834	118.4278	126.9874	69.07277	92.78577	50.96043	72.55651	147.7454	88.14526	69.578926	73.08452	35.19488	98.893936	117.121994	95.19086	0.0	81.7578	152.6925	72.86496	104.85185	19.303587	56.428234	119.78237	62.68544	130.18517	137.48193	28.749908	63.09596	109.80888	180.24216	82.61094	80.256035	81.2573	63.808933	11.776448	152.20618	92.35891	81.018936	245.52792	117.82731	129.65521	138.13185	88.3691	102.105156	192.25958	69.37807	73.42742	86.425964	110.79391	11.739168	60.199577	113.34164	119.61428	127.11097	124.87293	96.07111	90.12781	91.09401	85.59952	35.12683	76.73882	124.70112	75.48374	43.27133	142.65317	83.544785	109.35626	163.9241	89.85224	104.41866	83.93307	77.77998	99.95329	50.395454	124.87741	84.18668	142.23595
G000296815	8.936642	51.375618	8.627629	99.28452	48.96664	82.990875	115.933304	89.864914	173.04988	120.25369	148.52275	186.41406	74.99007	118.98047	85.18701	100.91617	93.84815	109.208275	36.113556	144.69029	161.3432	169.1075	72.279495	126.43626	107.457085	117.80845	166.66893	57.18014	83.94837	81.71812	78.2426	96.4032	106.81958	130.55551	81.7578	0.0	174.13739	102.09273	72.67669	74.782906	79.08756	145.48026	64.94061	117.53436	175.0939	96.11905	93.54083	121.37122	197.7516	109.72657	10.288118	36.005596	22.289711	64.659805	173.39479	13.779276	95.667366	262.05875	149.25577	99.35635	174.93547	96.93813	111.37634	220.02437	80.15918	99.2884	92.13553	140.44864	65.11902	75.457	156.83665	156.6232	150.53503	104.35975	131.83417	99.34483	105.173615	11.906833	77.489494	6.604451	159.72916	9.16942	73.01654	160.08022	53.91233	120.76674	149.43546	122.16884	130.82465	12.595022	13.1760235	109.936935	54.958603	118.7918	16.746841	167.10452
G000473765	154.28429	93.52608	158.70296	30.637041	90.962364	100.06629	88.76966	127.701836	0.027913222	143.58958	22.98033	68.472885	160.83876	109.9637	177.62926	91.63979	120.94048	104.509544	115.93101	19.082241	22.639357	126.94987	40.589043	40.48345	151.14452	58.81145	122.48983	110.75301	78.35117	173.27283	126.54338	85.67418	86.82711	57.59162	152.6925	174.13739	0.0	100.25315	104.81668	160.58238	82.13231	53.35216	76.79053	134.73685	15.393187	181.45021	183.10732	146.93307	168.64261	33.91567	148.96533	137.41869	148.90285	153.34943	0.010560494	182.04861	196.16032	185.53049	24.781244	147.19846	52.27903	46.42348	107.066216	160.64108	202.8809	135.78802	67.83647	54.79046	153.13824	68.27095	31.61449	41.436237	109.397255	149.92657	76.96022	102.55931	87.922134	152.37349	132.60661	163.78632	26.710617	157.3703	159.42783	128.87573	80.2226	22.382149	138.22633	138.83577	52.422256	153.92134	162.83961	104.3875	156.9462	174.37207	182.58041	98.94842
G900142205	86.231834	65.9949	94.60194	52.457382	66.89863	57.04974	39.53062	51.98782	99.64111	105.8884	55.427113	139.02095	82.10951	63.3488	93.24992	21.50568	90.16823	55.55965	90.40802	71.25434	68.25153	87.86924	48.64477	39.050865	120.21665	51.565777	80.929	87.8905	57.38468	140.3842	85.37333	54.041237	94.640526	33.636585	72.86496	102.09273	100.25315	0.0	73.633354	81.90238	38.622017	81.835556	48.523647	87.78882	83.55948	70.511635	140.67905	83.92127	117.83033	42.86972	78.720505	109.259926	96.64242	61.789745	99.86264	111.344864	153.15108	192.79683	53.359715	116.8951	67.08873	51.059605	59.831097	143.64217	132.71477	64.440544	47.325756	72.83476	60.90266	46.595417	45.609886	59.108414	94.82916	117.30289	71.84509	33.618908	45.243114	86.363045	58.705093	90.39531	64.08983	95.73209	118.77594	124.41972	73.77352	69.528305	113.20186	47.080017	68.610016	82.07376	109.93288	58.802643	102.54587	143.85826	110.36605	92.50303
G000482465	53.78043	61.65219	59.85354	71.489265	57.51911	85.216446	88.21964	48.33373	104.0678	91.94517	96.29886	124.00157	98.78183	42.852352	113.8184	71.19765	103.64662	55.689144	61.630375	86.23065	98.69406	75.67221	56.486477	87.853325	137.92522	102.59909	95.01036	43.585476	59.972786	96.282104	92.07754	12.2764635	87.49138	88.25426	104.85185	72.67669	104.81668	73.633354	0.0	98.595665	69.42995	81.14651	62.160076	37.417572	121.31935	109.37891	120.327225	44.674408	130.88367	82.454414	49.485535	98.680756	70.89764	96.47162	104.23382	62.26398	120.019966	152.74309	97.44365	23.478745	95.92785	89.922165	56.303356	119.112656	92.51783	45.676384	59.60042	78.42066	95.68242	88.91034	110.37835	96.38226	115.764694	96.43228	107.68478	58.407497	52.7406	57.312737	68.90004	57.600258	99.64153	59.477127	103.11029	63.024014	54.92739	79.31561	65.71861	85.72124	72.99237	55.339794	81.31003	54.91055	72.337074	103.8468	69.72287	105.5538
G001611675	67.47353	60.92774	70.310196	75.61609	66.55189	39.91958	70.7057	65.772156	159.72304	115.94396	126.219475	156.62927	0.0028046237	95.62918	4.5726366	77.43495	37.516827	86.45579	71.6987	108.92196	120.44561	118.20361	72.617546	93.36992	44.90716	76.35189	134.43533	69.740456	58.345745	68.45498	34.46359	95.508896	99.021416	94.94681	19.303587	74.782906	160.58238	81.90238	98.595665	0.0	48.089058	112.82374	58.894672	118.412155	145.68996	12.913113	59.499126	93.54328	161.01144	82.74101	71.21199	81.262375	60.767216	16.544798	160.0015	85.146385	75.24779	225.54126	123.52054	114.37312	135.35002	96.80282	89.68407	173.60103	57.63559	78.896835	80.222786	104.31097	16.488958	58.68399	124.42095	117.461525	110.2815	100.115524	89.81127	82.31017	82.83358	77.615	26.195028	67.220825	126.85301	68.796646	35.079838	134.28581	69.35504	121.88421	145.97418	82.5133	98.21794	75.43654	67.10567	87.74697	47.773144	97.004944	79.49239	129.10388
G000331535	61.983356	37.227062	66.77415	30.022238	54.884666	37.553204	22.053617	36.811565	81.61053	52.41534	55.814632	66.77186	48.20665	39.89244	58.324665	27.236467	27.527504	35.573643	64.05413	39.25699	43.55316	68.565285	36.753567	32.081562	72.4228	27.844921	52.847893	42.009438	10.300617	102.82841	49.6342	52.574863	32.729256	32.943764	56.428234	79.08756	82.13231	38.622017	69.42995	48.089058	0.0	36.122894	13.997123	63.26836	76.107895	43.15969	103.0163	58.623756	76.83496	23.272871	57.920216	80.47319	77.72759	40.29102	81.683205	92.76982	115.24966	139.84526	53.533024	91.9268	51.649387	58.419083	37.907803	94.5488	108.766884	77.383385	23.58564	32.061604	39.86444	14.527099	58.93292	41.01533	35.241703	49.755047	23.140463	29.176092	31.10852	65.90431	32.050564	65.56346	46.90059	66.73857	71.872	107.542076	36.153152	75.391716	74.95642	41.300766	28.025883	62.42756	69.1173	36.45136	75.55151	61.53277	94.45458	48.741646
G000222485	121.03395	82.282265	125.545654	41.60146	101.2693	78.10228	34.63307	57.390846	53.177433	56.330135	48.25853	18.640749	112.94314	37.601055	126.22668	54.250015	61.801056	35.627224	113.385826	17.686264	21.941036	50.66071	58.475876	35.600643	125.50676	45.656258	35.584557	63.146236	25.17589	137.3306	91.590004	56.108105	31.755817	38.150993	119.78237	145.48026	53.35216	81.835556	81.14651	112.82374	36.122894	0.0	36.176243	57.978947	60.101295	109.043495	145.34639	67.471	52.688103	30.190847	114.737465	139.32574	134.94513	111.22219	52.99227	150.69908	153.72836	84.32339	46.087467	97.10378	21.527077	90.04257	35.857662	56.471474	157.28392	113.25434	37.030865	2.4855018	110.4679	59.61297	65.12109	18.392061	25.58608	64.86908	21.514557	43.57781	34.16434	126.26793	71.93166	126.59308	21.34725	124.2765	119.224785	96.73737	68.429306	82.95069	47.247185	61.742226	3.6717563	122.40184	131.65721	34.76739	119.014656	58.423935	154.10388	19.715782
G000566685	47.192337	39.58041	50.940594	25.807905	49.544	33.90585	27.822275	41.607986	76.33466	64.20749	54.85637	63.653225	59.05534	47.026806	69.94262	34.318462	31.544825	39.75665	54.406494	40.258167	49.844177	76.345924	27.058846	35.085236	74.24174	21.673368	69.18684	40.741177	13.099541	93.844864	48.063774	52.003025	36.431744	37.891754	62.68544	64.94061	76.79053	48.523647	62.160076	58.894672	13.997123	36.176243	0.0	63.191338	72.00205	59.124527	99.869545	69.68203	92.02321	24.180395	43.810543	71.01605	65.02568	50.94954	76.35159	76.20993	108.68498	151.9288	53.296455	86.225426	61.04368	55.1838	41.74436	110.38266	103.35168	79.611275	30.296312	32.533524	50.750378	23.199377	63.13028	42.93241	46.521255	61.03508	24.546968	32.30351	35.152634	48.362362	39.963253	50.654343	45.91359	50.688007	68.57488	106.45606	33.02667	66.38042	77.14151	50.541504	28.044874	46.363743	60.159515	40.346653	66.30781	57.5043	79.74642	55.269665
G000427405	91.58037	93.57057	97.879555	99.11429	109.678604	113.773834	77.431076	46.070847	134.22404	59.54843	114.94364	92.55438	118.46282	16.788149	132.65381	74.86914	99.234184	41.978115	109.54595	90.36439	95.58843	43.191685	96.37728	93.72247	157.29312	106.42101	51.45703	54.479965	48.55875	127.95238	117.50023	24.219381	68.0993	86.07509	130.18517	117.53436	134.73685	87.78882	37.417572	118.412155	63.26836	57.978947	63.191338	0.0	147.8731	109.284195	146.05814	25.490078	66.73469	90.839745	85.520744	148.72488	125.9517	116.53913	134.1273	107.1956	146.07858	82.64977	113.06715	36.968735	73.565445	140.69272	40.649555	51.39468	127.21896	71.02981	61.967667	56.22097	115.28678	106.94386	132.74161	84.73541	71.30462	70.76135	81.46771	49.832726	47.820923	94.956604	78.08667	94.53436	97.082184	97.916435	126.98041	73.32597	86.17655	132.61766	25.804796	69.3434	55.218468	89.57123	117.31738	40.330772	105.06455	65.585724	116.19344	62.089203
G000429425	156.71846	92.98126	162.55713	30.95632	98.90651	83.889786	68.08395	117.04177	15.239924	161.21857	8.064054	80.738	145.9683	115.76416	159.31593	71.84034	104.49241	96.68517	123.76081	22.011005	17.864273	122.75774	41.586487	21.682423	137.29611	45.66649	123.38389	125.32657	81.306656	174.42102	113.97365	94.81109	85.917244	35.959053	137.48193	175.0939	15.393187	83.55948	121.31935	145.68996	76.107895	60.101295	72.00205	147.8731	0.0	156.71504	177.34268	157.54823	172.10837	22.367926	151.10004	132.41733	148.51508	137.40506	15.285255	187.77846	192.69385	204.42094	8.484101	173.94147	47.53996	30.4699	99.97969	171.99086	199.09427	134.85596	56.953148	59.277874	137.12833	61.62956	11.630774	29.05837	105.547615	167.6423	75.505684	88.78686	79.66096	153.95352	116.047806	165.08955	19.280779	161.47191	151.49861	141.93568	86.9256	24.598043	151.24352	112.77702	57.911747	155.03241	166.1025	97.625374	152.82695	178.98643	186.482	97.6011
G000973725	83.066826	75.00103	87.93124	86.79198	95.27369	49.126278	56.58589	51.410576	180.54103	110.40459	132.72183	160.0037	12.909481	82.14024	15.076888	63.103813	35.76521	73.21497	101.32199	113.69652	120.59344	103.38873	88.07386	91.21808	60.601406	77.2954	116.356094	80.57819	58.12212	100.450966	44.686695	97.45041	98.884186	86.7538	28.749908	96.11905	181.45021	70.511635	109.37891	12.913113	43.15969	109.043495	59.124527	109.284195	156.71504	0.0	89.27959	80.94264	139.59912	84.22524	84.36353	110.48324	91.182106	19.941286	180.79108	107.287704	104.8959	217.36406	127.87452	126.55651	128.81046	114.52612	76.17846	156.79817	82.47735	79.54507	76.76332	98.096855	19.427458	63.792145	127.54493	111.59153	96.87741	99.49968	83.60524	68.17564	72.13053	91.92532	20.875584	82.78562	125.75664	86.91918	58.628994	142.34712	86.045204	144.62346	138.6426	57.464756	93.34375	87.307945	89.59383	74.75839	71.57633	90.86109	105.5696	116.78397
G000737515	97.33756	98.5012	97.16234	115.841194	84.1986	88.09049	127.51527	118.0704	182.3013	158.07137	159.82965	178.90698	59.61391	136.41483	56.512283	134.83298	90.11097	132.70749	84.69056	142.90553	155.9023	155.31245	110.30669	137.92455	64.49631	122.78052	174.91284	105.913795	100.7607	9.9350195	64.643166	121.83166	136.52481	141.9652	63.09596	93.54083	183.10732	140.67905	120.327225	59.499126	103.0163	145.34639	99.869545	146.05814	177.34268	89.27959	0.0	136.57115	200.17076	126.50084	103.02476	96.712166	62.140358	74.26959	182.53984	89.70879	6.283973	239.31772	158.90506	130.04472	167.34299	132.02934	134.7872	201.83589	34.214878	107.34368	123.33976	141.63997	74.635796	112.23837	165.7556	156.47847	153.09395	144.29277	137.20013	133.15906	129.19122	110.77293	78.51234	95.38252	163.18822	94.24099	15.927011	158.4172	102.40538	146.26779	165.8025	142.62312	136.16315	111.40473	90.35759	132.82823	19.43436	134.68645	72.01789	163.95316
G000169175	96.217514	94.74565	101.36485	97.16283	110.46187	104.089455	78.65014	46.664227	146.19936	72.07475	127.018524	108.22709	93.595	13.525877	103.511475	77.24222	87.25051	52.926037	117.316414	93.82203	101.42915	42.06208	94.15785	100.82853	130.57932	105.35228	69.00807	58.777504	51.637383	121.95887	95.75559	30.859798	83.31569	95.39502	109.80888	121.37122	146.93307	83.92127	44.674408	93.54328	58.623756	67.471	69.68203	25.490078	157.54823	80.94264	136.57115	0.0	87.60058	95.40156	92.647285	154.16235	122.31213	94.56924	146.27473	109.48236	139.75322	108.284164	124.557625	46.56652	90.75029	140.93185	52.674034	64.28973	114.36921	55.559536	70.65539	64.25925	93.44176	98.87582	137.32178	96.566925	80.44817	77.70849	82.305626	60.64904	57.111675	102.81795	59.085926	99.12684	109.099335	100.8808	112.806076	71.64457	90.86909	140.48445	54.30632	71.621666	62.936325	97.78753	117.84897	51.749737	98.81773	68.51453	117.19958	82.4751
G000807855	173.2003	140.23863	180.92448	136.37958	172.51758	145.84772	66.432785	78.78638	168.35207	43.600643	136.23158	69.95569	160.99565	52.22201	175.48898	87.6637	117.599884	50.372208	178.93094	105.87026	100.96273	68.34162	155.9343	99.10884	209.54716	124.26327	10.268565	104.57041	64.98147	196.03362	165.86386	101.48882	65.82682	84.232925	180.24216	197.7516	168.64261	117.83033	130.88367	161.01144	76.83496	52.688103	92.02321	66.73469	172.10837	139.59912	200.17076	87.60058	0.0	102.325294	161.64508	217.20341	195.59608	159.9945	168.08336	204.96416	204.2494	53.13799	130.61201	129.24704	54.553905	188.89359	49.565117	35.172184	205.78235	176.9878	85.14051	52.39541	158.51782	132.52396	154.8429	71.423515	30.909151	64.72525	67.24879	57.68393	59.5508	182.52501	114.85268	176.0714	90.044945	181.43091	182.942	152.78978	131.45445	200.13664	35.29696	69.44493	54.31604	173.34132	189.69592	50.4473	174.96973	68.251114	205.28503	24.115746
G001442615	91.46685	45.449295	96.89346	15.81399	64.21993	44.23476	24.505184	59.115574	33.629417	85.3335	14.388399	54.162304	82.92333	61.249577	96.68026	30.991312	50.45521	46.384758	76.955635	14.889961	13.362696	77.588585	24.637989	4.17828	93.51359	18.106401	67.744286	66.192444	28.713722	124.58047	67.58098	60.875088	37.69644	10.600756	82.61094	109.72657	33.91567	42.86972	82.454414	82.74101	23.272871	30.190847	24.180395	90.839745	22.367926	84.22524	126.50084	95.40156	102.325294	0.0	85.54297	91.56133	97.87029	73.53124	33.64395	125.65888	140.40282	153.19615	12.849017	119.15419	28.905436	29.564306	49.207863	115.22812	140.75272	96.277374	23.885273	26.31112	73.211754	23.392338	17.330387	13.345854	48.46204	87.59044	28.452442	38.743828	36.229313	91.29562	57.72017	97.75204	12.105316	96.443596	96.84636	113.978966	42.24054	37.087494	93.88986	56.474915	23.509956	89.57095	101.28564	47.572968	99.3705	100.3701	124.8782	49.238464
G900112365	3.164312	39.20462	7.367243	79.7238	43.34482	70.12387	92.63343	60.46427	148.05426	93.62122	122.86928	154.22568	71.40316	85.36667	85.88279	72.17441	80.17371	76.19484	32.642765	118.939674	134.26164	137.08661	58.562344	99.16188	108.67639	95.200554	131.45581	38.598373	59.68643	87.24277	72.69685	69.53424	82.0863	100.08249	80.256035	10.288118	148.96533	78.720505	49.485535	71.21199	57.920216	114.737465	43.810543	85.520744	151.10004	84.36353	103.02476	92.647285	161.64508	85.54297	0.0	48.642124	32.11414	60.676758	148.29541	21.942425	104.90282	227.52135	123.20427	75.07882	141.55818	85.832664	78.05399	184.55643	84.12347	83.29255	67.81683	108.835045	60.712555	62.026802	131.91188	124.50969	121.02971	83.05671	106.877304	67.02194	72.7262	5.360021	61.922737	4.6812835	129.17914	8.291646	75.92523	134.99756	36.99441	104.402466	113.43289	90.85511	99.45591	3.861241	20.423714	76.864426	56.12195	95.92648	26.2967	130.803
G900103285	46.60662	47.019062	45.18789	82.64451	44.6721	69.92147	108.97274	119.759514	136.39908	142.76369	117.159645	174.48027	81.531166	144.20076	87.511	111.40413	84.356384	131.21446	33.119263	123.1606	135.00603	176.52379	57.80582	109.01739	99.473785	99.8145	179.11018	84.75885	87.02769	93.42679	77.36654	109.71119	102.73816	120.562126	81.2573	36.005596	137.41869	109.259926	98.680756	81.262375	80.47319	139.32574	71.01605	148.72488	132.41733	110.48324	96.712166	154.16235	217.20341	91.56133	48.642124	0.0	30.559431	71.769424	136.70883	55.52366	107.190346	270.37747	119.30316	133.74309	162.14609	65.35845	133.94716	233.15262	104.00039	116.287796	90.32269	138.04037	72.517204	62.223984	123.56217	141.74115	152.43019	121.20385	126.159546	117.71947	122.17692	50.663513	88.45748	44.533237	139.2022	44.578854	77.35448	159.97754	54.545235	89.5674	177.02048	143.02579	129.44595	52.91737	28.32678	131.77782	71.11611	142.33943	50.592453	172.65894
G900100765	29.339987	48.873085	30.547897	83.69379	28.29015	60.556488	105.86175	91.7004	147.86557	128.37173	127.865616	173.63034	61.008175	119.30777	67.48529	99.11672	85.65256	108.610054	26.070213	127.35619	142.8205	158.075	61.37504	111.04434	91.97277	102.36787	162.11824	64.84704	78.29773	52.313015	61.773636	90.26609	110.28547	116.91385	63.808933	22.289711	148.90285	96.64242	70.89764	60.767216	77.72759	134.94513	65.02568	125.9517	148.51508	91.182106	62.140358	122.31213	195.59608	97.87029	32.11414	30.559431	0.0	56.42622	148.22485	28.459005	67.25576	250.62604	129.04385	97.575005	156.71149	76.36841	111.160866	211.83057	57.981823	91.24007	92.021614	130.39323	56.870613	73.096794	134.3092	139.87294	146.38246	115.79487	124.75948	98.83147	102.203766	34.958435	70.27143	27.896467	141.7911	30.521158	54.214546	137.10036	52.21367	98.14972	151.47398	121.30998	121.79273	36.671158	30.887676	109.24707	34.412	126.9191	18.981255	159.38705
