	G001007025	G000091085	G001796065	G000583875	G001796105	G000237205	G001897225	G000454725	G000204135	G001007145	G000011565	G000092785	G001007105	G000204175	G001796285	G001625535	G000470765	G000471025	G001625515	G001796175	G001007065	G001007125	G001714585	G000700845	G001401475	G000700905	G001736045	G000270425	G000687415	G000516655	G001736055	G001466415	G000508025	G000007605	G000508005	G000270405	G000191925	G000493885	G000756735	G000700865	G000700925	G001401455	G000024145	G000298495	G000270445	G001618265	G000009945	G000508065	G001794895	G000830965	G000750955	G001794905	G000298455	G000298515	G001794865	G001794935	G000068585	G000317995	G001401485	G001545115	G000253035	G001499655	G000298555	G000298415	G000298435	G000829755	G001563055	G000011165	G000338695	G001796275	G000211155	G000415685	G000415565	G001714565	G001007085	G000007205	G000174995	G001796185	G001796255	G000008725	G002007725	G000417695	G001714575	G000298375	G000751535	G001796095	G000470805	G000687395	G000813665	G001464115	G000270385	G000470825	G001796235	G000008745	G000417845
G001736045	17.771717	17.702923	347.81003	14.694605	345.3021	106.53562	53.359127	6.3672085	31.715342	17.770893	103.87277	148.97357	17.770094	0.012301655	143.4096	31.26151	32.057713	9.500476	32.013607	331.58685	17.76519	17.748611	0.014032417	20.32108	0.16800995	20.321316	0.0	0.0047682263	0.008310913	17.03554	0.013784283	31.665167	32.258377	2.8569367	32.23352	0.0049817506	0.012561413	41.920918	134.45566	20.32108	20.321207	0.09625733	17.257212	0.45130637	0.0050782887	150.67552	3.56257	31.921413	142.76945	20.494026	121.17177	248.10495	0.06939175	0.052397776	142.74362	327.4246	27.545734	0.090470865	0.096223064	123.18094	78.86219	119.56172	0.16395995	0.14421315	0.0885078	57.53545	0.017758958	17.769455	0.07449057	335.22116	0.033360504	0.014437319	0.013671198	0.015871806	17.75975	17.649565	20.147356	341.4363	142.39905	27.49466	9.502599	7.589265	0.013028627	0.020210935	124.46285	336.772	31.984371	0.019698566	62.19472	232.70819	0.0033392855	31.859194	143.32797	17.778938	1.4611238
G000270425	17.816996	17.748451	347.9566	14.740088	345.4427	106.604935	53.48461	6.368413	31.789598	17.81617	104.00231	149.09288	17.815393	0.010809446	143.49802	31.336634	32.131298	9.537586	32.087204	331.72723	17.81058	17.793499	0.013202448	20.371576	0.17678057	20.371826	0.0047682263	0.0	0.0056425747	17.08388	0.013602616	31.73945	32.334362	2.882408	32.31104	0.00084227056	0.008778822	41.983925	134.63464	20.371576	20.371689	0.098834194	17.304226	0.45501456	0.00084571715	150.79486	3.5999658	31.99708	142.85847	20.54521	121.3849	248.19914	0.07287403	0.046966143	142.83252	327.53357	27.575655	0.088774666	0.0997391	123.3221	78.978004	119.65592	0.17180108	0.14777382	0.08691506	57.634663	0.019984338	17.815067	0.074611016	335.36304	0.03793644	0.011509103	0.00972982	0.017669365	17.805134	17.69504	20.19775	341.5799	142.48763	27.524847	9.539816	7.6003194	0.01416927	0.013555107	124.55714	336.9151	32.060146	0.017497795	62.369038	232.78314	0.002770238	31.934647	143.41632	17.824034	1.4731427
G000687415	17.77189	17.703289	347.7281	14.81615	345.2169	106.622734	53.59823	6.3935323	31.680204	17.771034	104.23006	149.03876	17.770395	0.015679747	143.42505	31.228327	32.02137	9.587154	31.979021	331.5142	17.765184	17.74813	0.017091101	20.30303	0.17696998	20.303186	0.008310913	0.0056425747	0.0	17.040075	0.02017943	31.629978	32.225178	2.8572397	32.200165	0.0058539654	0.012676042	41.869263	134.89311	20.30303	20.303095	0.099052586	17.2578	0.46179143	0.0059221853	150.73988	3.5627005	31.88726	142.78516	20.475906	121.49595	248.05382	0.07603195	0.051695127	142.75893	327.36978	27.465094	0.0925597	0.100283176	123.37137	79.068855	119.701096	0.17386402	0.14701267	0.09208077	57.738758	0.023268351	17.77056	0.072259344	335.14532	0.04009264	0.016129326	0.0153869605	0.021130623	17.75992	17.650663	20.129446	341.35968	142.41422	27.418364	9.5904045	7.623318	0.020128274	0.021440685	124.59605	336.6987	31.950655	0.013787859	62.46434	232.58414	0.0067698443	31.825548	143.34326	17.778252	1.4709495
G000516655	0.12650461	0.13292049	258.94864	41.598713	256.62753	73.250374	57.313206	23.875877	12.849861	0.12665161	126.95159	109.14749	0.1266411	17.328478	96.16773	12.608877	13.040926	31.649504	12.966621	245.6998	0.1254988	0.12876526	17.284552	12.129608	17.556831	12.127194	17.03554	17.08388	17.040075	0.0	17.351852	12.842443	13.184168	13.133039	13.213653	17.071209	17.317368	22.453032	171.1798	12.129608	12.129574	17.419985	0.021233903	18.93862	17.089876	110.21105	12.5454855	12.9229965	95.688614	12.145496	107.37734	195.01857	17.604431	17.189909	95.65916	248.38503	12.277511	17.46697	17.466145	98.415596	72.52969	91.06882	17.548792	16.781258	17.466057	57.225143	17.409307	0.12809744	17.054588	248.43175	17.58837	17.024155	17.329645	17.17565	0.1256651	0.12466396	12.180892	253.87364	95.418884	12.095087	31.593376	22.621977	17.407736	17.374853	94.2987	249.35364	12.946701	17.328295	67.8199	166.12646	17.115606	12.8345175	96.12941	0.12944344	14.703844
G001736055	18.094936	18.02562	349.4029	14.383513	346.88046	107.04352	53.16183	6.2273493	32.2346	18.094084	103.20351	149.73499	18.093235	0.004899482	144.29468	31.778582	32.586025	9.310745	32.539276	333.12085	18.088932	18.071089	0.005742776	20.601154	0.15469375	20.601444	0.013784283	0.013602616	0.02017943	17.351852	0.0	32.18408	32.786896	2.923017	32.76387	0.013647837	0.0056251343	42.414894	133.48192	20.601154	20.601284	0.08836228	17.574667	0.4049008	0.013567939	151.44714	3.6113183	32.44317	143.65045	20.778664	121.154236	249.24135	0.058743265	0.048087176	143.62529	328.79074	28.009628	0.08013846	0.08571106	123.61238	78.896866	120.02878	0.15109229	0.16192327	0.07999771	57.442074	0.008936715	18.093044	0.08663594	336.7693	0.01959562	0.022817256	0.0051661073	0.010161652	18.083189	17.971893	20.423244	342.99268	143.27835	27.954535	9.309941	7.507851	0.0036106168	0.013349109	124.97068	338.32538	32.509308	0.013317577	62.035416	234.0406	0.011581502	32.381317	144.21275	18.102571	1.528033
G001466415	12.674615	12.656036	238.3235	61.400654	236.28421	81.176956	76.33936	42.849804	0.0022008007	12.670928	154.13756	111.24374	12.669921	32.147556	93.606995	0.11063854	0.12051546	47.01451	0.12950651	226.57872	12.657468	12.664199	32.072674	16.328802	32.5579	16.32909	31.665167	31.73945	31.629978	12.842443	32.18408	0.0	0.092169456	24.159344	0.09678329	31.734749	32.098907	19.822504	200.6134	16.328802	16.32849	32.26256	12.788973	34.282936	31.746479	112.305626	22.845034	0.05049845	93.25748	16.242617	116.1292	191.86594	32.48486	31.876938	93.21525	236.48125	15.17236	32.431602	32.444756	103.5605	86.1987	100.28111	32.555317	31.43817	32.44302	73.46302	32.209225	12.628958	31.672132	228.86311	32.497684	31.688944	32.1229	31.97967	12.664964	12.676674	16.40461	234.01726	93.00775	15.148053	46.866066	39.025097	32.239834	32.20157	102.73487	229.43098	0.063275374	32.09424	77.53589	155.52489	31.796417	0.063735254	93.53377	12.665847	27.234161
G000508025	13.00618	12.985794	236.09879	62.39543	234.08035	80.16321	76.47793	43.54862	0.08836871	13.002663	154.38615	109.72563	13.00151	32.75082	92.25411	0.11268399	0.10515593	47.763645	0.09509433	224.40468	12.989174	12.996804	32.67332	16.264536	33.17069	16.26512	32.258377	32.334362	32.225178	13.184168	32.786896	0.092169456	0.0	24.681786	0.03291896	32.329693	32.700665	19.36222	201.20482	16.264536	16.264273	32.865517	13.128217	34.94385	32.34107	110.7935	23.31085	0.084626965	91.9121	16.176613	115.64603	189.9039	33.09165	32.47717	91.869316	234.32521	15.117367	33.03467	33.045826	102.324524	85.55398	99.01891	33.16615	32.041683	33.04436	73.28135	32.812828	12.958257	32.264645	226.69353	33.1093	32.278885	32.724533	32.578415	12.996854	13.01028	16.347898	231.81721	91.66464	15.099891	47.61674	39.585655	32.84234	32.80105	101.41233	227.26553	0.08412048	32.697536	77.64002	153.73798	32.394264	0.09159836	92.18099	12.996824	27.681234
G000007605	13.671464	13.627126	328.1369	17.6191	325.66003	101.03107	52.38793	8.882476	24.19707	13.671516	105.05046	139.93282	13.66962	2.9237816	133.83139	23.823492	24.589615	11.464793	24.498476	312.68488	13.667814	13.671887	2.9114273	16.439861	2.860861	16.439493	2.8569367	2.882408	2.8572397	13.133039	2.923017	24.159344	24.681786	0.0	24.674988	2.878075	2.923812	35.558903	137.55191	16.439861	16.439926	2.91055	13.3008995	3.1109543	2.8826115	141.57571	2.332701	24.38436	133.22047	16.583786	113.37299	237.97879	2.8670945	2.8503337	133.19095	310.60062	23.034376	2.9725482	2.9268353	113.11929	75.715454	112.221275	2.8633676	2.7483296	2.953773	54.827892	2.9013584	13.67055	2.8106916	316.0519	2.92597	2.880074	2.9261765	2.8857439	13.664201	13.580996	16.285757	322.06635	132.88542	22.950684	11.464073	9.617542	2.9292264	2.9351232	116.84712	317.4231	24.44136	2.8992536	57.079903	219.90971	2.8720953	24.30669	133.73972	13.684844	3.70512
G000508005	13.032804	13.012607	236.04897	62.296276	234.02068	80.12737	76.29267	43.492104	0.09500661	13.029269	154.21724	109.59087	13.028235	32.729473	92.188	0.116484396	0.10549956	47.67317	0.0980034	224.3437	13.015689	13.024149	32.647827	16.307089	33.14902	16.307795	32.23352	32.31104	32.200165	13.213653	32.76387	0.09678329	0.03291896	24.674988	0.0	32.306572	32.676636	19.426983	200.99095	16.307089	16.306782	32.847614	13.154961	34.926014	32.317867	110.66258	23.325478	0.09417204	91.84568	16.218615	115.522316	189.7677	33.078476	32.46005	91.80414	234.1956	15.129347	33.014828	33.027668	102.42951	85.4371	99.03207	33.146793	32.025364	33.030018	73.22188	32.792274	12.98489	32.250336	226.63457	33.0866	32.256214	32.700714	32.5546	13.02362	13.03569	16.388863	231.75911	91.599754	15.111722	47.523087	39.541565	32.820694	32.784317	101.43832	227.20605	0.09218312	32.672062	77.639565	153.64687	32.370304	0.09510365	92.11387	13.023642	27.674942
G000270405	17.803549	17.73513	347.99524	14.721609	345.48358	106.63237	53.485573	6.360442	31.78499	17.802692	103.99528	149.1174	17.801939	0.011241455	143.52193	31.33115	32.126663	9.522255	32.08223	331.76593	17.797144	17.78019	0.013272612	20.368452	0.17625126	20.368702	0.0049817506	0.00084227056	0.0058539654	17.071209	0.013647837	31.734749	32.329693	2.878075	32.306572	0.0	0.008743778	41.981556	134.62077	20.368452	20.36859	0.098610215	17.291351	0.45397303	0.0010701572	150.81859	3.5907905	31.992113	142.88182	20.541973	121.38924	248.22118	0.07362561	0.0474268	142.85587	327.57825	27.578724	0.088602126	0.09929251	123.33461	78.98519	119.6799	0.17156938	0.148285	0.08696192	57.643845	0.020206496	17.801771	0.076244615	335.40314	0.037892535	0.012468988	0.010352089	0.017834019	17.791656	17.681908	20.194227	341.61783	142.51099	27.527979	9.525097	7.5882273	0.014203749	0.014679092	124.58151	336.9537	32.054607	0.017426368	62.369934	232.82019	0.002919907	31.929705	143.43985	17.810612	1.4699998
G000191925	18.057106	17.987652	349.16605	14.514217	346.64484	107.05189	53.379143	6.2716684	32.149803	18.056234	103.60276	149.6876	18.055521	0.003953655	144.20114	31.69515	32.494102	9.403498	32.44999	332.89502	18.050808	18.032888	0.0059848493	20.5909	0.1680523	20.591074	0.012561413	0.008778822	0.012676042	17.317368	0.0056251343	32.098907	32.700665	2.923812	32.676636	0.008743778	0.0	42.357235	133.98813	20.5909	20.591013	0.09126238	17.538902	0.4213723	0.008643317	151.39865	3.6291194	32.358887	143.55745	20.767807	121.44922	249.04611	0.06746511	0.0433567	143.53178	328.60828	27.908089	0.08118775	0.09090316	123.713646	79.057205	120.08328	0.16420509	0.16153932	0.08054016	57.64286	0.012895568	18.055178	0.086530335	336.5409	0.028180948	0.019330814	0.0027039454	0.012861567	18.045124	17.934565	20.414484	342.7639	143.18494	27.85447	9.402798	7.5563498	0.00577353	0.009892545	125.014496	338.0971	32.424244	0.008439124	62.235085	233.78407	0.010293261	32.296364	144.11832	18.063911	1.5256903
G000493885	21.977493	21.954752	180.11934	78.555084	178.76031	41.455597	55.632393	48.74783	19.743193	21.97591	126.918304	60.26378	21.974815	42.446243	48.84562	19.596792	19.545456	60.366333	19.216068	168.7643	21.980225	21.992035	42.224323	7.1380343	42.766502	7.1367135	41.920918	41.983925	41.869263	22.453032	42.414894	19.822504	19.36222	35.558903	19.426983	41.981556	42.357235	0.0	180.616	7.1380343	7.1376534	42.53103	22.275904	45.446392	41.985043	61.117306	30.139475	19.534622	48.520573	7.034601	82.27872	125.84852	42.961586	42.17583	48.47751	168.70398	6.3815494	42.757862	42.669964	58.835995	50.16948	52.712666	42.764675	41.77517	42.741386	47.17647	42.524834	21.868143	42.23123	171.2021	42.863796	41.698463	42.320473	42.07967	21.987934	22.038147	7.3658814	175.79147	48.307964	6.5305634	60.304726	43.37863	42.49498	42.53172	54.24554	172.0796	19.763262	42.316284	66.06533	103.60416	42.05364	19.464706	48.806477	21.981585	35.771343
G000756735	172.32358	172.23781	507.32672	101.828545	504.84653	187.60936	54.620632	118.17332	200.5578	172.32881	14.7358675	236.6715	172.32108	134.04247	259.91394	199.00764	201.03654	101.61388	200.02045	486.7397	172.34775	172.36598	133.63751	149.79579	131.89287	149.80638	134.45566	134.63464	134.89311	171.1798	133.48192	200.6134	201.20482	137.55191	200.99095	134.62077	133.98813	180.616	0.0	149.79579	149.79764	133.42798	171.35687	129.37314	134.60524	239.56035	130.8569	200.92377	258.91623	150.44759	82.15304	363.24448	133.61823	134.56862	258.97748	458.69214	187.81549	133.94241	133.53561	157.85364	84.24861	174.21751	132.08699	135.02975	134.13986	68.863235	133.27705	172.25047	136.04028	491.22995	132.82715	134.5356	133.75168	133.50523	172.31837	172.00389	149.0535	497.30963	258.58038	187.99318	101.62412	120.21182	133.51543	134.55527	182.64786	493.36133	201.22781	134.01405	64.49214	404.52182	134.39551	200.64145	259.7553	172.32852	138.25371
G000700865	12.097825	12.058477	238.29865	44.83319	236.61188	57.53787	45.038834	24.092007	16.279669	12.095343	105.68957	86.63456	12.093714	20.638323	77.77613	16.009256	16.313595	32.20162	16.08855	225.3046	12.097293	12.101872	20.510815	0.0	20.693182	0.0001117034	20.32108	20.371576	20.30303	12.129608	20.601154	16.328802	16.264536	16.439861	16.307089	20.368452	20.5909	7.1380343	149.79579	0.0	0.0	20.65499	12.090469	22.31592	20.374313	87.782745	12.837636	16.29498	77.30684	0.005196256	86.23923	170.30061	20.914125	20.466629	77.27355	224.58975	4.68538	20.82454	20.724226	73.90524	51.014072	69.90367	20.692623	20.179693	20.801733	41.31163	20.655075	12.038327	20.506575	228.04008	20.851625	20.182417	20.55173	20.395224	12.100094	12.093395	0.019975273	233.36273	77.039055	4.672014	32.12024	21.796362	20.667398	20.695776	72.772026	228.97453	16.46705	20.555983	54.77677	148.7886	20.411037	16.21996	77.73216	12.104766	17.274628
G000700925	12.097719	12.058365	238.29782	44.833954	236.61108	57.537838	45.039608	24.092194	16.279358	12.095228	105.69114	86.633995	12.093605	20.63846	77.77574	16.008959	16.313255	32.202076	16.088264	225.30357	12.097195	12.101761	20.51089	0.0	20.693424	0.000112263624	20.321207	20.371689	20.303095	12.129574	20.601284	16.32849	16.264273	16.439926	16.306782	20.36859	20.591013	7.1376534	149.79764	0.0	0.0	20.655115	12.090342	22.316208	20.374453	87.78232	12.837671	16.294653	77.30642	0.005195347	86.240395	170.29912	20.914309	20.466742	77.273056	224.58823	4.685014	20.82463	20.724304	73.90592	51.01476	69.90393	20.692883	20.179825	20.801863	41.312668	20.655266	12.038237	20.506708	228.03912	20.851818	20.182571	20.551794	20.395353	12.099995	12.093293	0.019983193	233.36171	77.03865	4.6716595	32.120747	21.79646	20.667538	20.695915	72.772255	228.9734	16.466745	20.556036	54.777958	148.78732	20.411175	16.219635	77.73169	12.104634	17.274822
G001401455	18.1505	18.084885	349.46222	14.180377	346.96738	107.24543	53.164513	6.1997333	32.310658	18.149824	103.19413	150.02678	18.149048	0.08819156	144.55182	31.853611	32.66659	9.129512	32.61246	333.20023	18.144316	18.128323	0.09073018	20.65499	0.1413879	20.655024	0.09625733	0.098834194	0.099052586	17.419985	0.08836228	32.26256	32.865517	2.91055	32.847614	0.098610215	0.09126238	42.53103	133.42798	20.65499	20.655115	0.0	17.64047	0.40138364	0.09800839	151.73502	3.5970478	32.521168	143.90811	20.83246	121.35297	249.39752	0.0733441	0.0783758	143.88261	329.17017	27.999811	0.023532242	0.013481049	123.709145	79.03214	120.25877	0.13999937	0.16677046	0.02130428	57.610558	0.07762949	18.154188	0.10504333	336.8393	0.08089342	0.10843018	0.089072436	0.08337272	18.138962	18.027582	20.477451	343.0602	143.5377	27.945534	9.132642	7.5091195	0.08603692	0.100074254	125.19114	338.3809	32.58867	0.08996854	61.858776	234.36046	0.093159415	32.46781	144.46901	18.157415	1.6014168
G000024145	0.11288584	0.11964244	258.02975	41.9767	255.70386	72.93716	57.26906	24.12367	12.796261	0.11291973	127.03159	108.73144	0.11302711	17.551853	95.65567	12.559273	12.977688	31.93606	12.905859	244.81587	0.112235986	0.116341755	17.50154	12.090469	17.784565	12.088289	17.257212	17.304226	17.2578	0.021233903	17.574667	12.788973	13.128217	13.3008995	13.154961	17.291351	17.538902	22.275904	171.35687	12.090469	12.090342	17.64047	0.0	19.175592	17.309835	109.79821	12.696034	12.867914	95.17865	12.105336	107.04745	194.35812	17.827967	17.406372	95.14903	247.52402	12.208296	17.685963	17.685682	98.14044	72.40662	90.7359	17.777693	16.997026	17.687374	57.147297	17.633009	0.11702182	17.271954	247.53656	17.81291	17.241669	17.549488	17.393112	0.11234321	0.1147867	12.146348	252.96652	94.90983	12.030139	31.885237	22.814089	17.63136	17.598963	93.95443	248.45369	12.891114	17.545382	67.83509	165.46992	17.3368	12.77255	95.617004	0.11542216	14.888039
G000298495	19.733383	19.669825	359.1456	12.234114	356.59683	111.993774	53.490337	5.7593575	34.337032	19.732807	101.06385	155.95686	19.731606	0.41077727	150.72676	33.869766	34.734016	7.8835497	34.659584	342.6516	19.726849	19.710722	0.42449215	22.31592	0.32955402	22.315828	0.45130637	0.45501456	0.46179143	18.93862	0.4049008	34.282936	34.94385	3.1109543	34.926014	0.45397303	0.4213723	45.446392	129.37314	22.31592	22.316208	0.40138364	19.175592	0.0	0.4545769	157.73569	3.9327865	34.572384	150.06308	22.503849	122.214005	257.37698	0.35872185	0.4294118	150.03706	338.50293	30.621815	0.42087796	0.40443903	126.88807	80.88982	124.35044	0.3298376	0.47129962	0.41777143	58.18795	0.3834414	19.743134	0.4219894	346.3332	0.36289668	0.47077304	0.4224892	0.4195157	19.720423	19.604992	22.107788	352.6246	149.68712	30.541904	7.880974	7.536857	0.4022007	0.42444688	129.51111	347.91748	34.62991	0.42078966	61.043365	243.21947	0.4421761	34.508705	150.64087	19.740719	2.4202857
G000270445	17.82256	17.754177	347.95944	14.738207	345.44473	106.604614	53.476295	6.3739676	31.796621	17.821674	103.984886	149.07826	17.82094	0.01115658	143.49855	31.342527	32.13773	9.53598	32.093845	331.7281	17.816147	17.799135	0.013012748	20.374313	0.17733034	20.374607	0.0050782887	0.00084571715	0.0059221853	17.089876	0.013567939	31.746479	32.34107	2.8826115	32.317867	0.0010701572	0.008643317	41.985043	134.60524	20.374313	20.374453	0.09800839	17.309835	0.4545769	0.0	150.78127	3.5992334	32.00386	142.8587	20.548197	121.362755	248.18898	0.07361081	0.046572916	142.833	327.54193	27.583157	0.08795529	0.09880851	123.30242	78.96786	119.645386	0.17251104	0.14651322	0.08626353	57.62352	0.020136435	17.820961	0.07556881	335.36588	0.03798252	0.012416249	0.009961717	0.017477712	17.810669	17.700806	20.200905	341.58096	142.48784	27.532772	9.53914	7.6150284	0.013971178	0.014337593	124.5473	336.91742	32.066547	0.017299302	62.34726	232.79889	0.0031255756	31.940952	143.41655	17.829514	1.480069
G001618265	108.757774	108.74998	90.14785	206.40799	89.3598	16.859318	88.97461	158.48097	112.09577	108.76183	165.91287	0.12718204	108.759964	151.60176	13.977638	111.35404	111.05087	178.12836	110.3595	80.50252	108.77488	108.888954	151.04929	87.782745	151.94077	87.78348	150.67552	150.79486	150.73988	110.21105	151.44714	112.305626	110.7935	141.57571	110.66258	150.81859	151.39865	61.117306	239.56035	87.782745	87.78232	151.73502	109.79821	157.73569	150.78127	0.0	131.96793	111.37612	13.808378	87.57053	78.41561	38.47018	152.51434	151.17592	13.83417	63.08996	82.988235	151.97623	151.86127	28.727842	49.039867	17.344826	151.95398	150.48207	151.94159	72.38031	151.67598	108.573364	151.78383	82.95378	152.30269	150.26248	151.33418	150.71416	108.79151	108.905495	88.54876	85.877556	13.814329	83.48775	178.05989	144.84927	151.58963	151.70648	15.944245	84.215614	111.722496	151.35289	118.479515	43.323376	150.89346	111.28345	13.976558	108.76295	136.5894
G000009945	13.040193	12.97692	317.01016	17.841597	314.59845	92.05794	46.667744	7.6203914	22.8669	13.039423	97.59692	130.36302	13.037766	3.634953	124.373535	22.484137	23.244194	11.022703	23.084421	301.55322	13.038012	13.02114	3.5870082	12.837636	3.5251842	12.83707	3.56257	3.5999658	3.5627005	12.5454855	3.6113183	22.845034	23.31085	2.332701	23.325478	3.5907905	3.6291194	30.139475	130.8569	12.837636	12.837671	3.5970478	12.696034	3.9327865	3.5992334	131.96793	0.0	23.011131	123.77237	12.978076	104.348915	225.11073	3.646635	3.5900197	123.74492	297.72116	20.189165	3.6943724	3.6247659	104.93749	67.27297	104.01337	3.5337143	3.4438848	3.6795046	48.896908	3.5935116	13.0330515	3.6049278	304.97232	3.637433	3.5522099	3.6120224	3.5564277	13.032659	12.936382	12.700799	310.89865	123.43487	20.122053	10.962861	7.7123456	3.6260924	3.6510568	108.5112	306.42752	23.133875	3.5925517	53.35529	209.81276	3.5906987	22.972582	124.28987	13.04483	3.6472917
G000508065	12.7553625	12.735886	237.03375	61.950897	234.99124	80.45964	76.30002	43.137688	0.045452144	12.751745	154.16417	110.32351	12.750696	32.40539	92.830475	0.1115255	0.12566303	47.45904	0.12816806	225.29207	12.738291	12.74382	32.33036	16.29498	32.825382	16.29567	31.921413	31.99708	31.88726	12.9229965	32.44317	0.05049845	0.084626965	24.38436	0.09417204	31.992113	32.358887	19.534622	200.92377	16.29498	16.294653	32.521168	12.867914	34.572384	32.00386	111.37612	23.011131	0.0	92.48375	16.207455	115.62778	190.68106	32.744076	32.13656	92.44221	235.12526	15.045668	32.68368	32.69873	102.731224	85.76643	99.41275	32.821045	31.684639	32.694122	73.18847	32.471394	12.708248	31.925724	227.58891	32.76447	31.944473	32.38158	32.23477	12.745911	12.758823	16.37722	232.73273	92.233665	15.010297	47.312458	39.266434	32.500233	32.4565	101.84213	228.1565	0.061552167	32.35311	77.54113	154.33464	32.054646	0.053340703	92.75744	12.745507	27.447554
G001794895	94.00221	94.0168	72.728096	202.26732	71.88502	17.408659	95.95688	151.55124	93.078636	94.00607	186.80914	13.761038	94.00419	143.75513	0.011257332	92.69879	92.21191	172.75325	91.493416	64.1587	94.02119	94.10615	143.23479	77.30684	144.3685	77.305916	142.76945	142.85847	142.78516	95.688614	143.65045	93.25748	91.9121	133.22047	91.84568	142.88182	143.55745	48.520573	258.91623	77.30684	77.30642	143.90811	95.17865	150.06308	142.8587	13.808378	123.77237	92.48375	0.0	77.02755	86.47319	35.964104	144.8118	143.25249	0.0009170932	52.211594	69.47019	144.20937	144.15056	38.299355	60.284004	23.79698	144.37932	142.36891	144.17758	79.01861	143.89272	93.82192	143.67766	66.2849	144.5944	142.30217	143.50183	142.91689	94.0385	94.19848	78.13255	69.06892	0.0034660958	69.86273	172.65321	138.06265	143.78447	143.8928	22.143248	67.27172	92.67334	143.53421	122.498	30.243763	142.99208	92.29218	0.011928043	94.00719	128.46837
G000830965	12.10704	12.067957	237.69308	45.148792	236.01541	57.42691	45.30658	24.325317	16.193476	12.104548	106.17894	86.429985	12.102927	20.81461	77.49548	15.927075	16.225763	32.446575	16.000359	224.72815	12.106327	12.111286	20.687057	0.005196256	20.87219	0.0051784595	20.494026	20.54521	20.475906	12.145496	20.778664	16.242617	16.176613	16.583786	16.218615	20.541973	20.767807	7.034601	150.44759	0.005196256	0.005195347	20.83246	12.105336	22.503849	20.548197	87.57053	12.978076	16.207455	77.02755	0.0	86.446884	169.89041	21.090984	20.64259	76.99411	224.05882	4.609464	21.002077	20.90147	73.85374	51.156273	69.84361	20.871458	20.35179	20.979069	41.51046	20.832191	12.047272	20.677883	227.45786	21.030363	20.355421	20.72905	20.571207	12.109203	12.10343	0.028293908	232.77483	76.760765	4.596814	32.368248	22.009995	20.845377	20.871881	72.69458	228.39124	16.37908	20.732883	54.9859	148.30833	20.58499	16.133076	77.451485	12.113748	17.416794
G000750955	107.06057	107.06722	226.2911	137.34804	224.30856	57.276764	33.465755	122.73375	116.01282	107.062935	51.866905	77.02412	107.05607	121.5461	86.861435	114.893036	115.88115	120.23418	114.77287	212.642	107.09914	107.17432	121.04763	86.23923	120.50519	86.24806	121.17177	121.3849	121.49595	107.37734	121.154236	116.1292	115.64603	113.37299	115.522316	121.38924	121.44922	82.27872	82.15304	86.23923	86.240395	121.35297	107.04745	122.214005	121.362755	78.41561	104.348915	115.62778	86.47319	86.446884	0.0	154.11426	121.865364	121.59152	86.523926	197.28949	103.55404	121.83174	121.59539	40.07502	26.805363	49.50443	120.608376	121.19207	121.96015	26.635042	121.155495	106.95221	122.59084	215.39899	121.248856	121.07531	121.250854	120.76121	107.08629	107.02791	86.22886	219.37566	86.33297	103.839745	120.194336	114.36337	121.24833	121.91011	53.232937	216.63158	115.953514	121.46515	41.286007	175.5734	121.29109	115.49126	86.7703	107.072845	114.52063
G001794905	192.58089	192.5735	57.87067	321.25522	58.331142	63.51329	181.081	257.86777	191.615	192.5842	279.4541	38.94968	192.58496	249.31633	35.789253	191.19485	190.23865	284.7427	189.2933	51.311916	192.59494	192.71675	248.59012	170.30061	250.13159	170.2936	248.10495	248.19914	248.05382	195.01857	249.24135	191.86594	189.9039	237.97879	189.7677	248.22118	249.04611	125.84852	363.24448	170.30061	170.29912	249.39752	194.35812	257.37698	248.18898	38.47018	225.11073	190.68106	35.964104	169.89041	154.11426	0.0	250.43925	248.58755	35.984745	32.607727	156.893	249.69655	249.60028	82.43355	124.44702	66.51542	250.14085	247.39145	249.63638	159.04286	249.50453	192.34328	249.15225	53.418255	250.42543	247.43483	249.01561	248.12694	192.6238	192.83405	171.59898	54.96384	36.069126	157.54114	284.7198	240.24454	249.33548	249.41823	62.83247	55.393116	191.01082	248.95221	216.42647	32.305817	248.34392	190.62614	35.806644	192.57893	229.51697
G000298455	18.348742	18.281685	350.8251	14.071739	348.30658	107.99894	53.578453	6.2225204	32.534508	18.348022	103.392784	150.80746	18.34706	0.055062205	145.46056	32.081444	32.89385	9.113069	32.84176	334.54166	18.342573	18.327122	0.06656006	20.914125	0.13671418	20.913908	0.06939175	0.07287403	0.07603195	17.604431	0.058743265	32.48486	33.09165	2.8670945	33.078476	0.07362561	0.06746511	42.961586	133.61823	20.914125	20.914309	0.0733441	17.827967	0.35872185	0.07361081	152.51434	3.646635	32.744076	144.8118	21.090984	121.865364	250.43925	0.0	0.070311576	144.78589	330.32138	28.347843	0.08152229	0.068964615	124.25936	79.508194	120.88983	0.13228709	0.15218762	0.0745582	57.88733	0.044021405	18.352043	0.075946085	338.18127	0.04132132	0.08190502	0.06508408	0.054321855	18.336672	18.226923	20.731451	344.41794	144.43951	28.300114	9.119136	7.588916	0.057377297	0.060182184	125.846504	339.7388	32.80997	0.06299519	62.166588	235.31093	0.06572981	32.691402	145.37694	18.35686	1.6420583
