	G001803285	G001580195	G000378105	G000172555	G000171235	G000019665	G000436395	G001919485	G001439535	G001304075	G001804885	G000385295	G001917935	G000264605	G000382665	G000383755	G001683795	G000817245	G000437075	G000155695	G000402275	G900141815	G000383735	G001914855	G001318295	G000953475	G001914875	G000383715	G000526255	G001831055	G000406005	G001647615	G000025905	G000020225	G001613545	G000172155	G000739615	G000493945	G001604585	G001940945	G001917295	G000285795	G000428305	G001604605	G001604625	G001603055	G000379365	G000980515	G000170755	G000438015	G000405145	G001438005	G001803205	G001804785	G001803225	G000382685	G000242935	G000723745	G001017655	G000372285	G001872735	G000972765	G000405125	G001580015	G000380785	G000019965	G000173075	G001578645	G001803255	G001803315
G000493945	422.99393	364.5313	291.87354	237.5037	427.26797	124.45994	327.02966	309.2603	287.1968	419.48993	145.93114	137.50388	336.66882	182.51549	69.12805	86.11701	355.1856	78.350296	409.36795	320.88547	0.55818415	280.12717	185.48328	323.70706	163.99724	83.19094	309.0606	173.90375	479.9535	62.83673	170.84853	364.77185	310.0293	335.36652	407.61032	420.1529	466.59338	0.0	380.9191	323.34204	319.24716	182.47893	267.92596	120.99444	235.77946	574.25366	429.94263	308.07022	80.211136	122.732735	0.29342598	302.86572	31.848154	103.12518	81.154915	73.00055	477.93942	344.34113	484.1524	194.37988	75.06619	429.2783	0.39371324	486.1616	0.005829613	566.70575	444.15414	364.42178	415.47873	423.5707
G001604585	102.184944	126.19027	110.39587	78.93113	80.76712	234.39731	136.34335	87.918304	76.47142	59.079792	122.9605	175.71541	101.360954	145.14772	256.1414	232.33826	52.22932	311.0746	140.65157	93.6622	380.22656	91.94264	144.6641	91.75478	149.26958	282.07278	88.26159	152.09308	96.88841	259.4289	146.76497	126.216385	73.86964	137.86938	43.49698	49.546318	57.89913	380.9191	0.0	135.35551	131.27725	147.94553	108.80896	140.6011	75.55793	129.97697	78.40132	127.24205	258.4241	192.34859	389.80548	105.39271	336.27753	156.55151	219.62685	252.30363	93.50984	139.71681	88.2318	120.00931	206.25319	67.57725	382.74118	87.79063	381.1049	137.68253	65.14725	126.11546	101.5936	102.80655
G001940945	102.39851	5.8927484	224.82748	123.58204	196.66089	195.67657	0.10279277	211.29544	218.01462	213.17853	126.09961	190.90755	236.66968	200.85559	230.96686	208.66568	92.64582	277.06506	12.001924	215.52646	322.34888	158.07495	203.55246	221.12228	166.86465	253.7517	211.23619	175.11171	191.62729	253.60138	216.05301	5.9199452	192.58076	0.42171425	152.68279	113.69827	180.54332	323.34204	135.35551	0.0	0.3284882	203.1951	221.49487	144.28017	93.078964	217.88109	160.13202	0.66881096	283.84668	192.56212	330.11023	154.77597	296.02798	143.09743	162.47884	229.68716	196.36307	0.73716533	187.20024	189.31679	221.40123	207.12297	325.11353	272.7932	323.4632	307.62415	200.25514	5.884174	99.646065	103.14201
G001917295	100.12409	5.919507	217.22658	118.40727	192.12563	190.67328	0.32561916	205.97351	211.5796	208.16646	121.35572	184.71953	231.46324	193.83961	225.38614	203.00151	88.94471	271.47876	12.484786	208.57884	318.22186	151.2644	196.49928	215.93082	160.4146	248.09807	205.92632	168.8727	186.53288	248.00777	210.16779	5.9483485	185.87665	0.5814388	147.74443	108.95813	175.75111	319.24716	131.27725	0.3284882	0.0	196.14543	215.01653	139.05243	88.56529	215.44379	154.98103	0.30220276	277.72232	189.78293	326.07025	149.00319	291.6523	139.53564	159.70006	223.97897	193.33237	0.98875105	184.13408	182.99141	215.98497	202.35522	321.0067	268.2735	319.36453	304.00195	196.04575	5.9072456	97.35514	100.85592
G000285795	205.73277	222.12534	42.83522	43.641155	182.39015	70.89921	205.05753	79.25388	54.142162	142.57898	49.887043	29.366161	100.39223	0.46917218	51.88773	39.052795	139.544	98.12285	256.51147	52.604637	181.71391	46.22704	0.7308113	90.63783	39.571125	80.83215	79.25588	27.094297	181.78375	65.708954	50.831055	222.27832	52.382584	210.67142	133.11652	146.43169	173.72153	182.47893	147.94553	203.1951	196.14543	0.0	43.90208	23.9102	55.67572	326.87006	143.26659	186.65938	60.043285	110.57777	188.63861	66.83306	140.58113	65.199615	107.16624	48.73203	240.15544	216.98056	232.17139	32.801758	47.035515	166.2231	183.50803	223.62305	182.53801	292.4089	169.89058	222.01047	200.9665	206.7805
G000428305	175.0167	233.20428	28.318151	32.685555	139.04716	155.99078	223.22699	38.6973	19.1589	94.663574	69.54127	57.966682	52.690094	42.275288	123.586555	106.61029	111.39809	188.51294	266.35944	54.998962	266.64075	53.246418	42.303886	44.490356	88.46948	167.91899	39.388355	46.970963	184.77672	134.69678	55.79938	233.31163	26.076042	228.12454	99.72926	123.01486	135.72287	267.92596	108.80896	221.49487	215.01653	43.90208	0.0	67.1923	78.93192	292.54565	147.4914	205.39468	116.510574	133.28438	275.69946	92.14802	226.21468	105.29062	157.25897	118.35432	190.92993	233.8347	194.81152	41.14426	96.00117	125.66042	269.9243	164.05618	267.98068	220.26903	115.89759	233.1184	171.61478	176.18361
G001604605	179.60165	169.31892	74.337074	41.683678	189.75272	52.781483	146.31355	91.40006	73.3615	159.74849	21.055182	21.658041	115.0466	23.43754	34.081734	25.83169	124.36635	71.57988	203.38794	85.01465	120.414444	61.704075	24.524889	102.61794	31.566944	57.70464	91.45859	25.097555	201.31772	43.22344	42.183468	169.47757	72.47395	151.84067	146.44057	152.36453	193.01427	120.99444	140.6011	144.28017	139.05243	23.9102	67.1923	0.0	38.213383	322.24808	159.58636	130.43044	48.771843	62.59654	126.273544	84.755325	85.62848	23.758396	45.75969	32.448177	234.69942	158.06815	228.78694	34.61951	24.653135	181.17253	122.23492	237.77711	121.05573	304.3036	184.40968	169.22578	174.30237	180.53493
G001604625	100.02396	101.86575	79.11883	35.78965	118.02373	106.00374	94.17988	76.22128	68.38828	93.515854	53.717373	78.25497	95.9189	54.980797	118.0706	99.33554	60.39144	164.36401	123.77744	65.33045	235.1638	50.39563	55.348534	84.66153	69.959274	141.9649	76.192345	65.60068	99.6355	132.6571	84.10396	101.96318	58.954845	97.46335	65.37994	68.62526	97.34923	235.77946	75.55793	93.078964	88.56529	55.67572	78.93192	38.213383	0.0	196.43436	72.67523	83.18741	141.63629	117.25665	242.65872	50.240715	195.34993	66.481125	108.43917	115.21364	138.9618	101.11857	128.08684	60.573635	100.966835	104.77447	237.30728	156.76482	235.9201	206.17876	102.26476	101.81832	97.346825	100.69596
G001603055	124.79407	187.677	300.66522	225.68465	82.718285	399.17584	218.5777	229.98463	249.24469	121.95908	315.17477	385.15164	234.51982	324.2025	451.66553	423.97943	116.95848	507.60522	186.75389	215.99098	574.80396	268.46335	324.4464	231.95583	356.0817	476.47977	229.60791	354.98392	113.72229	458.8187	346.4436	187.65765	245.80235	218.4494	90.65937	120.18094	80.00142	574.25366	129.97697	217.88109	215.44379	326.87006	292.54565	322.24808	196.43436	0.0	122.0203	215.87025	478.8105	368.00632	582.168	178.63466	551.54285	335.57614	407.60062	448.2914	49.816097	217.75743	65.936226	307.69458	417.89304	73.06805	576.76245	109.86929	574.56635	109.71035	92.503136	187.62285	129.87595	124.397514
G000379365	114.50957	147.67896	147.75186	110.650085	92.3826	217.53542	160.63014	102.184654	114.597206	59.343746	176.07593	216.24406	109.04394	142.40477	277.30194	248.24344	66.19123	318.69577	161.10072	71.384674	429.1284	119.405876	140.25153	106.76141	173.61534	287.51337	101.989494	188.95673	6.219654	279.5163	189.56856	147.66432	104.49073	162.2791	33.09484	71.449936	44.180073	429.94263	78.40132	160.13202	154.98103	143.26659	147.4914	159.58636	72.67523	122.0203	0.0	152.05014	301.20792	235.7597	438.15793	64.1303	387.10703	192.93518	269.11234	272.60876	86.4066	163.6735	64.12479	151.84743	244.61035	69.19626	431.9385	103.436195	430.18802	121.230545	56.932583	147.59923	114.76978	114.776566
G000980515	98.0414	7.0226874	207.89482	111.27246	188.9077	182.9788	0.74153715	197.80115	202.43918	202.40164	112.83097	174.4983	223.41776	184.39607	214.93942	193.07735	85.89954	261.44867	14.658868	201.00015	307.04492	143.75058	186.98405	207.79198	152.14369	238.35558	197.78035	159.29364	184.10071	237.41084	199.43939	7.056775	177.37073	1.1699237	143.92426	106.20005	172.43239	308.07022	127.24205	0.66881096	0.30220276	186.65938	205.39468	130.43044	83.18741	215.87025	152.05014	0.0	265.81085	181.70438	314.8435	144.0708	280.3955	131.33801	151.47636	213.52237	191.29475	1.7917403	182.09407	173.15892	205.33786	198.33635	309.84198	264.0203	308.18057	300.30762	191.88687	7.0104456	95.13433	98.78058
G000170755	334.31506	317.64545	122.57467	123.34701	310.93283	75.84736	286.89215	173.28967	136.31123	276.84076	79.36577	47.38482	197.58609	59.775047	26.64504	31.508535	260.2178	50.257988	359.23224	169.93257	80.141014	130.27373	61.080204	185.55687	73.70812	45.571686	173.62979	67.35536	349.4906	27.743763	88.856804	317.85947	152.58716	294.76187	272.19882	281.96902	325.29053	80.211136	258.4241	283.84668	277.72232	60.043285	116.510574	48.771843	141.63629	478.8105	301.20792	265.81085	0.0	96.65703	83.452774	184.69502	49.09982	65.90905	74.5641	26.78573	374.42435	303.2123	376.98618	93.96177	18.535097	296.92474	80.61266	349.3157	80.21421	436.93173	310.54865	317.56985	327.36728	335.31525
G000438015	248.30518	222.3545	182.43127	108.34155	222.5067	108.65198	195.88971	124.97119	135.47545	210.58647	87.27865	103.69593	136.7713	109.63878	92.00242	93.29846	176.20465	118.04084	258.71094	157.32231	122.9767	181.54326	111.31645	130.65424	119.14033	109.22333	124.49305	117.00215	279.12808	70.67926	94.850136	222.46289	160.28027	202.81798	214.31285	254.91464	265.65292	122.732735	192.34859	192.56212	189.78293	110.57777	133.28438	62.59654	117.25665	368.00632	235.7597	181.70438	96.65703	0.0	126.03478	165.86821	102.73855	42.80891	53.671307	93.587135	262.21588	209.42476	268.77502	109.10678	60.30733	224.70847	124.71334	261.61777	122.85232	319.3527	223.36736	222.2336	243.37361	249.0989
G000405145	432.10385	371.70578	300.5982	245.1791	435.082	127.34141	333.84958	316.7365	295.3775	428.16272	152.34805	143.36884	343.87097	188.73116	72.43892	90.06055	363.30322	79.78974	416.72345	328.85742	1.071203	288.76016	191.70424	331.14117	170.50694	85.24924	316.47226	180.52696	488.22684	65.22323	177.45375	371.94492	318.9788	342.26166	416.2059	429.76175	475.50095	0.29342598	389.80548	330.11023	326.07025	188.63861	275.69946	126.273544	242.65872	582.168	438.15793	314.8435	83.452774	126.03478	0.0	310.2092	33.079613	107.1774	83.9403	76.45948	485.6121	351.32166	492.10794	201.75136	79.21108	437.50485	0.75002813	493.8127	0.2979278	574.5344	452.3833	371.59503	424.54227	432.67798
G001438005	121.98975	157.36734	91.75714	59.59025	96.982925	130.65063	155.91646	98.49951	86.07486	97.091675	109.34882	118.188286	114.8354	65.93765	154.17485	131.55739	76.11097	205.26349	179.35318	50.86064	302.216	76.38181	66.19629	107.88357	102.99123	180.48842	98.09028	102.29672	86.5705	170.4247	119.89222	157.4246	77.11332	159.28868	66.39523	74.717896	93.17343	302.86572	105.39271	154.77597	149.00319	66.83306	92.14802	84.755325	50.240715	178.63466	64.1303	144.0708	184.69502	165.86821	310.2092	0.0	274.04745	130.89035	187.87006	150.64578	135.11969	162.62985	133.54578	84.29111	146.04315	85.297745	304.8914	152.09224	303.0248	202.43845	103.67266	157.23782	120.7501	122.400955
G001803205	403.00204	338.39224	240.11823	202.36325	401.806	94.902374	299.55823	265.81888	240.43646	376.81607	110.539444	101.642525	291.8468	141.01991	48.85739	62.2495	327.1444	49.047882	381.9506	276.15747	32.371067	225.77979	142.43048	278.47934	122.371414	50.847427	265.74307	131.6195	436.5643	43.897675	149.1081	338.63165	261.34537	307.9034	367.68185	377.1704	425.08383	31.848154	336.27753	296.02798	291.6523	140.58113	226.21468	85.62848	195.34993	551.54285	387.10703	280.3955	49.09982	102.73855	33.079613	274.04745	0.0	68.95812	50.979824	51.82667	451.80856	316.84845	452.58356	165.71375	51.794285	396.2569	31.81999	444.5192	31.834356	529.2614	409.20212	338.2974	395.3615	403.91632
G001804785	202.59326	169.84917	131.2306	77.072105	210.4773	70.217354	145.63658	114.06204	107.712074	184.92657	34.76338	56.07377	133.32753	64.46679	55.460102	51.581257	140.85094	85.84202	205.05168	126.35672	102.361496	114.33965	65.783	123.14062	69.86592	74.437386	114.33129	64.37931	235.36594	53.896786	61.50197	169.99129	118.84083	151.6822	174.58456	198.08205	224.60347	103.12518	156.55151	143.09743	139.53564	65.199615	105.29062	23.758396	66.481125	335.57614	192.93518	131.33801	65.90905	42.80891	107.1774	130.89035	68.95812	0.0	13.766343	55.083904	243.5815	158.01598	240.40858	68.71683	39.42153	205.03568	104.82541	257.62146	103.22794	316.71967	204.61488	169.75572	197.00652	203.39165
G001803225	256.20828	196.0826	188.59651	121.126656	275.4811	82.6029	165.22462	174.00928	168.45142	262.5957	58.364986	77.42057	195.59697	106.53393	60.657066	61.858776	195.31464	83.484856	232.64597	195.11687	80.77339	165.8108	108.87891	183.95085	100.60834	77.09638	174.11954	92.76189	316.69318	58.648945	97.21638	196.23894	180.69318	171.70161	246.58649	261.87796	302.08142	81.154915	219.62685	162.47884	159.70006	107.16624	157.25897	45.75969	108.43917	407.60062	269.11234	151.47636	74.5641	53.671307	83.9403	187.87006	50.979824	13.766343	0.0	61.55027	310.68137	178.47433	313.52814	110.81376	52.00815	277.18787	82.808685	332.86475	81.22964	398.67404	280.01703	195.98917	249.82986	257.06403
G000382685	288.67566	263.27594	127.819466	101.6078	295.9901	48.536278	232.29364	172.563	144.1732	271.44946	58.4306	30.016212	199.0124	48.992184	1.2655853	2.118714	231.65883	37.835228	304.58826	165.5088	72.61747	122.767075	51.0236	186.22545	59.20497	32.19984	172.65602	46.251495	321.74475	25.338005	84.84632	263.48303	148.34457	239.30577	255.74835	256.03577	307.44345	73.00055	252.30363	229.68716	223.97897	48.73203	118.35432	32.448177	115.21364	448.2914	272.60876	213.52237	26.78573	93.587135	76.45948	150.64578	51.82667	55.083904	61.55027	0.0	354.72623	247.23167	355.1885	80.93288	25.476425	288.83588	73.49994	352.6183	72.972786	432.42038	299.08002	263.1757	281.79358	289.69034
G000242935	94.47561	178.04413	222.17545	148.25885	28.807182	327.8247	197.59955	122.70508	154.60277	59.972008	229.8316	288.96103	121.50026	238.01314	358.67514	333.56207	70.24718	418.21945	186.6844	138.59132	478.05435	209.30882	237.70714	121.32557	283.44733	389.92743	122.44785	264.85507	87.348885	358.2366	235.4012	178.03212	162.63792	199.79236	50.04287	106.70689	54.014706	477.93942	93.50984	196.36307	193.33237	240.15544	190.92993	234.69942	138.9618	49.816097	86.4066	191.29475	374.42435	262.21588	485.6121	135.11969	451.80856	243.5815	310.68137	354.72623	0.0	200.83444	31.796938	213.65253	316.15475	23.928303	480.62497	60.775295	478.22177	44.472973	31.954628	177.97911	98.01033	94.08404
G000723745	103.335655	4.666172	235.1142	132.90562	202.61147	210.48615	0.523633	222.93849	229.67665	220.37695	138.12288	205.23134	248.8244	214.55096	248.68019	225.14407	96.40329	295.87283	9.22294	225.61548	343.28934	165.7216	217.2929	232.95024	178.63031	271.7802	222.92911	187.70662	194.3	272.5778	230.81895	4.6847825	201.67834	0.16174658	156.74095	114.33994	183.34448	344.34113	139.71681	0.73716533	0.98875105	216.98056	233.8347	158.06815	101.11857	217.75743	163.6735	1.7917403	303.2123	209.42476	351.32166	162.62985	316.84845	158.01598	178.47433	247.23167	200.83444	0.0	190.54134	202.12746	239.12659	213.48204	346.15863	279.97107	344.46848	313.65854	206.167	4.6614876	100.70564	104.07482
G001017655	86.98383	165.6763	215.88156	152.57318	65.32695	324.3784	188.23895	114.16369	147.94127	51.74886	224.78181	286.1925	115.14767	230.44237	359.85284	332.58704	75.6709	416.8587	174.36066	133.76578	484.27338	196.22026	229.06271	114.52702	268.65454	386.74783	114.08685	258.69284	63.9424	360.66727	227.66977	165.66182	148.35707	190.05112	45.855648	99.54731	48.790607	484.1524	88.2318	187.20024	184.13408	232.17139	194.81152	228.78694	128.08684	65.936226	64.12479	182.09407	376.98618	268.77502	492.10794	133.54578	452.58356	240.40858	313.52814	355.1885	31.796938	190.54134	0.0	203.21947	317.47903	49.6675	486.53485	70.81622	484.46976	44.26676	34.647545	165.65553	89.40274	86.767456
G000372285	157.11487	206.79921	49.550987	33.22497	160.99599	123.604454	191.37119	62.98851	40.745117	117.36216	33.839973	35.512062	86.57623	31.376135	85.191345	70.810875	114.51181	152.03456	242.48697	61.93093	193.00116	53.61072	31.674038	74.29264	49.934826	131.84135	63.47854	31.015192	192.4435	99.094505	12.651525	206.94928	35.266632	196.22551	123.98001	133.84534	166.42781	194.37988	120.00931	189.31679	182.99141	32.801758	41.14426	34.61951	60.573635	307.69458	151.84743	173.15892	93.96177	109.10678	201.75136	84.29111	165.71375	68.71683	110.81376	80.93288	213.65253	202.12746	203.21947	0.0	64.11008	151.50114	196.33684	210.22458	194.45097	262.48495	152.1114	206.69322	152.71667	158.01228
G001872735	268.83276	254.42975	108.18223	88.961655	259.81735	57.382023	224.28917	136.36806	108.76044	228.71593	48.915115	35.980114	160.44534	46.40426	25.53263	26.47145	201.78168	50.346493	293.91278	135.1852	74.99618	108.645454	47.828213	148.5974	50.06331	42.500706	136.37349	51.81485	291.35254	21.218601	60.64705	254.61406	122.57982	231.4639	223.62141	235.66531	274.73425	75.06619	206.25319	221.40123	215.98497	47.035515	96.00117	24.653135	100.966835	417.89304	244.61035	205.33786	18.535097	60.30733	79.21108	146.04315	51.794285	39.42153	52.00815	25.476425	316.15475	239.12659	317.47903	64.11008	0.0	247.6831	75.92066	302.4921	75.06618	383.1708	258.5285	254.32024	262.30588	269.78192
G000972765	103.349464	193.5932	142.941	102.19036	21.348522	271.10043	208.56763	84.99116	92.55572	39.260475	184.25552	221.8912	88.20191	163.97275	293.14713	268.81113	64.41928	355.66898	207.31082	78.26421	429.3352	141.94243	163.58015	86.47453	216.49286	327.09802	84.747826	199.40831	75.68386	293.26968	176.14638	193.59517	101.643524	211.24765	29.468609	76.8728	35.60744	429.2783	67.57725	207.12297	202.35522	166.2231	125.66042	181.17253	104.77447	73.06805	69.19626	198.33635	296.92474	224.70847	437.50485	85.297745	396.2569	205.03568	277.18787	288.83588	23.928303	213.48204	49.6675	151.50114	247.6831	0.0	431.68936	47.05847	429.5137	60.92356	22.743189	193.4937	105.634575	103.29107
G000405125	425.88037	366.43802	293.0644	239.49316	429.9307	124.66142	328.77884	311.61548	288.92316	421.7029	147.67351	138.53793	339.06226	183.59395	69.48587	86.63495	357.87418	77.991196	411.11304	323.10483	1.1544738	281.1726	186.531	326.09476	164.59769	82.91868	311.38852	174.9024	481.8912	63.378197	173.12373	366.6819	311.88416	337.18622	409.68893	421.7553	468.44156	0.39371324	382.74118	325.11353	321.0067	183.50803	269.9243	122.23492	237.30728	576.76245	431.9385	309.84198	80.61266	124.71334	0.75002813	304.8914	31.81999	104.82541	82.808685	73.49994	480.62497	346.15863	486.53485	196.33684	75.92066	431.68936	0.0	487.81247	0.39306873	568.7885	446.5174	366.3319	418.3435	426.47604
G001580015	187.93495	258.74173	188.82074	162.00581	65.693756	329.38657	274.75577	107.05542	123.74948	59.671677	247.38284	285.0416	100.19959	222.30104	357.528	334.62704	116.750275	403.30927	271.3075	124.7809	486.54898	196.49387	220.12584	101.91656	266.7667	376.1596	106.40565	262.64493	102.213	341.50595	233.40479	258.7491	146.53012	277.65735	64.84621	128.59717	68.0952	486.1616	87.79063	272.7932	268.2735	223.62305	164.05618	237.77711	156.76482	109.86929	103.436195	264.0203	349.3157	261.61777	493.8127	152.09224	444.5192	257.62146	332.86475	352.6183	60.775295	279.97107	70.81622	210.22458	302.4921	47.05847	487.81247	0.0	486.3918	52.14172	45.791157	258.67603	190.45605	188.32205
G000380785	423.20273	364.6882	291.89172	237.58298	427.4877	124.43653	327.14984	309.44037	287.33096	419.75427	145.97281	137.51593	336.8708	182.57504	69.10143	86.09907	355.35385	78.24864	409.54565	321.06708	0.5571821	280.16162	185.54713	323.88513	163.99077	83.10838	309.24258	173.93045	480.22955	62.814804	170.94771	364.92908	310.1501	335.48697	407.81998	420.28317	466.8032	0.005829613	381.1049	323.4632	319.36453	182.53801	267.98068	121.05573	235.9201	574.56635	430.18802	308.18057	80.21421	122.85232	0.2979278	303.0248	31.834356	103.22794	81.22964	72.972786	478.22177	344.46848	484.46976	194.45097	75.06618	429.5137	0.39306873	486.3918	0.0	567.02155	444.40796	364.57864	415.68542	423.77988
G000019965	169.60506	285.89694	259.05023	202.96452	79.46905	409.5779	309.29654	124.50052	170.61572	61.2738	301.84113	355.55777	112.8616	291.23038	437.59436	411.8162	141.93552	492.8862	296.8736	168.73477	567.4166	265.93253	288.59683	117.92795	350.75894	463.83057	123.96109	328.309	117.04107	426.5609	280.10992	285.88824	189.72942	312.3663	85.410416	168.79478	77.57388	566.70575	137.68253	307.62415	304.00195	292.4089	220.26903	304.3036	206.17876	109.71035	121.230545	300.30762	436.93173	319.3527	574.5344	202.43845	529.2614	316.71967	398.67404	432.42038	44.472973	313.65854	44.26676	262.48495	383.1708	60.92356	568.7885	52.14172	567.02155	0.0	38.53819	285.8879	173.69014	169.46445
G000173075	98.39804	184.71753	145.17792	96.66432	40.61044	281.94302	201.41388	57.503635	84.959595	21.66133	183.26077	224.77533	55.946064	168.50107	304.0227	277.72086	65.05591	366.61673	199.23782	81.104355	443.7221	146.61629	167.34515	56.440704	223.59145	337.78363	57.41823	199.47086	64.51159	303.0432	174.2578	184.7284	92.19114	204.28178	24.295849	81.59397	28.761534	444.15414	65.14725	200.25514	196.04575	169.89058	115.89759	184.40968	102.26476	92.503136	56.932583	191.88687	310.54865	223.36736	452.3833	103.67266	409.20212	204.61488	280.01703	299.08002	31.954628	206.167	34.647545	152.1114	258.5285	22.743189	446.5174	45.791157	444.40796	38.53819	0.0	184.69499	99.96737	98.54987
G001578645	89.84989	0.002201205	233.16435	133.74313	183.96815	224.24284	5.585665	216.83316	224.90187	201.8545	147.30156	216.60837	240.69337	219.47867	264.95404	240.48418	86.19447	315.24454	3.5565891	218.38782	363.42188	165.30788	221.95961	226.224	189.89383	289.82138	217.0048	196.75732	174.16241	289.47977	236.56679	0.0019512143	196.15099	5.1297903	139.38855	99.69186	159.94563	364.42178	126.11546	5.884174	5.9072456	222.01047	233.1184	169.22578	101.81832	187.62285	147.59923	7.0104456	317.56985	222.2336	371.59503	157.23782	338.2974	169.75572	195.98917	263.1757	177.97911	4.6614876	165.65553	206.69322	254.32024	193.4937	366.3319	258.67603	364.57864	285.8879	184.69499	0.0	88.00755	90.5118
G001803255	0.37960663	88.02625	184.999	92.27635	107.00263	274.3497	99.85889	139.3442	149.76068	103.93444	140.30122	204.44827	159.60086	198.14696	285.93835	258.32227	64.07407	370.03976	100.18132	159.95357	414.15286	149.70238	200.16441	147.51259	214.00917	341.10263	140.17827	178.88873	137.51355	319.54855	177.82375	88.07492	124.629944	100.431046	82.35794	71.7892	95.80767	415.47873	101.5936	99.646065	97.35514	200.9665	171.61478	174.30237	97.346825	129.87595	114.76978	95.13433	327.36728	243.37361	424.54227	120.7501	395.3615	197.00652	249.82986	281.79358	98.01033	100.70564	89.40274	152.71667	262.30588	105.634575	418.3435	190.45605	415.68542	173.69014	99.96737	88.00755	0.0	0.42382175
G001803315	0.06697355	90.53055	189.71402	96.16938	104.66042	281.4943	103.37262	142.09656	153.42052	103.400406	146.50787	211.76593	161.98212	203.94768	293.82993	266.0414	64.940346	377.99802	102.16067	162.65767	422.28336	154.41177	205.88896	150.04059	220.55495	348.80396	142.89294	185.81252	136.37837	327.2364	183.52856	90.57883	128.6397	103.89299	82.03402	72.29419	94.465096	423.5707	102.80655	103.14201	100.85592	206.7805	176.18361	180.53493	100.69596	124.397514	114.776566	98.78058	335.31525	249.0989	432.67798	122.400955	403.91632	203.39165	257.06403	289.69034	94.08404	104.07482	86.767456	158.01228	269.78192	103.29107	426.47604	188.32205	423.77988	169.46445	98.54987	90.5118	0.42382175	0.0
