	G001536165	G001536025	G001804665	G000375825	G001872685	G001576985	G001304015	G001304155	G001304035	G000402795	G000402455	G001458575	G001802895	G001803165	G001536145	G001804605	G001567545	G001536045	G001536105	G001802995	G001535985	G001803075	G001873185	G001804635	G001871325	G001516025	G001899175	G001577025	G001536065	G001536125	G001804625	G001803105	G001626695	G000405805	G001919105	G001626685	G001771055	G001302725	G000279145	G001626845	G001442845	G001442855	G001442935	G001442925	G001886815	G001626755	G001775365	G002011685	G001508355	G001802215	G001802205	G000258405	G001626675	G001567175	G001626655	G001643615	G001775405	G001535965	G001773465	G000478645	G001803345	G001485645	G001536205	G001803365	G001536085	G001802805	G001804555	G000402755	G001577215	G001509335	G001485625	G001804545	G001536185	G001804565	G001802785	G001302225	G001802865	G001802795	G001773425	G000403035	G001304315
G001803105	104.08846	102.66127	0.02659433	94.37893	152.62856	113.00473	218.21028	158.97668	68.99253	104.13192	109.580986	103.27128	38.00427	0.009677915	102.56293	36.39579	90.80727	103.24234	125.31811	23.552305	102.09082	47.107037	32.957874	0.088278085	18.9471	67.27474	219.90811	128.61212	149.85443	101.344955	156.94995	0.0	181.91708	209.65834	176.90451	177.41878	134.71735	225.49277	72.950966	129.70248	125.36889	130.99472	101.13661	102.080315	104.54742	181.27086	188.09734	169.84654	182.62186	154.45856	48.314926	47.068592	131.84251	138.0409	180.03621	70.06831	121.420525	101.6796	180.53645	72.35266	0.009894585	125.18284	102.321884	1.4571115	101.130745	0.06290114	157.71701	107.21	187.5148	172.27834	102.080315	51.350693	103.06298	72.26633	31.597263	165.13702	69.113686	50.628723	123.69313	89.16546	170.63992
G001626695	205.69037	202.50826	181.94032	158.23015	69.72373	103.18458	45.274532	76.05567	137.77914	295.14664	130.05502	203.84369	187.55586	182.19717	202.77946	174.46008	215.85944	205.34535	240.98624	173.47871	201.27304	206.2584	209.8652	181.74602	184.302	246.54543	76.46725	119.06483	290.93646	201.17471	34.197315	181.91708	0.0	406.14963	38.684517	0.61126685	105.151535	48.44164	151.34837	121.02868	243.71259	205.6762	202.1204	202.11609	105.52494	0.6648933	94.02527	59.941395	100.865456	23.46834	209.91394	253.73793	118.62983	71.757095	0.49813184	73.49207	135.34503	201.39563	65.434166	105.194954	182.24763	243.31332	201.62106	175.67076	202.11417	180.45314	34.191647	290.64212	462.10248	92.29726	202.11609	213.27426	203.9055	273.01062	205.85915	69.94029	261.66614	212.40356	155.54797	96.333824	121.43656
G000405805	255.72008	251.6862	210.30412	105.12083	334.76755	196.58095	383.21515	306.89963	160.08258	43.216972	145.09427	251.90208	110.08268	207.68855	252.33789	114.05257	115.62224	251.24129	250.19476	138.0034	251.19261	116.28993	138.48846	209.36581	176.97974	73.085884	433.35977	195.58179	333.85132	248.37454	396.8289	209.65834	406.14963	0.0	403.95956	397.9473	220.38683	405.18616	247.39806	195.13976	261.64682	299.02426	250.75986	250.48685	287.19748	401.5664	344.7533	381.27582	304.887	391.3315	104.10794	123.007965	198.6967	355.4974	402.735	270.4675	233.26225	249.47696	359.75235	172.99518	207.7354	261.43713	252.52339	233.11406	250.75505	212.20122	398.29962	42.761463	68.80796	299.08957	250.48685	102.22254	252.51762	82.45238	110.19556	415.98825	85.60141	102.34296	217.25494	213.32585	268.6309
G001919105	194.61469	191.32878	176.86702	174.90526	83.658005	121.298325	73.03168	113.59467	137.62006	293.09412	157.089	192.81595	188.94276	177.21344	191.88869	173.361	206.09326	193.78584	230.65726	171.27641	190.28276	204.82753	193.53445	176.80379	176.36646	243.23062	50.042885	135.93103	273.36768	190.22412	24.69797	176.90451	38.684517	403.95956	0.0	38.981934	121.19711	84.24455	136.1066	137.15794	231.73422	198.27782	191.03592	191.1105	96.14699	38.710644	125.39608	77.59339	131.64143	25.459753	207.19089	248.18706	135.16035	79.93437	38.752632	72.432816	152.8952	190.5253	94.322334	115.94491	177.24341	231.39673	190.66751	170.55258	191.03186	175.65147	24.42639	289.6471	438.46652	121.8105	191.1105	210.64445	192.70241	265.52472	200.44324	44.089237	259.5945	209.94559	173.15002	110.21523	151.97514
G001626685	201.20145	197.989	177.46635	151.5119	65.37094	97.25939	41.804256	71.33384	132.93443	287.976	123.62331	199.2854	181.70712	177.67995	198.22346	168.9025	209.8224	200.74055	236.09325	168.36194	196.73042	200.82166	204.98955	177.24896	179.91957	240.50943	75.6554	113.01038	287.01926	196.63058	33.0862	177.41878	0.61126685	397.9473	38.981934	0.0	99.79177	45.635574	148.10068	114.96055	238.9782	201.38733	197.56775	197.55875	101.770676	0.47418162	89.3817	57.30579	96.1855	21.911715	204.29617	247.99428	112.65996	68.004654	0.32477397	69.624626	130.24919	196.8349	61.50078	100.24322	177.7323	238.58546	197.08815	171.39616	197.56142	175.99268	33.13459	283.4439	455.28857	87.5377	197.55875	207.60635	199.31805	266.7799	199.9761	68.063095	255.46387	206.71713	149.93301	91.92342	116.11219
G001771055	164.32422	161.10411	134.90292	42.976933	43.998047	31.006313	76.46175	58.839283	51.71985	150.9466	52.61784	161.75528	93.146904	134.30922	161.5685	81.24977	84.97185	162.08585	183.90877	91.062065	159.68704	102.6278	120.83141	134.40656	113.31993	128.07536	163.9828	39.029408	249.99565	158.88835	113.994545	134.71735	105.151535	220.38683	121.19711	99.79177	0.0	103.00946	109.49297	40.255077	190.21184	178.00438	160.05437	160.29797	57.605526	101.715	64.09843	49.386677	29.320877	96.32284	101.03365	150.36694	39.349247	75.438576	102.9556	48.07925	46.242355	159.19566	55.793808	36.156414	134.35916	189.84193	160.82462	139.10358	160.04768	134.27013	114.53425	148.04544	264.6841	26.239292	160.29797	102.25516	162.20284	140.56429	106.97081	131.18147	137.67091	101.847984	64.29107	37.788574	61.97274
G001302725	220.28194	216.63815	225.57286	162.07074	88.15733	107.7347	21.487299	42.273266	168.36134	301.02316	124.24248	217.83539	207.64142	225.622	216.87097	204.7828	237.69453	219.36917	252.6786	204.24155	215.29143	226.35857	252.54788	225.41693	227.0944	267.85724	138.11827	128.51784	319.567	215.10826	83.00172	225.49277	48.44164	405.18616	84.24455	45.635574	103.00946	0.0	202.87791	130.55864	257.7629	218.65372	216.47395	216.06058	139.06113	45.842793	44.542103	75.495094	102.13843	56.62984	230.10344	284.29688	128.2607	101.06922	47.645496	92.33679	103.95709	214.96136	33.285553	127.94459	225.6978	257.33377	216.03888	220.81624	216.4665	224.26006	83.32984	296.28012	489.2941	93.34652	216.06058	232.40128	218.02045	301.6157	232.69559	110.67884	278.0857	231.6972	117.99522	123.78651	77.04782
G000279145	148.94199	147.22513	73.020615	108.99905	129.90268	120.40944	192.03044	155.8917	39.136906	162.44829	121.939514	147.83426	83.32469	72.638535	147.59683	49.82759	88.467316	146.8465	177.2786	55.84917	146.43619	72.148415	54.915283	72.4441	53.560337	88.18825	176.65092	130.34697	212.94606	145.57329	123.136826	72.950966	151.34837	247.39806	136.1066	148.10068	109.49297	202.87791	0.0	131.58281	179.12004	168.56874	146.27242	146.68669	69.01652	151.19716	183.91428	136.28546	146.10223	125.214424	73.92078	113.05729	132.65344	131.15175	149.00807	62.68029	123.19904	146.06569	164.47032	54.561268	72.63985	178.88881	146.97273	75.08892	146.26698	72.8233	123.48601	160.02669	225.99774	139.12106	146.68669	76.37133	147.97989	115.73919	79.99638	153.49007	119.86342	76.106026	140.79243	58.685776	155.3105
G001626845	147.66907	143.6106	130.0395	32.921486	45.174126	4.599377	89.92248	72.45376	71.71062	130.99704	53.943832	144.52055	94.231064	129.21388	144.1877	82.81808	106.48224	145.63252	166.73247	98.68934	142.3597	117.28144	125.22589	129.18275	117.194725	125.10701	168.27998	0.6202828	229.26816	141.70384	120.14368	129.70248	121.02868	195.13976	137.15794	114.96055	40.255077	130.55864	131.58281	0.0	172.2661	163.06874	143.02513	142.89119	74.55529	116.96876	98.41032	81.312706	56.333817	108.42271	112.25433	146.65851	0.58134234	84.37359	118.54282	54.310715	72.187416	141.8507	87.86127	47.55452	129.27156	171.94461	143.52051	135.62183	143.01906	129.68785	120.82846	127.948235	249.44536	50.440296	142.89119	114.204575	144.73865	121.6683	100.17895	132.33229	141.6609	113.49927	81.38734	55.36547	86.85326
G001442845	7.6065936	7.0239854	125.92524	137.36676	200.60797	160.76547	237.92795	181.88864	162.55177	161.6628	166.26657	6.5718827	92.9994	125.32313	6.879451	114.97526	158.00484	6.5278487	0.9434807	109.056885	7.170601	116.7748	108.61409	125.34847	93.79822	162.17805	280.0724	173.88145	13.074766	7.4394484	227.27943	125.36889	243.71259	261.64682	231.73422	238.9782	190.21184	257.7629	179.12004	172.2661	0.0	10.103293	7.144495	6.9588704	163.04123	241.12865	245.7625	243.97438	232.4507	218.05069	116.061714	98.34255	176.45479	240.25691	241.30609	126.09128	138.28009	7.119729	241.81102	141.93619	125.35958	0.014009218	6.9930286	127.7731	7.144067	125.901184	227.80746	169.70877	216.29948	222.84352	6.9588704	118.17164	6.8631687	125.51076	90.39161	232.73851	115.174545	117.82669	124.70742	167.98665	164.25015
G001442855	11.48712	10.553261	131.46834	142.37975	169.21103	149.17043	201.15561	157.83205	157.609	192.28667	160.59412	10.478462	107.330124	131.09288	10.569701	122.90262	170.53958	10.602125	10.537744	119.427826	10.778198	133.10463	122.60396	130.94139	102.58275	182.03357	247.38573	164.34483	22.78785	11.13339	190.86215	130.99472	205.6762	299.02426	198.27782	201.38733	178.00438	218.65372	168.56874	163.06874	10.103293	0.0	11.030554	10.652706	148.23242	203.41313	219.01411	214.90533	209.12202	179.89484	133.46748	123.35997	166.73412	210.82433	203.34924	107.061455	131.11378	10.825836	210.12111	131.79126	131.13078	10.05997	10.547529	130.7364	11.029158	131.17195	191.30121	198.72804	264.5427	199.05846	10.652706	136.11702	10.542095	152.91556	107.31313	198.23697	143.45511	135.72832	122.82198	152.18726	148.292
G001442935	1.0457894	0.2051515	101.58137	116.740425	165.0056	129.96054	197.49605	148.08565	133.06454	147.5902	135.88214	0.2506526	76.66686	101.1215	0.19075371	92.16272	138.08649	0.42451125	6.9410124	88.55627	0.20923594	98.874054	90.520294	101.05247	77.21587	141.27556	237.46428	144.18153	25.915655	0.29397777	184.63103	101.13661	202.1204	250.75986	191.03592	197.56775	160.05437	216.47395	146.27242	143.02513	7.144495	11.030554	0.0	0.16233091	131.66905	200.06604	207.70277	207.24525	201.53998	175.26454	98.48195	90.07901	146.48555	196.1201	199.77882	93.86273	115.37605	0.23667374	202.41693	112.53939	101.16196	7.123782	0.2865588	102.68637	1.2154134e-05	101.51823	185.18077	154.7874	217.1583	191.21237	0.16233091	100.66277	0.35001504	116.190796	73.89705	188.8788	105.7608	100.24559	103.761024	135.67542	134.98198
G001442925	0.951817	0.110280655	102.51769	116.63687	165.02272	129.94379	197.17819	147.7074	133.31337	147.84822	135.58162	0.10581866	76.93658	102.060295	0.04679112	92.514565	138.32957	0.3235517	6.6079135	89.012825	0.09767229	99.07254	91.24856	101.99685	77.9575	141.50218	237.88036	144.06422	25.720274	0.15304722	184.94574	102.080315	202.11609	250.48685	191.1105	197.55875	160.29797	216.06058	146.68669	142.89119	6.9588704	10.652706	0.16233091	0.0	132.36963	200.00998	207.76869	207.45123	201.17642	175.36758	98.68796	90.31564	146.37108	196.85275	199.7726	94.20689	115.39887	0.06837647	202.49411	112.55542	102.100975	6.9387364	0.12938961	103.63664	0.16223268	102.45791	185.51947	155.06647	217.4761	190.91177	0.0	100.83623	0.24530119	116.19486	74.30808	189.78256	105.888084	100.426384	103.809586	135.68231	134.51445
G001886815	135.33455	132.56244	104.56628	94.050186	57.849213	63.918423	104.46794	92.20605	59.36961	179.56085	111.96035	133.3072	107.66821	104.53957	133.4402	89.34853	108.292915	133.52603	160.7306	89.28276	131.34515	109.70983	91.507645	103.91366	83.31403	145.55547	146.35086	72.99307	201.9296	131.29599	94.503044	104.54742	105.52494	287.19748	96.14699	101.770676	57.605526	139.06113	69.01652	74.55529	163.04123	148.23242	131.66905	132.36963	0.0	103.49263	109.03579	57.75965	84.01749	90.19148	110.10754	156.59882	73.77883	79.530334	103.27967	27.544573	74.54179	131.6949	90.68776	56.78659	104.60773	162.6901	132.70598	104.103645	131.66498	103.90953	94.838356	177.15099	282.48727	77.611755	132.36963	112.841484	133.36325	161.97658	107.75597	102.858	156.72804	112.64546	91.61938	59.162975	99.05327
G001626755	203.64716	200.4444	181.30563	154.16113	67.22935	99.42531	42.16084	72.50075	135.74234	291.66235	126.498604	201.72977	185.24068	181.5296	200.6714	172.5468	213.04703	203.20035	238.29648	171.9095	199.14969	204.20314	208.57071	181.07521	183.37833	244.28677	76.884705	115.00886	289.22864	199.07658	34.258316	181.27086	0.6648933	401.5664	38.710644	0.47418162	101.715	45.842793	151.19716	116.96876	241.12865	203.41313	200.06604	200.00998	103.49263	0.0	90.07445	57.766514	97.507225	23.184381	207.71077	251.99933	114.59165	70.22467	0.5435864	71.48883	131.63567	199.29298	62.123413	102.8598	181.58157	240.73405	199.53702	175.21468	200.05965	179.83733	34.315945	287.1028	459.17462	88.924095	200.00998	211.03125	201.85454	270.3529	203.69467	69.44169	259.04193	210.15802	151.52332	94.30777	117.51954
G001775365	211.26675	208.63829	187.99762	123.12142	79.44653	77.23118	41.362522	30.456709	140.10396	240.20831	99.96026	209.39677	167.98514	188.10358	208.78116	171.60864	195.72836	210.54404	240.14166	167.9011	207.00713	181.9556	217.28412	187.92874	192.85828	220.37468	183.79132	96.91855	309.90875	206.4608	120.784	188.09734	94.02527	344.7533	125.39608	89.3817	64.09843	44.542103	183.91428	98.41032	245.7625	219.01411	207.70277	207.76869	109.03579	90.07445	0.0	60.899384	74.39276	95.55787	185.32205	238.86766	97.30599	101.15234	92.52	72.22301	46.008896	206.53522	7.3269324	109.19978	188.17665	245.31586	208.26732	186.22668	207.69507	187.18942	121.6374	236.81595	425.6673	67.70414	207.76869	187.08058	209.94743	249.37085	191.71715	141.69954	228.39996	186.38042	58.981007	110.730515	55.187023
G002011685	210.49002	208.20602	169.77426	122.39963	36.886383	68.27611	48.838776	61.084766	102.32397	271.3425	119.42286	208.90517	174.0293	170.10522	208.4449	156.87932	168.44133	210.04744	241.50977	154.67776	206.63853	182.9894	188.81276	169.3986	165.73347	228.82959	120.34974	79.30714	294.70758	206.5174	66.362564	169.84654	59.941395	381.27582	77.59339	57.30579	49.386677	75.495094	136.28546	81.312706	243.97438	214.90533	207.24525	207.45123	57.75965	57.766514	60.899384	0.0	38.656277	53.290512	185.72905	242.48589	79.090904	51.03371	59.017136	50.484596	85.01027	206.47823	38.396366	79.77797	170.1639	243.62154	207.403	165.9748	207.24048	168.41182	66.53078	267.27817	421.95392	34.791283	207.45123	188.81824	209.24702	244.8454	189.84445	84.9767	242.47719	188.18459	113.30627	69.64451	92.010086
G001508355	204.8945	202.24467	182.79373	76.18482	44.07758	47.728542	72.77832	60.529293	81.42478	225.10841	79.82203	202.83774	147.65062	182.39375	202.25313	132.98677	131.23326	203.57472	226.79497	139.3728	200.74269	154.67674	180.38557	182.02585	163.48807	197.84793	163.51591	55.030476	294.5395	200.09901	109.758484	182.62186	100.865456	304.887	131.64143	96.1855	29.320877	102.13843	146.10223	56.333817	232.4507	209.12202	201.53998	201.17642	84.01749	97.507225	74.39276	38.656277	0.0	92.95465	155.24867	213.44443	55.046204	73.645645	99.273026	70.127495	74.041046	200.085	57.90899	55.643948	182.45932	232.14078	201.40318	184.7146	201.5336	181.77339	110.22435	221.18642	363.41208	0.77060336	201.17642	156.99243	203.19725	206.76375	169.40294	143.09503	202.94363	156.6011	100.02445	46.514973	70.350006
G001802215	178.87389	175.57597	154.4844	144.55789	51.827393	90.286354	47.608303	76.21484	116.877556	276.8936	118.19509	177.14029	166.4157	154.77693	176.04054	151.00238	192.03871	178.32642	216.53471	150.79195	174.55971	185.38058	184.68709	154.29703	160.21982	226.56741	49.259285	106.77125	261.4501	174.79176	8.244349	154.45856	23.46834	391.3315	25.459753	21.911715	96.32284	56.62984	125.214424	108.42271	218.05069	179.89484	175.26454	175.36758	90.19148	23.184381	95.55787	53.290512	92.95465	0.0	188.67531	229.4283	106.5444	45.882828	22.783916	52.785995	129.90468	174.66101	64.55739	87.03728	154.81918	217.69702	174.81877	147.86711	175.25864	153.03917	8.326124	272.9723	438.47195	83.517204	175.36758	192.18808	177.0311	248.29321	181.81949	36.596004	242.26746	191.28322	150.23586	78.425766	118.15868
G001802205	101.49215	99.59403	48.665493	47.96754	172.27333	100.16643	218.29219	147.82166	40.48016	44.12335	70.12644	99.61922	9.282817	47.517796	99.63886	13.228113	31.59514	98.93225	111.82154	7.685219	99.2069	0.87673646	18.767374	48.091717	26.02086	20.712318	245.20796	111.700035	162.5557	97.561584	195.0537	48.314926	209.91394	104.10794	207.19089	204.29617	101.03365	230.10344	73.92078	112.25433	116.061714	133.46748	98.48195	98.68796	110.10754	207.71077	185.32205	185.72905	155.24867	188.67531	0.0	23.620663	114.78325	172.21156	207.44656	92.55151	97.253845	98.00484	186.5879	49.699886	47.54841	115.86747	99.23663	57.98225	98.47712	49.32029	195.91222	46.88315	99.23542	148.7335	98.68796	0.12024696	100.428375	36.476593	12.84221	215.84093	9.600859	0.09374842	95.39625	71.22883	124.75827
G000258405	93.24884	91.24504	47.465355	75.6929	210.14069	135.06754	275.35596	196.58339	89.10324	58.022717	102.519104	90.80185	13.044255	46.475384	90.80159	33.46727	65.35961	90.423836	96.301834	24.766863	90.9912	24.852732	35.061913	47.209427	34.388542	42.74307	286.6783	146.20035	126.63948	89.81362	235.82527	47.068592	253.73793	123.007965	248.18706	247.99428	150.36694	284.29688	113.05729	146.65851	98.34255	123.35997	90.07901	90.31564	156.59882	251.99933	238.86766	242.48589	213.44443	229.4283	23.620663	0.0	149.67174	211.61147	251.49313	124.60018	137.26875	89.78299	240.19983	91.1713	46.480442	98.26006	90.55511	55.366756	90.074814	48.072937	236.8155	63.326912	102.1544	205.29509	90.31564	24.37577	91.46663	28.761839	14.918693	250.65672	16.388739	24.034334	130.04443	117.8394	181.34348
G001626675	151.31097	147.11629	132.17221	34.38457	43.90011	4.5320234	87.80948	72.09397	72.48813	134.4578	54.703854	147.99142	96.63676	131.36603	147.66821	84.99024	107.474205	149.1933	170.94702	100.741135	145.79617	119.75482	127.49543	131.33943	119.494865	127.87629	166.14067	0.47146404	233.9139	145.13777	118.530464	131.84251	118.62983	198.6967	135.16035	112.65996	39.349247	128.2607	132.65344	0.58134234	176.45479	166.73412	146.48555	146.37108	73.77883	114.59165	97.30599	79.090904	55.046204	106.5444	114.78325	149.67174	0.0	82.04741	116.25546	54.48489	72.951225	145.3199	86.3164	48.21634	131.42513	176.13913	146.98862	137.65239	146.48001	131.78381	119.20477	131.36955	253.73076	49.140137	146.37108	116.78437	148.20125	124.95464	102.951706	130.1422	144.89485	116.070694	82.74202	55.47073	87.22844
G001567175	201.1683	197.66838	138.09772	116.19571	38.39601	66.16068	76.833206	95.953384	94.04259	248.14941	101.68678	199.05269	153.94022	138.25003	197.83473	134.56158	153.03441	200.14615	238.08464	136.1698	195.8106	171.44998	168.21364	138.05746	152.96716	210.67865	93.33544	81.683464	290.81937	196.0271	53.517876	138.0409	71.757095	355.4974	79.93437	68.004654	75.438576	101.06922	131.15175	84.37359	240.25691	210.82433	196.1201	196.85275	79.530334	70.22467	101.15234	51.03371	73.645645	45.882828	172.21156	211.61147	82.04741	0.0	70.33501	55.865864	124.72606	196.0414	71.67428	70.763664	138.31087	239.90346	196.72346	134.56366	196.11256	136.59625	53.611336	245.40442	409.38293	65.81394	196.85275	175.72289	198.29625	222.60472	166.90121	51.68027	228.12283	174.71602	149.3211	61.097145	132.98354
G001626655	203.39311	200.17413	180.0624	155.69305	67.695305	100.82487	44.076496	74.3075	135.29276	292.36194	127.56184	201.50806	185.12282	180.30305	200.4364	171.84381	213.07762	202.89786	238.4815	171.22693	198.92331	203.83832	207.39128	179.84663	182.13266	243.67065	76.22831	116.6543	288.74332	198.85251	33.68042	180.03621	0.49813184	402.735	38.752632	0.32477397	102.9556	47.645496	149.00807	118.54282	241.30609	203.34924	199.77882	199.7726	103.27967	0.5435864	92.52	59.017136	99.273026	22.783916	207.44656	251.49313	116.25546	70.33501	0.0	71.459076	133.41667	199.05057	64.19279	102.71241	180.35341	240.91046	199.27974	173.81076	199.7724	178.59135	33.69858	287.88904	459.30533	90.610435	199.7726	210.7843	201.52956	270.1581	203.24576	68.96107	259.12335	209.90543	153.35345	94.05712	119.0827
G001643615	96.97027	94.49075	70.07907	71.750854	36.760277	40.598377	71.49239	55.88249	51.272125	159.64433	76.91664	95.405975	78.20088	70.18689	94.985115	67.15647	104.363144	96.03559	124.42428	66.675804	93.46422	91.31502	82.3439	69.86664	64.70564	124.10904	121.53712	53.337463	163.95535	93.40927	63.001537	70.06831	73.49207	270.4675	72.432816	69.624626	48.07925	92.33679	62.68029	54.310715	126.09128	107.061455	93.86273	94.20689	27.544573	71.48883	72.22301	50.484596	70.127495	52.785995	92.55151	124.60018	54.48489	55.865864	71.459076	0.0	50.047066	93.66375	57.260014	35.669033	70.22477	125.81835	94.45418	68.302475	93.85822	69.38645	63.44036	158.88002	279.24484	61.269047	94.20689	95.54176	95.27423	130.77696	80.89417	75.50623	135.02074	95.006645	62.29006	40.208378	72.7047
G001775405	118.144295	116.0671	121.44602	66.49786	87.79009	58.482296	91.917755	44.970375	83.65867	139.15688	79.77826	116.29168	89.90332	121.166855	116.40626	92.211815	117.06936	116.39835	133.24315	91.88237	114.87259	96.42623	117.13301	121.03055	101.53399	127.42958	211.20428	71.48411	190.37732	114.06432	148.85875	121.420525	135.34503	233.26225	152.8952	130.24919	46.242355	103.95709	123.19904	72.187416	138.28009	131.11378	115.37605	115.39887	74.54179	131.63567	46.008896	85.01027	74.041046	129.90468	97.253845	137.26875	72.951225	124.72606	133.41667	50.047066	0.0	114.53927	55.445667	68.36975	121.22151	137.98642	116.19367	124.28653	115.37005	121.23044	149.67297	138.91205	258.63766	69.34115	115.39887	98.674545	116.70185	140.98297	98.77536	167.72482	126.14607	98.32082	5.6273465	79.60179	38.65849
G001535965	1.0093791	0.17119229	102.118935	115.55313	164.15967	128.96423	196.21211	146.64592	132.54626	147.13596	134.32138	0.1682558	76.25527	101.65566	0.09803561	91.84616	137.49446	0.37731302	6.710198	88.39727	0.14389887	98.391174	90.92386	101.58327	77.660225	140.56471	237.22661	143.02298	26.03589	0.19356108	184.325	101.6796	201.39563	249.47696	190.5253	196.8349	159.19566	214.96136	146.06569	141.8507	7.119729	10.825836	0.23667374	0.06837647	131.6949	199.29298	206.53522	206.47823	200.085	174.66101	98.00484	89.78299	145.3199	196.0414	199.05057	93.66375	114.53927	0.0	201.33855	111.782684	101.69599	7.094602	0.16939408	103.26393	0.23647515	102.05253	184.89674	154.32428	216.95769	189.8547	0.06837647	100.14505	0.3358441	115.484924	73.789116	189.25491	105.16552	99.7262	103.00358	134.81606	133.52985
G001773465	206.12549	203.3218	180.4419	120.4359	53.91873	68.22357	27.34936	30.551271	126.12589	253.24661	99.355995	204.17914	168.29565	180.64548	203.45557	164.96407	189.17793	205.45723	237.09256	162.9297	201.69693	183.4113	210.0767	180.36752	185.38954	224.65372	145.61742	86.31104	302.40027	201.37584	86.178955	180.53645	65.434166	359.75235	94.322334	61.50078	55.793808	33.285553	164.47032	87.86127	241.81102	210.12111	202.41693	202.49411	90.68776	62.123413	7.3269324	38.396366	57.90899	64.55739	186.5879	240.19983	86.3164	71.67428	64.19279	57.260014	55.445667	201.33855	0.0	94.68885	180.71622	241.37776	202.76498	177.36043	202.40959	179.34215	86.84903	249.50984	435.93158	51.315342	202.49411	188.8446	204.50046	249.48257	190.80663	109.64407	235.27959	188.14575	73.90524	91.64576	61.719852
G000478645	115.77551	113.332504	72.63624	28.765196	62.352825	36.688087	107.38844	76.41302	11.829314	105.577126	34.417107	114.14291	47.271755	71.85213	113.62787	30.093523	45.385204	114.19373	137.31259	38.932175	112.41044	50.616913	58.53807	71.95339	55.857254	73.92563	148.55304	46.483055	194.39429	111.50596	96.63042	72.35266	105.194954	172.99518	115.94491	100.24322	36.156414	127.94459	54.561268	47.55452	141.93619	131.79126	112.53939	112.55542	56.78659	102.8598	109.19978	79.77797	55.643948	87.03728	49.699886	91.1713	48.21634	70.763664	102.71241	35.669033	68.36975	111.782684	94.68885	0.0	71.8883	141.62552	112.90923	77.56003	112.5315	72.387436	97.099365	103.907745	202.24094	50.56594	112.55542	51.217075	114.221085	86.84062	55.76602	119.775276	85.60898	50.933224	82.482704	5.3957715	75.869736
G001803345	104.1263	102.68618	0.03337734	93.54535	152.79765	112.661476	218.40631	158.99847	68.39731	102.91566	108.87562	103.296455	37.403526	0.00044150723	102.59078	35.726643	89.954254	103.2599	125.238716	23.091759	102.11645	46.407375	32.43609	0.0934134	18.69716	66.212555	220.1812	128.18039	150.0961	101.3603	157.2729	0.009894585	182.24763	207.7354	177.24341	177.7323	134.35916	225.6978	72.63985	129.27156	125.35958	131.13078	101.16196	102.100975	104.60773	181.58157	188.17665	170.1639	182.45932	154.81918	47.54841	46.480442	131.42513	138.31087	180.35341	70.22477	121.22151	101.69599	180.71622	71.8883	0.0	125.171875	102.34992	1.595222	101.15614	0.081702545	158.04422	105.97943	185.93755	172.14082	102.100975	50.562626	103.08951	71.32852	31.020992	165.6205	68.209	49.843216	123.43169	88.77992	170.37122
G001485645	7.6011763	6.994596	125.73732	137.10718	200.28125	160.42903	237.47765	181.56802	162.27516	161.40718	165.93163	6.5545664	92.802925	125.13549	6.862858	114.72737	157.80545	6.5073524	0.9414821	108.85568	7.1485243	116.57858	108.41399	125.155846	93.61648	161.8964	279.7022	173.55638	13.141793	7.418456	226.9271	125.18284	243.31332	261.43713	231.39673	238.58546	189.84193	257.33377	178.88881	171.94461	0.014009218	10.05997	7.123782	6.9387364	162.6901	240.73405	245.31586	243.62154	232.14078	217.69702	115.86747	98.26006	176.13913	239.90346	240.91046	125.81835	137.98642	7.094602	241.37776	141.62552	125.171875	0.0	6.968031	127.58864	7.1228213	125.7173	227.45752	169.44455	216.22974	222.52997	6.9387364	117.97483	6.8436103	125.39657	90.1936	232.36041	115.027885	117.63019	124.440254	167.64598	163.97302
G001536205	1.0954202	0.2067756	102.76179	117.34714	165.2416	130.56314	197.34642	148.1226	133.92484	149.3972	136.026	0.20478159	77.31234	102.3105	0.15061016	93.05069	138.925	0.44608623	6.7399845	89.28123	0.20056446	99.505066	91.90215	102.228714	78.35571	142.55856	237.47353	144.71268	25.52933	0.27567035	184.34798	102.321884	201.62106	252.52339	190.66751	197.08815	160.82462	216.03888	146.97273	143.52051	6.9930286	10.547529	0.2865588	0.12938961	132.70598	199.53702	208.26732	207.403	201.40318	174.81877	99.23663	90.55511	146.98862	196.72346	199.27974	94.45418	116.19367	0.16939408	202.76498	112.90923	102.34992	6.968031	0.0	103.74937	0.28637856	102.680405	184.93121	156.60533	219.21472	191.12846	0.12938961	101.39126	0.30917072	117.04414	74.8803	189.42152	106.4934	100.982994	104.70566	135.80507	135.1653
G001803365	105.39297	104.21735	1.3800313	105.026825	150.3645	117.84404	214.56375	157.9785	76.00589	119.90304	116.60581	104.84537	45.714436	1.5951413	104.01437	45.041023	101.26709	104.80034	128.26367	29.701698	103.60629	55.77373	40.78013	1.5427277	23.143852	80.29553	214.73338	134.55394	149.34721	102.94221	150.46474	1.4571115	175.67076	233.11406	170.55258	171.39616	139.10358	220.81624	75.08892	135.62183	127.7731	130.7364	102.68637	103.63664	104.103645	175.21468	186.22668	165.9748	184.7146	147.86711	57.98225	55.366756	137.65239	134.56366	173.81076	68.302475	124.28653	103.26393	177.36043	77.56003	1.595222	127.58864	103.74937	0.0	102.68056	1.302016	151.21335	123.05436	210.00407	174.0303	103.63664	61.284492	104.55633	85.3664	39.927258	158.05525	80.7016	60.519604	127.62176	92.74722	173.50739
