	G900101435	G000422945	G000192845	G000757725	G900109895	G900103545	G900142915	G001636615	G900107535	G900112985	G000783305	G000426825	G002000245	G900101875	G000170795	G001705515	G000242635	G000988325	G900103515	G001412655	G001899705	G000302595	G000747525	G001423945	G900100945	G900100435	G001652725	G900102835	G000832545	G000416985	G000258495	G001421515	G001006065	G001596135	G000427965	G000814685	G001027745	G000023825	G900111825	G001808025	G001442625	G900109365	G000722885	G001898335	G000799115	G000304455	G002013915	G900103125	G900116225	G900100705	G000410815	G900129215	G000686625	G000403135	G900109575	G000190735	G900155965	G900110415	G000333295	G000708265	G000020565	G000166195	G001412215	G900103665	G001730525	G000689375	G000425145	G001721645
G900111825	8.822522	22.876337	32.62779	51.775433	28.675678	33.22691	18.03844	51.508938	38.476795	24.902792	75.11576	134.16652	38.335323	32.2657	67.34957	78.61649	21.317694	39.103592	25.080269	23.989645	37.139942	25.167574	44.168777	8.134649	29.875275	11.225579	88.11529	56.876087	32.11074	62.0224	7.915158	5.0608993	42.352573	28.808836	83.96027	75.678215	6.4835377	20.140543	0.0	37.23899	2.515951	124.17369	24.981598	46.586323	61.346123	81.01865	82.983475	26.733604	53.372288	1.4385325	20.10472	33.905148	55.76928	25.278173	26.08041	36.55141	21.040056	43.266052	52.048336	13.1543045	116.336586	29.18487	20.712791	30.789923	25.967035	82.95208	64.305435	30.574759
G001808025	64.435905	46.931	8.41475	14.462508	23.804987	32.328556	59.96937	100.17822	44.29812	25.049492	12.37453	110.72228	1.8324828	71.17992	53.877064	113.00392	28.566597	0.42336592	26.143587	24.670553	0.15803099	50.15465	14.999905	40.152348	67.88117	19.615288	123.544304	11.756031	50.54048	10.477365	34.66118	51.991673	23.412758	58.379272	34.113136	19.202387	27.607769	53.181656	37.23899	0.0	40.61155	87.01155	25.03881	86.38004	98.05586	75.91694	114.80767	62.142017	8.50943	39.53635	52.984074	36.40588	16.888449	24.858057	12.124898	32.796715	56.161694	91.24655	100.269554	50.827213	108.41484	63.211662	44.97713	30.145092	22.724464	81.20198	100.90944	33.897476
G001442625	10.234485	24.356089	36.247334	58.34322	38.636208	39.126183	23.272305	58.360832	53.114006	31.760548	79.17425	150.37665	44.1107	40.326252	85.13945	91.86469	19.076658	43.32578	32.026806	31.54792	40.896996	17.200495	40.591553	7.712959	38.860546	13.211204	71.902176	60.730385	38.86555	65.516754	7.026431	2.207294	37.932606	37.82219	95.10816	80.915016	12.348207	29.924273	2.515951	40.61155	0.0	143.35005	31.856411	55.87593	47.904743	69.88487	93.8193	35.2202	57.9858	0.83548945	29.88394	44.90364	67.47658	25.589434	24.700712	31.342308	27.738874	50.60901	62.87896	10.534902	101.88111	36.866608	13.691184	41.850765	27.2945	71.228745	50.61358	41.136166
G900109365	124.38541	183.95496	69.31628	46.923977	48.342438	148.85982	111.96211	94.69583	73.76266	110.903694	81.10394	40.64057	73.77678	78.28271	46.599407	59.823837	160.41812	78.67837	111.6092	104.05414	83.34369	194.88394	158.4315	130.85255	78.00267	115.41933	356.29068	109.700836	160.80084	84.03387	152.06487	161.50966	184.32216	64.88813	26.218779	81.094734	97.16886	94.83327	124.17369	87.01155	143.35005	0.0	110.711266	77.290306	285.92938	245.90945	59.164925	81.02347	70.70835	141.79028	94.70328	100.74996	37.895786	151.71458	119.017944	190.7046	88.9856	91.79414	80.746346	191.44583	301.10672	75.17277	178.21266	86.96397	142.16124	257.37524	295.18323	102.184944
G000722885	48.687218	23.437317	27.54645	41.410732	26.14251	11.050413	45.831524	92.35642	16.913944	0.0025841948	45.728687	130.16074	22.36156	63.689922	39.286846	111.37321	22.155138	26.162663	0.08031355	8.233555	24.986197	54.77487	35.323162	36.76229	60.389736	11.572095	123.16975	31.90512	9.163321	32.85498	30.30752	41.316982	35.543884	50.045406	63.77238	42.64948	12.353442	25.680983	24.981598	25.03881	31.856411	110.711266	0.0	75.660095	92.262794	92.3711	115.286	52.816605	32.31132	28.475164	25.555468	12.448085	31.52563	12.9370365	23.622416	30.388605	47.60392	87.28879	93.36878	35.316757	107.94024	60.67914	50.19061	11.182043	10.905085	94.602196	94.67597	8.487865
G001898335	33.163445	107.70404	58.723274	63.024574	34.614815	106.769	19.896461	4.811181	56.128723	75.681564	112.11169	82.53199	80.33661	5.282071	72.81608	14.8973055	89.11829	83.45853	75.85745	77.969505	84.2369	97.598724	121.42935	58.452076	7.29107	59.36008	214.77606	123.588	97.38207	96.21835	77.43502	62.643143	129.03587	6.7790446	77.52512	108.096825	47.208878	37.47351	46.586323	86.38004	55.87593	77.290306	75.660095	0.0	147.59508	150.10376	13.383415	8.614407	87.99421	55.022533	37.497547	83.37131	69.054985	92.603966	74.74888	120.77247	11.11595	8.578497	8.278007	93.38179	188.96608	7.5646887	85.79415	73.77703	89.358505	157.24954	153.60555	80.50716
G000799115	81.365005	55.087498	97.94701	134.14157	122.83344	88.97677	90.55162	146.67694	150.08047	92.07794	133.61842	268.5852	112.01871	130.58861	200.76495	219.53996	48.01544	106.2638	92.70904	96.10714	100.62902	21.588058	56.75769	60.184254	130.91959	59.13959	21.53601	114.19728	86.456726	117.25296	47.001923	45.778088	47.635056	128.37321	191.35144	134.95947	82.11854	113.71047	61.346123	98.05586	47.904743	285.92938	92.262794	147.59508	0.0	41.768173	208.66599	121.64068	120.05896	48.175404	113.62718	123.88457	161.47421	54.317547	55.93047	33.553516	104.62389	142.7517	169.8088	33.95938	45.652042	124.45102	31.371136	123.232666	60.394886	41.156757	0.9921208	116.23938
G000304455	108.65476	81.48278	78.80594	106.50623	103.487724	95.65838	100.80233	151.01219	144.13904	92.19756	91.18343	233.44817	85.914276	135.05284	186.37271	215.45787	59.69061	82.146	93.11158	98.41728	78.18287	48.741695	43.470818	88.77124	137.04237	61.64303	64.55161	94.60516	96.859184	79.87493	73.849	75.23676	42.1966	129.47495	147.09749	99.61242	95.13536	118.60416	81.01865	75.91694	69.88487	245.90945	92.3711	150.10376	41.768173	0.0	203.56075	122.95024	92.89992	70.20077	118.446236	126.657	129.37631	55.754314	42.979633	40.702984	107.294464	149.19185	179.23483	63.183037	26.849583	127.80424	47.46256	123.44445	59.22543	4.681693	39.70003	118.36602
G002013915	59.897556	161.29262	80.54135	74.32431	53.337257	156.63936	49.2541	14.455457	83.36646	115.35161	134.81639	60.07476	106.62921	19.34921	86.88246	8.757481	138.19688	109.5307	115.727905	115.47609	111.690605	142.77362	167.64737	88.73247	23.324703	99.16553	286.75183	157.09225	150.51482	122.28035	119.01634	103.149086	182.786	20.347612	77.421005	128.43326	80.20907	67.50119	82.983475	114.80767	93.8193	59.164925	115.286	13.383415	208.66599	203.56075	0.0	29.910685	108.28833	94.45838	67.55225	119.07192	82.66714	143.09526	111.80424	173.02893	35.870445	19.058584	14.622436	146.37756	252.02249	22.707056	129.15654	105.67879	137.93507	213.0677	217.38107	117.56518
G900103125	21.762888	74.89527	44.56597	54.259468	22.1933	73.460945	8.76766	11.182932	39.576057	52.804924	92.056274	91.91607	56.447224	4.037482	60.130486	23.516497	62.608295	60.320152	52.9896	53.7872	60.52628	74.1069	90.47125	41.847336	3.11712	37.732384	173.98637	93.749176	67.93174	77.15014	52.33176	41.148724	94.944786	5.706334	71.226234	92.30923	28.448511	22.419085	26.733604	62.142017	35.2202	81.02347	52.816605	8.614407	121.64068	122.95024	29.910685	0.0	71.072945	34.0551	22.424728	58.360397	54.031017	64.441895	54.205967	90.55681	1.1120089	8.801772	11.590609	64.33468	165.37807	4.441013	62.942593	51.370144	62.345127	129.52591	125.47582	55.80847
G900116225	77.89628	69.94366	9.8725395	10.333166	26.813135	49.120163	74.55175	104.5277	47.63784	32.380257	8.766586	91.92898	8.640068	78.49715	49.58418	112.38215	43.87435	7.598044	33.534878	33.314304	8.053398	67.36402	28.999958	55.088905	76.174065	30.655304	160.38324	17.555357	63.214027	6.4578595	54.318024	72.69508	43.314655	63.506207	21.66461	8.440886	37.06915	62.26286	53.372288	8.50943	57.9858	70.70835	32.31132	87.99421	120.05896	92.89992	108.28833	71.072945	0.0	57.579956	62.04926	42.324387	15.049565	37.95876	20.951942	46.413933	66.16526	100.044235	106.30222	74.9532	120.24595	71.10966	63.697296	35.274906	34.064796	99.60983	124.28674	40.061756
G900100705	11.040408	20.78898	35.879116	57.439877	36.31315	35.223694	21.975634	58.63267	49.059967	28.377113	78.08655	149.56331	42.5924	39.5987	81.393974	91.78068	18.290564	42.306347	28.582848	28.492329	39.849323	18.021757	39.526863	7.63582	37.849663	11.866722	71.61682	58.988316	34.523975	64.81015	5.766743	2.5553823	36.454407	36.477	94.28697	79.87798	10.483933	27.715187	1.4385325	39.53635	0.83548945	141.79028	28.475164	55.022533	48.175404	70.20077	94.45838	34.0551	57.579956	0.0	27.674444	41.622585	65.23096	23.320927	24.10202	30.461609	26.654541	50.53088	62.16658	8.574146	102.238106	36.09529	15.0631	38.678623	24.903563	71.56797	50.708138	37.58384
G000410815	24.482346	50.951073	46.698097	58.69336	21.448303	41.059147	22.670082	46.854298	14.312802	25.541676	83.76781	103.26368	46.5461	29.657764	32.942883	62.39496	49.655888	52.115166	25.300182	21.565102	51.645145	70.40899	78.59116	38.40889	27.547096	20.846544	160.34633	71.93731	30.882769	66.780464	42.35771	35.722065	79.53563	23.395151	70.158775	79.2604	14.279755	0.0027736356	20.10472	52.984074	29.88394	94.70328	25.555468	37.497547	113.62718	118.446236	67.55225	22.424728	62.04926	27.674444	0.0	19.260035	45.5269	42.620667	49.69261	70.03375	22.064358	43.258675	47.415546	47.677895	153.12993	30.299414	52.863014	18.059189	40.44058	121.792564	117.53881	19.006607
G900129215	55.431416	40.900738	39.855812	51.86526	29.664354	17.992947	57.07416	102.00124	11.55087	12.475228	58.613354	121.41441	31.081995	71.76175	21.537458	112.445526	40.259575	36.069103	12.531346	5.4674773	35.603878	77.50282	59.257156	50.596294	66.04751	19.922926	160.27113	37.290455	19.466684	45.830868	44.23829	54.490757	61.41326	56.894974	61.4797	52.614265	16.9054	19.36991	33.905148	36.40588	44.90364	100.74996	12.448085	83.37131	123.88457	126.657	119.07192	58.360397	42.324387	41.622585	19.260035	0.0	34.14348	28.668024	44.316296	54.79331	56.18355	95.77353	97.205826	51.81491	151.56941	69.067375	64.53672	1.2478613	25.448109	128.69693	128.00409	1.0119536
G000686625	75.4105	80.212166	17.427078	11.268703	14.988184	52.047916	65.875046	87.2627	25.757496	31.614683	21.27737	65.98569	10.084593	61.09594	21.973341	78.56525	64.710045	13.732648	32.357178	31.897789	15.316063	97.65313	55.9485	64.70039	58.368973	38.446503	206.47105	32.016705	63.050846	18.050947	67.85181	83.69215	69.35101	45.702038	13.658852	21.663118	36.051003	45.696224	55.76928	16.888449	67.47658	37.895786	31.52563	69.054985	161.47421	129.37631	82.66714	54.031017	15.049565	65.23096	45.5269	34.14348	0.0	53.97455	38.76971	76.32735	54.35919	82.07748	81.32633	91.47499	166.63515	55.647865	87.55797	26.298904	48.376255	136.98843	166.34799	33.128513
G000403135	53.918884	16.799534	29.33448	52.278362	40.043114	11.681308	48.599205	105.60172	43.912506	12.907142	46.208893	167.18483	27.986012	77.74506	73.79356	142.78848	7.329026	28.166538	13.422647	16.8335	25.931314	33.148872	15.689935	35.312588	73.845474	8.27329	75.657196	28.94164	18.000387	34.652576	21.489115	31.634548	13.916568	66.69925	83.80997	48.63183	20.152212	42.772106	25.278173	24.858057	25.589434	151.71458	12.9370365	92.603966	54.317547	55.754314	143.09526	64.441895	37.95876	23.320927	42.620667	28.668024	53.97455	0.0	12.145393	11.570716	54.706238	99.461235	113.513756	19.3652	65.72234	72.63712	30.893156	28.227156	0.5794093	57.868645	54.911877	24.1145
G900109575	49.878872	32.885727	10.162652	26.859482	27.676151	31.117804	43.134026	84.583664	52.990814	23.592157	27.588507	130.64468	16.431702	61.928574	76.66651	116.70628	13.279725	14.3203335	24.55664	27.951424	12.859895	27.422373	9.982841	29.256306	60.85538	11.83169	83.455635	26.394934	41.779694	20.091934	23.581713	32.995457	14.019514	52.773003	55.65557	30.89894	24.46719	49.866196	26.08041	12.124898	24.700712	119.017944	23.622416	74.74888	55.93047	42.979633	111.80424	54.205967	20.951942	24.10202	49.69261	44.316296	38.76971	12.145393	0.0	14.798944	45.164318	79.726326	94.18664	29.946005	62.408653	55.873863	27.209145	38.917862	11.847567	47.254612	57.933113	39.200577
G000190735	67.88596	21.397463	39.08787	65.7543	63.7576	30.106651	68.72355	130.10959	77.30013	30.300028	56.07063	197.29916	40.245377	102.43928	114.318016	176.51527	13.813212	38.05176	31.056324	37.81592	34.7014	21.332561	13.551387	39.129154	100.52335	21.085842	48.797787	40.759617	35.6502	43.920685	25.91116	37.24644	10.149652	92.6721	106.566536	55.960625	38.915485	70.21165	36.55141	32.796715	31.342308	190.7046	30.388605	120.77247	33.553516	40.702984	173.02893	90.55681	46.413933	30.461609	70.03375	54.79331	76.32735	11.570716	14.798944	0.0	77.42621	122.970184	142.48392	23.554485	48.447304	95.43953	28.209435	53.358814	13.770047	41.83818	34.130955	48.19277
G900155965	18.223417	64.75528	39.93963	52.14017	21.437922	66.42604	6.364569	13.305507	40.799835	47.584854	86.17253	98.71045	52.08639	5.23473	64.1188	30.901167	52.158527	55.137173	47.798325	49.234978	54.905228	61.48945	78.36831	34.7096	4.5659866	30.875168	153.31667	86.88997	61.044506	71.64911	43.217274	32.935204	81.953865	7.015709	72.34382	87.360794	24.239769	22.070868	21.040056	56.161694	27.738874	88.9856	47.60392	11.11595	104.62389	107.294464	35.870445	1.1120089	66.16526	26.654541	22.064358	56.18355	54.35919	54.706238	45.164318	77.42621	0.0	10.29588	15.695762	53.24193	147.0972	5.1370654	52.053764	49.609997	53.261597	113.545685	107.93705	52.986984
G900110415	27.583126	105.17369	66.42419	74.41938	41.375233	115.042656	15.407457	4.304972	70.8903	87.25807	125.088066	95.77148	86.62529	3.738848	91.48354	16.984888	91.24747	88.93957	87.479904	88.685616	89.334946	89.56901	124.0681	50.853325	5.2258625	64.503136	197.59941	132.82014	107.397934	111.59487	71.62083	53.8751	130.29149	10.485144	93.08283	126.235504	50.708992	43.21503	43.266052	91.24655	50.60901	91.79414	87.28879	8.578497	142.7517	149.19185	19.058584	8.801772	100.044235	50.53088	43.258675	95.77353	82.07748	99.461235	79.726326	122.970184	10.29588	0.0	4.7848144	88.09953	198.76953	5.1636624	80.774185	85.67008	97.75656	156.92392	147.83623	92.73643
G000333295	34.81142	117.87209	72.58753	76.69786	45.649273	123.32904	23.938818	7.1713276	68.143486	93.367615	134.06502	88.70365	93.49367	6.245665	84.10431	8.979184	105.96134	96.8948	93.47947	94.15041	97.81637	109.14613	141.93584	61.48111	5.9665546	75.82066	229.88264	140.53806	116.25703	119.57267	84.3113	68.04068	149.24959	11.731894	92.93163	131.51344	56.045574	47.35926	52.048336	100.269554	62.87896	80.746346	93.36878	8.278007	169.8088	179.23483	14.622436	11.590609	106.30222	62.16658	47.415546	97.205826	81.32633	113.513756	94.18664	142.48392	15.695762	4.7848144	0.0	104.96106	230.63849	7.480406	100.58655	86.527824	110.473175	187.00055	176.09828	95.0795
G000708265	33.065704	13.419984	55.06287	83.16856	59.796497	30.563839	42.565914	98.66194	69.02958	35.196247	91.46078	197.94592	56.993587	73.97913	108.40028	144.4187	15.343198	55.71439	35.393543	34.995358	52.08939	17.830452	34.801807	18.827179	70.743286	18.158667	44.26448	62.701427	32.97849	79.69533	6.337123	9.051085	27.23126	68.931946	127.00476	96.465775	22.288261	47.749573	13.1543045	50.827213	10.534902	191.44583	35.316757	93.38179	33.95938	63.183037	146.37756	64.33468	74.9532	8.574146	47.677895	51.81491	91.47499	19.3652	29.946005	23.554485	53.24193	88.09953	104.96106	0.0	87.477104	69.10455	16.38173	51.793125	22.609182	63.049877	34.655003	47.030132
G000020565	148.12662	98.19895	107.76359	141.41336	141.52403	108.97117	134.44446	195.37798	172.4388	107.82842	118.515785	283.65756	120.66666	178.33461	220.93134	270.27875	72.30523	115.97892	108.82989	122.123985	111.446106	73.2128	63.40102	121.642784	180.4141	84.488525	75.459915	118.807976	109.32186	101.9641	103.52859	108.22062	59.01862	169.77667	186.6279	118.099556	125.297615	153.34026	116.336586	108.41484	101.88111	301.10672	107.94024	188.96608	45.652042	26.849583	252.02249	165.37807	120.24595	102.238106	153.12993	151.56941	166.63515	65.72234	62.408653	48.447304	147.0972	198.76953	230.63849	87.477104	0.0	172.50609	76.45114	150.26807	69.61963	29.283316	43.65868	141.79396
G000166195	21.520613	80.665436	42.782055	50.053192	24.181099	85.291046	10.809539	8.847279	48.716328	60.657207	92.690895	86.18098	58.80982	2.9935622	67.405685	19.137003	68.20147	61.229256	60.922638	62.422764	61.6121	72.1264	93.9982	37.36958	2.9239078	43.39435	175.62677	98.59348	81.38995	80.28425	52.971066	42.093235	100.35989	4.502128	68.82935	93.61035	32.55453	30.291798	29.18487	63.211662	36.866608	75.17277	60.67914	7.5646887	124.45102	127.80424	22.707056	4.441013	71.10966	36.09529	30.299414	69.067375	55.647865	72.63712	55.873863	95.43953	5.1370654	5.1636624	7.480406	69.10455	172.50609	0.0	64.67198	59.73585	70.422325	134.88026	129.1431	66.06519
G001412215	33.024048	38.706676	47.618603	71.69261	58.92359	51.7905	46.94071	87.65534	83.09419	50.076252	77.471375	174.51668	53.34863	69.9079	113.99228	134.04565	22.331425	49.111668	50.725822	45.410103	45.947823	12.228594	33.472332	22.701735	68.908714	19.70498	55.10041	61.0818	56.165024	66.94589	16.49397	14.697716	32.159664	65.799446	107.95179	84.66023	32.19626	52.940384	20.712791	44.97713	13.691184	178.21266	50.19061	85.79415	31.371136	47.46256	129.15654	62.942593	63.697296	15.0631	52.863014	64.53672	87.55797	30.893156	27.209145	28.209435	52.053764	80.774185	100.58655	16.38173	76.45114	64.67198	0.0	62.707783	33.893326	48.555912	33.58521	61.589294
G900103665	50.720394	40.896145	31.409344	41.302273	22.832783	19.82859	51.158817	91.894806	9.970143	11.217853	51.08286	109.43481	24.881075	62.73132	18.378134	99.83464	38.857906	29.404242	11.369265	4.966573	29.26543	73.7498	55.63378	45.48789	57.735344	17.887575	160.78477	34.030178	22.567003	39.388187	41.640934	51.954327	59.171703	48.262367	51.483604	45.54205	14.343384	18.172014	30.789923	30.145092	41.850765	86.96397	11.182043	73.77703	123.232666	123.44445	105.67879	51.370144	35.274906	38.678623	18.059189	1.2478613	26.298904	28.227156	38.917862	53.358814	49.609997	85.67008	86.527824	51.793125	150.26807	59.73585	62.707783	0.0	24.687714	125.93342	127.75808	1.5074183
G001730525	54.24682	18.926702	26.35388	47.622807	36.165825	11.084467	48.349754	103.46972	39.46966	10.891083	42.030598	159.02275	25.040066	75.50868	66.96337	137.64946	8.568824	25.550869	11.428901	14.675835	23.633387	36.767776	16.561129	36.426517	71.561356	7.8199973	84.29454	26.315649	17.58434	30.766134	23.419897	34.324566	15.977126	63.674957	76.86315	43.89422	18.852207	40.5979	25.967035	22.724464	27.2945	142.16124	10.905085	89.358505	60.394886	59.22543	137.93507	62.345127	34.064796	24.903563	40.44058	25.448109	48.376255	0.5794093	11.847567	13.770047	53.261597	97.75656	110.473175	22.609182	69.61963	70.422325	33.893326	24.687714	0.0	61.512627	61.285633	21.108831
G000689375	110.90735	80.661736	84.30272	114.026474	109.65977	96.71925	105.829956	158.39438	148.89708	94.42411	98.68087	246.1145	91.62188	141.6152	192.84222	225.04387	61.000343	87.7046	95.23112	100.5127	83.53169	49.11412	46.731983	90.18268	144.03789	64.518974	61.647415	98.151436	97.504135	86.870766	74.79209	76.05316	44.19811	135.996	156.2048	107.175026	97.62128	121.94832	82.95208	81.20198	71.228745	257.37524	94.602196	157.24954	41.156757	4.681693	213.0677	129.52591	99.60983	71.56797	121.792564	128.69693	136.98843	57.868645	47.254612	41.83818	113.545685	156.92392	187.00055	63.049877	29.283316	134.88026	48.555912	125.93342	61.512627	0.0	39.10198	120.18876
G000425145	86.01875	55.63659	102.435905	139.6421	127.16405	90.25145	93.63457	152.30841	154.09671	94.48156	136.52612	279.00388	114.9119	135.84853	207.06305	226.88443	49.08141	109.36524	95.084076	99.82839	103.59214	23.760279	56.74401	64.35619	135.74498	61.556747	18.880072	117.41338	87.00004	120.22171	49.221157	47.99137	46.82015	133.72073	198.5706	139.4298	85.57988	117.62179	64.305435	100.90944	50.61358	295.18323	94.67597	153.60555	0.9921208	39.70003	217.38107	125.47582	124.28674	50.708138	117.53881	128.00409	166.34799	54.911877	57.933113	34.130955	107.93705	147.83623	176.09828	34.655003	43.65868	129.1431	33.58521	127.75808	61.285633	39.10198	0.0	119.94661
G001721645	52.655315	34.967636	36.563255	49.739407	27.744194	15.300613	53.296867	98.97691	11.448741	8.516496	55.93301	124.077065	28.728916	68.88329	24.54497	111.39477	35.614513	33.856293	8.531617	4.591451	33.272377	72.19165	54.103607	47.234367	63.82921	17.029333	151.35756	35.877693	15.186017	42.917965	40.632313	50.644375	55.645206	54.387108	61.852287	50.079704	14.69828	19.121412	30.574759	33.897476	41.136166	102.184944	8.487865	80.50716	116.23938	118.36602	117.56518	55.80847	40.061756	37.58384	19.006607	1.0119536	33.128513	24.1145	39.200577	48.19277	52.986984	92.73643	95.0795	47.030132	141.79396	66.06519	61.589294	1.5074183	21.108831	120.18876	119.94661	0.0
