	G900112615	G000814325	G001314545	G900114995	G001896965	G001601815	G000020625	G000375425	G000243115	G000016085	G001567405	G001623405	G000974785	G001438265	G000375465	G001898485	G900110645	G900110995	G000020645	G000275825	G000006985	G001975825	G900156765	G000511175	G900094705	G900102545	G000814475	G000024005	G000724545	G001975465	G001724695	G900129015	G900129295	G900115755	G001897525	G001899605	G001897535	G900089555	G900129315	G900106985	G000013045	G001650905	G000012585	G000759025	G001464625	G000373105	G900089545	G900089565	G000508085	G000515315	G900089575	G001654455	G000168715	G001439115	G900089525	G900110245	G000015125	G900101395	G900129465	G000419585	G000020545	G000024845	G001564065	G900109685	G001302245	G001898505	G900110835	G000374125	G001898405	G000020465	G900116565	G000379805	G900107765	G001829005	G900119105	G000212735	G900142605	G001715195	G001644645	G000020505	G001829035	G000246855	G000374045
G900129015	108.345345	66.80459	60.58557	69.05046	108.171974	45.58164	111.65459	105.71308	53.27716	116.710075	118.04975	196.5195	28.710344	36.165665	159.68974	34.50402	63.02479	102.03929	88.22894	135.28368	164.78636	74.68638	68.473854	138.00092	26.285429	62.75015	35.78136	67.66089	234.94762	109.48036	32.254955	0.0	112.50947	145.7575	73.82886	120.45275	219.73734	204.80447	62.989742	40.557083	199.96466	194.29285	100.35143	35.884983	158.94623	51.225372	204.53065	197.16916	137.78638	38.201492	202.84363	65.80759	113.09437	37.453644	198.71742	44.069798	104.633766	36.90363	49.75446	155.8075	109.602516	155.60886	115.27624	47.003525	71.43912	50.424706	42.024136	35.710686	57.882133	124.47024	45.14655	66.32003	95.9875	219.22461	64.91204	55.972958	29.216398	108.948715	97.94269	159.56114	219.58734	41.46367	174.04279
G900129295	14.947631	19.64656	194.44128	59.485893	52.13716	43.63087	220.83359	62.64718	50.37962	270.4966	42.768642	64.378746	111.833466	77.32319	62.020554	52.062206	187.56398	24.06037	167.94572	144.50485	357.0209	26.261827	36.2436	21.045778	66.8072	48.585285	70.92596	53.664894	75.52279	220.54103	108.56267	112.50947	0.0	45.83072	18.326092	17.802113	97.10023	63.952415	112.80427	42.937664	402.1686	58.306786	117.54684	140.3193	26.25651	168.21358	63.696938	62.72359	21.593243	46.68887	63.54714	40.94917	228.72005	73.37195	60.762726	34.555126	192.55016	81.25175	45.828205	378.79752	197.32994	376.6642	66.542885	79.28536	35.821358	124.88193	62.996185	98.46913	27.395168	266.18073	72.10819	62.638687	28.079157	54.72518	28.548592	118.95064	70.25439	104.98453	15.240503	344.84085	54.867443	38.722454	30.946123
G900115755	67.024055	67.927	254.25554	130.9883	31.87536	67.004456	284.98697	119.408165	52.454002	332.416	100.14255	28.86456	164.82336	141.00233	125.27582	84.99198	260.10956	84.343056	217.16203	176.99335	409.95514	89.81648	64.19913	42.317894	95.76584	117.64419	125.03325	122.55528	93.7427	275.65576	141.33333	145.7575	45.83072	0.0	59.19461	18.497166	71.25618	29.620174	169.71986	77.45855	455.44827	110.26218	127.81994	200.67511	29.256342	239.75175	29.49753	29.131004	44.403233	81.86907	29.148281	48.21582	283.55716	137.3505	29.368029	58.041	237.86873	101.49173	101.567505	415.6656	262.86252	421.89563	117.81356	107.38422	64.703995	196.68686	109.66077	120.83345	64.92965	314.0014	100.38504	126.16548	60.20967	63.659985	90.80541	154.91997	118.16739	161.27461	62.33631	400.2281	63.691742	56.44383	31.41362
G001897525	16.477274	16.12388	129.87592	34.25662	47.66948	25.975473	159.0334	45.840614	25.346666	205.20422	37.11975	84.09971	68.657845	47.38279	66.0255	23.17183	126.10396	20.576042	119.799675	114.741325	276.43927	17.34848	30.698875	37.022602	36.865246	27.65737	42.36263	30.295246	96.599106	158.20592	64.603546	73.82886	18.326092	59.19461	0.0	24.700542	112.5504	85.03994	66.03722	23.420834	322.54828	67.41765	100.78128	86.82537	43.88535	111.4686	85.42178	82.371185	37.221703	25.511436	84.98709	21.274986	164.06718	44.827114	81.913155	20.289532	137.42361	40.462013	25.301382	299.59097	141.40707	292.30414	48.764618	51.213913	27.176908	78.34705	31.838263	51.360638	14.844788	193.32996	46.417725	41.001328	17.09648	83.81173	16.128197	85.0178	38.107563	74.62222	21.168076	265.28757	83.99151	23.214813	48.607815
G001899605	24.840448	32.40341	203.93607	73.983055	33.179615	41.118435	229.70613	76.98435	36.970272	282.26575	57.304066	39.284737	121.50808	93.201965	85.50956	50.851048	206.69064	36.561543	172.69104	152.23668	366.1653	41.83494	36.592724	23.306717	69.973495	64.25728	83.8007	67.46299	76.543076	224.98438	108.862724	120.45275	17.802113	18.497166	24.700542	0.0	78.769775	39.21288	121.04807	46.54969	413.85785	72.48644	111.032364	153.09207	17.966326	189.12628	39.559143	38.192715	24.484283	50.469112	39.523804	28.068272	232.27048	89.40507	37.9069	35.37839	191.87723	72.784584	59.506416	385.50388	205.81126	384.87424	75.7708	77.83656	32.7181	144.65721	67.07055	91.313416	32.119373	265.2292	70.75303	81.4099	31.56432	54.999332	44.104115	126.73555	76.68114	115.26729	30.768854	354.38727	55.078815	37.055317	22.329517
G001897535	132.40953	123.17241	312.8582	212.26535	53.153915	141.5826	327.66333	124.734985	127.722145	379.92307	116.46823	51.288715	247.58025	197.84454	93.33968	161.57657	302.2991	157.17513	250.03441	160.95358	446.28036	151.40607	142.49936	60.145077	181.26093	198.35872	194.03888	201.62033	47.833298	315.87183	208.89009	219.73734	97.10023	71.25618	112.5504	78.769775	0.0	49.63605	221.51167	142.66179	497.1758	86.35792	113.36388	246.37962	45.07301	278.3122	47.957687	49.58906	58.941425	149.0559	47.08838	139.56819	325.6671	193.50136	44.780968	131.43005	274.86465	198.52542	189.34999	467.06104	303.081	493.02188	120.10515	224.00958	150.33516	267.5665	199.4786	214.1281	135.53664	365.23483	163.4027	127.55501	114.69765	40.55508	161.15771	156.08353	199.21901	165.58832	85.33682	435.21857	40.49208	135.01736	42.34987
G900089555	90.281746	99.752754	312.6666	177.38756	46.480663	100.92979	352.86032	138.73726	93.98477	407.67886	108.411446	0.85979813	229.5617	183.2305	118.7038	129.48918	319.86035	112.792885	273.81656	192.41753	489.60736	117.94999	96.811584	34.622406	142.93976	163.97958	180.94162	167.5071	63.228558	342.012	201.46277	204.80447	63.952415	29.620174	85.03994	39.21288	49.63605	0.0	216.33414	116.5486	527.5166	106.43664	157.19247	253.46138	23.819744	294.91306	0.68894273	1.0770237	35.94089	122.469444	0.57415235	91.234276	351.2355	178.2071	1.2114615	93.49946	300.4713	157.63708	152.44447	496.08026	327.5405	506.2465	131.87282	166.99988	100.12308	256.5606	158.06232	180.55034	108.21094	389.39438	138.82338	146.83778	78.24683	30.485632	125.30272	177.90091	165.81357	186.29442	77.493256	477.90967	30.452978	96.22299	29.290138
G900129315	96.79892	53.66788	32.276157	57.47935	101.20777	62.0304	48.237625	43.95043	56.96101	70.32224	59.174316	213.2613	32.20645	36.132328	111.849625	45.33091	33.59079	94.746284	39.4143	107.433876	113.19175	66.0578	114.87989	128.50168	64.20391	57.63375	30.060045	55.847897	193.91891	49.53875	33.913097	62.989742	112.80427	169.71986	66.03722	121.04807	221.51167	216.33414	0.0	52.622456	148.92082	121.94343	105.84962	26.534437	148.57275	31.776592	215.76036	211.11804	125.84118	51.993164	215.4953	75.26574	50.82678	36.73833	208.54279	66.54841	43.242413	45.46131	62.477818	154.44008	42.829037	139.04646	46.974854	95.20147	105.044945	18.514635	53.146847	37.120033	56.9016	63.003353	46.6154	43.946285	66.67326	202.87816	61.399593	55.427723	47.41665	36.14337	98.71557	104.792915	203.11725	68.1992	156.00552
G900106985	36.669495	15.9684925	86.46017	28.721163	55.28739	19.713833	116.28177	48.775574	24.40165	152.46535	50.05391	113.116135	34.589657	24.682785	86.32972	11.746249	94.43473	36.90075	87.111374	127.95598	214.54169	21.81169	36.377594	57.498108	25.25193	24.110613	19.12504	25.8516	140.57263	121.54179	26.559654	40.557083	42.937664	77.45855	23.420834	46.54969	142.66179	116.5486	52.622456	0.0	267.9194	96.50201	86.8854	62.859768	72.19534	81.24239	116.79828	112.38342	57.17146	0.3894998	116.06924	29.371351	127.116905	23.618544	112.32871	11.829712	100.72069	30.635067	18.351217	233.08904	104.59237	232.14915	54.618095	46.29209	22.997911	54.80061	18.96164	35.11831	10.148946	144.34674	23.69989	40.082798	43.928345	123.05561	19.109991	59.82473	23.854004	64.09068	40.91189	206.1248	123.2982	13.797363	87.25226
G000013045	382.0255	292.20822	117.940895	281.8627	341.21902	292.0923	126.759705	261.35245	278.4179	102.79644	300.01807	519.2966	185.69473	208.49585	349.89392	253.99734	100.46492	371.64267	151.32259	259.69144	67.80116	312.12558	371.15622	416.5185	255.8204	283.12582	211.73917	281.73764	478.11398	136.82834	176.9838	199.96466	402.1686	455.44827	322.54828	413.85785	497.1758	527.5166	148.92082	267.9194	0.0	397.5684	263.4814	135.50287	449.32108	112.123	525.2102	517.78796	412.47128	263.8187	523.8112	322.6333	132.65268	213.18895	515.2831	294.04993	149.81235	242.54999	288.64908	49.1596	146.40428	54.527172	264.2521	308.51175	365.60214	142.91342	266.18378	213.86429	298.93707	117.526344	242.90167	226.02983	321.612	505.6956	302.4069	197.14865	236.05998	217.48616	356.91733	70.79837	506.05304	290.67392	455.53946
G001650905	68.843056	59.59417	213.54958	116.08025	68.47052	113.12698	201.78113	30.339634	108.42583	265.198	36.461285	111.10493	168.71536	126.467865	24.767565	114.24041	199.74423	83.962006	154.80228	139.1254	333.43402	78.23344	132.67828	47.38663	156.65115	111.098755	116.67031	109.7011	53.804688	201.72314	146.82413	194.29285	58.306786	110.26218	67.41765	72.48644	86.35792	106.43664	121.94343	96.50201	397.5684	0.0	120.33641	174.1139	50.363873	186.75253	105.66641	106.856544	44.27632	101.86581	105.45219	114.15018	210.0565	122.14356	99.87503	102.77619	170.04968	154.01006	117.819466	397.46747	176.67424	403.57806	30.293688	190.10022	120.56108	165.71632	133.83983	160.18451	79.51013	247.51955	115.22867	68.49407	64.90792	60.726868	88.822235	128.11012	141.80951	61.42484	52.121113	318.30264	60.71456	110.95964	49.824776
G000012585	133.14136	84.623085	142.35013	137.3189	78.131355	108.5602	135.2586	82.945656	97.49139	159.61769	95.51089	154.23413	124.278175	92.84216	86.34619	98.99756	123.19244	140.75671	86.31647	103.823944	202.79709	111.54102	122.32787	109.11469	113.38648	127.59711	99.10542	130.67899	126.52315	127.27949	96.208084	100.35143	117.54684	127.81994	100.78128	111.032364	113.36388	157.19247	105.84962	86.8854	263.4814	120.33641	0.0	99.11634	116.16752	111.233315	156.15842	152.32776	106.30944	89.06923	155.06496	120.865486	133.03682	92.11539	149.22894	98.217926	107.27597	127.39466	128.27954	228.02513	130.85587	266.85968	82.63625	156.4668	129.95445	128.23201	131.84181	127.812065	98.62987	163.92264	93.69345	53.013477	112.93329	133.819	115.47136	63.635006	112.71234	88.79058	81.10047	194.28714	134.06723	97.936005	118.42023
G000759025	126.49788	76.72088	25.403728	71.102936	129.24364	74.28814	53.512318	78.15518	77.556046	58.213306	93.46271	247.09679	28.791998	29.812683	142.71448	51.028065	18.293806	119.37155	44.568035	111.74558	100.36909	83.30465	117.10729	159.0708	58.509087	68.86895	36.49884	70.369545	238.1711	53.321056	35.711895	35.884983	140.3193	200.67511	86.82537	153.09207	246.37962	253.46138	26.534437	62.859768	135.50287	174.1139	99.11634	0.0	187.75066	18.107798	252.72496	246.18901	156.90492	60.664227	251.45638	94.4922	54.77927	31.505682	244.68903	78.77844	56.032207	56.578022	71.02323	118.49458	53.051807	113.93543	83.38323	89.90513	114.123116	27.225214	61.348774	47.3588	75.85767	68.01532	51.715378	47.41805	99.05086	242.57822	75.790985	45.145496	44.67454	65.4276	116.28331	93.699234	242.94844	78.86767	199.19682
G001464625	44.9684	50.149708	243.29662	113.11709	30.551376	68.36761	264.37836	76.80908	63.55811	319.81906	57.20245	25.544111	165.66759	124.32024	65.79472	83.14396	236.96698	62.656662	198.99702	146.29004	402.61932	65.43858	67.114914	13.626781	106.37939	102.37385	118.065796	104.81131	40.851265	259.23907	142.74551	158.94623	26.25651	29.256342	43.88535	17.966326	45.07301	23.819744	148.57275	72.19534	449.32108	50.363873	116.16752	187.75066	0.0	217.24263	23.282642	24.040329	13.379323	77.33515	23.124115	62.147106	267.72525	119.78761	21.032822	61.33934	222.00598	116.28251	98.32952	427.61996	239.75925	432.02423	73.89552	129.86505	66.41135	180.45714	107.02006	134.12935	57.729446	305.3223	96.74861	85.51588	43.80804	22.51978	72.40722	132.63904	115.53509	119.61833	33.55672	389.84412	22.503807	65.538605	8.450648
G000373105	150.46877	95.8101	24.238482	84.53815	154.99936	97.55771	51.332092	87.39916	101.159195	59.958694	112.5795	289.37067	39.53998	45.760674	148.59467	73.64033	4.551435	140.57983	51.82712	128.26855	80.63931	101.82627	143.36136	188.70374	75.35062	85.06604	47.300533	83.707466	263.06555	57.656372	39.115093	51.225372	168.21358	239.75175	111.4686	189.12628	278.3122	294.91306	31.776592	81.24239	112.123	186.75253	111.233315	18.107798	217.24263	0.0	294.1692	287.4477	186.02348	79.01636	293.11533	128.8776	58.4389	47.774223	284.7957	96.67754	58.52434	80.225365	89.832695	102.643585	54.51979	98.926865	94.12698	116.96613	143.89784	30.110859	76.19409	67.374275	99.73675	63.8285	80.71891	51.8751	123.07592	270.55734	95.1601	56.09066	58.214916	71.76005	134.54521	75.14582	270.95355	96.66117	227.41171
G900089545	91.059135	99.53863	312.37567	178.46625	45.247517	100.90666	352.0502	137.9079	93.71208	406.17255	107.61255	0.8423724	229.48105	183.13258	118.158165	129.8823	319.02008	113.86048	272.69254	190.2549	488.2191	118.652534	98.11722	34.31245	143.52002	164.9806	180.73709	168.5099	61.812317	341.33524	201.52837	204.53065	63.696938	29.49753	85.42178	39.559143	47.957687	0.68894273	215.76036	116.79828	525.2102	105.66641	156.15842	252.72496	23.282642	294.1692	0.0	1.0355381	35.50404	122.80924	0.47198468	91.46718	350.6242	178.14656	0.9626212	93.840965	299.65543	157.78104	153.12892	494.75903	326.72067	505.118	131.35977	168.28575	101.19641	255.66042	159.0017	180.5411	108.36071	388.47467	138.25658	145.95131	78.01529	29.842873	125.953514	175.97658	166.53612	185.58777	77.48305	476.57855	29.799017	96.6546	28.631351
G900089565	89.362816	97.04225	305.2302	173.60059	44.65571	96.0189	345.62448	135.75256	89.85763	398.8616	107.36135	0.79200566	223.1403	177.87712	117.47982	124.85961	312.22702	111.23392	267.3709	186.62405	480.57913	115.603836	93.36069	33.882145	137.83418	160.23756	175.89354	163.9168	64.62602	334.79797	195.75537	197.16916	62.72359	29.131004	82.371185	38.192715	49.58906	1.0770237	211.11804	112.38342	517.78796	106.856544	152.32776	246.18901	24.040329	287.4477	1.0355381	0.0	35.129505	118.14135	1.0403477	87.4481	344.0852	173.01866	1.5890702	89.516556	293.85693	151.87607	148.0006	486.4025	320.93326	497.14102	129.78418	161.45851	96.85492	249.91173	153.36163	174.385	104.77224	381.2645	134.49573	142.40584	76.46812	31.335352	122.41851	171.60976	160.67262	182.82014	75.41927	469.25797	31.309893	92.1343	30.063778
G000508085	36.703896	35.945454	206.41115	92.178246	37.66249	55.253006	230.96486	61.629887	62.417175	282.8866	41.742584	36.696625	138.85764	94.81995	51.91141	70.74743	204.88124	51.248043	172.60927	137.68236	366.34235	50.43227	60.249054	0.52166533	93.90474	82.83422	95.7264	84.38764	48.76002	228.52872	125.02693	137.78638	21.593243	44.403233	37.221703	24.484283	58.941425	35.94089	125.84118	57.17146	412.47128	44.27632	106.30944	156.90492	13.379323	186.02348	35.50404	35.129505	0.0	61.77422	35.151485	59.390003	237.0143	90.68922	32.47409	52.158745	196.32027	106.49895	81.72263	390.46085	208.01639	394.7714	57.660275	119.22491	58.499947	155.80702	90.695335	121.85882	48.022137	274.10568	76.74937	66.710304	33.301228	23.31558	56.664745	111.25035	96.92108	97.05453	26.91542	353.3073	23.395765	57.42857	22.908245
G000515315	39.52161	17.680841	83.22945	28.710667	59.15561	20.410278	113.92474	50.958813	25.586342	148.6762	53.440044	118.76231	32.24933	23.691664	90.80081	11.426103	91.74214	39.054592	85.88608	129.61548	210.68396	23.43447	37.579323	62.05508	24.711824	24.307728	18.436033	26.109621	147.94775	119.143845	24.783054	38.201492	46.68887	81.86907	25.511436	50.469112	149.0559	122.469444	51.993164	0.3894998	263.8187	101.86581	89.06923	60.664227	77.33515	79.01636	122.80924	118.14135	61.77422	0.0	122.047585	30.629034	124.5684	22.800339	118.28276	12.794792	99.30284	29.742012	18.009497	228.49138	102.72272	227.09607	57.181873	45.32022	23.943998	52.924725	18.230156	33.796555	10.998224	141.13452	23.301615	41.65383	46.95093	129.91046	20.289326	60.030655	22.950783	65.215385	44.428703	202.45312	130.16176	14.642485	93.358955
G900089575	91.34225	99.45731	311.69205	178.18951	44.671654	100.30356	350.74173	137.4423	93.354515	404.84592	107.67165	0.8016203	228.46114	182.60255	117.87131	129.20575	318.02115	114.107635	271.81177	189.32346	486.54782	118.54872	97.548874	33.96395	142.771	164.60855	179.81216	168.23357	61.51484	340.42667	200.2009	202.84363	63.54714	29.148281	84.98709	39.523804	47.08838	0.57415235	215.4953	116.06924	523.8112	105.45219	155.06496	251.45638	23.124115	293.11533	0.47198468	1.0403477	35.151485	122.047585	0.0	91.09277	349.78455	177.6315	0.9055798	93.293564	298.64865	157.22197	152.74957	492.7833	325.63174	503.11432	131.03401	167.67453	100.64142	255.15091	158.51309	179.82072	107.69006	387.2555	137.44437	145.26146	78.19102	29.651974	125.80877	174.59436	166.07797	184.98117	76.89971	474.91287	29.610859	96.0346	28.448643
G001654455	36.843864	33.991497	131.69717	49.324535	47.213272	16.595995	173.29958	76.88655	8.412502	209.72543	73.32408	87.87228	62.515923	63.10276	124.97283	22.625393	140.98451	41.389053	131.48605	143.56046	285.16495	40.48531	32.801968	57.83897	31.718687	43.646362	48.229046	46.09643	141.24544	167.48212	62.09994	65.80759	40.94917	48.21582	21.274986	28.068272	139.56819	91.234276	75.26574	29.371351	322.6333	114.15018	120.865486	94.4922	62.147106	128.8776	91.46718	87.4481	59.390003	30.629034	91.09277	0.0	172.76132	61.369995	89.300674	19.886072	145.56514	16.475319	29.990522	293.88544	155.68192	277.52542	80.61501	32.191307	25.29409	88.112175	29.76319	27.135183	19.558208	194.8481	43.912773	77.74972	28.711355	120.21548	34.264885	98.46673	39.234978	102.431	52.312733	275.79514	120.3733	19.361042	68.91578
G000168715	209.87997	134.31664	46.373535	136.71233	190.13145	154.5074	11.849374	106.0168	148.9729	16.246922	135.42964	346.73944	73.31569	87.821434	195.41705	117.98819	48.712826	205.34795	11.282333	155.706	56.36956	159.77676	228.72287	241.40526	155.93864	139.29063	82.072235	136.85092	310.38538	1.0951918	74.27698	113.09437	228.72005	283.55716	164.06718	232.27048	325.6671	351.2355	50.82678	127.116905	132.65268	210.0565	133.03682	54.77927	267.72525	58.4389	350.6242	344.0852	237.0143	124.5684	349.78455	172.76132	0.0	90.38412	341.90543	162.92136	10.848125	125.52685	148.96849	136.21034	13.242496	134.3338	101.30691	195.665	202.76845	67.334595	138.78654	105.90073	137.87654	15.237147	107.87725	103.022125	171.20596	332.79388	154.3784	96.396675	125.24275	65.44684	199.91663	48.96119	333.09607	163.40675	275.00812
G001439115	56.23325	29.29103	49.422417	25.215311	100.041145	41.528217	81.31682	58.18523	56.61787	104.06885	52.75541	173.99066	23.058567	0.16081528	96.9414	21.80338	56.28681	51.089478	64.61202	134.01683	165.86632	27.681906	58.83601	91.40792	36.40643	21.781506	15.292434	23.512056	181.6401	86.79548	29.654078	37.453644	73.37195	137.3505	44.827114	89.40507	193.50136	178.2071	36.73833	23.618544	213.18895	122.14356	92.11539	31.505682	119.78761	47.774223	178.14656	173.01866	90.68922	22.800339	177.6315	61.369995	90.38412	0.0	171.9652	38.861595	79.258095	48.18316	29.945358	185.9588	73.65412	184.09958	59.947086	59.420708	50.7657	32.697132	25.829721	47.710392	33.981323	106.97024	28.13813	33.829422	60.764576	170.90776	24.871515	61.797737	18.79505	58.559803	63.02569	156.87776	171.27184	41.657574	134.4886
G900089525	87.486984	95.1111	303.81015	172.82419	42.184093	97.222374	342.71542	131.2133	90.662895	396.97632	102.03573	1.5554556	223.1296	176.90117	111.824005	125.08794	309.4532	109.860916	264.75327	183.99326	477.55206	113.860825	94.87923	31.399633	139.34277	159.66849	174.39044	162.89182	57.47028	332.58502	194.67657	198.71742	60.762726	29.368029	81.913155	37.9069	44.780968	1.2114615	208.54279	112.32871	515.2831	99.87503	149.22894	244.68903	21.032822	284.7957	0.9626212	1.5890702	32.47409	118.28276	0.9055798	89.300674	341.90543	171.9652	0.0	90.02958	291.10046	154.11584	148.89175	485.51575	317.86624	495.49588	124.52171	165.22296	98.19585	248.6683	154.33109	176.2067	104.241394	379.3315	133.30902	138.4408	74.29889	27.676847	121.33731	168.87617	161.08598	177.54828	72.74056	465.71887	27.643826	92.879745	26.155375
G900110245	31.058743	21.19967	107.08084	36.638	46.917004	12.7409115	156.6859	61.92685	16.975641	193.17775	59.785007	89.61214	49.672714	40.359043	91.61111	14.782247	114.64957	32.447094	119.957726	132.82845	254.40437	24.748613	21.123337	51.09258	19.362804	30.650524	31.71189	33.02865	134.07538	157.32864	42.66341	44.069798	34.555126	58.041	20.289532	35.37839	131.43005	93.49946	66.54841	11.829712	294.04993	102.77619	98.217926	78.77844	61.33934	96.67754	93.840965	89.516556	52.158745	12.794792	93.293564	19.886072	162.92136	38.861595	90.02958	0.0	135.42366	27.208437	21.753386	259.09247	142.48506	255.9472	66.38713	33.47546	18.871809	72.91378	20.11122	37.042233	16.609833	182.11293	37.181664	50.985775	33.147964	110.091484	21.718172	73.06029	24.494804	84.08524	34.366695	246.25417	110.33848	1.1360221	72.584755
G000015125	179.14552	108.70143	52.80212	119.4528	149.70189	127.32636	9.656763	80.361465	120.3157	30.951868	108.87148	296.85107	66.109276	77.47218	162.9717	98.3844	52.765232	177.83205	6.9378695	137.0539	65.6328	135.77672	199.94016	200.79895	137.95766	122.16323	66.38776	118.31998	258.76636	9.0569315	58.420254	104.633766	192.55016	237.86873	137.42361	191.87723	274.86465	300.4713	43.242413	100.72069	149.81235	170.04968	107.27597	56.032207	222.00598	58.52434	299.65543	293.85693	196.32027	99.30284	298.64865	145.56514	10.848125	79.258095	291.10046	135.42366	0.0	109.09079	130.51474	150.62704	8.154902	151.40099	78.51186	182.81992	173.252	63.113777	122.15541	92.428894	110.563805	15.146543	89.0873	81.708374	144.03075	283.22	132.3505	77.082115	112.50813	50.34656	166.66548	57.919193	283.45984	136.47855	226.0765
G900101395	68.5316	48.348877	77.79875	47.555347	76.95294	21.420103	125.992966	81.43399	14.108077	150.21088	92.20949	152.13046	30.26121	48.101295	153.59999	20.105625	89.181755	66.69819	100.60298	144.67517	211.34715	54.756084	54.677456	105.7042	23.754305	44.66844	31.803543	46.284557	202.2657	122.28262	35.068848	36.90363	81.25175	101.49173	40.462013	72.784584	198.52542	157.63708	45.46131	30.635067	242.54999	154.01006	127.39466	56.578022	116.28251	80.225365	157.78104	151.87607	106.49895	29.742012	157.22197	16.475319	125.52685	48.18316	154.11584	27.208437	109.09079	0.0	29.284847	217.48059	115.40783	197.50352	89.598236	28.113302	46.02987	51.08247	21.591204	3.2057705	30.632116	137.32498	38.5887	76.90389	53.76261	186.20882	44.14068	79.50756	26.67928	93.46802	84.46007	204.34181	186.44003	25.466587	126.8169
G900129465	27.560963	23.50193	99.04813	14.213276	91.397255	28.526726	140.31998	67.516975	36.80591	174.77986	70.38815	149.088	36.01985	31.039091	111.04191	18.62023	101.72015	22.041925	114.595085	160.68227	248.33063	17.24618	31.623692	80.407486	24.484194	10.021425	23.694685	13.700048	180.18672	144.23724	43.015873	49.75446	45.828205	101.567505	25.301382	59.506416	189.34999	152.44447	62.477818	18.351217	288.64908	117.819466	128.27954	71.02323	98.32952	89.832695	153.12892	148.0006	81.72263	18.009497	152.74957	29.990522	148.96849	29.945358	148.89175	21.753386	130.51474	29.284847	0.0	257.47006	124.832184	244.22829	75.17027	26.583876	22.454214	56.76762	10.021415	36.814014	15.129708	170.07057	40.56311	59.191082	49.16644	159.64362	11.262931	97.841705	17.041714	86.961334	50.15485	239.14578	159.9457	23.461199	110.885796
G000419585	357.89496	272.93732	104.02724	256.06274	314.12823	263.41592	130.30162	258.56436	249.5979	107.87988	297.68826	486.74466	160.93916	180.89955	338.95364	222.11871	95.441376	344.58185	148.80135	253.78563	68.69852	286.62207	323.5915	393.75754	210.6728	255.98474	191.50899	255.86314	467.84976	139.67416	145.20389	155.8075	378.79752	415.6656	299.59097	385.50388	467.06104	496.08026	154.44008	233.08904	49.1596	397.46747	228.02513	118.49458	427.61996	102.643585	494.75903	486.4025	390.46085	228.49138	492.7833	293.88544	136.21034	185.9588	485.51575	259.09247	150.62704	217.48059	257.47006	0.0	149.44865	39.356304	263.63385	259.4862	324.6822	137.3965	231.11343	190.24068	274.83752	122.73573	211.19026	209.7242	307.43054	485.30707	276.28696	171.6194	198.8238	218.96509	328.18445	73.08197	485.71884	252.79659	435.5044
G000020545	177.81572	111.93379	46.54944	108.76237	172.74799	135.85254	5.914248	84.12452	134.48784	27.082237	111.774155	324.1337	60.96307	71.84899	168.71602	101.244865	47.353832	173.18793	13.255753	153.20334	65.46133	131.30806	204.54095	212.3559	141.00554	112.64352	62.730442	108.85341	279.86575	11.903151	60.08812	109.602516	197.32994	262.86252	141.40707	205.81126	303.081	327.5405	42.829037	104.59237	146.40428	176.67424	130.85587	53.051807	239.75925	54.51979	326.72067	320.93326	208.01639	102.72272	325.63174	155.68192	13.242496	73.65412	317.86624	142.48506	8.154902	115.40783	124.832184	149.44865	0.0	144.87466	83.84079	182.36496	175.22548	55.881668	117.740204	97.82218	113.15188	16.064163	92.342415	85.08624	151.59099	304.11066	127.57117	88.635994	109.70657	54.26238	172.54095	57.739532	304.38757	145.07095	244.42827
G000024845	348.793	268.92807	94.50429	241.58159	324.00192	250.94092	126.95196	261.4808	240.53896	108.6485	300.1575	497.4055	142.0841	179.11491	361.6362	211.01457	87.34819	335.5115	153.04216	272.98724	71.854004	281.6443	320.18408	397.2991	205.21736	243.40503	179.10886	243.24951	490.6523	138.537	141.95483	155.60886	376.6642	421.89563	292.30414	384.87424	493.02188	506.2465	139.04646	232.14915	54.527172	403.57806	266.85968	113.93543	432.02423	98.926865	505.118	497.14102	394.7714	227.09607	503.11432	277.52542	134.3338	184.09958	495.49588	255.9472	151.40099	197.50352	244.22829	39.356304	144.87466	0.0	264.69745	243.52518	316.87317	124.90877	216.52863	170.75635	263.83344	115.50817	205.02615	223.14725	296.94058	503.04358	267.11935	189.81044	189.49747	219.34933	336.9016	73.31784	503.40717	249.72974	440.86078
G001564065	62.105473	35.46256	103.57863	68.781334	56.567635	71.88477	99.69881	9.911268	68.5816	142.95386	21.024897	132.96783	84.712715	61.94225	36.9067	60.386684	101.587036	69.38064	66.65917	102.23982	201.27448	50.878666	107.937164	60.761528	98.515434	67.339645	54.99154	64.89157	96.70534	96.28531	71.98004	115.27624	66.542885	117.81356	48.764618	75.7708	120.10515	131.87282	46.974854	54.618095	264.2521	30.293688	82.63625	83.38323	73.89552	94.12698	131.35977	129.78418	57.660275	57.181873	131.03401	80.61501	101.30691	59.947086	124.52171	66.38713	78.51186	89.598236	75.17027	263.63385	83.84079	264.69745	0.0	134.75151	91.41618	83.261375	78.27604	88.6015	50.46394	131.5703	57.784374	32.467785	44.976604	103.72691	55.75898	63.997	78.30838	8.450098	53.75964	189.44032	103.81209	71.95038	77.93466
