	G000298555	G001796065	G000270385	G000508065	G001401485	G001796285	G001794895	G001618265	G001625515	G000471025	G000687415	G000024145	G000700905	G000298455	G000493885	G000415685	G000008725	G000687395	G000204175	G000270405	G000700865	G001545115	G000068585	G001007065	G001464115	G000756735	G001736045	G001007125	G000417845	G000298375	G000508025	G001007085	G000338695	G000829755	G001499655	G000174995	G000270425	G000007205	G001466415	G001796095	G001007145	G001794865	G002007725	G000317995	G001714575	G000253035	G000516655	G001401475	G000007605	G001714565	G001796105	G000751535	G000091085	G000211155	G000298515	G001007025	G001714585	G000009945	G000470805	G000204135	G000011565	G000700845	G000191925	G000583875	G000298415	G001007105	G000700925	G000417695	G000008745	G001401455	G000470765	G000011165	G001796275	G000813665	G000092785	G000415565	G001796185	G000298435	G001796255	G001736055	G001794935	G000750955	G000298495	G001625535	G000830965	G001794905	G001796175	G000237205	G000470825	G001897225	G000270445	G001796235	G001563055	G000508005	G000454725
G001736045	0.4994812	174.01068	0.01492194	45.614613	0.7064827	161.63614	161.66757	158.25931	45.557545	30.241241	0.026969282	43.010223	53.793846	0.475094	56.273148	0.012567552	51.848133	0.03549658	0.03679652	0.014198984	53.79514	154.34811	51.26544	44.8171	147.49278	163.60217	0.0	44.549522	2.5375965	0.0663878	46.28612	44.828964	0.56542194	154.2054	162.99481	54.80963	0.017609993	44.265606	45.79424	168.46214	44.907227	161.55344	30.278162	0.60837996	0.00051859074	167.63762	42.49901	0.4996965	13.411209	0.0067597553	168.26338	164.45462	44.188015	0.010722574	0.19795285	44.914818	0.011844664	13.955965	45.268192	45.859467	167.63638	53.79514	0.027992181	29.5929	0.59841204	44.90648	53.795433	36.112774	44.860725	0.82707036	45.287586	44.348217	162.03618	161.32074	155.64513	0.0088248355	170.87405	0.64420116	161.57344	0.009675019	149.2707	157.46713	1.4039689	44.86641	53.82362	162.71547	161.21455	165.4052	45.324585	158.36456	0.014042687	161.6406	0.0077514565	46.37853	36.116493
G001007125	43.265877	176.2875	44.777794	37.65295	43.607113	161.03711	161.0892	168.86923	38.177967	53.109524	44.5962	0.6128956	58.999626	43.60007	68.07072	44.35603	52.91969	44.54062	44.658512	44.533867	59.037994	171.93564	54.188885	0.03398902	161.6151	181.36987	44.549522	0.0	39.068626	44.650623	39.060593	0.034342494	44.340767	157.35138	166.38814	59.794544	44.63393	0.018677445	37.33343	165.46516	0.036330003	160.96649	53.15787	43.74986	44.57707	173.94504	0.7225578	43.269936	44.18728	44.423546	170.71063	168.50208	0.008446845	44.510418	44.123837	0.036641408	44.568832	44.861115	37.708763	37.34293	170.28899	59.037994	44.595695	47.046623	43.434505	0.03642669	59.03822	45.301647	0.031568892	43.285473	38.12754	0.023561977	163.89594	168.40555	167.96844	44.438046	173.10686	43.76841	160.96225	44.340298	163.29402	160.91812	42.971638	36.806404	59.053654	192.0989	164.45653	142.28697	37.276142	155.40039	44.62522	161.06519	44.402992	39.269604	45.305416
G000417845	3.0036643	168.17955	2.651415	39.467743	3.179097	149.16891	149.20445	152.71669	39.316666	28.00232	2.527392	38.223064	50.11725	3.0479712	51.497707	2.4854212	47.214073	2.520361	2.6057987	2.5843236	50.123795	150.93982	46.696957	39.3527	137.40414	163.11284	2.5375965	39.068626	0.0	2.6814287	39.9398	39.361668	3.2690554	149.28156	155.31448	51.18886	2.6012247	38.826904	39.574974	161.71263	39.43518	149.08049	27.965658	3.1897798	2.5455966	160.13786	37.795773	2.978478	17.39054	2.5153763	162.8162	156.38701	38.74901	2.5770938	2.8001914	39.44158	2.5306873	16.17672	39.199417	39.629963	165.25214	50.123795	2.530288	29.22509	3.489718	39.433167	50.12438	29.257935	39.38245	3.208253	39.28928	38.909626	156.00175	155.67863	150.51051	2.5244236	164.79944	3.1807544	149.10052	2.5064466	147.24774	163.36263	4.445403	38.822662	50.140797	157.10478	155.03938	155.24043	39.220924	152.58336	2.577355	149.17506	2.4982967	40.01906	29.27072
G000298375	0.5626707	176.06717	0.0660926	46.290627	0.7787607	164.10991	164.13884	160.0827	46.245853	31.37215	0.045431852	43.134007	54.445065	0.47027138	57.32452	0.06608396	51.952385	0.05656473	0.04391333	0.046797216	54.44599	155.74644	51.375687	44.912376	148.98096	167.24455	0.0663878	44.650623	2.6814287	0.0	46.97709	44.924015	0.4319723	156.1889	164.15694	55.47537	0.043352064	44.375183	46.500877	170.56696	45.00154	164.02483	31.41376	0.6249471	0.061697237	170.13542	42.60266	0.5776086	13.517676	0.05267636	170.26624	165.62344	44.293476	0.07068959	0.15534669	45.00948	0.061462477	14.3024	45.949924	46.56741	169.95769	54.44599	0.039233834	30.459904	0.65732217	45.000977	54.446285	36.679073	44.953392	0.9144264	45.956036	44.478508	164.05711	163.90369	157.4718	0.042028733	173.00716	0.65237004	164.04492	0.05261846	150.87323	159.90913	1.4539423	45.541718	54.47529	164.66656	163.29556	166.53899	46.03315	161.38438	0.04826971	164.1134	0.05403638	47.11232	36.68434
G000508025	45.737698	178.9391	46.63173	0.1936148	46.2031	162.00285	162.08084	163.0664	0.4417828	48.27473	46.361885	38.933033	59.930874	45.45214	57.432762	46.188507	60.0329	46.399887	46.57112	46.528385	59.950275	172.98743	60.04145	39.167557	158.60748	183.32964	46.28612	39.060593	39.9398	46.97709	0.0	39.196655	46.962395	170.26129	182.19197	60.59138	46.592796	38.98272	0.3369355	168.77911	39.252087	161.92049	47.900505	46.721626	46.325	171.31827	38.79912	45.67493	44.34937	46.27576	174.00034	183.3269	38.935825	46.303635	46.27101	39.25921	46.418453	44.876312	0.22460115	0.32135007	184.2464	59.950275	46.402718	52.96709	46.437824	39.248035	59.95071	53.18698	39.210064	45.718517	0.49709642	38.737827	167.21465	156.4401	160.81543	46.330933	176.59229	46.734646	161.91354	46.25182	177.17647	167.61607	45.703186	0.49070227	59.9507	192.63348	167.64937	160.4596	0.22653359	167.25246	46.510372	161.99489	46.230373	0.06807288	53.175774
G001007085	43.495903	176.15273	45.064617	37.787067	43.87384	161.39066	161.44315	169.02701	38.300995	53.358208	44.8774	0.60783976	59.365387	43.85741	68.54734	44.635185	53.256966	44.82158	44.947784	44.81193	59.403202	172.1197	54.514088	0.00022969335	162.15578	181.86615	44.828964	0.034342494	39.361668	44.924015	39.196655	0.0	44.57777	157.80974	166.7317	60.142185	44.911297	0.03443207	37.46453	165.35371	0.0008071457	161.32092	53.428474	44.01464	44.856728	174.37169	0.7282885	43.502728	44.352142	44.704094	170.57454	168.85208	0.04768376	44.789703	44.381565	0.00071486575	44.85165	45.120377	37.8485	37.474117	170.64835	59.403202	44.876343	47.27503	43.680187	0.0007617828	59.403366	45.785633	0.0006427047	43.549187	38.25784	0.07100862	163.79831	168.76988	168.1213	44.716602	173.01013	44.033455	161.3163	44.6225	163.37181	160.88116	43.192513	36.94373	59.418995	192.5042	164.37173	142.45369	37.41285	155.93785	44.9015	161.41928	44.682415	39.404392	45.789284
G000338695	0.6370606	178.27815	0.5638092	46.254025	0.71862984	169.75534	169.78479	163.5029	46.240906	31.709171	0.5421864	42.920868	55.594784	0.3832216	58.60113	0.5562683	51.872585	0.5567863	0.5181439	0.5490116	55.59758	157.50504	51.233013	44.56537	151.66408	171.8547	0.56542194	44.340767	3.2690554	0.4319723	46.962395	44.57777	0.0	160.61353	166.98738	56.672356	0.53588885	44.05522	46.43448	173.03755	44.65337	169.6684	31.741863	0.6499053	0.55846846	175.26045	42.34443	0.667232	12.6390085	0.54579926	172.31184	168.46071	43.977417	0.55091447	0.24537668	44.661457	0.57854724	14.144387	45.845722	46.504578	173.31378	55.59758	0.5339519	30.318935	0.714484	44.653065	55.598	36.790596	44.60651	0.76944375	46.00222	44.210934	166.34155	166.52794	160.87906	0.5305036	175.43095	0.6162579	169.69206	0.54724854	153.86841	164.1849	1.2753078	45.486496	55.62712	167.56473	165.7491	170.93163	46.01057	166.31966	0.54449403	169.76149	0.54266787	47.170677	36.797867
G000829755	151.78232	138.96793	154.61035	169.49129	157.97855	96.97823	96.924385	110.893105	166.042	148.89569	155.44193	154.85255	158.67053	155.34473	158.60242	153.79814	174.62677	155.23753	156.00858	154.46643	158.66714	61.747494	174.5395	157.81514	115.20836	59.577534	154.2054	157.35138	149.28156	156.1889	170.26129	157.80974	160.61353	0.0	31.89542	160.14218	154.49118	156.97044	170.78969	124.104836	157.85072	97.02315	148.3761	158.83531	154.35622	43.38245	155.52963	151.44928	153.41336	154.06377	131.62799	33.865715	157.20865	154.31589	156.65486	157.85286	153.6894	157.22438	169.98643	170.58344	46.232605	158.66714	155.55588	158.51878	154.91045	157.84586	158.6672	147.2912	157.88945	157.53407	167.99608	155.64828	120.33318	37.24049	108.9786	154.26439	125.0209	159.19083	96.94489	153.93266	125.07866	73.7585	153.67192	165.14973	158.67877	197.3103	117.614815	81.62133	168.79062	27.933718	154.29184	96.99992	154.00755	169.12659	147.2627
G001499655	160.4813	139.11609	163.46117	181.3825	165.93047	118.69679	118.631226	69.844124	178.94724	171.52805	164.01114	164.6265	164.12212	163.08765	154.96767	162.52682	164.00587	163.7995	164.48201	163.20528	164.12871	25.133625	163.2233	166.73909	98.10976	91.61213	162.99481	166.38814	155.31448	164.15694	182.19197	166.7317	166.98738	31.89542	0.0	165.82034	163.21439	166.12123	183.53935	125.73022	166.7364	118.708496	170.78957	166.81082	163.09451	47.039303	164.81749	160.25928	156.07576	162.76091	130.60143	0.28244293	166.19008	163.17421	164.509	166.75003	162.42082	164.19875	182.23996	183.23856	44.582832	164.12871	164.06569	182.08604	164.13663	166.73557	164.12915	157.5408	166.78326	165.54543	181.20117	164.9094	120.14648	58.7013	69.13454	162.92476	127.28283	166.90076	118.645164	162.66946	123.14403	98.02695	163.93896	178.07841	164.15236	184.1271	118.3151	84.514854	181.2392	61.931614	163.0081	118.712296	162.71217	181.4244	157.53679
G000174995	53.791748	171.1393	55.403442	59.99798	54.62582	151.7959	151.83632	147.95126	60.049877	60.59998	55.01294	57.787594	0.049659744	54.679565	11.951757	54.534283	12.808416	54.889317	55.344563	55.05922	0.049276114	152.2493	13.105333	60.11637	166.24446	165.93417	54.80963	59.794544	51.18886	55.47537	60.59138	60.142185	56.672356	160.14218	165.82034	0.0	55.22801	59.889793	60.49829	160.38332	60.121494	151.70618	60.131786	55.57015	54.845097	157.26488	57.704197	53.70318	54.412636	54.744526	170.09851	165.39842	59.54783	54.688858	55.50591	60.1439	54.905552	43.820366	61.182655	60.170204	153.24715	0.049276114	55.045017	59.26084	55.118004	60.126553	0.04927473	51.022507	60.149715	54.42456	60.165077	59.691322	160.8978	176.94113	147.50954	54.777485	169.20993	55.38097	151.7124	54.675186	166.69156	161.76392	54.249565	59.46347	0.051228512	198.7129	161.01595	156.82297	60.01497	173.1715	55.110825	151.80669	54.71838	61.02229	50.985752
G000270425	0.51797795	174.48477	0.014373581	45.927555	0.75485307	161.81567	161.84683	158.97205	45.84959	30.490608	0.026220687	43.105175	54.21086	0.5043429	56.717537	0.017342495	52.03693	0.03992343	0.047003597	0.0019962534	54.211487	154.8138	51.452473	44.899532	147.70683	164.45056	0.017609993	44.63393	2.6012247	0.043352064	46.592796	44.911297	0.53588885	154.49118	163.21439	55.22801	0.0	44.353367	46.097023	168.9431	44.989384	161.73242	30.53606	0.6277101	0.01806267	168.24945	42.59607	0.52045465	13.577698	0.011556374	168.73189	164.66296	44.275448	0.01832333	0.18627468	44.996864	0.018599452	14.220344	45.573578	46.163776	168.29495	54.211487	0.027143424	29.875055	0.6042665	44.988613	54.211807	36.40047	44.94233	0.8733751	45.575394	44.43793	162.49396	161.93524	156.34526	0.00947008	171.35544	0.6681136	161.75275	0.019354295	149.39143	158.09596	1.4389392	45.167145	54.240055	163.03389	161.68457	165.61171	45.63576	158.9588	0.0023587912	161.81982	0.011851882	46.68865	36.404633
G000007205	42.946472	176.24625	44.496635	37.57312	43.30599	161.01167	161.06378	168.41612	38.078762	52.528233	44.321556	0.5887129	59.097767	43.301376	68.222984	44.074413	53.192616	44.266727	44.384075	44.254482	59.13633	171.46228	54.45513	0.033596683	161.44742	180.66255	44.265606	0.018677445	38.826904	44.375183	38.98272	0.03443207	44.05522	156.97044	166.12123	59.889793	44.353367	0.0	37.248905	165.47897	0.037514016	160.94212	52.591087	43.462303	44.29368	173.34897	0.68884647	42.951122	43.786995	44.143295	170.64214	168.25327	0.02134743	44.228443	43.83993	0.03742262	44.28969	44.47464	37.615253	37.259293	169.6851	59.13633	44.321236	46.441887	43.12632	0.037445467	59.136497	45.007248	0.03380318	42.986366	38.031223	0.042560607	163.82463	167.93091	167.49861	44.15835	173.02664	43.47621	160.93822	44.060474	162.98055	160.54578	42.63718	36.709743	59.151802	191.45393	164.3599	142.17595	37.186245	154.73732	44.344345	161.0404	44.12304	39.184814	45.010727
G001466415	45.217766	178.71591	46.127953	0.19739261	45.614883	163.25243	163.33192	164.5749	0.6108115	47.48929	45.876575	37.185036	59.8167	44.915386	57.82857	45.689106	59.581802	45.91063	46.0867	46.028904	59.83677	174.30194	59.63312	37.43571	159.5548	183.09052	45.79424	37.33343	39.574974	46.500877	0.3369355	37.46453	46.43448	170.78969	183.53935	60.49829	46.097023	37.248905	0.0	168.64809	37.519066	163.17107	47.14815	46.12348	45.83366	173.19536	37.05239	45.15148	43.968693	45.78254	173.92784	184.7197	37.21002	45.802696	45.733166	37.526527	45.925316	44.320545	0.26939014	0.0053796833	184.6292	59.83677	45.91883	51.63784	45.81847	37.515396	59.83728	51.932262	37.47918	45.09777	0.59713686	37.024418	167.11446	156.754	162.4272	45.83886	176.53334	46.146667	163.16463	45.7547	177.97105	168.00331	44.966892	0.5449377	59.83616	193.16225	167.63359	161.57419	0.29780242	167.12663	46.01692	163.247	45.737865	0.3520459	51.9217
G001796095	166.749	2.6494727	169.07301	168.29852	168.11858	102.81295	102.82309	123.00003	165.39732	171.61209	169.32294	163.51505	159.36989	169.18817	151.40129	168.22922	161.17365	169.22054	170.02922	168.87401	159.38301	132.3335	160.28987	165.36838	79.52595	127.34875	168.46214	165.46516	161.71263	170.56696	168.77911	165.35371	173.03755	124.104836	125.73022	160.38332	168.9431	165.47897	168.64809	0.0	165.31398	102.844925	171.36203	168.97775	168.59355	140.09856	164.30977	166.49942	174.96597	168.42952	2.8146603	124.47087	165.48149	168.51607	170.0747	165.33105	168.24258	176.2599	168.66827	168.3766	129.7546	159.38301	169.4558	177.82793	169.1497	165.31883	159.38287	170.41489	165.41693	167.37984	167.54437	164.47438	1.5886918	123.11981	122.78606	168.60776	2.0922096	169.29948	102.85131	168.4894	94.78576	118.20434	170.45178	165.64978	159.37735	165.618	2.2209675	112.991486	167.46336	126.693085	168.73648	102.87729	168.36865	167.87936	170.35025
G001007145	43.572186	176.11395	45.14299	37.840973	43.94313	161.41562	161.46799	169.02951	38.354218	53.428947	44.95506	0.61303544	59.345024	43.93442	68.53943	44.712852	53.222744	44.89904	45.025257	44.889877	59.3828	172.13945	54.480526	0.0009639547	162.14673	181.91034	44.907227	0.036330003	39.43518	45.00154	39.252087	0.0008071457	44.65337	157.85072	166.7364	60.121494	44.989384	0.037514016	37.519066	165.31398	0.0	161.34564	53.499985	44.083588	44.93496	174.41077	0.7351278	43.57903	44.414692	44.78205	170.53574	168.85573	0.050431266	44.86758	44.457737	9.706571e-05	44.929424	45.185837	37.90454	37.52784	170.64795	59.3828	44.954	47.342598	43.756947	3.33069e-05	59.38303	45.809513	0.0009477892	43.618713	38.312477	0.07419775	163.7647	168.82095	168.12704	44.79437	172.97421	44.10268	161.34102	44.699955	163.3953	160.91916	43.26834	36.99584	59.398663	192.55818	164.34009	142.43375	37.465992	155.98035	44.979664	161.44429	44.760216	39.459827	45.813118
G001794865	161.53171	121.17876	162.2167	162.45654	163.82005	0.00086534274	0.0010611392	138.52159	159.62405	167.48978	162.31093	160.63167	150.7472	165.07805	130.59456	160.89525	158.58954	162.01663	163.55086	161.67755	150.73169	152.21425	158.42407	161.32756	97.72464	130.54526	161.55344	160.96649	149.08049	164.02483	161.92049	161.32092	169.6684	97.02315	118.708496	151.70618	161.73242	160.94212	163.17107	102.844925	161.34564	0.0	167.59422	164.64539	161.7256	104.815956	162.03235	161.15727	183.97932	161.32916	117.956955	116.32118	160.88933	161.6056	163.87596	161.33014	161.09859	169.10432	162.87172	162.8964	156.48865	150.73169	162.49843	186.35663	162.25787	161.33055	150.7309	155.30147	161.34102	163.31017	161.3503	159.63525	104.90059	124.643616	136.44087	161.5086	107.702614	164.97766	0.00038923402	161.425	54.36327	126.30066	168.57228	160.43085	150.68626	141.78557	99.959206	85.86492	160.96246	94.14303	161.46251	0.00065266434	161.21172	160.76686	155.22295
G002007725	28.390202	174.58778	30.40929	47.57965	29.25975	167.64774	167.70158	165.1097	46.43194	0.10388045	30.812708	52.63106	59.47265	29.510315	67.04745	30.160692	76.173416	30.76324	31.039139	30.440886	59.488	148.1099	76.30675	53.415077	164.37871	127.99605	30.278162	53.15787	27.965658	31.41376	47.900505	53.428474	31.741863	148.3761	170.78957	60.131786	30.53606	52.591087	47.14815	171.36203	53.499985	167.59422	0.0	30.22873	30.35188	144.47823	52.452023	28.219187	30.349068	30.358793	171.48457	172.15987	52.826916	30.178404	30.961897	53.494354	30.376741	24.56391	47.447876	47.120914	139.65532	59.488	30.887268	6.400456	28.795631	53.49588	59.48857	28.466112	53.458405	29.056236	47.05811	52.77166	164.31621	147.21167	162.9935	30.448336	171.03848	30.154497	167.61467	30.344345	170.87349	169.82889	26.074488	46.104046	59.461735	145.94139	163.06929	180.52979	47.18757	132.0348	30.496943	167.66585	30.292774	47.561558	28.438902
G000317995	0.7762876	174.11876	0.62724984	45.986763	0.06615242	164.72957	164.7646	159.93352	45.883003	30.16656	0.5968041	42.36771	54.51546	0.56957704	57.466164	0.59452385	51.89496	0.5911203	0.6013293	0.6200965	54.5217	158.17686	51.36251	44.001465	148.38953	167.00862	0.60837996	43.74986	3.1897798	0.6249471	46.721626	44.01464	0.6499053	158.83531	166.81082	55.57015	0.6277101	43.462303	46.12348	168.97775	44.083588	164.64539	30.22873	0.0	0.60703284	171.07921	41.863144	0.7790453	13.699354	0.59244186	168.53998	168.25552	43.398174	0.5862616	0.40859428	44.092	0.6095416	14.191781	45.671085	46.18152	170.39299	54.5217	0.59625727	29.270735	0.85049886	44.08435	54.521763	35.682148	44.039825	0.12484726	45.650265	43.604088	162.44434	165.27654	157.40285	0.5876967	171.18114	0.018812919	164.67015	0.60681844	150.69064	161.48387	1.6862257	45.131306	54.545822	161.28447	161.60843	166.47609	45.779366	161.27206	0.6172912	164.73517	0.5867093	46.896984	35.684704
G001714575	0.50268596	174.13554	0.014983725	45.651447	0.7067217	161.80852	161.83978	158.36784	45.598434	30.315233	0.025170418	43.038643	53.828484	0.47237402	56.311523	0.0135698505	51.85939	0.033519022	0.032896556	0.014520185	53.829853	154.43393	51.275917	44.84489	147.59366	163.78273	0.00051859074	44.57707	2.5455966	0.061697237	46.325	44.856728	0.55846846	154.35622	163.09451	54.845097	0.01806267	44.29368	45.83366	168.59355	44.93496	161.7256	30.35188	0.60703284	0.0	167.80724	42.5262	0.50365156	13.404454	0.0067328573	168.38466	164.55624	44.215603	0.011196118	0.19410583	44.94263	0.011772896	13.959655	45.30541	45.898888	167.77751	53.829853	0.025793238	29.648317	0.5998558	44.934242	53.83012	36.14454	44.888386	0.82845783	45.3268	44.376934	162.16101	161.45975	155.75348	0.008448132	171.00359	0.6420666	161.74571	0.009033226	149.37729	157.59464	1.4027623	44.906128	53.85844	162.82236	161.34149	165.53455	45.36275	158.55196	0.014415653	161.81287	0.007897715	46.420033	36.14824
G000253035	164.77805	151.34543	168.3431	171.43385	169.43239	104.75369	104.69828	52.32683	167.47472	144.73204	168.93202	171.77086	156.63397	168.22789	150.73572	167.26372	182.6864	168.62305	169.74062	168.1185	156.65169	69.02517	182.44402	174.37315	97.89148	58.343384	167.63762	173.94504	160.13786	170.13542	171.31827	174.37169	175.26045	43.38245	47.039303	157.26488	168.24945	173.34897	173.19536	140.09856	174.41077	104.815956	144.47823	171.07921	167.80724	0.0	172.25424	164.36142	166.13232	167.57349	145.23625	48.36317	173.61826	167.63223	170.32967	174.41286	167.31885	161.78397	172.63695	172.83775	29.604399	156.65169	169.07057	158.59485	168.59784	174.41049	156.65147	159.05414	174.4225	169.06413	169.80324	172.47261	133.23007	85.55055	51.39135	167.79622	137.11412	171.24008	104.743546	167.48894	120.67252	88.50551	169.00453	167.15228	156.64636	133.23885	128.25117	58.15543	171.1119	33.196117	167.95221	104.77923	167.4495	170.08463	159.00047
G000516655	41.22252	175.29971	42.729397	37.327995	41.68415	162.09944	162.1497	165.86632	37.775887	52.452007	42.563087	0.04633302	56.952644	41.509155	67.09824	42.323074	51.348274	42.516468	42.612503	42.498867	56.98906	170.05508	52.63264	0.7237756	162.6658	179.97302	42.49901	0.7225578	37.795773	42.60266	38.79912	0.7282885	42.34443	155.52963	164.81749	57.704197	42.59607	0.68884647	37.05239	164.30977	0.7351278	162.03235	52.452023	41.863144	42.5262	172.25424	0.0	41.234856	41.955864	42.389458	169.5129	166.98106	0.72056973	42.455425	42.16245	0.73462296	42.548332	43.053345	37.390137	37.057373	168.17174	56.98906	42.560688	45.002098	41.392387	0.735026	56.989357	44.49838	0.7345769	41.38554	37.655777	0.7282975	162.83856	167.78517	164.92076	42.40309	172.07793	41.865185	162.02844	42.300903	163.45522	158.16121	40.72665	36.3043	57.008163	193.68044	163.44684	140.69127	36.96797	154.2823	42.58799	162.13179	42.370342	39.035145	44.500996
G001401475	0.0031799916	171.91313	0.5257486	44.97077	0.7707306	161.23886	161.27188	155.5648	44.93783	28.188955	0.54414886	41.750324	52.706123	0.5417908	55.842834	0.48575702	50.948887	0.53788483	0.5716267	0.51471543	52.70874	151.28575	50.36333	43.491524	145.95845	160.48181	0.4996965	43.269936	2.978478	0.5776086	45.67493	43.502728	0.667232	151.44928	160.25928	53.70318	0.52045465	42.951122	45.15148	166.49942	43.57903	161.15727	28.219187	0.7790453	0.50365156	164.36142	41.234856	0.0	12.315173	0.49607593	166.13162	161.7392	42.901333	0.47694966	0.464658	43.586563	0.51485157	12.925575	44.59688	45.207275	163.36272	52.70874	0.54765975	26.981066	0.79159194	43.57873	52.70903	33.774887	43.53641	0.8241072	44.79246	43.082798	159.9513	158.44446	153.00368	0.49675626	168.71832	0.78075147	161.17761	0.49325192	147.72865	156.20857	1.0596815	44.20813	52.73688	160.68982	159.15863	163.32465	44.67411	155.39087	0.51261216	161.24402	0.48692057	45.779102	33.77693
G000007605	12.314902	180.0145	13.456656	43.28233	13.182263	184.06699	184.0989	153.81487	43.86522	30.321455	13.609649	42.57096	53.470356	11.913962	53.50036	13.413818	53.83314	13.602657	13.512111	13.536837	53.4736	129.45222	53.316113	44.336582	159.90956	155.7981	13.411209	44.18728	17.39054	13.517676	44.34937	44.352142	12.6390085	153.41336	156.07576	54.412636	13.577698	43.786995	43.968693	174.96597	44.414692	183.97932	30.349068	13.699354	13.404454	166.13232	41.955864	12.315173	0.0	13.447629	172.89326	157.95805	43.772472	13.358139	13.0380125	44.419556	13.496486	6.6259246	43.27324	43.921856	152.9394	53.4736	13.612316	28.89245	11.8450365	44.411858	53.474052	38.199547	44.394173	13.173838	43.90952	43.905228	167.60843	145.84654	151.03862	13.470565	176.74367	13.480381	183.99304	13.421307	156.81992	145.64642	10.261363	43.040443	53.51747	168.28658	167.49347	186.22737	43.080227	158.59569	13.555985	184.06477	13.441767	44.57992	38.194527
G001714565	0.49716905	173.99704	0.018888917	45.599045	0.6948401	161.41196	161.4433	158.25873	45.53327	30.318546	0.01892895	42.893528	53.722935	0.45806673	56.195198	0.0069869882	51.67188	0.024331389	0.037439007	0.008484094	53.724308	154.322	51.088562	44.692245	147.24702	163.75359	0.0067597553	44.423546	2.5153763	0.05267636	46.27576	44.704094	0.54579926	154.06377	162.76091	54.744526	0.011556374	44.143295	45.78254	168.42952	44.78205	161.32916	30.358793	0.59244186	0.0067328573	167.57349	42.389458	0.49607593	13.447629	0.0	168.24847	164.21068	44.064316	0.007465581	0.17945541	44.789814	0.006636574	13.971192	45.258224	45.84706	167.61343	53.724308	0.020138737	29.683079	0.5948944	44.78152	53.724552	36.016712	44.73512	0.81264764	45.26458	44.22644	162.00865	161.35165	155.64659	0.0013676432	170.85461	0.62967104	161.34923	0.007262601	149.08878	157.59103	1.410147	44.845123	53.752613	162.56918	161.18929	165.08632	45.314816	158.37128	0.007657928	161.41641	0.0017119517	46.37042	36.02065
G001796105	166.35634	2.0418499	168.79094	173.48305	167.73705	117.92368	117.931946	124.53921	170.52625	171.67918	169.0839	168.79591	169.07559	168.70206	159.7617	168.07495	169.49205	168.98778	169.69131	168.67097	169.0936	134.09157	168.39276	170.59	74.75851	128.51785	168.26338	170.71063	162.8162	170.26624	174.00034	170.57454	172.31184	131.62799	130.60143	170.09851	168.73189	170.64214	173.92784	2.8146603	170.53574	117.956955	171.48457	168.53998	168.38466	145.23625	169.5129	166.13162	172.89326	168.24847	0.0	129.68091	170.6686	168.2912	169.60301	170.55339	168.05305	175.81119	173.68053	173.69077	130.39253	169.0936	169.20885	178.21938	168.657	170.54109	169.09361	174.19423	170.63364	167.1132	172.68945	169.78261	1.730985	126.31567	124.24958	168.42189	1.8742052	168.86008	117.964516	168.30713	98.15691	121.941574	169.62769	170.76045	169.09352	160.20671	2.2298255	122.41174	172.65016	132.80267	168.54057	117.987526	168.19421	173.10638	174.14088
G000751535	161.96732	137.95602	164.92595	182.58528	167.3444	116.31272	116.24767	69.44131	180.11533	172.93184	165.45929	166.78856	163.70355	164.56082	154.00462	163.9639	163.12787	165.24364	165.95807	164.65332	163.70964	25.262728	162.29926	168.85916	97.048225	93.69151	164.45462	168.50208	156.38701	165.62344	183.3269	168.85208	168.46071	33.865715	0.28244293	165.39842	164.66296	168.25327	184.7197	124.47087	168.85573	116.32118	172.15987	168.25552	164.55624	48.36317	166.98106	161.7392	157.95805	164.21068	129.68091	0.0	168.30154	164.62689	165.96268	168.86911	163.8664	165.69565	183.45938	184.40907	46.766727	163.70964	165.51686	184.06401	165.64613	168.85486	163.71005	158.19104	168.90231	166.95445	182.38057	167.02553	119.115036	60.166943	68.81984	164.37459	126.22515	168.32758	116.261345	164.12964	122.13469	101.44006	165.63123	179.28557	163.72833	183.25981	117.281975	85.76098	182.4402	64.10478	164.4552	116.32681	164.1573	182.5771	158.18616
G000091085	42.897236	176.26797	44.416668	37.53271	43.249832	160.95973	161.01173	168.52069	38.06173	52.777008	44.23741	0.6148777	58.75216	43.230724	67.79646	43.995728	52.707893	44.181282	44.29799	44.175278	58.790207	171.6081	53.96576	0.047350876	161.28285	181.04654	44.188015	0.008446845	38.74901	44.293476	38.935825	0.04768376	43.977417	157.20865	166.19008	59.54783	44.275448	0.02134743	37.21002	165.48149	0.050431266	160.88933	52.826916	43.398174	44.215603	173.61826	0.72056973	42.901333	43.772472	44.064316	170.6686	168.30154	0.0	44.150177	43.763836	0.05063321	44.21082	44.45542	37.579685	37.22065	169.99374	58.790207	44.23698	46.72755	43.06725	0.050470024	58.79041	45.003265	0.04469936	42.928875	38.008495	0.031708375	163.8574	168.19386	167.61334	44.079433	173.07562	43.414196	160.88533	43.98059	162.98663	160.70558	42.614647	36.687206	58.805847	191.60062	164.40778	142.23862	37.154587	155.19186	44.266705	160.98778	44.043858	39.14478	45.00701
