	G000988325	G001442625	G000708265	G000302595	G000410815	G000783305	G001721645	G000832545	G900103125	G001652725	G900111825	G000020565	G900109575	G000258495	G002000245	G000192845	G900112985	G900110415	G000416985	G000814685	G001027745	G000333295	G900107535	G000190735	G900109365	G001898335	G000023825	G001412215	G000403135	G000427965	G900103545	G000425145	G900100705	G001636615	G000170795	G000422945	G900102835	G900101435	G000757725	G000304455	G000242635	G900100435	G001705515	G002013915	G001423945	G900100945	G000689375	G000747525	G900103515	G001006065	G000799115	G001421515	G001730525	G900103665	G001412655	G000686625	G001596135	G001899705	G001808025	G900155965	G000426825	G000166195	G900116225	G900101875	G900129215	G900109895	G000722885	G900142915
G000757725	44.695847	87.65918	83.59755	77.55329	88.36851	38.351574	89.59038	95.101944	90.28463	79.86265	86.39804	142.80722	59.1935	83.29734	42.830467	57.98428	92.585304	103.70896	33.03396	35.614666	80.09972	94.12104	86.65872	82.08229	49.85712	83.99364	90.44043	85.82984	86.42504	60.336514	80.0438	79.34331	83.79623	83.86016	90.26131	77.209366	32.093586	88.03556	0.0	166.73367	94.36212	83.881454	86.69653	93.441574	79.50824	91.23009	167.65479	42.107918	92.37293	42.156506	77.22925	89.399025	80.69571	87.31164	86.96656	42.01433	81.02495	43.138245	45.94721	94.0281	126.76239	86.05366	22.920023	92.51273	90.48905	61.042255	91.90439	83.74171
G000304455	178.87047	164.18379	167.21542	156.91098	168.0069	169.25816	163.86472	164.41609	164.50122	159.7568	155.09525	95.91668	160.14656	162.32518	167.57336	153.53448	172.69868	162.97055	172.62279	177.55801	162.63048	169.22545	167.03633	163.46951	155.15392	172.6239	167.26476	157.26707	159.86678	166.80243	161.33992	150.7181	160.65662	164.68214	168.69942	163.182	171.32526	167.53828	166.73367	0.0	151.92372	163.04945	164.89255	164.07903	160.5988	171.63612	9.132156	169.32718	165.21936	180.90189	166.9454	159.96844	164.13902	169.68277	170.84142	175.08331	168.77231	176.79065	177.96619	166.20735	136.88083	160.76402	172.34232	168.47586	165.14786	159.27238	176.3196	166.63144
G000242635	84.77808	74.74167	74.1319	65.49719	77.98825	86.21813	78.78836	73.151665	80.0442	65.53939	84.70531	118.94042	66.87236	70.29056	95.21943	61.900196	79.517105	78.786835	79.795906	82.24244	65.3408	88.94919	84.32792	71.631	63.036823	77.59806	77.43579	64.41238	73.932846	82.47784	65.514946	68.064705	81.35248	81.906494	77.27297	69.374504	84.715225	70.39553	94.36212	151.92372	0.0	75.436806	75.662186	76.52441	74.334885	67.503624	146.62364	79.47959	81.243355	82.5987	70.01395	73.325066	73.368256	77.05784	82.42442	89.55332	82.62887	87.85873	88.63163	76.08701	106.52476	78.85526	81.83037	82.57641	73.525734	68.70114	79.72942	74.80903
G900100435	86.316025	39.82618	39.359955	66.04879	13.476873	76.50799	21.662968	32.067944	69.072754	64.52648	47.26	130.88873	85.78546	41.29424	88.78884	87.07908	33.499157	69.999374	83.57146	93.36675	36.346626	82.34255	33.536667	65.42405	73.58756	71.02412	13.879111	31.184582	65.82762	80.50146	63.275703	61.128616	44.217903	70.77881	25.505247	66.28825	90.58505	42.2562	83.881454	163.04945	75.436806	0.0	69.888985	73.1232	39.00249	70.631004	165.74753	93.77273	31.942867	95.90175	62.511917	41.394413	60.675377	23.384005	23.458223	93.48675	68.75576	88.164635	92.5399	69.86456	124.202934	63.228313	89.970085	73.34956	23.17026	80.44975	33.338444	62.184357
G001705515	96.345	63.75448	68.041885	67.9417	65.95001	93.29942	68.9293	72.11362	35.26612	61.194523	69.99664	131.81685	77.33339	64.95693	91.28006	72.23602	71.36429	42.704193	82.72326	95.34329	66.92838	45.290012	69.145546	67.58343	70.80743	41.898476	67.30966	66.34218	60.02125	80.48717	51.86029	59.739243	64.63494	37.500225	68.06629	57.752235	85.90667	62.48089	86.69653	164.89255	75.662186	69.888985	0.0	41.748047	61.22322	40.169033	167.49693	86.6139	69.5773	84.649315	63.369987	69.84567	58.13362	67.72515	69.539566	84.82292	40.898945	95.81159	94.765686	39.634117	119.60976	21.319948	91.097885	41.63838	69.522156	80.38549	72.060646	39.288822
G002013915	100.23602	72.29973	71.31143	72.09371	75.2479	90.800865	68.2544	73.35631	35.91233	73.16196	77.37286	138.58028	81.362595	69.12696	93.10477	85.066216	77.31581	36.41146	93.27466	97.55876	69.86102	41.840187	68.2823	67.06032	79.06109	24.256933	76.19361	66.06651	65.96287	82.544624	56.47156	66.523384	73.380196	20.831347	74.71561	59.533684	91.99904	67.08917	93.441574	164.07903	76.52441	73.1232	41.748047	0.0	71.997406	35.484596	163.15707	92.12879	78.31512	97.25356	64.68877	72.35214	62.98411	73.621864	67.487625	98.59849	15.166207	100.409485	98.25388	34.116024	121.592026	42.301846	93.622444	36.239136	70.603645	80.94997	76.57193	34.47075
G001423945	88.70092	17.179506	17.70426	58.191315	38.47301	79.94923	40.05683	43.85318	73.23926	58.233536	17.90652	134.48021	69.23271	14.602592	88.754944	72.25796	41.5363	62.445644	89.989876	88.93298	16.198135	75.8246	43.079155	58.538372	75.219086	68.56566	38.770905	33.93212	59.906998	71.035835	53.92032	56.92271	16.241163	63.490284	39.072025	56.365765	85.69659	15.647686	79.50824	160.5988	74.334885	39.00249	61.22322	71.997406	0.0	68.526306	161.2699	82.11411	40.686855	92.3417	56.584484	17.357172	59.830425	40.165382	41.750523	86.85018	69.34332	87.11899	88.32227	69.34545	113.96143	59.49835	81.30179	66.70808	38.85497	69.11649	42.427444	64.5204
G900100945	92.88859	69.05752	70.0742	67.76379	68.752075	83.87494	74.20005	70.32973	17.634075	67.71005	66.49506	135.088	83.51749	62.63541	93.343475	74.70764	72.25582	21.890581	92.50462	94.46468	59.173363	16.568943	65.10061	70.6639	74.90676	33.386158	69.67147	63.68782	61.545788	74.947754	53.432343	60.6053	70.85765	33.082188	72.6664	61.337666	89.557274	64.50684	91.23009	171.63612	67.503624	70.631004	40.169033	35.484596	68.526306	0.0	170.24922	87.892914	75.041756	90.76415	60.462215	69.926	59.995815	73.422516	72.09734	91.46298	32.009758	90.006035	90.96148	19.353905	117.37226	40.78538	89.61071	20.319342	70.35604	84.0142	72.0378	24.530575
G000689375	179.34491	167.29544	168.62129	154.07138	167.7898	171.90906	162.28432	165.58286	164.08957	158.59772	156.71185	98.16396	159.6766	163.76892	168.84088	153.32951	172.0746	163.96225	174.63306	178.55208	162.96895	168.19106	169.0511	163.34123	155.10156	168.62833	166.97865	158.68184	163.30128	164.8585	159.68391	152.27768	162.34485	164.5938	168.24768	160.2174	169.79308	167.19926	167.65479	9.132156	146.62364	165.74753	167.49693	163.15707	161.2699	170.24922	0.0	168.39194	165.56517	180.00378	166.32875	162.95134	168.11168	167.74901	167.59677	175.24565	169.74675	176.17957	177.04329	166.95114	138.67332	165.36237	172.29001	167.25233	163.27492	158.18286	175.38475	167.67097
G000747525	30.767124	88.786934	79.74327	84.831	84.86614	28.969917	85.14435	83.477936	89.70018	74.9893	83.00212	151.99515	54.35287	81.38338	28.555063	63.82616	91.07654	87.33489	44.279037	47.35206	79.2675	92.44785	89.02821	85.159935	51.41085	89.76833	86.57108	84.70683	80.60595	63.34663	83.0932	76.30645	84.13491	85.04942	86.943436	82.94069	37.68472	81.777885	42.107918	169.32718	79.47959	93.77273	86.6139	92.12879	82.11411	87.892914	168.39194	0.0	92.58315	12.5935545	78.48334	88.45217	81.0053	90.98888	85.06585	28.15426	93.29561	30.880617	29.108803	84.811	121.083725	88.61852	38.236862	90.24565	88.92113	56.595703	90.020966	89.83479
G900103515	96.16304	45.115814	45.941372	69.47062	34.77801	85.67113	31.410189	23.009506	74.68311	65.50633	47.399986	137.15004	79.21218	46.650677	97.19921	78.58556	1.6260794	75.747025	93.961235	97.90016	45.788086	83.355736	22.736895	70.31549	76.459694	76.834526	34.349026	35.262314	71.889435	84.341194	65.85225	68.14359	42.750732	72.49854	33.98553	65.50745	89.66613	44.66734	92.37293	165.21936	81.243355	31.942867	69.5773	78.31512	40.686855	75.041756	165.56517	92.58315	0.0	96.02266	66.04025	47.031208	68.05076	32.562767	33.770607	91.24898	74.15474	96.27219	101.364105	77.58731	121.645744	68.82617	89.95956	70.825485	35.475006	79.853165	2.0181036	71.48475
G001006065	34.408947	89.58312	83.87466	87.70174	88.161934	39.873142	92.14131	87.6125	89.588394	72.30348	89.38059	146.79018	55.25366	86.16981	29.661114	70.4411	94.89626	97.09766	44.501167	48.767925	89.70377	99.073586	86.79247	82.588524	52.42598	88.392	89.41412	86.93019	83.378685	69.41073	79.73419	82.004654	87.48701	86.63685	90.28568	77.998726	47.748627	88.62556	42.156506	180.90189	82.5987	95.90175	84.649315	97.25356	92.3417	90.76415	180.00378	12.5935545	96.02266	0.0	83.19757	90.219925	86.68538	91.92828	89.90138	28.538568	92.318115	32.20886	32.034668	91.19823	128.04987	94.292656	45.401936	90.60136	91.995155	68.70419	93.4507	90.09002
G000799115	80.44075	58.1272	57.922596	35.46664	62.218613	72.90093	60.474884	63.942715	64.306046	33.03243	60.07434	126.99466	62.978664	59.65359	80.39421	60.576595	65.21109	66.7953	79.288086	84.80436	58.13345	68.81801	64.89004	28.788723	60.841522	64.08914	63.31141	55.663975	59.511692	65.98062	51.831745	5.13783	59.500862	60.576656	64.53586	55.38873	76.736885	55.120255	77.22925	166.9454	70.01395	62.511917	63.369987	64.68877	56.584484	60.462215	166.32875	78.48334	66.04025	83.19757	0.0	61.708466	59.361706	59.33353	62.097317	78.02073	62.5459	80.03124	80.73625	65.041046	112.80192	59.890877	77.26393	64.33355	60.69144	64.68209	65.12406	61.098083
G001421515	90.84291	5.200503	17.03865	62.21366	43.297672	85.25202	42.91738	43.472458	71.41882	58.149586	10.643088	133.00204	73.08132	16.80112	86.90337	76.7096	48.885178	71.06558	87.728	91.4483	17.438444	79.43356	44.48373	66.944374	70.42794	75.26284	43.48682	34.976902	60.072495	78.931076	58.953346	60.24188	9.470841	65.62535	44.4253	56.623802	87.70235	10.328087	89.399025	159.96844	73.325066	41.394413	69.84567	72.35214	17.357172	69.926	162.95134	88.45217	47.031208	90.219925	61.708466	0.0	63.94882	44.60209	45.095512	89.95644	71.95583	89.38382	94.314384	70.046234	120.64409	67.258316	85.27032	70.51347	41.343708	80.46896	49.629566	63.47471
G001730525	88.83025	64.286804	61.667004	60.36526	63.695927	80.86851	62.267952	66.38037	66.48705	61.974777	72.30565	139.3994	72.97552	66.61704	89.53013	69.96505	65.0741	61.577633	82.68026	86.04428	59.076134	66.34734	65.91442	62.45572	68.06919	63.288548	66.63384	59.699776	5.1550193	73.3183	43.412556	57.166225	59.122696	59.93636	67.260475	44.59203	82.226715	60.162003	80.69571	164.13902	73.368256	60.675377	58.13362	62.98411	59.830425	59.995815	168.11168	81.0053	68.05076	86.68538	59.361706	63.94882	0.0	66.6626	63.05196	86.95683	59.174984	92.79576	86.98385	58.755184	112.21364	52.48252	82.58629	61.124878	62.99761	70.80251	65.22303	58.03859
G900103665	87.08001	44.661064	43.46532	67.39175	24.804913	87.14326	6.7959275	33.90877	69.42759	61.497772	43.313923	148.40404	72.463104	42.584713	87.634605	65.104904	33.81475	73.90438	92.57875	94.50347	45.332222	75.83556	32.39003	64.10131	73.646286	73.58269	24.84796	34.967274	69.51016	80.567474	62.892315	64.4774	43.824158	69.36038	20.027067	63.44971	88.70579	42.483997	87.31164	169.68277	77.05784	23.384005	67.72515	73.621864	40.165382	73.422516	167.74901	90.98888	32.562767	91.92828	59.33353	44.60209	66.6626	0.0	13.061174	90.67821	70.29339	88.84025	91.52717	75.22128	122.49684	65.58932	88.647644	72.13797	4.7429414	79.52784	33.958244	66.58474
G001412655	91.367134	43.980522	42.177082	63.96915	24.127361	90.870544	11.442464	30.970966	67.68686	64.50484	43.823288	138.36067	76.65876	39.52917	89.748	78.02444	33.881535	74.02224	91.10637	93.299934	44.04632	75.9949	31.708237	68.13761	75.22654	71.375	24.493845	34.7414	64.32434	74.98587	63.179443	65.8809	42.14027	72.40392	19.849148	63.07346	85.77581	38.987316	86.96656	170.84142	82.42442	23.458223	69.539566	67.487625	41.750523	72.09734	167.59677	85.06585	33.770607	89.90138	62.097317	45.095512	63.05196	13.061174	0.0	90.95595	70.554886	90.19155	92.17231	69.224915	119.01016	70.41064	93.367676	68.40094	11.882043	78.02668	33.815037	69.22438
G000686625	12.924927	88.59651	91.84749	82.700005	91.125	34.82064	92.64433	86.468346	92.224014	79.82087	85.39464	144.3617	64.2286	88.64097	9.832344	62.29518	88.60949	94.203926	40.83442	46.333935	92.017166	103.051285	87.925804	85.32796	50.801434	96.38653	92.620834	87.66864	85.6503	61.578907	77.935104	75.82254	86.4759	96.82309	83.51978	79.53847	44.608032	84.677185	42.01433	175.08331	89.55332	93.48675	84.82292	98.59849	86.85018	91.46298	175.24565	28.15426	91.24898	28.538568	78.02073	89.95644	86.95683	90.67821	90.95595	0.0	96.01331	12.630735	12.641886	94.22533	125.3116	82.42851	44.934105	90.92926	93.44034	56.065792	87.97794	87.66961
G001596135	98.32392	72.699684	67.06275	65.42197	74.85952	80.78538	69.43397	74.41249	31.521631	67.000275	75.41822	145.08795	76.976	64.82214	90.98354	78.74878	75.30925	36.77333	93.208725	95.79251	68.83584	39.210472	63.299286	70.85365	76.220085	23.37712	76.29209	62.50192	64.5085	86.19576	58.951363	65.34013	68.420685	19.748281	73.920494	57.05489	93.2674	66.69856	81.02495	168.77231	82.62887	68.75576	40.898945	15.166207	69.34332	32.009758	169.74675	93.29561	74.15474	92.318115	62.5459	71.95583	59.174984	70.29339	70.554886	96.01331	0.0	101.166466	99.4549	31.477612	127.5672	38.469017	91.51018	32.884617	72.45048	75.097084	74.290016	28.674902
G001899705	3.0891626	89.55866	91.19247	86.935135	90.589615	37.73613	96.31516	89.95672	95.4312	84.5306	88.22756	148.58174	67.25381	86.124695	9.210677	64.03605	94.3584	93.12332	48.52331	51.256126	92.53486	104.86607	92.518	84.537285	56.918613	98.91664	91.19946	85.33594	91.09354	65.800125	81.570076	81.83628	92.19411	98.19912	94.33798	86.44703	44.027298	90.15283	43.138245	176.79065	87.85873	88.164635	95.81159	100.409485	87.11899	90.006035	176.17957	30.880617	96.27219	32.20886	80.03124	89.38382	92.79576	88.84025	90.19155	12.630735	101.166466	0.0	2.6703942	98.84032	130.91335	90.88047	42.33436	91.88208	91.61282	69.16226	94.00467	88.99726
G001808025	3.8542764	94.381134	94.20141	86.09537	92.55963	38.058422	97.37895	95.86825	96.41511	84.77474	92.415504	152.77698	66.054665	89.07906	9.447251	64.476364	98.770775	91.7019	50.44406	51.32601	96.56197	104.20864	96.0641	82.8864	59.517174	98.8235	93.5479	87.78008	84.82489	65.68309	78.567696	82.87131	95.15266	98.801315	96.343185	84.92609	45.68746	92.084236	45.94721	177.96619	88.63163	92.5399	94.765686	98.25388	88.32227	90.96148	177.04329	29.108803	101.364105	32.034668	80.73625	94.314384	86.98385	91.52717	92.17231	12.641886	99.4549	2.6703942	0.0	98.17884	131.76689	90.85969	47.242188	92.65072	93.75986	64.89369	98.35498	88.040375
G900155965	98.74651	67.91781	65.56052	66.51329	72.370316	85.03774	67.61658	69.43007	6.107177	68.203156	66.91092	141.87944	76.63807	64.860306	88.812294	80.2389	76.14803	17.092274	91.06632	94.32053	62.574028	29.748499	73.780846	64.4115	74.0973	32.801155	73.61473	67.08163	60.42539	74.20767	56.455593	60.477047	67.04913	31.701283	71.19229	58.413353	95.45445	64.28058	94.0281	166.20735	76.08701	69.86456	39.634117	34.116024	69.34545	19.353905	166.95114	84.811	77.58731	91.19823	65.041046	70.046234	58.755184	75.22128	69.224915	94.22533	31.477612	98.84032	98.17884	0.0	122.34557	37.864124	87.656	17.333265	71.06223	69.94557	75.30943	26.98981
G000426825	135.81273	123.16691	117.68623	113.93918	121.32817	123.57072	119.601746	119.83845	122.076416	109.87963	119.99616	116.70608	114.95775	117.7084	134.58629	108.92608	122.07258	123.57265	126.17079	125.10498	118.566376	128.00975	124.56337	115.50854	108.911766	122.5723	121.88756	110.451485	110.713394	113.02545	109.35086	109.292885	118.46726	124.242584	121.34269	115.71223	125.62429	117.9089	126.76239	136.88083	106.52476	124.202934	119.60976	121.592026	113.96143	117.37226	138.67332	121.083725	121.645744	128.04987	112.80192	120.64409	112.21364	122.49684	119.01016	125.3116	127.5672	130.91335	131.76689	122.34557	0.0	116.4128	122.39976	129.78612	116.34607	112.22077	123.13213	112.55002
G000166195	89.637886	66.10345	64.01729	61.32181	65.36923	80.2741	63.220875	63.327232	36.704178	57.189472	63.54107	136.39215	75.19781	63.893692	82.40822	64.534065	69.92066	37.07678	81.205795	91.061646	63.626045	39.726788	65.58015	68.057686	70.73652	37.500954	67.22594	58.364956	59.734043	71.45997	52.36534	55.322037	62.371216	37.591896	67.033264	52.634716	85.47438	64.47261	86.05366	160.76402	78.85526	63.228313	21.319948	42.301846	59.49835	40.78538	165.36237	88.61852	68.82617	94.292656	59.890877	67.258316	52.48252	65.58932	70.41064	82.42851	38.469017	90.88047	90.85969	37.864124	116.4128	0.0	85.99157	44.015045	68.26142	69.96242	71.00772	33.12508
G900116225	45.313763	87.20694	84.599884	76.95897	89.69836	37.410946	87.86457	83.39017	87.92893	78.75967	87.52938	150.38672	61.410946	87.5124	42.10705	59.519794	88.49012	96.26648	31.960634	33.898167	80.1102	101.278244	90.00379	75.82241	48.31696	89.101906	90.89418	82.59988	86.79671	58.630936	82.64752	75.37724	90.036964	80.23097	94.24875	76.321594	30.734388	89.44386	22.920023	172.34232	81.83037	89.970085	91.097885	93.622444	81.30179	89.61071	172.29001	38.236862	89.95956	45.401936	77.26393	85.27032	82.58629	88.647644	93.367676	44.934105	91.51018	42.33436	47.242188	87.656	122.39976	85.99157	0.0	93.783646	85.7396	60.110085	87.94669	83.55223
G900101875	93.027306	70.63875	70.68616	67.547035	71.38543	93.94576	74.40495	73.46072	16.681122	63.94277	70.987076	141.7748	76.17265	70.60023	90.57418	81.478096	71.08674	14.581216	100.95083	93.33539	73.88544	26.692049	71.95367	66.68649	74.32908	34.07916	71.92333	65.53606	60.96062	74.78559	59.691376	66.296745	68.71186	31.599934	70.65024	59.66463	92.8143	67.97333	92.51273	168.47586	82.57641	73.34956	41.63838	36.239136	66.70808	20.319342	167.25233	90.24565	70.825485	90.60136	64.33355	70.51347	61.124878	72.13797	68.40094	90.92926	32.884617	91.88208	92.65072	17.333265	129.78612	44.015045	93.783646	0.0	74.746506	78.63748	70.837616	28.94416
G900129215	92.283424	41.645794	43.226276	65.403854	23.153723	87.57805	5.4740777	27.623863	66.56185	63.952316	41.507515	145.20499	76.346344	40.508896	89.73	72.99309	35.227943	72.612595	88.36196	94.04782	41.19087	74.39849	29.478462	63.785954	74.08021	73.4166	23.206112	31.078423	62.49292	77.8271	53.58063	62.940994	44.235916	65.60191	17.958242	61.748714	85.825226	40.46251	90.48905	165.14786	73.525734	23.17026	69.522156	70.603645	38.85497	70.35604	163.27492	88.92113	35.475006	91.995155	60.69144	41.343708	62.99761	4.7429414	11.882043	93.44034	72.45048	91.61282	93.75986	71.06223	116.34607	68.26142	85.7396	74.746506	0.0	78.62972	35.571342	68.322105
G900109895	62.4836	79.435265	70.309235	64.101906	70.649185	57.672897	74.22146	79.06687	75.33176	67.91195	74.14539	137.5664	39.94043	77.36023	59.425777	46.62391	77.76207	76.21687	65.11808	60.44437	77.60552	89.775055	78.705475	72.524155	44.814537	80.30514	72.03347	74.24118	74.60456	47.71117	63.69884	64.86979	73.837135	77.25679	76.72145	67.73889	56.61621	70.713776	61.042255	159.27238	68.70114	80.44975	80.38549	80.94997	69.11649	84.0142	158.18286	56.595703	79.853165	68.70419	64.68209	80.46896	70.80251	79.52784	78.02668	56.065792	75.097084	69.16226	64.89369	69.94557	112.22077	69.96242	60.110085	78.63748	78.62972	0.0	77.31091	71.7855
G000722885	94.27191	46.37107	46.153606	70.5219	34.753815	84.63605	31.436218	24.254725	73.68148	67.275566	48.938164	141.28336	79.949066	48.01706	95.08338	79.95206	0.15932228	75.11008	90.86149	95.71289	44.962326	82.982086	23.67924	68.03097	77.922134	74.36064	34.581596	36.365036	69.74863	81.97191	63.755924	67.58857	44.259693	73.07454	34.363758	65.27885	87.85878	44.333065	91.90439	176.3196	79.72942	33.338444	72.060646	76.57193	42.427444	72.0378	175.38475	90.020966	2.0181036	93.4507	65.12406	49.629566	65.22303	33.958244	33.815037	87.97794	74.290016	94.00467	98.35498	75.30943	123.13213	71.00772	87.94669	70.837616	35.571342	77.31091	0.0	71.307
G900142915	87.97431	65.124405	64.54714	66.38455	64.76429	84.57866	67.56588	69.469635	26.385527	60.220417	66.720634	130.268	70.95621	69.130066	82.34508	77.53982	71.78715	28.906225	86.328125	89.72691	66.7559	37.437622	68.56009	63.972347	74.72815	33.39037	66.36072	69.420364	59.12633	78.7288	51.620148	62.316803	65.764435	26.72957	65.61429	55.599308	85.33948	66.39522	83.74171	166.63144	74.80903	62.184357	39.288822	34.47075	64.5204	24.530575	167.67097	89.83479	71.48475	90.09002	61.098083	63.47471	58.03859	66.58474	69.22438	87.66961	28.674902	88.99726	88.040375	26.98981	112.55002	33.12508	83.55223	28.94416	68.322105	71.7855	71.307	0.0
