	G000723745	G000382665	G000019665	G001914875	G000025905	G001804785	G001604605	G001604625	G001304075	G000428305	G001580195	G000382685	G000385295	G000155695	G000378105	G001804885	G000379365	G001803285	G001831055	G000980515	G001803255	G001872735	G000383735	G000020225	G001917295	G001803315	G001603055	G000173075	G000405145	G001647615	G000380785	G000170755	G001917935	G000406005	G000285795	G001613545	G001803205	G000383715	G001940945	G000739615	G900141815	G000437075	G000953475	G000817245	G001318295	G001919485	G001914855	G000172155	G000405125	G000172555	G000972765	G001578645	G000436395	G001439535	G000242935	G001438005	G000171235	G001580015	G000264605	G000402275	G000383755	G001683795	G001803225	G000372285	G000019965	G001017655	G000493945	G000526255	G001604585	G000438015
G000383715	180.46075	194.5562	166.93864	148.37573	154.54759	194.2979	131.5263	122.73381	210.51883	171.62743	171.72641	198.02855	26.128834	162.93219	166.70157	192.01244	165.53946	186.78595	177.1202	174.75336	188.89307	178.37529	165.52312	175.3188	177.51274	197.43703	196.5565	136.47983	223.09471	172.00867	226.13441	233.13077	155.84123	211.0369	173.76535	139.50453	193.14812	0.0	177.12708	163.15315	162.38342	171.77242	169.76253	167.82793	161.13947	151.21382	156.23776	143.14407	222.33337	76.15592	167.32423	171.7117	174.43756	163.61086	172.0403	159.39125	168.18681	172.45596	185.01654	233.42445	188.41776	174.0446	181.44577	208.43915	161.41475	193.10469	222.95432	161.25099	169.42662	192.39557
G001940945	3.8435256	211.47897	189.01929	152.36607	190.24242	214.00955	197.02524	189.07207	236.5769	121.32853	11.92295	211.12053	186.71414	186.84656	116.238625	211.04576	181.23415	216.01318	201.9962	5.0516095	220.33665	199.29439	121.86124	2.6283047	2.6769216	218.19621	214.99246	135.94525	251.18016	12.7957115	247.66904	229.68188	157.92375	237.69133	131.2432	141.29118	224.52292	177.12708	0.0	103.01276	110.74548	7.074501	186.5569	187.54034	159.3426	150.98564	153.17804	118.56843	247.5027	159.24374	190.23297	11.930603	2.5902202	188.8051	193.60641	171.56961	193.47897	196.49718	128.133	253.02875	215.99016	59.589222	214.8925	233.27818	186.68588	215.34094	248.79672	178.47858	194.72075	208.31158
G000739615	100.21252	196.60558	168.20392	131.3677	173.36534	199.9956	168.30717	178.19276	232.6566	66.27771	95.33041	192.0561	164.66501	171.50327	82.34754	189.69434	160.75075	202.88234	184.86226	100.67532	201.27124	181.74849	85.53872	100.877235	100.45922	206.89868	193.75697	112.836945	233.93744	97.48363	225.82983	223.09753	144.98277	215.74081	93.048996	122.53155	204.42482	163.15315	103.01276	0.0	71.29579	97.10303	167.62805	169.41292	142.7413	131.06029	135.05055	91.74348	227.91624	140.69966	167.07034	95.33912	99.82083	179.57234	182.29681	151.03741	180.24446	178.05493	86.75971	229.32358	196.14917	97.43851	200.88612	212.2138	169.42574	196.49881	227.22598	157.46747	176.35452	190.5769
G900141815	109.01139	198.38033	176.20895	139.65411	167.83716	205.71794	182.53072	172.82124	221.82576	88.964424	104.714615	205.04631	176.95401	173.3577	37.27437	185.85391	169.486	210.16724	208.78526	110.36146	216.67355	184.10103	74.80072	107.47952	107.66978	211.07167	209.07895	129.48273	238.59952	106.94402	230.78731	223.44678	147.70952	220.34113	80.17619	125.03117	214.2217	162.38342	110.74548	71.29579	0.0	108.290115	171.92923	175.78113	141.1204	136.49255	142.4535	101.3237	233.24081	161.6596	180.47935	104.71233	106.77984	188.17422	179.49487	157.07936	182.91298	190.60495	77.668106	232.70491	202.40694	108.51063	203.9486	232.22646	180.12364	206.3783	233.79262	174.3382	189.96129	200.3182
G000437075	6.764069	217.98814	182.25415	146.25238	192.41463	218.15965	196.4169	190.80075	241.0731	118.46058	8.902699	218.13016	180.67023	186.62415	112.14637	217.73775	177.15509	218.70886	205.50967	8.359544	222.11789	197.53175	113.60254	5.6297016	6.1138935	221.69583	212.3121	133.68456	249.85315	9.257404	246.30244	223.33675	156.9977	237.62527	123.90803	136.33101	219.5765	171.77242	7.074501	97.10303	108.290115	0.0	181.96393	182.22353	155.49626	145.08339	150.02904	108.92843	244.53853	156.44621	188.84119	8.904663	6.876048	194.44147	194.75804	172.18178	192.24446	195.28441	121.09523	250.87965	223.74168	54.679028	218.62044	232.14107	184.40384	214.61981	247.3008	174.07333	196.9333	213.39499
G000953475	188.49213	216.14265	27.063723	163.53912	192.81792	210.48125	191.65639	186.96953	230.34715	184.92842	181.34825	216.54753	185.84526	186.32225	180.90796	203.05576	81.141594	208.99844	204.35362	190.1208	225.11623	200.57231	178.31557	183.95242	184.10913	210.95143	209.84229	147.23955	247.64514	182.20242	242.10994	225.012	172.59828	230.06053	187.65022	149.88757	215.29999	169.76253	186.5569	167.62805	171.92923	181.96393	0.0	4.0469856	162.51466	156.97556	166.98283	157.84341	247.01749	151.80351	190.9478	181.34537	186.22037	190.6332	194.00168	134.06003	195.09204	197.0052	187.5165	248.84201	213.74652	184.59775	217.40135	224.28423	186.48167	211.70494	244.9467	80.54538	197.26945	209.33398
G000817245	187.4353	208.83759	27.173359	161.30595	186.17479	217.93932	196.77654	189.94754	233.9646	184.7787	182.48048	211.53017	184.30276	184.88518	182.15533	212.74477	85.01215	209.8466	198.79523	192.20416	222.25381	199.38815	182.97495	184.24352	185.3697	211.8994	209.65439	148.76535	242.07756	182.86816	238.64009	221.08315	171.72574	228.17891	189.55173	150.69627	215.99574	167.82793	187.54034	169.41292	175.78113	182.22353	4.0469856	0.0	171.71033	154.35107	163.81956	155.8298	243.88606	156.45921	189.64499	182.48329	186.31056	188.5308	193.71169	132.97186	193.9665	194.8744	191.72838	246.15924	211.24875	184.57689	213.14842	228.47339	183.81677	210.06552	241.58038	82.01899	196.50464	209.00842
G001318295	157.6071	206.07779	170.09134	115.95183	184.59729	203.99663	174.5099	180.56494	227.8827	156.65775	152.70525	203.47508	168.4608	178.03665	153.93867	196.68521	161.7634	196.83409	188.88606	160.11885	211.09299	186.72075	156.82533	156.28934	156.04391	204.01169	200.33025	100.40005	241.15088	152.05907	231.60727	224.08347	126.94389	216.77939	161.73772	81.000824	206.86798	161.13947	159.3426	142.7413	141.1204	155.49626	162.51466	171.71033	0.0	115.9675	119.86125	128.43594	229.25455	148.5894	180.59224	152.72227	157.4749	175.94698	183.06726	156.11462	182.24974	183.6975	162.89937	233.89386	199.08716	163.17516	208.1143	215.13495	174.87363	205.7798	233.03914	164.33163	180.868	195.36789
G001919485	145.69571	191.69846	158.98598	7.378209	159.0344	201.33253	169.14354	166.63399	207.63982	148.28323	143.71486	193.55276	159.42119	160.3846	148.20251	190.29684	152.59248	194.27522	185.73073	150.08353	199.26265	167.48247	150.314	146.87166	146.55307	193.69879	194.35211	81.115875	227.57251	142.43437	219.5174	207.52531	40.274117	213.49815	145.65147	92.76749	207.53033	151.21382	150.98564	131.06029	136.49255	145.08339	156.97556	154.35107	115.9675	0.0	28.219627	120.09729	222.20326	131.65497	171.32771	143.743	145.16132	165.82445	173.58855	149.24548	176.59657	176.9565	154.33932	220.60304	191.73352	147.37236	190.74513	212.48233	167.57053	189.29234	223.11899	156.41875	175.95573	185.04645
G001914855	152.39081	188.49268	163.84157	34.10541	173.54814	204.7313	165.75056	171.87694	227.3792	151.5213	149.108	194.67804	162.0262	170.1116	145.70195	189.93318	164.00069	200.37036	186.84335	156.7219	204.5272	188.84024	146.85184	152.45609	153.36742	201.33994	202.74004	86.04421	225.59067	148.73062	226.05788	210.37445	44.27968	212.757	155.33351	101.15225	210.82285	156.23776	153.17804	135.05055	142.4535	150.02904	166.98283	163.81956	119.86125	28.219627	0.0	119.247025	229.19054	143.39403	176.64415	149.13525	150.16458	172.0181	173.47638	150.58249	179.16959	180.95963	167.44052	236.17525	199.80988	150.69862	196.83821	228.41312	165.01575	201.74281	229.4582	156.67267	177.37685	190.22717
G000172155	113.46154	182.03186	155.47249	118.74983	162.0507	193.39813	167.9162	159.14409	209.91751	118.873535	110.411514	187.90773	161.0472	167.83699	111.01789	188.66898	152.61366	189.19945	171.0234	117.35162	194.73396	166.81355	113.36186	113.77457	113.80165	190.50702	186.22873	108.12786	214.60611	110.74404	214.33401	198.19368	127.195175	200.382	119.40206	102.39006	196.42259	143.14407	118.56843	91.74348	101.3237	108.92843	157.84341	155.8298	128.43594	120.09729	119.247025	0.0	218.31905	123.17268	166.00777	110.438034	117.08795	166.70508	171.40392	140.31612	163.65637	167.85742	122.76987	225.27563	189.38908	112.84602	184.10658	205.71786	155.91483	190.44846	216.50145	148.48825	161.26701	180.77876
G000405125	245.39928	250.74231	241.44617	229.13954	229.10815	226.75409	248.91891	235.14044	200.61916	254.86089	241.8233	255.18382	229.32141	229.69588	238.22684	226.76251	238.7506	223.48273	248.00705	243.26454	227.04575	231.5357	239.38326	245.49211	245.68864	223.5017	221.93471	204.32317	18.446346	243.58353	9.489064	244.30537	231.99701	203.16553	237.68991	209.31738	225.02998	222.33337	247.5027	227.91624	233.24081	244.53853	247.01749	243.88606	229.25455	222.20326	229.19054	218.31905	0.0	209.93182	227.92566	241.83893	250.51689	230.53139	232.06201	228.32979	230.63127	233.95798	244.1136	18.005991	255.33003	240.55553	223.94363	206.00758	221.86427	228.314	8.756062	233.71545	237.24579	249.15012
G000172555	161.85504	180.15607	157.84097	133.59818	142.80942	184.3244	96.7737	115.116844	196.58383	154.45131	157.79398	178.51176	86.45492	148.23706	162.03342	155.46205	140.66364	171.18105	169.869	151.65967	187.07724	169.11134	160.05899	157.41376	157.23058	173.91016	171.58403	111.286285	211.13364	160.55058	203.85167	186.40295	158.76031	198.45526	167.46748	123.97052	188.71574	76.15592	159.24374	140.69966	161.6596	156.44621	151.80351	156.45921	148.5894	131.65497	143.39403	123.17268	209.93182	0.0	151.14363	157.77574	162.10135	147.93846	148.74081	138.57703	148.7931	158.7369	155.33636	207.05002	169.65536	161.58527	180.41582	191.341	144.74359	191.6951	201.83136	148.34402	155.28563	164.02785
G000972765	195.56111	144.44861	183.36757	173.09381	125.87302	203.26477	201.54903	174.64001	220.74092	197.26808	193.98357	147.66731	174.25815	96.4615	194.32657	197.59013	197.52493	199.8537	143.68892	198.86606	207.64427	126.70775	194.05043	194.81355	196.52025	200.06235	193.01526	161.1327	235.25212	194.20903	227.24316	218.52765	187.63374	215.12047	203.22305	151.72037	208.71185	167.32423	190.23297	167.07034	180.47935	188.84119	190.9478	189.64499	180.59224	171.32771	176.64415	166.00777	227.92566	151.14363	0.0	193.9927	198.8421	118.90488	46.388474	165.04732	48.048985	65.382126	194.46751	232.19751	146.05464	207.70389	196.90395	218.58052	54.791946	205.65334	226.86465	192.02539	124.56124	143.44751
G001578645	11.675622	210.80255	183.33597	147.30638	188.11899	209.09543	193.55225	189.51662	228.68953	113.290596	0.00044684383	211.59381	180.73747	186.48824	111.11154	211.68219	175.30167	214.67998	203.55249	13.2260475	220.1894	205.21835	114.31063	10.540674	10.970745	216.19888	213.92842	130.36806	246.34996	0.28852227	242.28311	226.18256	156.14201	232.68166	120.79657	133.95079	226.78773	171.7117	11.930603	95.33912	104.71233	8.904663	181.34537	182.48329	152.72227	143.743	149.13525	110.438034	241.83893	157.77574	193.9927	0.0	11.679193	193.72177	192.60233	170.46436	195.05879	198.32721	118.587746	247.95607	213.54016	52.658714	218.00171	233.87643	187.96918	212.6288	243.63086	177.17162	196.30087	207.35834
G000436395	3.1681914	220.70926	186.0561	147.59554	201.03395	222.6249	205.60336	193.17502	239.28816	117.255104	11.672854	221.62532	184.10027	196.96953	112.4436	219.69919	181.50168	223.3624	210.85713	4.4838266	227.22675	205.92024	113.61205	2.286568	2.2306187	227.43698	221.30464	133.28197	257.52002	11.974161	253.50221	236.32668	154.78076	243.80753	120.82043	137.38557	226.96097	174.43756	2.5902202	99.82083	106.77984	6.876048	186.22037	186.31056	157.4749	145.16132	150.16458	117.08795	250.51689	162.10135	198.8421	11.679193	0.0	201.46231	202.87215	174.9361	202.42625	206.96132	119.904686	255.16545	224.93568	54.53978	217.765	240.06422	195.62276	223.70294	254.78163	178.21487	206.86546	216.56027
G001439535	193.85841	115.91486	194.03172	173.27911	34.385197	186.3751	196.0415	178.19562	222.1767	180.26198	193.6793	114.50718	181.3955	117.42151	184.64563	194.5852	189.25148	205.94359	120.116394	203.30396	201.92427	106.92312	189.72028	195.13722	198.586	205.63988	203.53407	155.95259	238.11385	194.20186	230.3197	214.34474	177.42804	220.67648	203.8472	162.49138	210.92538	163.61086	188.8051	179.57234	188.17422	194.44147	190.6332	188.5308	175.94698	165.82445	172.0181	166.70508	230.53139	147.93846	118.90488	193.72177	201.46231	0.0	130.63495	173.48427	128.59593	126.961494	195.87836	246.12584	117.46394	191.86137	207.42715	216.5499	117.92118	205.2547	229.20186	184.04083	110.80603	124.416405
G000242935	199.78487	143.44756	199.4941	174.40492	125.93063	199.11206	184.64381	182.2189	228.10437	192.05063	192.58769	145.44496	184.53098	104.18337	192.52745	190.7277	182.45665	202.50569	139.1722	201.9151	206.63866	132.6822	197.11958	198.61223	198.30565	196.51154	195.73138	160.1314	232.19504	193.84105	225.33481	216.51408	181.1301	219.83147	211.00385	159.09677	213.6489	172.0403	193.60641	182.29681	179.49487	194.75804	194.00168	193.71169	183.06726	173.58855	173.47638	171.40392	232.06201	148.74081	46.388474	192.60233	202.87215	130.63495	0.0	183.6695	19.292648	66.43689	196.2924	234.54732	144.88847	187.80669	201.04932	217.27895	55.00282	200.57782	225.38031	181.65422	127.5252	146.25919
G001438005	173.20126	193.71481	132.4499	151.72577	181.99149	202.22775	172.60962	175.72433	222.56671	162.62308	170.44438	195.69682	168.11028	165.59952	165.2914	193.64174	126.093315	198.33476	187.47093	179.46278	217.49011	184.83803	169.63998	170.77454	172.946	193.42834	198.89517	133.2267	228.01991	171.10489	222.29758	212.97028	154.11823	227.96136	173.86569	140.5069	206.39684	159.39125	171.56961	151.03741	157.07936	172.18178	134.06003	132.97186	156.11462	149.24548	150.58249	140.31612	228.32979	138.57703	165.04732	170.46436	174.9361	173.48427	183.6695	0.0	178.16035	180.37169	171.97548	232.75343	188.56128	167.03722	193.55554	211.2937	170.93536	190.00882	224.43773	128.20503	182.12663	193.69298
G000171235	201.99968	146.55777	194.29173	174.76788	124.66877	204.82123	192.67036	186.52968	222.82399	196.03542	195.05115	145.40529	181.13988	103.82163	189.45105	197.23387	188.75172	205.40509	141.82408	201.98804	208.66739	135.21614	192.97087	199.09525	197.9555	204.37077	204.13248	161.40704	229.88571	196.47263	225.97546	214.75652	179.9261	220.6514	205.03021	168.16238	211.929	168.18681	193.47897	180.24446	182.91298	192.24446	195.09204	193.9665	182.24974	176.59657	179.16959	163.65637	230.63127	148.7931	48.048985	195.05879	202.42625	128.59593	19.292648	178.16035	0.0	67.78695	195.3788	236.46461	150.19983	191.94766	206.02405	219.53041	57.92232	201.13187	225.12442	187.26071	128.06914	143.81271
G001580015	200.7804	151.69215	196.26918	176.57127	131.56624	204.62595	186.1352	189.0358	221.51213	200.36342	198.3216	150.8203	179.72002	106.09301	194.80136	197.16185	194.68044	208.61986	143.72461	203.26819	208.81815	139.03146	206.59293	200.17856	199.43	204.70622	203.93362	164.2046	237.7651	199.2162	229.42278	218.29372	184.75621	224.54485	207.5787	163.99344	213.33585	172.45596	196.49718	178.05493	190.60495	195.28441	197.0052	194.8744	183.6975	176.9565	180.95963	167.85742	233.95798	158.7369	65.382126	198.32721	206.96132	126.961494	66.43689	180.37169	67.78695	0.0	206.35551	237.31384	150.5049	200.82423	206.63838	222.47238	52.227142	206.41547	228.99382	184.96204	130.0531	147.51543
G000264605	121.79869	212.8835	191.28749	161.83551	202.14574	214.50076	195.48454	193.5498	242.25018	95.28721	118.590096	212.17142	193.0076	186.43617	85.81929	217.43677	189.56012	221.06976	205.09862	123.658936	220.45145	203.40031	21.34945	122.68072	122.43348	225.95929	223.39182	146.91435	257.36786	121.327965	248.90399	226.08002	171.76785	239.69708	17.041847	145.83185	236.65785	185.01654	128.133	86.75971	77.668106	121.09523	187.5165	191.72838	162.89937	154.33932	167.44052	122.76987	244.1136	155.33636	194.46751	118.587746	119.904686	195.87836	196.2924	171.97548	195.3788	206.35551	0.0	246.77467	209.38794	125.29537	230.07622	233.3502	193.01642	220.55466	249.06429	182.36298	200.56786	202.93552
G000402275	249.65495	261.42603	245.76433	228.93535	245.52718	228.00238	255.66975	246.9785	205.3751	247.66621	247.95349	257.59055	229.16145	228.78633	243.65446	214.87486	238.88353	232.8553	253.6525	246.87808	238.08876	245.66016	252.47075	249.39241	249.05525	230.0496	223.22162	212.81682	21.345818	250.3793	9.706675	236.87947	236.7569	215.46764	252.05801	212.66653	240.66872	233.42445	253.02875	229.32358	232.70491	250.87965	248.84201	246.15924	233.89386	220.60304	236.17525	225.27563	18.005991	207.05002	232.19751	247.95607	255.16545	246.12584	234.54732	232.75343	236.46461	237.31384	246.77467	0.0	261.29758	252.01393	227.60812	210.11035	229.43283	219.64424	10.353287	238.75456	246.28688	252.76941
G000383755	216.57451	14.800409	210.00816	192.00917	113.80147	222.68774	208.07161	206.58766	245.91817	214.61058	213.50108	15.55498	198.3046	140.9712	219.94238	214.43108	201.50357	225.0172	150.3062	227.09871	221.2337	137.4375	220.88954	218.13838	218.44594	220.83147	225.4268	177.66986	263.58398	214.41177	251.96843	260.08447	202.70036	242.83931	213.02531	179.16989	241.18578	188.41776	215.99016	196.14917	202.40694	223.74168	213.74652	211.24875	199.08716	191.73352	199.80988	189.38908	255.33003	169.65536	146.05464	213.54016	224.93568	117.46394	144.88847	188.56128	150.19983	150.5049	209.38794	261.29758	0.0	220.0558	223.24998	238.93521	137.93219	221.05045	252.90395	206.57132	135.27237	150.4331
G001683795	56.69779	212.76424	187.49953	151.30875	194.38727	223.95206	187.24141	193.36726	236.9488	114.08577	52.65382	220.41704	182.56741	182.82092	112.926155	210.38347	183.03676	220.56091	208.16951	56.458366	223.29427	200.9003	117.28929	55.440575	53.694695	221.9897	215.03291	129.25601	251.82875	52.60924	246.41388	233.29639	156.49393	227.7933	115.694664	132.99258	217.18713	174.0446	59.589222	97.43851	108.51063	54.679028	184.59775	184.57689	163.17516	147.37236	150.69862	112.84602	240.55553	161.58527	207.70389	52.658714	54.53978	191.86137	187.80669	167.03722	191.94766	200.82423	125.29537	252.01393	220.0558	0.0	227.7094	237.70856	194.08694	216.92595	247.906	180.70155	195.48921	210.8421
G001803225	218.1068	218.66362	205.16212	195.8797	202.59029	61.342594	219.17188	209.96866	219.33308	214.01086	217.99458	227.99593	200.57658	198.51187	214.56242	170.51965	207.77182	167.77893	217.53333	220.93457	178.71806	208.99277	228.83675	213.86934	219.10112	168.76346	129.51268	179.67438	228.73793	218.1278	225.22235	160.08209	210.90666	207.388	227.64658	188.33957	101.806854	181.44577	214.8925	200.88612	203.9486	218.62044	217.40135	213.14842	208.1143	190.74513	196.83821	184.10658	223.94363	180.41582	196.90395	218.00171	217.765	207.42715	201.04932	193.55554	206.02405	206.63838	230.07622	227.60812	223.24998	227.7094	0.0	214.11853	192.99095	170.71579	226.19977	204.90755	204.83731	219.69286
G000372285	236.79517	239.68956	232.81615	222.33205	200.24289	216.77061	234.63718	219.46098	171.83673	232.37207	233.87646	236.60135	215.37259	211.04219	231.12686	204.74202	226.82237	212.26413	233.85135	230.72412	223.95639	215.27676	226.024	233.44531	232.30879	205.58101	208.9517	202.79573	214.99675	234.83206	199.38722	227.3632	216.38806	75.90956	243.27507	201.36324	216.22626	208.43915	233.27818	212.2138	232.22646	232.14107	224.28423	228.47339	215.13495	212.48233	228.41312	205.71786	206.00758	191.341	218.58052	233.87643	240.06422	216.5499	217.27895	211.2937	219.53041	222.47238	233.3502	210.11035	238.93521	237.70856	214.11853	0.0	214.66832	206.9858	202.79039	226.21445	215.6751	233.54936
G000019965	189.92264	135.95546	187.74634	168.0736	116.04635	197.05972	171.0366	186.56757	207.76143	186.34608	187.96123	140.17433	171.34863	94.74562	188.76065	195.03615	184.35637	196.54698	133.64503	190.9164	199.60165	122.8649	190.80478	189.57698	190.4239	193.88535	198.61038	147.44218	227.15819	188.50237	220.70981	211.14789	174.65768	212.8409	202.35036	158.75087	194.9548	161.41475	186.68588	169.42574	180.12364	184.40384	186.48167	183.81677	174.87363	167.57053	165.01575	155.91483	221.86427	144.74359	54.791946	187.96918	195.62276	117.92118	55.00282	170.93536	57.92232	52.227142	193.01642	229.43283	137.93219	194.08694	192.99095	214.66832	0.0	186.63467	219.35583	180.16547	120.1469	136.33168
G001017655	219.30083	223.33623	217.18175	191.50174	195.4301	162.31323	206.24199	205.31454	216.52927	232.97415	212.60794	220.8733	198.21202	204.13474	216.24998	124.81716	212.8973	134.03392	215.05028	217.17455	135.45427	211.42766	219.2844	217.2363	216.67706	130.70943	163.05142	178.62128	224.02779	215.37108	216.42526	181.64902	208.82281	220.17163	233.22336	176.64641	179.90565	193.10469	215.34094	196.49881	206.3783	214.61981	211.70494	210.06552	205.7798	189.29234	201.74281	190.44846	228.314	191.6951	205.65334	212.6288	223.70294	205.2547	200.57782	190.00882	201.13187	206.41547	220.55466	219.64424	221.05045	216.92595	170.71579	206.9858	186.63467	0.0	216.32805	199.11111	200.89088	215.83578
G000493945	247.76794	250.51158	241.76274	227.0245	225.43036	220.2631	235.50156	238.00069	204.49895	247.66132	243.62234	250.02922	229.80203	222.1294	240.69177	212.23567	232.12134	219.91939	240.81311	246.08972	221.91505	236.44072	244.7804	247.59225	248.36717	217.16841	219.22658	210.16623	4.8321805	246.40984	0.38082618	238.91595	232.108	202.85031	249.40373	212.53458	230.50104	222.95432	248.79672	227.22598	233.79262	247.3008	244.9467	241.58038	233.03914	223.11899	229.4582	216.50145	8.756062	201.83136	226.86465	243.63086	254.78163	229.20186	225.38031	224.43773	225.12442	228.99382	249.06429	10.353287	252.90395	247.906	226.19977	202.79039	219.35583	216.32805	0.0	231.62386	230.85907	247.48708
G000526255	179.01958	200.06046	81.810356	159.81512	186.12923	206.48572	183.9705	168.74683	227.34985	180.31956	177.1815	200.46341	167.10506	178.56812	173.01859	196.118	19.992035	207.36142	198.82704	181.4657	209.52078	189.50464	173.3229	177.1963	177.73944	207.22853	199.01434	146.8684	232.04077	178.09067	229.94975	214.38367	161.30876	221.96907	184.85126	142.2446	208.1372	161.25099	178.47858	157.46747	174.3382	174.07333	80.54538	82.01899	164.33163	156.41875	156.67267	148.48825	233.71545	148.34402	192.02539	177.17162	178.21487	184.04083	181.65422	128.20503	187.26071	184.96204	182.36298	238.75456	206.57132	180.70155	204.90755	226.21445	180.16547	199.11111	231.62386	0.0	189.09741	198.99263
G001604585	201.32277	132.44658	198.97998	179.02803	107.72615	200.19016	192.71725	189.08487	215.05087	196.19106	196.27509	136.24164	183.07375	118.48879	202.36517	194.35635	185.12111	205.13426	120.549644	205.0953	203.52081	107.23097	197.4803	199.12923	203.1057	203.48738	201.20769	160.11235	235.9743	197.76343	231.73367	217.55757	180.29102	229.11696	208.7269	164.949	220.07796	169.42662	194.72075	176.35452	189.96129	196.9333	197.26945	196.50464	180.868	175.95573	177.37685	161.26701	237.24579	155.28563	124.56124	196.30087	206.86546	110.80603	127.5252	182.12663	128.06914	130.0531	200.56786	246.28688	135.27237	195.48921	204.83731	215.6751	120.1469	200.89088	230.85907	189.09741	0.0	119.65711
G000438015	213.20583	149.47325	211.04945	192.24103	120.88635	210.53802	213.73021	201.8008	233.68248	211.7434	207.3389	148.6245	194.17276	134.8838	201.49112	216.97856	201.71817	220.23036	120.04406	217.36993	212.8382	111.128494	217.47763	213.65887	212.53914	217.72379	216.29543	177.9524	258.7631	207.74988	248.37598	236.27457	193.1501	234.73106	217.15152	175.64316	225.47037	192.39557	208.31158	190.5769	200.3182	213.39499	209.33398	209.00842	195.36789	185.04645	190.22717	180.77876	249.15012	164.02785	143.44751	207.35834	216.56027	124.416405	146.25919	193.69298	143.81271	147.51543	202.93552	252.76941	150.4331	210.8421	219.69286	233.54936	136.33168	215.83578	247.48708	198.99263	119.65711	0.0
