	G000807855	G000374025	G000390185	G900112255	G000426725	G001592945	G000422585	G000974425	G000265075	G000265505	G000296815	G000277005	G000183425	G001567185	G000701505	G000263195	G001314815	G000429445	G001281695	G001442615	G900129785	G000169175	G900156415	G001078055	G000265405	G001657315	G900112005	G000325705	G000973725	G000374085	G000331535	G000373245	G900100765	G001592935	G001593005	G000473365	G000482465	G001747105	G001647285	G001890965	G900107465	G000812565	G000429425	G001050135	G000014145	G900113045	G000472485	G000429465	G000330725	G001870735	G001267955	G001898575	G001747095	G001483135	G000298295	G000714815	G001611675	G900112365	G900103285	G000429405	G900129725	G900116615	G900115665	G001592965	G900111145	G001683905	G000373265	G000295935	G000222485	G900142205	G000379765	G000566685	G900116885	G000428845	G000331105	G000166275	G000737515	G001306455	G000423565	G000024525	G000166395	G000427295	G000427405	G000473765	G000381545	G000430505	G000346615	G000715495	G000382225	G000383955	G000972495	G000023125	G000348925	G000379725	G000801315	G000374065
G900112005	115.74541	131.50131	61.796776	106.57106	111.39611	95.32281	123.65938	133.41061	58.305984	117.956	126.19817	115.69485	88.49478	105.74201	126.69422	117.906555	38.12949	34.198174	114.08695	14.047937	25.184877	116.54735	111.374435	118.787186	42.866066	97.15543	0.0	54.352413	114.146225	132.49562	92.16918	56.806366	113.83989	90.52291	91.63479	125.69186	118.263176	90.978195	115.95928	111.75754	47.4978	116.229675	33.64723	59.43388	116.75671	108.03084	119.25065	30.899216	48.1953	119.73547	93.32578	126.3562	95.63075	125.42346	51.805714	56.93343	113.16435	129.03012	121.9816	33.499886	100.69869	8.344263	116.53192	90.47519	94.32881	91.29127	113.9055	46.600895	65.7062	91.06287	108.121315	127.75939	114.93662	128.19592	128.1202	24.782242	124.67828	140.66681	123.100044	132.74869	122.07272	62.71407	116.42459	47.70192	47.187725	119.13822	95.83269	128.2704	131.51836	124.804504	127.677635	125.65324	97.62143	117.32274	122.079956	131.33469
G000325705	105.39847	121.43049	45.31478	99.34004	104.52388	87.274635	117.58613	119.99328	56.08072	112.73723	112.63844	108.265884	78.81007	101.79496	124.8289	106.60233	57.435394	53.652164	100.31912	54.071507	53.51811	109.95888	104.51325	113.80155	48.044113	83.14549	54.352413	0.0	108.93506	123.51469	87.51257	20.633705	102.76088	79.842224	86.72855	108.452736	108.16061	85.93072	107.882	105.39404	50.07082	103.72263	49.696568	52.230835	109.05238	100.615395	107.22487	47.987328	50.994934	105.73144	88.200584	123.41207	82.803795	113.8571	46.01271	37.426086	105.01437	123.37893	121.05403	56.189655	93.719284	51.417286	114.675446	93.68976	79.24191	83.96458	106.84369	49.744568	49.219597	87.67286	100.61825	117.13268	106.918816	119.13893	122.69753	52.528835	117.04313	120.348816	111.49438	119.043144	121.26488	52.211037	112.848885	47.650593	48.507034	105.91166	79.66618	117.946266	123.83842	120.77666	117.2447	116.25532	89.27116	113.188194	116.05296	121.27887
G000973725	104.96219	108.76424	112.1356	84.42323	82.94102	112.701485	107.89343	111.82465	116.89238	105.3007	102.80897	29.57603	104.54051	112.66672	109.83778	93.23228	123.67258	119.58245	86.021515	114.421005	113.73042	96.055984	27.776403	59.192657	108.38793	100.992516	114.146225	108.93506	0.0	116.378334	96.025276	111.357346	88.16446	112.5087	108.71449	52.995792	98.8707	108.376	50.76741	95.19289	108.80259	106.86721	112.647606	113.18921	90.08964	94.562164	14.347946	113.26656	108.492325	102.515274	109.24717	102.74466	103.3513	70.43761	107.86475	110.79909	19.282495	110.99683	102.76088	113.89598	114.69963	112.40874	100.86423	100.793	99.909996	101.54048	28.323486	104.43388	114.82576	104.41367	98.29777	105.68706	20.144524	106.88168	109.82046	112.23063	71.793465	114.05874	102.59115	111.41983	109.55795	117.89852	99.76144	110.50399	109.27097	94.66589	94.66935	74.761	79.31935	106.922134	72.16781	106.885315	105.42929	89.83494	71.45024	112.50431
G000374085	118.9875	20.810707	127.926895	100.14037	109.891266	120.07386	118.626236	22.955023	132.29831	118.730736	29.52603	113.64523	118.49172	121.9829	78.08026	76.66973	138.89256	134.49165	102.66113	128.4683	130.47075	106.33664	110.24874	113.59245	127.348465	116.01475	132.49562	123.51469	116.378334	0.0	114.479996	129.21057	103.05986	115.20711	115.22617	113.1504	69.929	121.48506	113.38609	102.93781	124.773735	120.773575	132.7283	136.7874	111.26762	106.60562	115.943596	129.64265	128.10008	38.018562	119.450356	20.798523	122.25531	118.41083	125.252014	119.82732	108.70161	20.424004	80.70614	134.27194	126.90275	131.0464	73.58817	122.84236	127.22594	117.01266	108.07846	122.73863	140.86876	118.87919	110.80913	76.14933	110.42499	79.72166	41.626053	132.14247	122.0871	91.91757	72.43195	20.4146	92.981575	139.84721	78.300476	124.29117	124.16342	107.02975	109.86205	120.35959	124.8591	40.34122	122.561195	74.32791	120.800514	117.463326	113.4578	7.2309628
G000331535	94.59793	113.8198	89.42777	87.73757	86.46487	81.94169	102.85355	112.51503	89.38966	101.76944	104.405975	101.15037	71.17655	60.85027	111.35139	101.05348	88.152405	89.12836	92.448204	83.58996	96.2444	94.84025	93.029434	101.185036	84.17678	34.48854	92.16918	87.51257	96.025276	114.479996	0.0	87.045876	98.11752	78.156006	80.31462	94.939186	100.240204	86.61102	95.98917	98.64484	84.06755	92.27161	87.41466	94.52736	101.36527	84.60957	94.15619	86.3095	89.94646	107.62434	87.15159	109.42984	79.36509	106.18983	85.43589	81.53943	97.20235	109.49679	100.768875	89.769035	62.60201	87.89497	104.94859	82.20562	77.98158	59.211136	97.558914	77.44894	87.1905	81.61565	82.57109	108.5763	99.24042	108.69455	110.833	92.43566	108.97948	109.41922	99.335556	112.26533	113.3968	92.521355	96.89669	84.52564	84.04406	95.53971	68.980255	109.196815	109.45897	103.30272	106.02854	110.368355	74.917206	102.21558	106.535995	112.667816
G000373245	107.50332	121.54193	49.94488	104.27945	103.91931	89.69622	116.081116	124.944664	56.959232	112.37541	116.14148	113.6115	83.81421	97.049416	128.10541	109.01072	61.87575	57.816387	108.491974	57.128086	56.99551	113.917534	108.16596	112.224754	51.03423	90.536934	56.806366	20.633705	111.357346	129.21057	87.045876	0.0	107.86669	82.44562	87.45615	111.92471	115.51844	93.61371	112.82167	108.20479	52.91798	106.08873	54.455723	52.538067	113.88961	100.73978	111.31921	51.603245	53.768276	109.96802	89.03064	124.282425	82.34508	116.32864	52.049366	41.277546	108.587494	126.04327	117.49415	59.040295	96.73274	54.562733	119.21868	91.55155	87.896576	87.82996	108.32474	50.908005	54.164062	89.61235	99.19748	111.39607	110.67532	126.08974	119.650085	54.68185	119.60973	116.165054	115.34452	128.15108	125.29321	57.32041	114.36864	50.667263	51.58328	110.541046	86.23568	123.967735	128.89139	120.25237	121.50038	116.51008	94.50023	117.65406	117.262276	126.87239
G900100765	105.036835	100.47415	110.07309	59.628513	76.39708	101.532234	101.98131	112.43705	111.95252	98.117165	88.67101	87.76668	96.87589	104.47954	108.709564	91.67755	117.17754	110.9736	89.408134	115.85017	110.517365	90.41072	83.5663	88.784325	104.21947	101.50314	113.83989	102.76088	88.16446	103.05986	98.11752	107.86669	0.0	100.625114	103.32819	84.310616	93.68712	102.94503	84.41694	87.79497	108.227684	101.28606	111.03194	113.83968	86.20417	91.12072	84.57752	109.69582	114.191025	95.88003	102.51788	105.18572	99.17035	92.924034	105.90337	105.37499	86.539024	111.368416	91.98157	111.39903	99.78527	111.911354	92.657776	100.473755	101.28617	99.10605	84.78061	101.916115	117.19728	104.21252	94.25141	98.08397	88.51886	103.58748	99.79352	117.04658	89.74616	107.97494	99.15803	111.213196	106.67923	117.43168	96.747375	108.735916	108.07632	94.83453	94.9521	93.4043	106.09275	99.4705	93.08105	99.42833	101.676895	83.074455	95.24146	105.37438
G001592935	107.91741	114.950935	89.55643	94.23031	99.81576	8.747433	110.272675	114.07738	94.11988	105.736206	110.06737	106.70805	69.7406	90.477875	116.6281	105.938	94.40658	89.830055	104.36119	94.5186	90.90078	105.14093	101.72598	107.893	82.076904	82.40683	90.52291	79.842224	112.5087	115.20711	78.156006	82.44562	100.625114	0.0	6.5261455	107.22876	102.02517	43.473038	102.18911	100.53951	84.02773	99.255104	87.460815	89.901405	105.03656	93.27007	106.53385	89.07197	88.99003	111.500374	7.7248597	117.39282	36.203205	110.14546	83.15323	84.756325	102.63182	117.618126	109.180534	95.99584	86.93405	92.48895	107.91457	44.71917	42.768898	84.6696	103.180664	83.27257	88.091354	69.67938	94.3992	112.80982	104.42798	114.04383	116.82887	94.02377	114.949814	118.50964	103.0763	115.29301	120.90294	87.74967	111.669785	83.871445	83.73914	103.01403	78.274796	114.88426	118.11081	112.6003	114.28219	114.18943	85.24645	106.56321	108.28658	119.052734
G001593005	100.670715	112.23243	86.81096	97.98279	102.210396	4.487121	109.0673	119.81112	92.7437	110.10311	109.43439	104.88072	71.17477	88.89901	114.161835	103.19543	95.050415	90.15459	102.03008	92.29167	90.34361	105.033394	100.432884	107.417725	86.466835	82.140854	91.63479	86.72855	108.71449	115.22617	80.31462	87.45615	103.32819	6.5261455	0.0	102.87185	102.051125	38.84894	102.39272	100.36645	85.15105	97.92119	86.33027	92.31934	106.78205	95.99605	103.229744	90.6678	89.35586	108.19755	3.358247	113.8476	40.17096	108.11874	86.26298	84.523506	101.17711	118.6402	103.60736	96.80971	90.35244	90.432884	100.77433	39.893845	40.828922	82.20988	102.356094	85.28372	92.138695	68.511246	88.79114	110.433525	102.76975	113.99045	115.106064	89.87157	112.64125	120.01144	103.296555	117.2751	118.09417	94.376816	104.31593	85.58468	85.11513	104.28448	80.0901	116.41173	116.194885	108.75849	117.98372	110.73523	87.641426	109.68196	107.94499	120.399956
G000473365	101.860435	105.48247	111.86009	80.918755	83.19473	103.295334	108.63651	105.77077	120.43404	102.060005	98.99887	53.111576	97.149216	102.76685	107.21679	92.8671	122.96799	111.121574	92.65076	121.86954	111.85797	95.70179	49.56129	47.276325	110.30997	102.71788	125.69186	108.452736	52.995792	113.1504	94.939186	111.92471	84.310616	107.22876	102.87185	0.0	98.42631	102.23751	42.853275	92.1021	109.47102	114.686554	107.64996	113.26686	89.20386	92.73356	52.46663	110.440056	112.20794	97.9482	101.76846	106.80316	105.822655	67.59413	105.69469	105.528275	51.4294	107.5028	100.555695	116.73637	108.279205	114.95468	98.3708	108.52976	107.53266	100.75051	52.00311	114.35879	111.95858	106.2211	96.47844	104.69204	52.73062	107.961876	108.895584	113.6758	71.40941	108.85677	99.19556	106.98766	107.22989	116.608696	97.35384	109.52264	108.9302	96.98612	96.994026	73.37196	72.99165	105.97736	71.2935	104.82387	106.59319	93.427635	66.752174	110.394226
G000482465	111.6386	62.237816	108.97201	85.756386	90.387924	110.59305	111.711044	65.7527	120.06922	108.02913	59.456276	98.38078	108.31666	110.658875	55.8562	62.59342	126.48882	121.01989	89.46459	117.28169	112.703285	95.64787	96.15219	102.347084	111.37536	102.6558	118.263176	108.16061	98.8707	69.929	100.240204	115.51844	93.68712	102.02517	102.051125	98.42631	0.0	108.47159	94.159744	94.2781	113.46461	105.93747	115.877716	117.65423	100.43516	95.91791	97.08354	118.097565	111.32287	55.922947	107.4929	62.200718	110.25961	102.72985	110.396965	115.230125	99.36797	63.9043	64.301346	123.325714	108.09143	112.91251	61.711693	112.63747	107.23076	100.45735	95.48305	112.11468	116.8646	109.788216	95.98749	55.031193	101.84844	54.728374	64.15526	111.18562	104.83057	78.58396	18.182785	64.93545	80.75505	117.47705	64.09618	116.594154	114.563866	96.591064	99.94855	109.11468	114.27383	60.7166	109.933334	52.319992	106.448685	103.158424	107.372536	65.314575
G001747105	100.21538	122.523544	90.64688	98.05416	103.33003	45.90347	108.87124	120.360535	93.05906	110.76104	117.35026	103.96555	76.49642	95.30851	119.95072	106.94221	96.09515	95.64595	106.302795	95.84186	89.40573	108.71432	105.54262	106.42891	87.064415	85.74622	90.978195	85.93072	108.376	121.48506	86.61102	93.61371	102.94503	43.473038	38.84894	102.23751	108.47159	0.0	106.990364	104.3177	87.63827	106.22692	90.502045	97.80064	109.08744	99.671326	103.14517	93.2134	87.33201	102.05638	42.445328	112.66798	17.514471	113.3734	90.82615	85.60023	107.65418	114.78204	108.88543	92.30631	93.839676	92.73826	103.68672	34.250507	32.543026	72.549835	105.635185	96.09003	97.31943	70.44259	92.316666	114.504974	108.975235	122.17571	118.65867	83.58731	115.25992	119.70196	111.96247	118.148125	125.70321	96.59703	106.32866	88.44495	87.86272	108.96428	86.839714	116.3929	121.20339	114.2314	120.63984	116.24872	87.36581	114.296135	114.21332	128.01924
G001647285	105.16094	109.465836	110.95263	82.20408	86.03898	101.67728	104.015816	107.418274	117.37375	102.86009	104.08	55.41313	92.574585	111.964714	105.56172	93.22716	125.26668	112.64196	86.387344	111.07602	111.38267	93.30742	50.75796	22.100506	103.691696	100.80487	115.95928	107.882	50.76741	113.38609	95.98917	112.82167	84.41694	102.18911	102.39272	42.853275	94.159744	106.990364	0.0	96.48164	105.903984	107.670074	109.5969	111.5716	85.79067	91.49024	54.607777	107.27356	119.30481	94.95428	101.36446	111.90379	110.627014	67.16887	107.36186	109.52996	53.06971	105.66093	102.6283	120.49365	110.36599	107.32127	95.54848	98.53359	104.03033	98.2677	51.920105	110.060646	112.61779	102.27177	97.70052	104.992775	54.95306	106.42759	108.066246	112.38486	69.54288	101.78228	95.09968	109.49212	107.08074	113.17907	98.9103	106.57199	105.64981	94.45449	95.61169	75.27926	79.65454	103.36988	70.09238	106.519066	105.27007	91.11737	70.162865	109.7402
G001890965	102.21205	100.33586	113.646614	85.78675	89.33242	99.484825	110.97935	102.17602	119.335815	107.03507	95.17398	95.36503	109.52659	107.197495	100.18691	86.46347	119.32946	112.00437	72.45835	117.260025	109.66906	20.414255	92.215385	94.90873	110.514015	103.3547	111.75754	105.39404	95.19289	102.93781	98.64484	108.20479	87.79497	100.53951	100.36645	92.1021	94.2781	104.3177	96.48164	0.0	110.16262	102.34421	113.77193	112.38591	99.8439	90.93738	95.48819	107.596756	113.05587	96.0458	101.53556	102.9705	101.268394	100.94865	109.66231	109.1505	93.249275	105.46355	92.27817	112.25504	109.59325	108.73192	92.20249	110.70027	108.37383	91.20016	91.60619	107.951096	115.62066	102.53828	91.66548	100.26385	94.76075	98.61523	104.17899	107.99258	103.91332	99.724236	91.28801	111.29478	103.85061	106.94961	93.76765	108.6923	109.10886	64.09388	96.77471	106.06124	108.414085	100.41704	108.123955	99.58965	103.40997	93.44324	99.97383	101.73299
G900107465	108.07281	121.58118	53.367752	103.20395	103.02826	88.715546	113.12147	125.87796	54.60232	110.85099	119.00298	108.667885	82.34029	96.33418	121.82601	107.52677	48.769993	47.077515	107.03965	45.604874	44.82996	106.69704	105.47389	111.900986	26.259062	88.66943	47.4978	50.07082	108.80259	124.773735	84.06755	52.91798	108.227684	84.02773	85.15105	109.47102	113.46461	87.63827	105.903984	110.16262	0.0	106.591995	41.908615	56.45525	111.14844	101.25164	107.80632	43.648754	37.808903	112.34213	87.030396	122.85602	88.77547	117.497	36.351295	49.35685	108.97641	123.25182	115.19769	48.435997	95.24565	46.219086	113.10725	88.27057	89.21623	87.538376	109.623505	32.28433	54.375954	86.00186	91.95548	118.27172	110.76564	120.637115	125.15418	44.435986	119.6176	123.305214	111.01452	124.8581	123.66663	59.82393	112.81582	1.1083407	0.31584927	112.1737	85.728584	121.94082	123.86446	119.53663	125.78827	119.436516	91.77572	111.086975	118.80305	125.90568
G000812565	19.734129	119.33323	114.28831	102.981514	99.72496	104.628426	110.59175	127.176544	118.9389	109.559204	116.902565	110.41364	99.85162	106.95048	121.44758	106.50413	117.57202	112.435875	105.853035	117.71576	107.40914	109.824554	103.57991	109.67058	99.73395	95.26812	116.229675	103.72263	106.86721	120.773575	92.27161	106.08873	101.28606	99.255104	97.92119	114.686554	105.93747	106.22692	107.670074	102.34421	106.591995	0.0	114.617134	111.31911	112.19172	95.87995	106.54844	109.74096	112.37851	114.3224	105.4353	120.09453	103.62792	113.41229	107.713715	114.79719	106.990616	124.421936	111.420654	112.72384	108.11209	113.88169	111.56665	111.34565	106.73694	101.603226	106.84964	100.75262	111.72935	107.83072	68.26665	123.76257	108.46873	122.1583	122.95018	117.38778	115.00389	117.116066	102.548515	126.3463	117.16099	114.48271	110.074715	106.65575	106.598236	110.64527	94.49962	120.70764	123.176346	118.98388	118.54282	115.736664	102.844444	108.144005	112.236206	118.77881
G000429425	110.41747	125.389824	57.667305	103.61175	105.066216	87.79595	120.0316	127.90834	57.26441	114.82868	119.394806	112.43907	93.833855	101.58779	128.2374	116.31659	29.448454	18.043055	106.243416	31.246231	27.642736	117.56026	109.462204	112.40894	46.998623	94.71521	33.64723	49.696568	112.647606	132.7283	87.41466	54.455723	111.03194	87.460815	86.33027	107.64996	115.877716	90.502045	109.5969	113.77193	41.908615	114.617134	0.0	61.049374	117.67167	100.85507	108.452675	22.659468	45.654144	117.74099	86.802	126.71423	93.05142	119.43239	44.85461	54.19119	114.30272	126.91239	118.18802	26.8583	95.94976	27.632248	114.73415	88.68035	87.2281	96.2089	110.4571	40.861805	57.260887	100.94573	88.14202	119.80498	116.24504	124.56954	129.61092	27.151936	121.37322	126.397095	116.58682	120.83923	121.68671	66.57115	114.8183	42.63231	42.000103	113.77984	89.47993	124.6288	128.28148	121.32714	124.91194	124.736305	94.22107	118.797874	118.802734	133.10442
G001050135	113.2784	125.24164	38.45462	106.044334	107.75836	92.31754	119.49837	127.83415	62.762005	121.63369	122.15771	117.11299	89.88404	105.34059	130.5493	119.80987	66.40047	63.75632	110.50309	61.29171	61.167625	115.26926	109.19056	113.37202	55.34726	96.215096	59.43388	52.230835	113.18921	136.7874	94.52736	52.538067	113.83968	89.901405	92.31934	113.26686	117.65423	97.80064	111.5716	112.38591	56.45525	111.31911	61.049374	0.0	119.912315	105.114296	111.76823	58.180256	58.237076	117.49525	90.507645	123.047104	93.23379	124.327255	56.94141	50.20344	116.17011	129.596	121.8824	64.19661	104.77736	59.796986	116.69823	92.72939	89.85586	96.68894	111.37524	48.844765	12.538169	94.383026	101.00628	124.17193	119.15473	130.18007	128.54887	60.841805	124.08312	132.21822	122.66498	131.09673	128.21593	10.452692	113.25262	56.125263	55.73525	117.98552	94.07527	127.17515	134.47293	123.072365	125.9435	122.669014	99.40922	117.23943	127.05676	129.28479
G000014145	110.72501	107.83512	115.79571	80.08188	58.264378	107.767685	109.87831	110.77652	114.36754	107.317184	106.81601	90.442825	107.12509	107.539154	112.021454	98.271866	122.212296	119.57851	93.519356	116.67478	111.434746	100.1783	88.50135	91.39038	112.25969	100.10285	116.75671	109.05238	90.08964	111.26762	101.36527	113.88961	86.20417	105.03656	106.78205	89.20386	100.43516	109.08744	85.79067	99.8439	111.14844	112.19172	117.67167	119.912315	0.0	96.4079	88.83023	113.75927	111.6069	95.266205	104.0836	106.359184	108.81483	96.959694	108.09498	104.47254	90.190956	107.64903	101.246346	114.41841	113.417816	114.51143	94.51087	112.77281	109.9263	98.864174	88.441605	109.51509	117.22636	108.40582	99.48357	111.27395	91.629326	110.56628	107.480675	118.238686	98.045044	111.355896	105.989716	110.165344	114.368675	122.15314	100.1382	111.77589	110.94915	97.08711	99.72816	100.812706	106.87389	108.42682	102.904045	107.820145	105.19949	12.063758	98.3983	112.88895
G900113045	97.25781	106.25924	107.29282	85.368576	88.44419	97.56794	77.60787	106.56098	108.73572	76.24571	100.6294	94.31214	87.493484	96.86624	108.213615	90.17297	111.86096	104.97147	85.867485	105.53378	103.62695	91.4853	90.812225	94.49309	98.11535	91.941345	108.03084	100.615395	94.562164	106.60562	84.60957	100.73978	91.12072	93.27007	95.99605	92.73356	95.91791	99.671326	91.49024	90.93738	101.25164	95.87995	100.85507	105.114296	96.4079	0.0	93.032326	102.58414	101.56662	96.539055	95.595055	107.62677	95.14298	100.207855	95.211426	103.207695	93.02918	107.39038	97.91147	108.354195	99.00781	104.2434	93.09945	102.30846	99.955124	90.23213	91.288025	98.69921	102.60384	95.40456	86.628044	102.886246	94.58524	104.762184	105.73161	103.52832	104.15349	109.48467	96.04402	109.92398	104.82494	109.90928	95.789635	102.21421	101.45182	96.12737	88.69267	106.54302	107.09896	103.23283	104.26765	102.11595	95.58131	97.3734	101.13566	109.56324
G000472485	104.62025	110.08028	106.83357	80.45577	82.15107	108.59572	107.01952	109.5714	109.71345	101.48318	101.0744	28.715572	104.25774	109.40893	109.25502	94.21201	119.15492	113.24313	89.15577	117.06632	113.81431	95.30791	26.462086	56.058197	104.32663	98.11622	119.25065	107.22487	14.347946	115.943596	94.15619	111.31921	84.57752	106.53385	103.229744	52.46663	97.08354	103.14517	54.607777	95.48819	107.80632	106.54844	108.452675	111.76823	88.83023	93.032326	0.0	110.71556	117.1153	99.006424	104.19591	105.961205	104.72719	67.66985	113.42546	108.14775	17.736372	107.495995	99.53306	113.61594	108.27109	116.29623	96.62063	108.26182	102.65267	105.97273	26.213388	106.329544	109.51772	107.13001	97.60875	102.44918	18.945625	104.48765	108.61949	108.10303	68.60491	106.71053	98.36758	106.89719	113.90801	114.76071	97.150925	109.777565	108.46269	94.93612	95.92908	72.292435	76.92007	101.43008	74.848976	105.413704	98.87112	90.43419	67.22093	113.38345
G000429465	110.26416	121.30141	56.124443	101.98718	110.95932	89.919655	114.972206	127.157364	57.779903	114.38214	120.57243	113.2157	85.32447	100.10129	123.320145	120.34513	23.205698	24.4038	102.876205	31.146904	26.954407	117.23774	107.64397	113.41885	42.61928	92.20354	30.899216	47.987328	113.26656	129.64265	86.3095	51.603245	109.69582	89.07197	90.6678	110.440056	118.097565	93.2134	107.27356	107.596756	43.648754	109.74096	22.659468	58.180256	113.75927	102.58414	110.71556	0.0	47.41721	116.90467	91.225204	123.19155	89.425125	117.63865	44.666092	49.47535	111.927055	127.61635	120.911644	21.784506	98.03651	28.257732	116.07117	90.478035	88.82202	89.70177	109.26786	39.16136	58.704193	72.92446	101.63724	121.16549	113.905	120.704185	126.52866	27.224379	120.99904	122.42503	110.39817	128.71024	138.4283	56.500195	119.92284	41.09994	41.978596	112.93434	85.43709	123.30678	129.20255	120.40919	123.903885	120.01106	90.51763	114.5193	117.074104	127.09368
G000330725	103.92339	124.412384	50.71302	102.7081	104.91219	90.725784	117.83433	126.96524	58.594635	116.792984	122.717415	113.06575	83.996086	101.98682	123.11719	114.57405	53.13046	44.462368	105.32593	51.99984	48.014828	117.45959	110.79531	114.466545	36.447807	95.14395	48.1953	50.994934	108.492325	128.10008	89.94646	53.768276	114.191025	88.99003	89.35586	112.20794	111.32287	87.33201	119.30481	113.05587	37.808903	112.37851	45.654144	58.237076	111.6069	101.56662	117.1153	47.41721	0.0	119.54439	90.82197	124.169266	83.3213	121.61268	24.093632	52.53614	111.260414	127.972374	113.04459	47.99741	100.483315	48.27179	113.14366	88.77414	89.83148	82.11487	110.02057	27.893087	63.0656	88.4153	98.205414	125.472275	112.67067	124.49956	124.94823	48.002205	127.558525	136.78355	118.76297	129.35919	135.84322	63.62186	112.10353	36.076523	36.532608	109.843185	88.909134	125.498726	130.62328	121.86218	124.84152	117.69844	95.14358	118.15854	117.83052	129.84149
G001870735	108.12201	36.376396	116.87425	90.157646	96.59367	113.16989	111.365456	37.300858	125.52018	107.27802	31.294281	97.14137	104.87529	108.524635	66.428665	67.80517	123.566795	121.90116	93.18188	120.25752	118.574	94.7156	96.159615	102.24829	112.02603	100.91017	119.73547	105.73144	102.515274	38.018562	107.62434	109.96802	95.88003	111.500374	108.19755	97.9482	55.922947	102.05638	94.95428	96.0458	112.34213	114.3224	117.74099	117.49525	95.266205	96.539055	99.006424	116.90467	119.54439	0.0	110.17563	36.02504	106.93223	103.71281	113.86883	108.28212	97.62539	38.973747	63.870327	120.48928	111.78417	118.849396	61.680046	107.28522	108.49988	103.20858	99.15981	113.58981	115.70365	111.48054	102.41094	64.157875	99.353806	62.48459	37.204433	112.859436	101.970116	80.74622	55.942104	39.180775	85.15278	126.91873	64.12674	114.16654	112.85137	92.61753	102.415924	108.84451	112.525795	33.173737	112.41335	60.58237	106.6654	102.78335	103.64239	40.495613
G001267955	107.9752	112.559425	88.44087	99.03818	102.65373	3.3386247	108.123535	121.179955	96.84488	109.87533	110.94738	104.03078	70.60915	93.033005	117.266754	102.79965	93.48421	90.6053	101.548996	96.03402	91.014496	105.86789	99.571976	105.703575	87.65934	84.500496	93.32578	88.200584	109.24717	119.450356	87.15159	89.03064	102.51788	7.7248597	3.358247	101.76846	107.4929	42.445328	101.36446	101.53556	87.030396	105.4353	86.802	90.507645	104.0836	95.595055	104.19591	91.225204	90.82197	110.17563	0.0	115.7963	43.325596	110.53908	88.00625	85.73049	101.33678	121.72326	105.21683	95.0038	90.466606	91.51246	105.08282	42.82565	42.55166	83.66582	102.93653	86.30681	91.35813	70.63403	92.329475	115.149734	102.84048	118.07537	117.06876	91.60906	114.71027	117.250046	108.14339	120.43351	117.222084	93.75618	107.13718	87.48401	86.90741	104.63831	82.83306	115.58573	119.15278	112.36852	117.829216	113.600464	87.61907	105.89454	110.6094	124.78335
G001898575	118.13737	4.995643	121.61289	100.62806	102.00423	118.005554	116.0198	19.232986	130.56831	118.49907	25.970661	105.47757	110.69706	120.674515	73.41092	76.92729	130.9849	128.07	96.77129	124.9087	122.87978	105.44974	101.72639	112.00431	126.03716	109.07411	126.3562	123.41207	102.74466	20.798523	109.42984	124.282425	105.18572	117.39282	113.8476	106.80316	62.200718	112.66798	111.90379	102.9705	122.85602	120.09453	126.71423	123.047104	106.359184	107.62677	105.961205	123.19155	124.169266	36.02504	115.7963	0.0	112.10163	110.04758	127.0335	121.54658	104.43059	17.802969	73.46938	124.24486	120.2225	124.52686	69.60477	114.75111	115.18394	107.95968	104.28439	118.894684	130.31723	115.3036	107.3129	67.50082	106.42499	74.26401	39.5232	123.55189	111.85333	91.11518	65.84312	20.263391	96.1994	126.98011	67.83548	123.237175	122.59781	105.26103	108.701706	117.42058	118.96994	35.83611	116.06773	67.82941	116.629395	107.12993	111.73616	21.713173
G001747095	109.06463	118.38086	92.70807	99.69765	90.68529	46.67309	106.885925	116.02003	99.40982	108.524475	112.13041	103.93246	78.04874	87.548904	117.617424	104.2543	96.57487	93.190384	105.42394	100.44915	90.863945	105.91171	102.6816	106.252594	85.90526	80.12961	95.63075	82.803795	103.3513	122.25531	79.36509	82.34508	99.17035	36.203205	40.17096	105.822655	110.25961	17.514471	110.627014	101.268394	88.77547	103.62792	93.05142	93.23379	108.81483	95.14298	104.72719	89.425125	83.3213	106.93223	43.325596	112.10163	0.0	110.078476	84.812	88.930466	104.91293	117.62979	109.29643	88.31376	89.50593	100.156136	109.87107	30.327589	32.651035	86.36629	100.75391	84.58499	91.23493	66.6889	97.754524	112.92909	106.67115	117.53771	119.888214	91.31868	115.69848	109.73918	113.40425	117.670135	121.351555	91.50717	112.312035	88.96554	88.78415	101.896614	83.23397	116.83401	117.83737	113.35532	115.29133	114.09245	86.55031	108.23699	112.39555	123.60386
