	G001603925	G000397885	G001799925	G000020145	G900142455	G001799775	G001799975	G001462235	G001799795	G900143015	G001303705	G001875255	G001918595	G001799915	G001802045	G001577125	G001800205	G001302835	G001799745	G001784175	G900129735	G001603905	G001780165	G000010305	G000980745	G001304255	G001873075	G001800495	G002011675	G001800455	G001303225	G000146065	G001800425	G001462255	G001799565	G001800525	G001871115	G900142465	G000146505	G001577185	G001412425	G000474745	G002010615	G001800355	G001462305	G001603875	G001780795	G001789275	G001462245	G000404745	G001871125	G001304335	G001800635	G001045525	G900142545	G001799575	G001919145	G001462225	G001027545	G002010635	G001800015	G001800565	G001800475	G001780825	G001780805	G001508575	G001577135	G002011635	G001462345	G001800315	G900142505	G000980735	G000024665	G000980765	G001920195	G900142485	G000402415	G001777945	G001800095	G002010655	G000695095	G001304185	G001800235	G001800245	G001462315	G000522985	G000494005	G002011615	G001800325	G001303785	G001800375
G002011675	255.91121	214.91806	247.38533	265.65695	257.91562	251.59937	251.39804	247.11844	260.07303	253.412	191.62079	250.57329	238.55344	255.00308	235.53732	232.1731	229.5567	203.21936	253.38565	249.81227	261.4959	253.00035	224.4725	246.03958	171.32404	204.19077	245.55473	259.8567	0.0	230.54053	181.0793	229.0339	230.60588	245.91054	253.30179	228.75758	256.80386	253.5564	253.22293	233.38654	225.56729	261.04782	192.06326	228.00874	252.92175	242.83014	225.3136	238.77676	243.18994	224.33202	248.27803	199.37808	230.67583	249.42392	254.60286	251.05675	239.98714	252.60793	242.89424	112.84238	239.46555	229.42142	225.83574	213.16212	220.93008	211.79904	230.8759	69.71152	242.83014	224.41238	255.22638	169.60376	253.21677	166.41786	235.52017	252.9134	231.06447	195.71176	244.16908	16.875309	239.20175	193.08382	225.5738	251.94308	255.91121	234.1275	230.97173	114.09877	258.54657	179.41467	245.10487
G001800455	239.00624	217.93095	142.77467	189.9246	232.92401	171.44542	141.47311	227.1739	184.85422	241.75404	193.22789	223.76836	225.01619	176.6904	214.10382	220.5752	9.78433	197.22787	174.2331	212.14201	241.71864	239.83655	208.34363	225.22974	243.29622	245.53351	232.4593	128.8518	230.54053	0.0	220.15207	223.30014	8.420795	220.2455	177.30612	66.41993	182.95837	236.34995	237.61325	216.36707	218.77809	232.72527	228.34517	64.84093	239.76253	229.67307	209.89253	221.57745	238.04648	222.12186	124.03853	199.5139	130.28111	217.15211	240.7882	170.90123	214.25894	231.97641	106.17389	224.05954	168.66537	130.32883	2.484063	196.91267	198.95088	223.80305	221.71654	239.86205	229.67307	3.2266467	238.75531	236.06288	238.01996	247.69029	211.09953	244.36986	222.29211	201.99883	145.31485	225.69875	224.22119	193.48518	2.6737115	178.31396	239.00624	213.69638	222.30367	218.73116	133.81203	220.65674	174.02104
G001303225	241.66313	209.99237	225.30835	247.71634	236.91922	231.34982	229.85104	232.489	238.64076	241.66185	173.05667	237.80922	232.6358	235.74951	221.51227	229.3303	214.87659	180.32721	233.95226	231.99588	246.31628	244.33069	212.43507	227.2312	195.21617	73.270584	231.01402	237.4771	181.0793	220.15207	0.0	228.24492	218.14215	228.41772	236.75995	213.25119	245.5938	238.86304	247.73825	235.10602	229.95422	230.72322	168.53825	215.77261	244.05978	226.77931	215.89366	208.81711	230.7013	209.82207	210.77248	194.01332	210.92464	214.98209	246.35254	231.67712	232.66327	237.93486	232.3212	174.63222	239.71542	202.17738	213.67519	201.37468	209.46112	182.74525	197.72252	208.32086	226.77931	210.5227	244.6438	194.9926	248.28058	201.07408	205.70518	237.07152	225.16695	183.52751	228.06004	181.39842	228.9165	175.64685	214.83966	249.9222	241.66313	217.44107	225.1529	171.86758	233.31093	56.30018	240.63739
G000146065	250.01422	135.45955	230.92159	242.14484	235.38747	237.84637	230.44147	224.17343	248.58353	247.06783	196.77446	238.28192	227.0677	243.52539	221.78712	111.23607	218.20717	208.71524	245.89384	241.73233	246.9349	241.06195	207.53842	230.87248	246.41739	228.59631	244.83026	232.49799	229.0339	223.30014	228.24492	0.0	220.398	217.57758	246.68184	216.72302	241.5376	242.32895	245.37785	110.39212	105.204506	244.11055	229.3967	215.70274	240.67618	233.53688	209.25085	213.8156	225.2127	133.74217	214.66591	204.89543	219.57057	218.21928	240.59416	237.73973	223.38719	241.24304	242.51085	220.39198	237.03267	213.01448	215.08623	204.03073	205.5549	237.688	147.44505	239.93584	233.53688	212.45114	243.0258	241.91943	245.62668	250.2417	216.92963	247.63503	112.458694	205.31313	227.17107	240.76054	226.30232	200.27666	217.06378	240.2862	250.01422	217.70139	112.487495	230.95677	232.7825	223.3382	230.83762
G001800425	240.37685	202.77312	141.99435	180.43715	234.92444	172.53612	137.64275	228.68153	177.7114	239.40413	192.45882	228.15056	226.53172	181.06267	221.71588	221.692	5.949608	200.81628	171.14163	216.84344	239.03262	238.02702	204.8088	223.11058	237.96078	228.8501	238.42322	128.17284	230.60588	8.420795	218.14215	220.398	0.0	223.67935	179.03839	62.636017	178.08969	237.68004	234.98878	218.36646	213.18048	227.32254	229.38158	66.30504	238.46524	227.966	200.73834	209.32878	229.97644	206.63763	126.24105	198.9101	132.50491	214.53537	243.45363	172.89403	220.16243	232.48938	105.202805	217.82878	164.2874	132.7263	4.512284	204.96837	199.97913	219.52025	216.13432	233.69884	227.966	5.3199024	239.60638	233.09894	235.38594	244.33975	206.21967	241.37524	221.62103	195.32138	143.64415	221.82419	224.40387	189.63783	4.505677	174.49574	240.37685	210.95007	221.65068	212.75005	123.34474	225.91563	173.51859
G001462255	200.89781	211.7455	232.60272	247.27644	191.4421	233.86078	233.42581	195.48326	247.45392	198.0136	201.76712	241.84035	227.59526	239.13531	223.42438	222.14279	221.11278	203.51302	248.58008	232.19073	194.54607	200.88622	206.07927	240.6713	251.3837	241.24411	195.48193	230.71123	245.91054	220.2455	228.41772	217.57758	223.67935	0.0	243.46428	220.92523	246.91153	197.3667	198.98709	231.6514	227.7322	128.07176	237.0715	215.83527	200.74437	186.23132	210.00642	155.53656	197.90285	217.7746	218.089	219.55916	219.94406	70.754555	194.41214	236.29668	209.51614	178.5764	231.34488	234.14017	233.62662	214.84256	214.97913	203.01797	210.31804	231.64313	224.32585	244.55792	186.23132	212.04657	199.0125	244.05475	199.36386	255.63599	215.35172	195.93362	225.41794	204.88167	230.43404	224.24472	218.04129	208.37202	217.84601	244.8721	200.89781	214.66638	225.38795	224.73106	237.76149	212.20523	232.12686
G001799565	257.4075	235.46796	194.36296	136.10631	254.98276	61.31385	191.61966	243.84534	59.446507	263.43375	217.44061	252.87535	247.33148	1.5966707	243.47202	243.80156	182.08887	217.91707	2.483762	234.06671	264.42966	265.575	229.31474	245.4521	263.75574	267.537	254.04073	184.73846	253.30179	177.30612	236.75995	246.68184	179.03839	243.46428	0.0	179.32593	58.354336	259.59967	259.70932	239.43765	241.24455	257.19623	248.48637	179.85777	263.7552	251.89986	228.27321	234.89584	250.05591	237.49817	190.15347	225.40541	177.52274	230.42043	261.6706	59.142994	238.76414	255.1496	194.7383	238.35413	151.8379	175.76152	180.8726	218.81325	230.18063	248.81276	242.91342	266.9534	251.89986	181.14595	258.1869	260.08618	260.0427	267.14697	233.66974	260.22125	240.62866	227.23253	193.36925	245.53758	245.32542	216.29724	181.15994	61.46203	257.4075	236.84988	240.65508	242.67162	186.9124	235.1883	62.824677
G001800525	239.65132	207.47006	139.04817	183.71068	230.67554	171.8886	141.0189	225.00192	181.93005	232.51035	193.14273	226.61513	218.90569	181.67615	222.37857	217.2386	62.315792	196.22305	176.33765	213.69382	233.3652	237.27144	203.68419	220.0702	239.73212	226.7492	236.12305	122.410034	228.75758	66.41993	213.25119	216.72302	62.636017	220.92523	179.32593	0.0	181.10304	231.54254	235.56718	218.23495	211.17189	228.46803	224.49957	2.1533642	238.34035	224.91992	205.76953	205.45937	227.61469	209.43823	119.32294	205.9302	131.0882	217.51108	247.51468	172.39575	224.10919	223.55434	103.7259	219.36818	164.81168	130.75659	62.066906	199.18199	200.24565	221.70297	219.7964	240.50612	224.91992	61.31126	233.85051	232.2103	235.98473	241.73563	206.09381	234.56648	224.729	197.57146	144.3018	218.40239	218.99394	186.48915	63.752743	173.35165	239.65132	210.78963	224.74673	216.13536	118.07344	215.74135	170.22806
G001871115	266.5716	238.34184	192.1293	141.40266	258.88068	63.397392	205.45284	255.95026	36.84619	264.9289	214.96465	242.39944	237.02234	58.26822	239.03351	242.70709	181.8217	222.29762	59.00774	270.48907	255.96182	267.79947	237.3154	262.37082	265.23352	255.04694	273.99164	188.56923	256.80386	182.95837	245.5938	241.5376	178.08969	246.91153	58.354336	181.10304	0.0	262.62274	264.84662	241.09456	248.57727	249.9193	252.53894	182.0863	266.6783	255.211	243.21028	243.77792	253.31767	239.2571	175.75558	228.01575	185.80574	241.71867	263.6479	61.41249	239.24434	271.25742	190.20776	244.4286	144.71887	182.1569	180.55147	211.96925	219.09587	253.87889	253.84471	261.09808	255.211	179.78242	263.4395	269.9654	265.23123	272.13922	234.36356	262.1331	246.87926	227.62881	189.97879	253.09425	250.7219	211.37605	180.84534	64.964836	266.5716	236.89809	246.91885	246.11166	182.43199	240.88863	63.869778
G900142465	29.168839	232.87328	250.13795	269.85623	53.971172	252.49562	245.59108	101.56171	263.03528	27.335396	216.15477	252.81087	237.83708	265.2623	227.65031	247.49586	235.1889	220.73012	261.20477	253.57446	27.815546	29.502886	223.31235	247.71349	264.24768	256.317	67.570946	246.87164	253.5564	236.34995	238.86304	242.32895	237.68004	197.3667	259.59967	231.54254	262.62274	0.0	27.676567	244.6066	225.2314	207.53226	247.0938	234.80128	28.829304	61.015564	229.2459	184.94418	104.50711	234.71802	230.9089	221.6606	235.73592	190.16962	29.063414	255.29205	239.6212	108.00814	243.97632	247.13391	246.8897	234.82986	234.74634	220.18358	223.16629	239.02452	239.8655	263.3847	61.015564	233.40277	0.83415246	259.81033	27.887909	268.60852	230.25945	26.880817	243.45197	217.09961	247.19853	249.73076	243.63211	220.116	235.67612	257.33804	29.168839	233.5977	243.43666	244.73178	238.70235	234.83118	251.53677
G000146505	23.54657	227.7344	248.65123	270.73663	57.148293	257.9585	240.48721	102.395485	269.4478	4.8455343	217.30704	264.01086	242.87231	266.173	230.57025	245.4888	235.00536	225.15826	260.5558	261.27884	22.221848	24.048536	233.40694	247.2807	266.5795	260.85422	72.66339	248.3747	253.22293	237.61325	247.73825	245.37785	234.98878	198.98709	259.70932	235.56718	264.84662	27.676567	0.0	240.13445	241.12994	214.20023	260.2661	239.19434	23.428167	63.514397	227.5281	188.03032	104.81648	237.72441	241.73409	226.52025	234.70192	189.97998	23.176558	261.18185	240.24934	111.2855	247.45413	246.20287	257.59818	234.23148	235.21404	226.20218	225.74812	249.36165	245.74445	263.21915	63.514397	234.41351	27.033155	263.93668	0.008946523	270.40872	232.16348	4.5530486	250.89594	228.2189	246.12225	251.0009	244.88324	219.92697	235.2784	259.21518	23.54657	233.65607	250.8713	245.44212	252.26628	242.63885	255.04076
G001577185	241.8861	127.32591	229.9815	250.06308	240.6103	236.1776	229.41235	223.40125	243.16927	244.2151	195.62	233.71504	220.89647	237.19977	217.90144	4.5943933	219.34386	203.14182	241.74483	237.31987	240.40334	242.08646	207.41066	228.07047	242.33215	228.66922	238.7894	236.86882	233.38654	216.36707	235.10602	110.39212	218.36646	231.6514	239.43765	218.23495	241.09456	244.6066	240.13445	0.0	71.056145	234.79497	227.30508	213.14977	242.33759	226.3106	211.00484	213.57698	233.40286	135.19508	233.28017	212.71619	216.78217	223.67421	235.5901	236.46931	220.2183	237.69897	226.43695	220.37683	234.83937	209.09285	213.1361	201.71167	203.80162	218.18439	138.82195	231.49614	226.3106	211.62927	243.13007	244.07568	240.41187	248.03802	213.69547	244.40782	70.01059	207.23691	227.98927	248.0509	227.93243	200.0945	213.07576	238.37274	241.8861	214.81729	69.96496	227.85915	249.4025	222.90804	232.66006
G001412425	239.9096	125.100586	230.3961	244.85217	230.22955	224.02841	234.16907	234.6223	250.69278	246.60574	191.11981	237.33565	221.95267	240.92368	219.71576	69.52354	212.76999	201.66367	243.10112	235.5676	238.24872	240.3798	205.0663	224.54338	239.18987	216.37402	232.66103	231.29346	225.56729	218.77809	229.95422	105.204506	213.18048	227.7322	241.24455	211.17189	248.57727	225.2314	241.12994	71.056145	0.0	236.27615	239.34555	210.65631	240.65132	232.13367	199.76392	209.91203	233.14186	135.45158	209.016	203.24986	222.25822	194.83618	237.50783	225.3188	215.64792	239.09166	224.1843	215.1981	233.15086	215.1631	210.65166	198.87645	198.07886	233.55598	138.85432	241.70699	232.13367	209.30402	225.95609	239.0779	241.49171	246.61261	208.11194	244.4377	75.484505	196.86452	223.9775	223.38065	219.88791	193.68674	211.75427	227.37292	239.9096	208.61581	75.47385	220.6324	207.83507	226.47644	221.73685
G000474745	214.6148	215.53625	243.22507	264.0602	207.2898	242.2116	240.90164	200.12694	254.82874	217.62648	209.72513	249.22153	214.1534	253.88943	228.71448	232.53268	233.2362	209.78914	259.80783	262.66107	203.64565	207.858	228.31099	238.59389	265.38297	242.88904	199.78017	236.08005	261.04782	232.72527	230.72322	244.11055	227.32254	128.07176	257.19623	228.46803	249.9193	207.53226	214.20023	234.79497	236.27615	0.0	250.35815	228.24246	208.63358	199.65463	213.51254	159.59158	205.7727	230.31602	246.49129	216.50964	218.86661	114.26349	203.16693	246.67377	255.85023	199.12964	239.4216	246.72504	244.80385	219.26648	230.11977	218.55457	214.65015	248.98787	229.928	237.71043	199.65463	228.07971	207.82033	249.22328	214.4787	266.5498	236.9388	213.22186	242.45114	222.06882	244.29538	239.47841	234.27269	221.2877	230.51407	254.93796	214.6148	226.06854	242.44868	238.4836	247.29504	239.95186	252.31033
G002010615	250.32408	225.23088	243.4922	262.204	251.64714	246.97882	238.51814	245.76514	254.28465	257.96072	185.93611	248.28795	230.87523	249.67804	239.68533	228.72913	229.52061	192.38324	247.06888	245.11748	256.94766	257.14996	222.06944	239.10414	204.97183	182.02039	242.0954	240.62473	192.06326	228.34517	168.53825	229.3967	229.38158	237.0715	248.48637	224.49957	252.53894	247.0938	260.2661	227.30508	239.34555	250.35815	0.0	226.5497	256.57257	241.5143	218.12257	226.29726	248.72113	224.59012	221.7264	195.33603	228.39291	227.40771	255.43169	246.79718	239.07831	244.62271	237.62872	187.05101	247.53403	221.53728	225.1458	213.00871	222.05876	201.80861	231.61102	195.96034	241.5143	222.3319	249.22159	205.21794	260.87997	208.68805	228.33086	257.4294	237.88977	193.31772	240.03746	193.85538	238.43658	189.99043	227.04198	252.79941	250.32408	225.93365	237.86017	188.34953	236.52469	168.90099	244.31247
G001800355	243.7074	213.34172	140.15405	187.81879	234.32329	173.95914	142.99445	229.05519	183.7619	236.7234	194.45695	221.06383	216.9097	180.14217	217.54874	212.43549	66.64846	196.15572	179.29869	210.54	238.01808	242.59975	204.80513	220.33525	241.44328	233.50934	240.34943	124.25389	228.00874	64.84093	215.77261	215.70274	66.30504	215.83527	179.85777	2.1533642	182.0863	234.80128	239.19434	213.14977	210.65631	228.24246	226.5497	0.0	243.6149	229.65254	209.32097	212.47476	237.16167	214.54169	118.08917	204.52205	132.4178	215.18924	249.65703	173.8697	220.42937	228.96207	104.00533	220.72295	168.94136	131.75584	62.359043	196.91837	201.0094	222.7137	224.28842	242.12794	229.65254	61.67714	237.29753	232.5778	239.63411	243.54506	207.03725	238.96304	221.23648	200.27055	146.48445	218.84923	216.27603	188.65941	63.895435	178.20306	243.7074	211.57916	221.24796	217.42863	126.28066	213.03609	173.3284
G001462305	10.566987	232.91925	253.70538	269.7685	57.832848	253.5744	254.14069	106.112656	264.44754	22.867037	220.1111	258.49384	242.6493	270.50363	243.81642	246.76419	235.95432	226.39961	263.84637	257.21262	18.394499	0.108389415	230.436	241.12566	267.85193	265.28067	72.5692	247.94214	252.92175	239.76253	244.05978	240.67618	238.46524	200.74437	263.7552	238.34035	266.6783	28.829304	23.428167	242.33759	240.65132	208.63358	256.57257	243.6149	0.0	64.81207	227.20651	188.1295	108.12677	236.83617	240.02708	232.69257	234.65395	197.79694	10.732012	257.70288	242.87846	109.4915	253.46817	248.2059	255.82166	234.66043	237.95529	224.3155	222.31496	253.36934	249.06519	264.6607	64.81207	236.77048	28.411406	264.2955	23.347448	271.4335	230.77641	23.794943	250.77628	227.89595	249.82065	248.66106	248.99496	222.21967	238.18802	260.14523	10.566987	234.38805	250.73952	245.06206	249.69998	246.74304	255.75604
G001603875	65.38912	224.51968	241.91422	249.99457	58.87689	243.4658	241.88597	90.07802	253.16493	63.472343	207.14957	249.14346	232.92958	258.32074	227.2235	228.82587	224.59192	212.09196	249.65044	243.84474	63.65079	65.31795	218.92209	231.26906	257.64532	251.26471	48.56372	238.5649	242.83014	229.67307	226.77931	233.53688	227.966	186.23132	251.89986	224.91992	255.211	61.015564	63.514397	226.3106	232.13367	199.65463	241.5143	229.65254	64.81207	0.0	215.88013	177.0027	94.20054	227.67659	229.58983	217.50885	225.09912	180.05447	66.00763	246.51488	228.22057	96.59414	245.2638	236.12056	239.31038	226.58646	227.02551	209.76508	212.76134	240.70952	241.61113	248.17697	0.0	225.90356	60.86837	252.37834	63.665363	259.6772	219.67429	63.733143	233.72345	213.31596	239.96521	239.22174	235.44772	209.44624	227.8859	253.10999	65.38912	220.33873	233.68607	231.1468	231.98553	233.21281	249.24742
G001780795	234.65468	201.33376	217.65622	233.49095	226.27243	218.43436	232.68146	218.25945	240.5386	224.68257	173.11826	220.27618	174.90169	226.89368	173.28209	216.108	201.0497	192.75891	228.73381	224.31737	231.0727	227.4613	175.376	175.03003	233.93613	214.25668	223.31906	210.79932	225.3136	209.89253	215.89366	209.25085	200.73834	210.00642	228.27321	205.76953	243.21028	229.2459	227.5281	211.00484	199.76392	213.51254	218.12257	209.32097	227.20651	215.88013	0.0	207.50676	220.07278	205.44812	209.73515	199.09392	198.79231	205.37877	225.20224	222.65242	176.01979	217.55376	217.03099	211.43082	211.4027	199.30379	204.2014	141.80417	128.92337	214.7439	213.56204	234.50046	215.88013	203.52087	229.85437	231.745	227.5024	235.27844	162.99944	223.488	212.98328	196.12445	211.66943	213.76537	179.55301	189.16391	203.9194	223.18442	234.65468	167.28944	212.97778	211.76807	205.19182	212.90898	221.25589
G001789275	195.71072	202.70741	227.41077	230.98178	184.81485	230.8206	227.21672	181.57384	241.67276	189.63742	187.725	228.72572	215.40515	240.63434	233.05412	207.89914	203.67474	200.22551	228.59972	223.897	186.02248	187.88194	196.12721	224.97829	243.92899	205.71362	181.46227	207.68578	238.77676	221.57745	208.81711	213.8156	209.32878	155.53656	234.89584	205.45937	243.77792	184.94418	188.03032	213.57698	209.91203	159.59158	226.29726	212.47476	188.1295	177.0027	207.50676	0.0	176.19444	216.94029	211.93527	205.25002	206.37231	153.84393	200.58862	236.10881	211.99164	177.88548	225.96053	219.38988	224.58076	203.58385	210.18109	192.80435	196.0595	223.55397	224.57509	225.50224	177.0027	206.71947	183.57227	236.61778	188.05511	239.07672	210.77542	187.80846	215.83899	202.00122	217.46603	222.77684	210.24373	193.94531	212.48222	224.66788	195.71072	205.48558	215.81004	213.29765	220.91852	233.71738	220.60704
G001462245	108.12717	214.7896	248.54446	259.15106	98.40441	245.98227	247.29538	19.964859	252.69539	104.73946	207.33327	249.75824	239.16891	260.23706	226.50558	237.55296	224.74976	215.39928	249.29814	256.87967	103.21924	108.858826	221.92989	236.81372	249.56543	237.02478	102.062874	248.19418	243.18994	238.04648	230.7013	225.2127	229.97644	197.90285	250.05591	227.61469	253.31767	104.50711	104.81648	233.40286	233.14186	205.7727	248.72113	237.16167	108.12677	94.20054	220.07278	176.19444	0.0	221.65701	250.97842	217.01706	232.23538	188.12355	107.88993	250.09822	232.53897	17.480188	248.64507	238.08115	230.68286	229.37032	231.41597	218.34464	215.78642	233.3558	229.37782	242.67873	94.20054	229.3129	102.64647	251.5454	104.93523	255.99911	225.6323	103.54431	237.0515	213.52112	244.70404	238.57397	240.50647	212.88976	232.30292	246.0169	108.12717	224.68411	237.0288	235.71123	226.91278	236.31052	242.42064
G000404745	244.58792	14.599779	232.86034	244.6166	235.34009	232.35184	223.13669	228.21187	234.76253	235.51566	191.38026	229.98848	220.7514	238.8258	214.10768	137.92491	207.19926	202.8939	231.286	220.22914	238.35681	237.87221	201.63962	226.03961	238.81284	215.53131	230.33505	225.49503	224.33202	222.12186	209.82207	133.74217	206.63763	217.7746	237.49817	209.43823	239.2571	234.71802	237.72441	135.19508	135.45158	230.31602	224.59012	214.54169	236.83617	227.67659	205.44812	216.94029	221.65701	0.0	216.88885	206.93883	221.62306	218.39754	245.15193	233.13567	219.94585	238.17981	229.73108	219.5843	232.89668	212.77873	212.064	202.30547	201.50064	217.33789	90.78507	249.1577	227.67659	209.9966	237.11908	238.51234	238.20735	245.84898	210.9603	235.70535	143.13539	201.35419	228.99416	222.20203	227.94746	193.47787	213.9691	233.11073	244.58792	213.45934	143.15195	226.0645	221.32089	234.40865	229.37245
G001871125	243.14565	210.80429	147.45691	200.86804	236.10837	178.29868	144.30858	230.71864	185.16129	240.13199	197.89574	235.47577	218.92635	186.65234	210.2916	225.00426	120.49866	191.16664	190.6238	210.78233	238.15573	240.31514	206.0915	222.46983	247.89375	237.65439	242.29213	95.9771	248.27803	124.03853	210.77248	214.66591	126.24105	218.089	190.15347	119.32294	175.75558	230.9089	241.73409	233.28017	209.016	246.49129	221.7264	118.08917	240.02708	229.58983	209.73515	211.93527	250.97842	216.88885	0.0	208.14565	134.24947	205.48247	249.14174	178.74414	223.53247	234.363	132.65439	208.60179	180.47838	128.34383	118.30342	198.82045	208.7805	227.89238	217.11853	262.74582	229.58983	115.82428	236.2911	239.71353	242.26683	248.86198	222.50328	241.27975	232.33475	202.48898	146.50713	227.18254	224.03438	195.97081	121.30162	180.6164	243.14565	213.52	232.32652	195.55072	89.848854	210.81342	168.81549
G001304335	235.73521	194.2011	217.75238	231.69835	228.80345	224.9432	206.84528	216.71329	221.789	231.64641	113.39604	219.62453	234.06943	223.65117	215.32137	214.06967	209.66823	134.6048	223.40453	210.01526	233.23688	233.81013	194.35396	218.1246	216.9183	202.38507	226.66722	217.16075	199.37808	199.5139	194.01332	204.89543	198.9101	219.55916	225.40541	205.9302	228.01575	221.6606	226.52025	212.71619	203.24986	216.50964	195.33603	204.52205	232.69257	217.50885	199.09392	205.25002	217.01706	206.93883	208.14565	0.0	198.20494	199.82236	234.67206	223.90216	194.94191	227.00433	212.62613	190.14955	219.70625	196.64487	198.51569	185.08159	197.17834	192.5292	213.08076	209.24112	217.50885	198.18292	221.53918	204.94788	227.01016	218.57521	207.24585	230.54065	208.37012	153.17967	212.46631	194.16711	217.86186	119.39337	199.96391	221.50586	235.73521	205.87563	208.40694	191.50504	215.50241	168.30345	211.38261
G001800635	233.80971	205.2198	140.4268	183.34776	228.53957	171.25522	143.46603	226.55174	181.02669	237.10565	190.7326	224.22598	216.64197	176.01697	218.69403	212.1766	134.69382	192.3088	179.4959	211.57576	238.71304	234.53502	197.99742	220.5863	246.39406	247.2533	235.58797	145.8166	230.67583	130.28111	210.92464	219.57057	132.50491	219.94406	177.52274	131.0882	185.80574	235.73592	234.70192	216.78217	222.25822	218.86661	228.39291	132.4178	234.65395	225.09912	198.79231	206.37231	232.23538	221.62306	134.24947	198.20494	0.0	221.29944	235.66957	171.07689	215.04974	220.76912	147.69032	227.1526	166.46751	1.9821491	131.6303	193.11072	196.30756	217.4645	232.01636	229.24257	225.09912	131.07254	235.24706	230.30089	234.94624	240.96304	203.3988	235.45659	221.24258	194.28552	147.13028	212.15051	220.90395	190.08005	133.6725	171.87457	233.80971	208.68518	221.2476	218.80179	138.27798	207.05923	170.05757
G001045525	190.47504	204.18336	224.3096	244.05898	197.63712	229.56575	227.85057	182.94077	244.73062	189.49417	197.41725	235.64354	218.68875	228.24953	226.1465	214.86308	217.1022	202.35303	234.30638	222.85016	197.6972	198.45544	197.49936	226.28098	243.9233	236.9298	187.77457	224.05023	249.42392	217.15211	214.98209	218.21928	214.53537	70.754555	230.42043	217.51108	241.71867	190.16962	189.97998	223.67421	194.83618	114.26349	227.40771	215.18924	197.79694	180.05447	205.37877	153.84393	188.12355	218.39754	205.48247	199.82236	221.29944	0.0	194.02895	231.37642	212.31335	167.63853	232.60233	224.07806	224.6223	216.92035	210.75365	195.95108	198.05446	215.82106	224.14783	248.5826	180.05447	208.85693	191.75209	235.62369	190.53943	248.84727	211.20157	187.92969	219.83961	198.99142	228.06091	218.64902	218.21219	200.43425	213.07698	245.10123	190.47504	209.32199	219.83661	210.49425	218.98103	219.75888	235.4882
G900142545	7.011424	242.14857	261.6712	265.8046	58.617126	256.32425	260.38428	103.568726	266.39786	24.711866	224.25766	250.90364	237.54814	266.15573	233.76106	239.0791	241.06322	229.31705	263.95712	261.062	18.392437	11.213202	229.79887	237.09279	271.4264	252.6491	74.09755	252.1923	254.60286	240.7882	246.35254	240.59416	243.45363	194.41214	261.6706	247.51468	263.6479	29.063414	23.176558	235.5901	237.50783	203.16693	255.43169	249.65703	10.732012	66.00763	225.20224	200.58862	107.88993	245.15193	249.14174	234.67206	235.66957	194.02895	0.0	259.51953	238.44318	110.76313	258.92383	249.94037	245.8337	235.26163	239.50772	225.13005	223.99759	253.3848	259.08633	266.0936	66.00763	238.20848	28.38006	268.89404	23.196543	273.42975	228.59407	23.725716	249.24727	229.34955	258.58167	253.74094	237.74931	230.85243	239.23172	265.3079	7.011424	230.36081	249.21454	247.63629	255.36679	227.4882	258.8951
G001799575	261.19934	226.52159	187.39674	131.7066	245.08096	0.37858418	178.1124	248.1531	60.499424	262.22137	212.52632	243.4697	238.49876	57.70308	231.03584	240.27406	173.30823	212.61433	60.733772	222.74612	262.1042	259.06232	223.85992	236.12744	257.39227	246.41182	247.50462	179.66978	251.05675	170.90123	231.67712	237.73973	172.89403	236.29668	59.142994	172.39575	61.41249	255.29205	261.18185	236.46931	225.3188	246.67377	246.79718	173.8697	257.70288	246.51488	222.65242	236.10881	250.09822	233.13567	178.74414	223.90216	171.07689	231.37642	259.51953	0.0	235.42378	257.14386	185.66406	238.26265	144.71617	170.162	172.94417	216.68167	218.97754	241.27888	240.20929	252.51251	246.51488	172.78876	256.0619	255.4082	261.5565	263.72296	223.36752	257.40756	236.46407	222.98456	181.19759	239.66245	235.43971	207.48561	173.61426	30.785038	261.19934	227.3743	236.52599	239.95316	182.9063	233.16417	30.846243
G001919145	248.88383	207.80702	234.57945	243.01855	233.09798	237.16287	232.22015	228.7597	248.9555	241.27325	188.97868	235.10855	113.8466	235.83907	101.4398	224.45482	224.27986	213.72809	241.90582	242.37299	243.85497	244.35548	201.92201	92.476135	250.78513	253.98868	234.18538	220.2968	239.98714	214.25894	232.66327	223.38719	220.16243	209.51614	238.76414	224.10919	239.24434	239.6212	240.24934	220.2183	215.64792	255.85023	239.07831	220.42937	242.87846	228.22057	176.01979	211.99164	232.53897	219.94585	223.53247	194.94191	215.04974	212.31335	238.44318	235.42378	0.0	234.82957	226.20883	231.67088	225.36934	209.99924	213.45438	164.24763	163.50053	230.46626	218.3675	242.11415	228.22057	212.72307	238.14345	242.89252	240.51088	252.53757	35.920753	244.0545	224.44708	213.27855	223.50691	226.82123	87.792984	210.79514	214.74	246.5412	248.88383	78.65247	224.43822	230.54274	226.1975	221.02104	233.47247
