	G001805855	G000315095	G000242455	G000346315	G001828415	G001956985	G001825655	G001873045	G000165715	G001830285	G001464525	G001806055	G001804005	G000346505	G001707835	G001804205	G001824685	G000338295	G001828445	G001824635	G000304635	G001997385	G001824605	G001805845	G000153105	G001873945	G001642875	G001825635	G001642915	G001805775	G001805895	G000949635	G001999965	G001804165	G001871815	G001778315	G001806075	G001803975	G001730085	G000186345	G001872105	G001027925	G000171775	G001610895	G001805365	G001871865	G001828265	G001874025	G001804305	G001804125	G000284115	G001642955	G001828635	G000181475	G001805375	G000025185	G000195185	G001804445	G001303695	G001302825	G000255655	G000092105	G001828535	G001804045	G001303465	G001805765	G001872775	G001603075	G000330745	G001804105	G001304275	G001830315	G001828545	G001805805	G000255705	G001828645	G001804055	G001723765	G001804155	G001804395	G001825715	G001805575	G001804255	G000296795	G001824645	G001828345	G001804225	G001805605	G001804065	G001825665	G001805565
G001642915	242.68695	208.2382	159.1323	65.55375	200.17639	154.85721	205.06944	222.97807	135.01143	206.07573	106.72618	222.03867	223.0515	64.09329	145.1771	219.8423	227.94539	65.90278	208.62242	193.3025	64.965546	217.13513	192.23938	226.17816	100.4363	211.01485	104.63088	208.17421	0.0	224.7209	243.73807	205.59657	206.6732	228.47717	225.46419	234.41133	223.42807	224.03995	239.94382	154.36485	236.63527	61.88719	160.44678	156.57045	228.87762	236.46884	111.99715	213.93811	225.1571	213.23708	219.08023	64.00734	205.60785	141.63927	229.99078	100.324036	67.46326	224.87802	188.70447	196.51535	140.56107	142.71025	204.49557	230.69162	219.12018	220.80449	218.94536	202.88614	68.20782	239.13208	206.36673	206.0944	198.30742	217.26956	162.78474	209.41176	220.34274	191.635	230.72128	235.30331	203.65181	230.32529	225.32864	209.27608	208.73575	206.47069	239.36742	225.22333	227.27402	204.0679	242.48412
G001805775	129.90773	188.0869	198.46834	241.98047	188.02002	205.84789	193.52254	129.9978	211.32614	196.97018	213.56097	50.593296	167.13727	240.41385	210.15205	154.02261	232.55406	241.62051	194.0983	212.72717	241.51244	222.47757	190.3195	2.98283	212.70003	172.17026	229.9706	197.83998	224.7209	0.0	105.56576	192.64828	215.8812	131.55956	129.80763	182.79083	52.73836	124.83873	189.64406	208.90045	150.3813	241.98381	211.18843	210.03879	131.85811	179.74043	215.46288	143.95677	131.80504	137.45085	232.9379	240.92178	192.15004	214.06947	122.588264	214.56892	241.5935	51.884922	200.11272	185.43475	209.54716	212.22873	190.88028	141.68579	220.21097	93.36056	126.49563	216.94997	239.54019	167.11302	218.15503	195.12187	187.61214	125.12149	211.92484	197.23558	153.19374	183.84224	159.18729	126.797676	210.1849	19.024061	131.24626	193.24486	213.59229	214.86339	166.3046	3.1371593	130.39772	210.65689	130.18956
G001805895	134.28273	196.2964	212.67383	251.45486	199.3185	215.28113	202.11327	139.04689	220.13388	210.80042	215.70744	103.13659	168.74908	251.4221	225.57492	161.29898	233.20634	244.53853	206.77159	229.12006	252.8354	229.03406	195.6496	102.551994	226.08575	181.20335	241.46252	202.88919	243.73807	105.56576	0.0	203.77924	229.61198	143.79605	138.70605	195.19347	95.15303	136.05058	198.57072	216.44135	156.8547	246.92647	223.15096	216.48843	141.06232	189.309	214.20877	152.31535	136.2138	148.87314	239.28415	235.82918	201.52171	213.50008	131.06448	223.17775	249.3725	97.59889	198.34341	197.42722	224.8372	224.05434	207.13156	155.60777	219.16586	65.0149	136.4767	234.6542	249.25601	173.04105	239.08223	201.18619	198.14967	127.36041	221.3237	204.26947	160.27798	196.1554	159.9224	143.48735	220.82356	100.03207	143.48479	205.9342	227.18452	226.0599	174.6017	102.09423	140.13211	224.68352	138.61139
G000949635	203.3666	47.739296	175.05444	218.79378	106.334145	180.02432	34.398872	183.34682	194.58496	41.792927	190.14911	190.55278	175.94244	218.95383	186.66809	182.11911	209.52254	214.553	158.3941	191.10008	208.476	198.97772	85.783394	190.37181	187.2112	175.84949	208.15369	36.965652	205.59657	192.64828	203.77924	0.0	192.3833	189.05844	193.8694	189.43344	193.20288	183.67775	205.11661	184.99242	189.75742	211.28618	185.67537	183.39597	196.05739	200.79694	189.16307	191.76929	195.26686	190.05296	209.41841	213.64919	32.766407	174.32674	189.78508	182.11902	209.97035	186.08478	175.5134	136.35863	181.29411	188.45886	35.636925	188.42558	191.82544	191.36577	175.67554	189.97246	205.70035	203.42195	175.68575	37.349213	109.305786	180.21706	189.93001	38.02202	187.26549	86.81387	199.187	199.49571	192.10678	185.80579	193.39851	28.12932	195.78702	196.032	203.36061	191.01155	195.08365	183.83026	202.10986
G001999965	229.00897	192.82527	183.41751	225.39832	191.39761	181.38596	195.86948	208.80225	194.34702	192.35216	190.63402	216.929	212.14894	219.35484	194.5798	219.27301	122.52228	218.21242	192.91876	102.496124	222.74507	71.10964	182.58002	215.01672	194.21175	208.7923	218.49037	194.05708	206.6732	215.8812	229.61198	192.3833	0.0	216.47687	215.87228	214.9268	206.02374	213.60696	227.31026	192.9075	217.60397	225.87643	194.4677	194.83714	214.875	226.43555	196.66162	222.05998	214.81992	214.14276	187.77908	223.13995	198.97159	188.78198	226.70576	203.90587	225.90169	209.31992	133.56819	195.50758	200.47205	190.36537	198.2783	231.92848	112.03839	216.71768	203.25726	112.34426	220.93239	222.32626	118.0052	195.63461	188.10065	226.06372	195.92393	202.71347	215.97261	194.38507	222.94484	219.05875	107.11809	217.08891	217.10965	194.71849	111.04627	114.48332	220.71736	213.76431	215.85481	106.17338	237.9677
G001804165	156.21996	203.52733	200.57228	243.17648	192.12915	203.62347	197.10146	118.45821	218.54163	195.73912	203.61038	140.76485	163.86919	237.39879	208.69577	152.24054	241.44118	242.6606	184.46883	232.8798	242.84906	232.2198	190.05385	132.16032	221.30019	179.98335	234.70665	202.78949	228.47717	131.55956	143.79605	189.05844	216.47687	0.0	107.48767	205.01814	129.87418	106.28203	189.43712	210.29047	148.82904	244.2337	211.62985	209.56544	54.474113	175.39352	216.75781	140.98517	52.812515	144.79724	229.79599	246.47745	186.23537	210.59933	143.53683	219.64262	243.34471	128.05428	201.90329	181.47276	206.68768	211.4621	196.54309	93.69305	222.15717	129.34944	99.69279	217.94525	241.3235	164.42969	212.7316	202.64656	194.38608	105.39898	212.32602	190.76456	149.636	184.88818	159.8931	134.02016	216.20656	130.75322	54.935844	194.11601	224.27345	209.80373	165.8823	131.9813	52.30797	201.00124	163.58112
G001871815	144.97537	189.52005	196.22287	237.07224	189.21812	197.53676	193.81549	114.29069	206.33977	186.59724	210.65395	126.61059	162.08347	239.00278	205.94939	151.55399	224.86447	233.27014	189.96956	202.3365	239.52844	211.4894	184.56503	132.18822	206.44044	169.01443	228.45238	194.95584	225.46419	129.80763	138.70605	193.8694	215.87228	107.48767	0.0	187.00343	125.60565	15.87727	186.91615	204.42769	156.67949	233.03587	205.22168	202.85672	109.6511	175.04236	216.44487	139.07358	105.69973	133.27043	225.38754	238.50659	193.00595	210.73271	140.00235	211.9722	240.19582	123.434784	193.9262	186.12177	204.35396	206.08635	194.68651	113.699326	219.37772	126.865944	99.078384	214.60606	236.9278	161.05824	222.135	192.00795	182.86588	106.235435	206.9799	188.27983	146.53528	179.5237	157.95554	143.23196	215.27817	131.0158	109.45436	189.7696	209.85983	203.48895	161.98695	133.49538	106.2155	207.37234	146.61197
G001778315	206.29816	191.9852	205.61562	234.64769	189.72615	202.31642	193.9192	176.77306	213.09103	191.12973	207.39342	188.8587	191.14731	245.79169	211.50934	175.84041	239.39595	239.14354	189.12755	210.0738	238.31326	228.65736	186.45535	181.93628	216.5507	179.70787	233.54529	204.26976	234.41133	182.79083	195.19347	189.43344	214.9268	205.01814	187.00343	0.0	177.78502	173.35466	195.40321	205.50056	190.67084	236.74292	212.11346	208.63258	176.25821	190.54062	209.50739	188.28847	183.56992	171.75261	229.78479	245.77562	196.91907	207.22063	179.78383	217.26787	241.85118	183.0258	200.15402	184.9083	202.2313	214.38255	193.43907	185.78023	218.4469	182.65945	178.892	218.65942	237.32867	192.70296	223.60085	197.01038	190.56294	169.2843	211.67819	198.508	181.24576	191.24724	182.40048	188.09727	201.84242	182.48636	178.22273	193.75766	215.44292	217.65091	191.51353	183.43411	182.58711	218.44069	208.88976
G001806075	128.27155	191.15187	194.08347	231.346	182.83195	197.60724	189.30656	123.215195	203.606	189.02086	204.90668	49.848293	158.25409	241.0221	207.12871	149.56267	229.16547	233.65181	187.52057	212.18784	235.4993	219.70032	181.5184	54.07422	208.14882	168.8017	220.69781	192.2117	223.42807	52.73836	95.15303	193.20288	206.02374	129.87418	125.60565	177.78502	0.0	123.03227	186.80057	199.66943	147.41516	237.96523	205.40335	203.8078	125.7101	172.87524	205.52756	137.05244	126.49256	133.37103	224.83972	236.48451	190.77272	205.32391	117.58244	210.8084	235.60725	9.425835	189.32018	176.5806	197.4133	205.84341	190.38463	136.16927	224.1229	85.20784	123.46765	214.00618	234.11449	164.53902	214.17453	193.00876	182.35278	121.07338	204.66237	195.11122	146.9836	175.9535	148.39824	112.58205	206.30833	51.11638	125.26339	188.0367	207.71445	210.52173	163.55446	52.42362	127.359726	206.38689	128.45786
G001803975	142.20436	188.69022	198.00024	233.9726	184.7861	198.00026	183.6982	111.5488	204.63727	181.74045	207.95193	127.71447	150.17079	237.21222	206.2805	150.13216	220.92747	229.76646	190.95143	201.83646	234.35591	210.09056	191.20998	126.04076	204.52682	166.41853	221.48201	186.4701	224.03995	124.83873	136.05058	183.67775	213.60696	106.28203	15.87727	173.35466	123.03227	0.0	181.74495	200.01746	142.66292	228.30135	202.43929	201.05457	104.98772	171.33554	204.31786	135.5437	100.15337	132.69691	223.00279	237.96268	193.71541	199.33298	138.53021	208.32802	236.21582	121.49662	190.51611	179.3918	199.81409	206.45752	191.46796	113.90516	207.40446	125.49924	96.91404	206.87122	232.42151	159.48914	215.52217	184.02611	181.05635	101.90181	204.79185	183.60936	147.01056	183.1959	154.41765	135.28606	210.4689	122.12143	103.75055	186.82372	206.0202	207.0111	161.1007	127.253845	101.362625	194.9309	144.0772
G001730085	198.2083	205.06143	217.9026	254.12543	202.85863	218.23138	203.2009	183.8546	218.90521	217.0607	223.67752	186.38391	186.04352	253.22072	222.67345	183.46075	244.79102	256.86517	211.7702	231.91182	259.0132	233.22572	221.31554	189.42291	228.29976	188.74783	246.23636	215.2408	239.94382	189.64406	198.57072	205.11661	227.31026	189.43712	186.91615	195.40321	186.80057	181.74495	0.0	221.56982	194.1383	252.9811	224.60243	219.31924	187.69327	197.47878	230.2687	181.06969	187.5097	186.30655	247.68015	250.42235	208.15666	224.46713	203.64574	228.33598	254.81717	179.66034	211.37128	202.25204	220.10425	220.0869	210.47289	195.03136	235.42508	186.19699	177.43993	229.27185	252.90692	196.49971	231.11514	209.87619	205.41661	179.53328	223.25377	213.56287	187.59695	180.99501	192.93773	201.17867	216.89877	191.46608	189.03578	210.10663	239.32619	236.59425	199.54536	187.58536	189.03098	220.0405	203.1867
G000186345	226.23648	185.36354	74.94194	173.42351	182.0934	77.27117	189.42317	205.60675	145.38683	186.64502	141.5194	203.26572	214.22577	169.26549	143.03125	199.93552	203.83717	172.95924	189.12598	183.93282	168.53407	199.10184	182.2275	210.01855	144.81245	196.06593	157.70306	192.74641	154.36485	208.90045	216.44135	184.99242	192.9075	210.29047	204.42769	205.50056	199.66943	200.01746	221.56982	0.0	210.51694	161.82332	129.74379	82.63616	204.84293	216.09235	145.30746	201.5314	206.78947	203.33276	198.08876	171.17686	189.39264	141.93625	228.32045	144.57494	172.61053	202.4372	169.86075	180.49976	138.01318	143.18054	192.49335	212.04274	187.73944	205.9948	201.90074	187.86032	166.66708	211.28128	189.2825	188.00192	183.81429	199.29033	127.89894	192.27632	197.39023	176.96269	209.48679	215.38087	186.71573	206.29231	206.6945	189.43759	187.52434	196.6767	211.71765	208.6759	207.09297	184.01897	220.63423
G001872105	176.53311	190.68445	205.20103	249.5945	197.14749	204.882	199.99377	147.65096	223.47731	198.02628	221.69847	146.89807	161.17798	239.49	223.62486	152.63689	245.95384	245.95576	194.80016	225.0966	247.45789	232.61702	207.32314	154.52989	215.49557	175.52402	225.17645	197.16287	236.63527	150.3813	156.8547	189.75742	217.60397	148.82904	156.67949	190.67084	147.41516	142.66292	194.1383	210.51694	0.0	246.86934	212.03786	213.44754	149.81795	180.72902	216.05884	47.942257	150.57635	61.045452	240.64253	244.32138	212.0468	203.64075	158.85303	221.16304	247.05275	146.49712	196.91837	192.53052	212.2593	223.2805	203.78566	165.43402	216.67552	147.88702	137.8841	220.86607	244.60298	170.48924	219.35129	197.60083	190.40016	143.94965	211.79002	197.6686	155.56476	194.69077	169.36581	157.01842	210.7727	148.89583	148.60912	200.76701	224.19229	244.48926	163.55148	152.95027	148.72264	217.86963	162.58588
G001027925	252.98236	216.97974	157.06776	9.107223	211.15656	167.81033	223.87668	238.9345	157.93861	213.7196	121.7031	243.45166	240.79582	37.061035	155.95789	236.35558	220.6739	8.768142	215.79413	219.66957	8.841592	228.0468	211.1708	241.30917	120.92114	229.49954	123.28431	226.99771	61.88719	241.98381	246.92647	211.28618	225.87643	244.2337	233.03587	236.74292	237.96523	228.30135	252.9811	161.82332	246.86934	0.0	173.49895	168.06076	242.08589	248.29002	132.6463	238.07903	238.73503	224.5888	233.4329	59.150177	218.73877	150.27286	250.07663	114.363495	8.316071	236.85713	204.73654	212.12268	144.11943	155.83824	221.63924	250.86859	227.8715	237.67056	231.5738	222.98058	8.52739	251.16353	222.76804	224.23227	212.49515	230.74162	172.89124	218.66585	238.1634	210.73947	246.41478	249.2872	223.59258	241.30537	241.7272	223.50642	220.38483	230.70958	249.14264	242.39754	239.88976	219.55865	259.3417
G000171775	233.22246	191.8811	126.04956	173.96155	185.03362	126.80275	194.16008	207.77332	147.59517	196.00017	144.69348	208.57716	211.80016	169.20581	148.35362	202.2191	205.81123	173.80687	196.19771	184.66716	172.90202	199.03824	182.60902	209.90175	151.58484	198.85646	167.17194	195.597	160.44678	211.18843	223.15096	185.67537	194.4677	211.62985	205.22168	212.11346	205.40335	202.43929	224.60243	129.74379	212.03786	173.49895	0.0	133.68472	211.56091	221.17773	147.45306	210.72926	206.68904	203.94629	200.8804	171.96088	191.35925	142.53195	217.65645	145.95071	175.64088	204.89796	176.8878	182.29718	139.03258	147.92729	191.99359	219.75616	194.72417	207.97736	205.3875	188.50995	171.3526	218.70909	188.93097	193.35498	186.46024	200.2922	66.48397	194.61626	203.39545	182.15001	209.3965	223.10606	185.2884	211.5544	208.82932	191.39432	189.31941	191.95918	212.03633	210.21347	210.23581	184.65973	225.8623
G001610895	225.21457	182.94676	53.826027	174.20058	181.7507	28.014256	191.3729	206.9155	146.92427	193.11485	142.86147	205.09752	210.87659	173.86307	146.02663	199.07224	207.38481	172.75366	187.35802	182.56711	170.57492	200.30316	179.26558	210.65988	147.57416	203.41246	161.86713	192.0203	156.57045	210.03879	216.48843	183.39597	194.83714	209.56544	202.85672	208.63258	203.8078	201.05457	219.31924	82.63616	213.44754	168.06076	133.68472	0.0	205.93053	213.21065	150.15431	203.47992	205.31932	197.32065	194.6497	172.5847	186.9042	139.78256	222.50357	146.35136	173.00618	205.67934	170.76744	180.7446	139.53365	145.79959	190.21765	218.325	195.32935	206.14175	201.53427	184.40619	169.16629	215.63249	186.63618	190.75778	183.38716	201.91565	129.89055	191.47658	198.61194	177.56902	206.94537	217.80882	186.09431	208.44914	204.79417	192.44862	186.58455	188.73938	215.44926	211.46361	205.26753	182.51201	225.44597
G001805365	149.73375	190.07103	201.41255	238.70807	188.1558	202.94565	197.92194	119.090576	207.34319	195.56937	208.47812	128.7435	158.57866	245.89905	214.78383	151.11043	225.77286	241.20305	190.54112	207.91618	238.1758	220.7104	189.56761	132.12975	215.34225	170.36447	235.70982	195.38618	228.87762	131.85811	141.06232	196.05739	214.875	54.474113	109.6511	176.25821	125.7101	104.98772	187.69327	204.84293	149.81795	242.08589	211.56091	205.93053	0.0	176.98561	213.12236	145.05872	2.6769588	135.33746	226.31877	239.8673	191.93047	208.70282	144.64552	212.10437	244.18396	126.476685	200.72153	187.10449	203.94757	214.01035	195.45007	95.45962	218.785	130.79967	98.03677	213.62209	240.15984	162.74054	218.47897	194.69289	188.64131	107.05328	211.46379	194.65608	147.50711	186.23357	155.88951	146.11176	212.57414	133.41376	2.8821907	191.09975	216.31664	214.8934	161.55635	132.9734	2.340102	213.68793	149.61133
G001871865	193.94925	196.69939	207.84271	254.9856	197.03099	214.22957	203.92624	174.58932	220.23245	209.00798	224.13948	177.24023	183.23769	244.96384	218.1582	173.84067	242.05966	250.70454	204.4739	229.85654	250.28407	235.81313	203.30104	178.21259	221.89156	181.75063	240.1946	202.8391	236.46884	179.74043	189.309	200.79694	226.43555	175.39352	175.04236	190.54062	172.87524	171.33554	197.47878	216.09235	180.72902	248.29002	221.17773	213.21065	176.98561	0.0	227.90971	182.69643	176.71976	169.97716	241.81473	246.02295	209.91608	218.5514	191.22623	224.74773	255.21057	173.48108	208.88133	198.17946	218.40163	220.40244	207.35675	190.0058	228.57735	173.06754	175.45464	227.53047	249.19754	189.09373	233.19067	211.53897	200.6269	171.22978	223.4365	202.39177	169.6203	200.71027	182.80934	190.66434	216.3707	177.94037	178.11899	202.74544	232.15999	230.04706	186.06863	180.9708	182.11925	217.64745	195.20653
G001828265	230.73947	185.45819	130.76044	129.4438	188.52478	139.83914	186.148	206.25095	137.70216	198.54576	104.958534	207.57143	203.91968	128.922	125.96385	200.53676	196.57095	136.66359	191.67886	201.85793	134.27246	205.82881	190.42429	217.10492	107.13777	203.1546	120.8788	193.57486	111.99715	215.46288	214.20877	189.16307	196.66162	216.75781	216.44487	209.50739	205.52756	204.31786	230.2687	145.30746	216.05884	132.6463	147.45306	150.15431	213.12236	227.90971	0.0	221.18753	210.07483	210.26454	199.09866	133.81274	198.2106	128.63698	232.92603	109.57103	135.16867	211.22017	173.39415	185.38814	125.55038	129.95502	188.03319	223.6033	184.70941	205.20056	209.86798	183.87595	133.6561	225.44972	200.2683	189.5514	185.58563	214.71881	149.15163	195.67102	201.6146	185.64525	212.38095	221.83902	190.67882	210.64438	210.36813	187.9163	191.17337	197.2997	218.5506	213.9631	210.39857	187.54298	230.60376
G001874025	167.06702	177.18582	197.7767	239.74026	190.0924	200.60349	197.01141	136.9874	216.46466	197.20674	213.45493	142.30142	165.53963	229.28204	204.64537	145.6491	223.58049	237.65904	192.07372	207.0296	239.8088	225.15486	199.02432	146.3073	207.22809	172.95763	232.11385	196.2312	213.93811	143.95677	152.31535	191.76929	222.05998	140.98517	139.07358	188.28847	137.05244	135.5437	181.06969	201.5314	47.942257	238.07903	210.72926	203.47992	145.05872	182.69643	221.18753	0.0	144.78549	54.196945	226.55054	239.52705	195.27435	206.83199	141.99382	213.93942	238.33337	140.15259	203.78065	197.16351	201.01175	207.06741	189.16849	147.85008	218.44275	137.36192	144.48131	218.93893	234.58865	169.5127	222.72272	196.47101	183.69693	139.0675	211.19281	188.38725	146.82088	184.2997	144.51451	152.0035	205.11674	144.63263	144.91966	190.84045	210.95847	215.24268	164.59175	143.76242	144.23235	211.49194	170.96347
G001804305	147.12396	188.63615	202.33302	235.76225	187.05934	203.52873	195.2521	116.57953	207.0364	197.20064	210.88356	127.26404	157.60965	240.3299	210.96196	150.87064	228.28384	236.89256	197.10286	206.85896	234.12357	220.43112	190.6538	131.04863	213.63864	173.85663	235.252	192.24028	225.1571	131.80504	136.2138	195.26686	214.81992	52.812515	105.69973	183.56992	126.49256	100.15337	187.5097	206.78947	150.57635	238.73503	206.68904	205.31932	2.6769588	176.71976	210.07483	144.78549	0.0	140.24431	227.21407	236.08485	193.63216	207.1823	139.07758	211.2167	239.51953	126.60355	197.47192	186.55675	204.74844	209.09273	196.94511	95.14583	218.42957	126.839134	97.92132	214.19002	236.3913	167.14124	222.29488	192.29503	186.16533	105.751015	207.27834	194.88892	147.03572	186.89066	154.4963	143.85481	212.73659	131.52435	2.4935327	188.85474	215.11862	217.7586	166.77353	131.78033	2.3218353	209.39148	148.72263
G001804125	143.83736	182.47342	194.49324	232.89369	185.31851	195.22614	193.71176	134.67448	209.66475	180.37695	198.96283	139.84167	145.88052	226.66562	197.18718	141.98068	209.9724	230.53856	190.48778	206.58578	233.13487	212.95528	164.52837	138.78848	203.61833	164.80527	219.68398	190.71155	213.23708	137.45085	148.87314	190.05296	214.14276	144.79724	133.27043	171.75261	133.37103	132.69691	186.30655	203.33276	61.045452	224.5888	203.94629	197.32065	135.33746	169.97716	210.26454	54.196945	140.24431	0.0	217.91354	233.77185	188.2998	200.62259	158.2761	202.12386	233.46266	133.08572	191.03583	177.60707	191.3087	202.30048	186.09706	146.8415	209.93936	138.16536	131.86089	204.61269	231.50554	157.63834	213.71515	188.65868	182.73676	126.8789	196.40799	181.37491	142.65308	168.11798	154.39084	154.05696	201.17506	140.77385	137.9611	190.43184	202.30467	207.90376	150.80647	141.45815	137.37108	220.13991	145.8335
G000284115	246.07785	209.85039	202.7158	232.81062	203.39342	198.53955	216.3793	223.76566	204.04984	214.98322	205.15944	228.35103	233.92235	234.93837	208.99034	223.82123	194.2869	232.57928	212.44919	182.7464	233.76503	198.98706	207.44157	234.26265	206.14287	220.52267	224.34616	218.60204	219.08023	232.9379	239.28415	209.41841	187.77908	229.79599	225.38754	229.78479	224.83972	223.00279	247.68015	198.08876	240.64253	233.4329	200.8804	194.6497	226.31877	241.81473	199.09866	226.55054	227.21407	217.91354	0.0	232.80475	210.96634	209.74344	240.55357	206.85179	234.01265	226.46358	170.86292	201.16852	204.42659	208.17209	213.60182	240.63501	185.23936	228.4789	222.59383	183.6277	229.22983	237.02835	187.57663	218.6938	202.3978	218.61807	207.03947	213.54727	224.56786	200.78288	230.21194	239.39784	185.1161	231.67796	230.13657	212.66948	190.27322	190.01425	239.26431	231.81354	227.95088	183.2888	248.91368
G001642955	255.38611	218.67674	160.32515	62.31626	212.59932	164.80394	218.75769	234.60422	163.64449	219.83955	121.577576	229.61656	250.76166	58.46426	157.968	232.23187	243.05022	58.768364	220.59206	203.82819	61.002205	228.33575	207.71967	241.98654	113.71649	234.10226	115.60076	220.3333	64.00734	240.92178	235.82918	213.64919	223.13995	246.47745	238.50659	245.77562	236.48451	237.96268	250.42235	171.17686	244.32138	59.150177	171.96088	172.5847	239.8673	246.02295	133.81274	239.52705	236.08485	233.77185	232.80475	0.0	216.20494	148.79443	248.36398	112.68575	59.18243	239.50482	203.13986	213.94508	143.08565	154.11775	221.10677	239.21292	224.01491	236.04237	230.2802	219.5634	57.74472	247.6007	221.25826	220.80746	209.53975	226.67583	166.04387	222.77608	236.45236	199.4988	237.25972	257.76608	218.3939	239.74718	239.42088	219.65231	224.73657	223.11768	248.6491	240.1944	238.13824	219.04074	251.09323
G001828635	207.22932	54.193302	184.31586	224.11824	109.096504	180.39635	32.564857	192.76486	192.22867	42.895725	184.7434	189.36748	200.58449	217.49698	188.66937	184.03612	207.89685	219.85194	155.6484	186.82202	220.93663	198.67877	88.02706	191.08145	199.75006	190.59813	205.86865	34.382687	205.60785	192.15004	201.52171	32.766407	198.97159	186.23537	193.00595	196.91907	190.77272	193.71541	208.15666	189.39264	212.0468	218.73877	191.35925	186.9042	191.93047	209.91608	198.2106	195.27435	193.63216	188.2998	210.96634	216.20494	0.0	189.90681	216.32474	195.85359	220.17107	183.20561	179.49774	146.35406	178.04103	191.75304	19.180178	201.71286	199.78741	190.77435	185.87259	192.43706	216.00322	199.95142	192.1498	32.029976	111.21452	182.28134	190.01181	14.6013975	189.48132	91.759026	194.25531	204.12509	189.64278	194.47636	193.03004	38.106045	201.52585	185.6427	201.21906	191.86972	191.86171	195.53337	215.6866
G000181475	235.24413	190.36368	137.52394	160.15164	181.6477	141.61969	194.4327	203.06741	82.55291	184.0788	128.55864	206.23016	212.19975	155.91429	91.82055	203.36156	203.57913	157.33322	188.45952	198.87138	156.8588	199.48047	179.2928	211.90143	125.919334	201.61502	143.17912	194.08163	141.63927	214.06947	213.50008	174.32674	188.78198	210.59933	210.73271	207.22063	205.32391	199.33298	224.46713	141.93625	203.64075	150.27286	142.53195	139.78256	208.70282	218.5514	128.63698	206.83199	207.1823	200.62259	209.74344	148.79443	189.90681	0.0	222.09526	127.045456	154.79694	206.78668	167.76141	180.52318	85.93858	89.56191	193.70706	218.0472	196.91087	205.83493	201.25177	186.48886	150.28705	217.77843	181.83824	194.84387	183.4328	196.43611	146.148	187.8358	204.92192	180.62112	205.85306	216.14288	198.09016	204.92583	207.39485	186.64586	185.84502	197.95555	216.48296	212.72554	209.54599	179.66624	228.58267
G001805375	78.8986	208.37921	204.87141	247.89151	198.7865	216.69812	209.13231	138.2844	212.98943	214.27109	230.0203	125.095406	175.16524	250.76465	222.29843	156.39876	240.7612	250.55348	211.9478	205.9227	246.88516	233.13304	203.322	121.59438	220.95674	182.75119	254.90404	206.8439	229.99078	122.588264	131.06448	189.78508	226.70576	143.53683	140.00235	179.78383	117.58244	138.53021	203.64574	228.32045	158.85303	250.07663	217.65645	222.50357	144.64552	191.22623	232.92603	141.99382	139.07758	158.2761	240.55357	248.36398	216.32474	222.09526	0.0	223.27863	243.80534	117.21027	203.92815	195.52573	229.21317	215.95697	203.88599	145.5928	232.12291	114.76643	131.20976	227.02412	244.92108	173.04222	227.03772	207.99565	203.00652	128.31612	222.67528	208.20859	154.64302	192.20673	171.08069	71.14749	230.70227	120.63728	137.50697	200.27858	213.61835	238.40442	174.83316	121.83393	140.69122	225.75233	79.92289
G000025185	227.8806	186.46716	134.34082	112.203575	186.37636	141.27951	192.41049	213.08447	128.62944	191.49002	94.03219	209.05403	216.37212	110.96066	127.94897	211.02925	210.19124	112.76335	191.57309	190.77718	113.51514	199.8692	187.79408	217.55217	72.212425	207.04749	103.96608	198.90019	100.324036	214.56892	223.17775	182.11902	203.90587	219.64262	211.9722	217.26787	210.8084	208.32802	228.33598	144.57494	221.16304	114.363495	145.95071	146.35136	212.10437	224.74773	109.57103	213.93942	211.2167	202.12386	206.85179	112.68575	195.85359	127.045456	223.27863	0.0	114.65383	210.01921	179.11601	185.10837	126.28531	125.94031	197.18083	222.7632	192.88495	209.10603	205.74814	191.91681	113.762566	221.71407	196.53456	192.65837	184.6182	205.99207	149.07178	197.29672	210.9659	179.20544	213.27492	225.88515	191.16049	215.2314	209.18585	186.4016	194.81342	198.94112	217.47647	215.9082	210.7534	193.23526	231.62808
G000195185	254.97893	216.56966	169.54346	5.1027303	214.67865	170.59854	220.89545	231.33397	158.71272	220.34506	123.56758	241.86957	248.44937	36.07085	154.13022	233.63815	232.63763	4.5608835	218.93382	223.71646	2.47212	235.85428	218.32281	240.31943	113.69632	232.40889	120.62586	222.72127	67.46326	241.5935	249.3725	209.97035	225.90169	243.34471	240.19582	241.85118	235.60725	236.21582	254.81717	172.61053	247.05275	8.316071	175.64088	173.00618	244.18396	255.21057	135.16867	238.33337	239.51953	233.46266	234.01265	59.18243	220.17107	154.79694	243.80534	114.65383	0.0	232.86287	207.66942	213.73247	147.00182	150.90495	222.70328	255.01149	226.95462	237.63142	233.11595	221.92957	1.2333826	249.63412	218.61464	223.3077	215.57312	234.39856	176.77638	221.16013	235.30995	214.8554	243.51575	253.67143	226.8567	238.6846	241.22145	219.01096	217.72289	228.35832	248.54898	242.03676	240.8227	222.66693	258.28824
