	G000006985	G000013045	G000243115	G000168715	G001644645	G900114995	G001829005	G900102545	G000419585	G001314545	G900089525	G900107765	G000015125	G000020465	G001439115	G000814475	G000515315	G900142605	G000724545	G900129315	G000020505	G001724695	G900116565	G001898485	G000379805	G001654455	G000373105	G900106985	G001975465	G000375425	G000016085	G900110995	G900115755	G001897525	G001302245	G900129465	G900101395	G001464625	G001975825	G000024005	G900110245	G000020645	G001899605	G000511175	G000024845	G900089575	G900156765	G001438265	G001567405	G000275825	G900110645	G900112615	G001650905	G001896965	G000246855	G900110835	G001623405	G000759025	G000020545	G000375465	G900089545	G000508085	G001898505	G900129015	G000374045	G900089555	G900094705	G001715195	G000374125	G000020625	G900109685	G000212735	G001829035	G001898405	G900119105	G001897535	G900089565	G001564065	G000012585	G900129295	G001601815	G000814325	G000974785
G900110995	193.32205	185.69687	95.815125	205.4115	91.259705	22.901302	84.70806	23.238956	175.19589	173.2352	99.24786	87.43647	207.7271	197.23514	113.74381	87.14826	77.06954	34.3891	125.78637	173.73523	199.42172	87.530754	82.28192	87.87021	123.022606	93.78902	136.15843	77.89197	208.92726	184.06444	210.08125	0.0	81.46699	85.34927	77.007095	36.29546	87.614235	82.82221	24.56477	23.87283	82.81572	206.06374	74.25671	84.56224	169.52802	97.2252	72.72473	113.93928	145.3423	131.61823	128.12296	9.021854	186.12097	100.913826	79.037094	34.53698	85.58184	113.71367	204.33609	188.60626	95.53887	84.214264	78.344635	82.39035	73.789085	96.26723	42.21832	180.54803	96.71648	203.59296	30.431978	118.32776	83.54276	87.9929	24.906218	118.775085	101.71883	172.98106	210.26958	94.36487	87.66721	85.522934	92.64317
G900115755	215.29619	197.40614	83.2271	219.88316	71.04566	83.9328	59.54379	87.59338	191.48038	177.47661	70.63677	59.812016	217.5043	219.21687	119.26471	70.17278	54.91199	81.94689	131.75607	195.20953	212.4364	72.21015	88.977776	77.53031	134.22856	80.20598	151.35197	55.343887	222.65558	190.83627	221.51216	81.46699	0.0	100.70019	71.42793	74.709656	86.01293	72.2032	93.005196	82.15192	70.418755	216.21414	59.435474	60.591003	168.13033	66.46884	48.90503	116.191986	148.1421	140.20085	142.38525	86.750404	201.26611	81.76578	60.915565	83.47773	58.12691	129.0471	219.53342	202.44403	71.70632	62.47943	68.998314	68.69545	57.999702	69.29292	79.24592	193.74806	84.578835	200.83755	74.85871	135.76805	59.153122	69.84559	88.59285	116.1095	76.45601	196.94806	219.86899	75.692406	73.54956	72.13734	72.568436
G001897525	201.34813	187.21602	115.403175	198.5321	100.35367	92.96938	94.57024	89.84047	188.17775	176.57617	123.487366	100.41987	220.69382	198.80815	108.005104	99.548676	90.7768	92.80651	132.40085	180.32985	195.88359	99.77439	89.77451	94.96194	119.015755	109.114334	133.20996	93.489075	198.0369	180.01283	229.78636	85.34927	100.70019	0.0	93.03661	79.13313	102.5699	103.87473	100.23084	93.82637	90.95837	210.87207	85.8701	102.67868	168.61728	111.02052	95.74616	112.26312	126.83247	129.4595	137.0752	87.48285	193.72464	120.535446	97.43915	84.809555	102.810555	116.53145	204.16344	184.40797	114.04359	105.8288	98.698135	95.35151	90.825294	106.18611	83.61909	194.15994	105.87756	183.61266	88.20841	124.28504	93.86564	93.17558	86.39846	105.02889	111.194496	189.7644	211.10878	91.841606	101.13886	105.47888	99.109825
G001302245	201.35406	185.60751	75.784195	214.29845	59.906254	78.73483	66.66789	78.39464	183.01659	159.17967	81.386215	78.62382	203.75795	215.83624	112.9508	54.27139	61.025837	80.76942	120.19645	190.57048	201.509	57.734142	90.41139	57.513645	126.25702	65.92048	137.54596	60.36354	212.54617	184.5771	211.79002	77.007095	71.42793	93.03661	0.0	69.22362	72.249985	57.94505	85.09201	84.4066	32.86948	198.76384	60.39319	66.990654	167.86137	73.55851	62.743595	113.411095	142.62856	135.47586	145.5465	77.757286	183.23683	76.13303	34.96562	77.70472	67.554436	126.53276	203.26352	191.94795	85.66733	67.05067	41.93493	57.26011	62.50574	81.72341	76.16588	173.7662	72.41692	193.03902	76.83913	120.36321	65.70897	57.563847	89.65878	117.22002	83.019966	182.1022	212.3252	60.715626	56.487034	56.513264	45.43173
G900129465	194.98405	183.25893	89.1439	201.96803	79.072296	45.19721	77.15618	45.558296	180.60165	176.12584	92.638916	89.30241	206.63997	184.73975	106.36363	77.78207	67.03002	39.633232	112.02236	185.14845	202.93835	73.02866	74.678764	86.577156	116.03747	85.4525	127.16289	73.099945	199.90712	156.31136	199.48015	36.29546	74.709656	79.13313	69.22362	0.0	87.21453	79.32314	50.479256	50.457745	75.49693	194.10466	81.64648	75.735634	169.95767	84.54598	73.56916	101.963585	151.00597	123.46661	120.22558	40.800293	179.15736	92.63275	76.14613	37.64507	73.383385	111.06203	193.17105	182.35957	91.59703	78.100624	69.04454	74.41622	71.50341	89.1812	36.93883	175.33174	83.498886	196.86629	39.343597	111.11555	76.47214	66.02001	45.2661	105.59124	86.151054	182.3292	202.91628	69.818146	75.59494	72.86229	73.69548
G900101395	225.47122	210.01341	21.54146	225.92589	65.18922	97.69328	81.443184	96.87302	206.50565	195.89499	99.18181	99.04486	220.74251	228.43788	142.16895	69.78954	78.58168	93.26166	140.40158	188.3808	230.10283	60.814297	110.08944	56.687927	145.45285	22.954151	162.72507	79.25305	225.94585	204.13278	233.54927	87.614235	86.01293	102.5699	72.249985	87.21453	0.0	55.190975	98.41089	100.3405	71.402916	237.11324	67.54715	89.999	190.80927	95.19071	79.27037	138.963	161.85834	154.50395	153.47704	86.581856	213.10042	45.728657	70.50319	88.342674	82.44079	134.69232	233.16257	212.45653	94.05518	85.61863	70.16395	61.40135	75.77393	94.808624	92.34023	202.28636	11.693485	224.77533	86.89852	144.09393	80.691956	59.84664	91.87581	133.55034	100.57532	214.4063	233.17699	70.89887	70.09236	72.91349	72.563126
G001464625	202.07788	203.13652	55.886166	214.36832	54.084465	92.35107	71.18774	98.33841	201.52724	193.06065	84.833115	86.73544	213.61707	213.67892	121.22798	70.40251	66.9781	80.85016	129.79753	195.57614	211.18683	39.459743	91.57288	43.295578	133.07487	59.469543	145.60052	73.48838	212.4495	192.92006	213.4904	82.82221	72.2032	103.87473	57.94505	79.32314	55.190975	0.0	86.55174	92.90644	61.373253	216.71834	62.85152	74.82685	179.90059	77.10543	68.75933	117.04825	143.11041	139.06316	130.9317	79.6335	189.12665	60.0235	62.413853	73.4446	71.070404	139.13416	220.19238	198.81276	80.87669	71.27017	60.089592	51.536224	57.13221	81.26638	83.872215	189.31174	52.154903	223.0782	81.933815	137.23146	69.67868	37.772472	88.23973	110.586494	87.04621	197.9395	219.93253	59.611156	61.31285	65.834946	64.49587
G001975825	191.53966	190.61337	101.4168	212.41022	88.48633	22.778664	93.256004	24.705458	188.26775	179.81172	104.394844	105.78138	219.9399	208.61455	108.67989	95.29516	85.28013	40.78308	134.03067	189.47841	203.30777	90.68484	89.14723	89.262505	124.000786	101.550385	151.6942	84.61403	214.15048	186.35464	214.28253	24.56477	93.005196	100.23084	85.09201	50.479256	98.41089	86.55174	0.0	24.14287	82.305016	205.02612	83.18214	95.88098	171.61978	94.28867	90.43236	111.82943	132.62875	136.8022	143.99738	24.401283	192.66164	101.33323	84.494576	42.248623	88.65894	119.13575	200.7388	191.0268	100.49668	88.51942	85.043175	87.574554	85.01189	97.33478	45.548996	186.12321	98.83945	200.42572	33.54181	117.00267	91.6072	88.160736	7.7946014	119.24742	105.69928	177.95657	211.63707	88.07528	96.289276	94.95805	99.01168
G000024005	199.31758	195.14647	99.40699	210.84265	84.27624	2.6908064	90.10169	12.173964	182.92307	174.35661	101.33466	94.42602	209.03844	202.88078	115.1077	85.570755	84.12114	41.39356	131.34152	191.591	210.23767	86.51638	88.97959	91.2528	124.57642	99.606575	142.764	81.60201	213.766	190.81007	220.20908	23.87283	82.15192	93.82637	84.4066	50.457745	100.3405	92.90644	24.14287	0.0	91.430626	213.88594	83.784775	92.11667	171.68823	99.73901	86.80969	116.20619	134.82034	133.90567	137.20456	24.07646	191.87334	106.977974	89.70097	37.74109	92.26891	119.930984	198.44281	199.4659	105.019295	89.181175	81.85931	86.848564	81.73867	97.94282	44.34363	193.05092	97.78932	195.12837	32.970043	127.52944	89.2402	89.59096	24.811928	117.04445	103.60652	189.23996	209.18279	99.96954	86.08213	93.83084	84.74939
G900110245	208.52151	194.56923	76.606636	218.96399	58.694893	86.381996	70.93423	85.10735	194.19594	183.14127	83.786606	78.61538	217.50488	216.9783	113.115746	58.020767	66.772156	89.053734	130.1026	197.84248	211.78677	60.791527	93.69379	61.857704	131.71379	77.74217	131.69102	66.25767	220.82195	187.3121	228.4153	82.81572	70.418755	90.95837	32.86948	75.49693	71.402916	61.373253	82.305016	91.430626	0.0	215.0348	65.17961	72.38693	173.27107	75.27418	66.84792	116.65414	142.01694	138.36879	145.87878	85.966805	194.8476	77.78563	7.7633214	80.06498	65.1061	131.13098	207.74268	196.24959	81.67169	72.78622	45.27078	62.05848	61.012135	80.98991	82.84677	187.28966	73.15019	195.75513	80.67275	126.5303	70.212204	59.70909	88.314766	117.48127	86.44309	195.8849	223.87822	64.10009	56.882008	60.184166	55.458805
G000020645	50.620758	185.97708	238.58664	26.710182	221.67696	214.41747	219.07405	206.86478	189.69121	184.31462	232.9469	215.34822	38.557472	45.73711	204.53867	216.39288	208.54303	196.72446	202.79265	185.99922	53.22527	226.99579	212.1543	214.7063	194.79404	228.3919	225.47112	201.60991	24.413872	187.58044	42.206135	206.06374	216.21414	210.87207	198.76384	194.10466	237.11324	216.71834	205.02612	213.88594	215.0348	0.0	214.87988	216.73628	170.83221	224.45502	216.72906	203.69481	218.1093	213.08296	216.5374	205.09074	195.75964	244.42052	210.03105	200.96027	215.62157	196.0716	64.28761	198.26506	227.13162	216.3674	212.24477	210.234	209.78543	224.63565	197.25978	172.93353	244.44945	55.048477	202.81125	194.45209	217.12215	211.818	208.86124	212.63747	229.11922	171.13737	36.546413	217.08191	213.97166	208.35416	209.6226
G001899605	195.08806	188.64902	72.13382	207.2626	64.750015	85.55414	63.983932	81.13079	186.2988	187.55717	83.71286	79.874405	202.33463	208.5857	119.94669	64.86364	64.37696	73.61332	127.40648	181.62877	204.7806	60.3784	87.96125	65.76787	123.78404	72.8972	148.09395	63.917088	210.53856	185.58336	216.95848	74.25671	59.435474	85.8701	60.39319	81.64648	67.54715	62.85152	83.18214	83.784775	65.17961	214.87988	0.0	69.443504	178.25197	81.30966	61.354412	120.62155	122.45659	132.59593	139.26785	74.5423	180.96553	71.252785	59.763577	72.32502	65.9372	107.96257	190.5363	185.55093	75.94727	68.16933	56.092377	63.189503	55.195255	75.35053	85.736	200.82988	78.44213	199.9851	72.09605	119.2776	62.921604	60.317062	86.28677	110.37831	78.52751	193.50357	210.51971	65.83906	61.69166	59.034622	61.271828
G000511175	213.34691	200.88254	89.7215	220.09381	79.45554	93.7251	15.893298	97.450485	195.34259	192.58765	68.61564	68.576935	213.93593	209.355	121.41752	72.60224	38.453136	91.902596	144.50053	206.02351	217.79202	75.87676	94.28075	82.94974	139.99254	84.3393	156.13182	39.77121	223.37978	197.06898	218.79541	84.56224	60.591003	102.67868	66.990654	75.735634	89.999	74.82685	95.88098	92.11667	72.38693	216.73628	69.443504	0.0	186.49124	63.733845	55.91846	117.6386	151.94284	149.20776	142.90575	85.61332	190.6603	93.37967	70.90217	84.79531	50.994884	132.99133	212.64182	203.35335	70.12203	5.5722127	70.89223	75.028336	61.11052	63.06567	87.90373	194.6201	88.31989	205.961	85.51983	132.88539	16.05525	78.05333	95.50343	121.054474	65.45256	197.52507	222.05876	81.24131	70.582504	75.19935	71.67153
G000024845	157.04391	76.88792	195.55453	169.02217	175.0135	168.7093	182.43369	172.21426	73.312996	121.9915	193.78606	193.14017	168.12602	173.66563	172.77628	182.1699	181.2039	170.59637	170.90031	127.72563	156.01974	184.15962	168.22536	179.5063	177.90419	201.66803	188.12587	178.88771	169.84947	129.40323	173.15219	169.52802	168.13033	168.61728	167.86137	169.95767	190.80927	179.90059	171.61978	171.68823	173.27107	170.83221	178.25197	186.49124	0.0	186.35933	173.94633	175.05534	187.04662	183.13474	176.31825	168.80952	126.44573	201.71622	170.76903	169.74854	183.22624	167.69548	169.86113	130.47339	196.06216	186.06026	178.61447	177.99504	174.6848	191.9052	167.71294	126.265526	190.30988	157.37296	167.29706	179.30238	180.03165	181.55386	176.8501	171.77615	198.13539	128.91568	175.357	180.75632	185.04826	180.99	175.19589
G900089575	216.12361	206.16164	96.306625	238.14339	85.43055	96.64731	60.142868	97.04784	209.50601	193.32063	14.6904955	78.640594	232.3835	222.41365	129.36166	80.865524	56.51474	89.6454	142.79097	201.26535	217.43187	83.43767	99.8302	80.262886	147.50726	91.90815	164.5796	57.464176	236.27193	192.63118	229.29492	97.2252	66.46884	111.02052	73.55851	84.54598	95.19071	77.10543	94.28867	99.73901	75.27418	224.45502	81.30966	63.733845	186.35933	0.0	63.179268	128.42995	153.331	149.79572	153.33733	97.21653	209.65817	91.49102	81.431114	89.40261	11.307795	139.02428	216.71033	204.74866	11.328423	59.249382	77.29466	81.4146	65.88553	15.266619	90.428154	194.41759	90.144066	209.20831	89.95858	146.00122	58.863148	78.59211	95.20882	127.211784	21.168379	196.67143	232.69824	82.44974	82.54807	86.770905	79.48863
G900156765	201.6368	198.75298	80.715805	213.59462	68.15632	85.00973	55.87154	88.988014	196.61398	187.35664	68.138084	52.2243	211.37256	216.79747	113.5601	67.36118	49.645184	73.8779	126.388176	182.19412	198.92494	70.742355	87.885765	70.836525	128.45074	78.70998	149.57964	53.02574	216.55258	193.85774	220.10448	72.72473	48.90503	95.74616	62.743595	73.56916	79.27037	68.75933	90.43236	86.80969	66.84792	216.72906	61.354412	55.91846	173.94633	63.179268	0.0	109.327545	157.38618	140.98561	132.35649	83.289474	204.93945	86.18799	65.73326	80.80201	56.60818	120.43052	202.5512	197.1909	70.14698	55.875217	64.650955	68.83006	55.184753	63.885754	77.932236	182.9187	85.11258	194.29942	78.26427	129.89046	55.590015	65.70421	87.45076	113.35943	68.737686	187.52	212.10999	74.03282	70.52057	74.03656	64.586266
G001438265	197.75772	189.65585	123.662224	207.43652	123.3379	115.11486	122.479065	107.19663	183.94427	172.15392	143.05962	129.39885	213.00345	183.87128	3.0711787	123.587006	111.651924	103.7456	123.87249	185.62288	197.6805	124.59337	113.77681	118.83902	118.6874	121.13857	140.20316	116.47163	210.31569	179.06578	196.42412	113.93928	116.191986	112.26312	113.411095	101.963585	138.963	117.04825	111.82943	116.20619	116.65414	203.69481	120.62155	117.6386	175.05534	128.42995	109.327545	0.0	132.75024	127.19378	135.69547	107.39993	185.87178	146.31242	121.97166	104.59214	113.92041	113.6544	202.76472	182.16695	139.67853	123.55753	114.5487	118.68019	106.44654	133.56908	111.83066	175.98773	127.71701	190.65738	108.87751	120.60647	121.573875	127.377205	117.101	86.10487	137.1865	190.18561	202.80408	123.02525	125.393684	115.7183	118.41222
G001567405	208.05058	210.70448	163.66408	213.49113	142.80865	143.93655	153.88705	130.04622	196.68219	195.15405	158.60358	139.7552	217.88951	224.81842	122.724075	146.09564	150.97217	144.66301	108.512474	190.97314	222.28198	138.78386	134.58292	156.54573	100.52033	163.55609	112.48847	141.01547	207.43146	176.39378	230.41284	145.3423	148.1421	126.83247	142.62856	151.00597	161.85834	143.11041	132.62875	134.82034	142.01694	218.1093	122.45659	151.94284	187.04662	153.331	157.38618	132.75024	0.0	120.96656	118.09707	127.93125	194.48602	163.85243	145.76627	130.65718	147.84073	96.05743	208.37651	207.2617	151.6562	140.21783	141.55652	149.4139	156.06667	158.40063	135.23132	192.28998	155.41687	217.50058	132.21892	104.28009	151.71924	145.53642	147.12758	135.32845	167.04141	196.92685	232.55229	133.51144	149.92165	142.17558	144.03894
G000275825	205.26953	200.2835	154.32536	218.97446	138.79562	134.89261	141.71463	127.255325	193.70688	192.22131	156.02473	146.76573	212.8201	216.35455	125.378075	141.58186	136.99579	133.01689	63.977154	196.27158	210.77007	143.66362	131.12941	142.04291	110.27261	152.19095	123.839096	140.17215	218.34676	191.63506	217.69539	131.61823	140.20085	129.4595	135.47586	123.46661	154.50395	139.06316	136.8022	133.90567	138.36879	213.08296	132.59593	149.20776	183.13474	149.79572	140.98561	127.19378	120.96656	0.0	120.13051	127.5076	192.46297	159.07408	137.32195	132.53433	141.18633	101.9877	213.28375	190.89862	153.75905	148.12479	134.46916	138.47745	131.26143	154.45674	133.04672	194.3073	155.07574	206.62856	128.40955	108.08217	139.99625	143.0749	139.362	126.47383	158.46782	200.69899	222.02974	150.027	137.50899	137.66075	137.46472
G900110645	213.39636	204.1071	158.69153	218.96661	149.3374	139.2959	147.15868	131.65837	204.54237	193.06152	161.38167	155.26054	220.14616	215.95914	134.77615	152.14369	142.48264	132.43825	116.070305	203.49117	215.56633	141.62686	140.3165	144.8262	70.93333	156.53038	20.760387	141.49023	221.17331	196.14633	216.45299	128.12296	142.38525	137.0752	145.5465	120.22558	153.47704	130.9317	143.99738	137.20456	145.87878	216.5374	139.26785	142.90575	176.31825	153.33733	132.35649	135.69547	118.09707	120.13051	0.0	132.4298	197.61063	160.91855	147.01537	134.69724	145.1489	72.580284	222.86655	203.59743	157.99828	141.89726	136.83095	152.34543	132.0015	155.36731	133.26501	191.25513	151.30026	207.03302	131.18846	87.05472	145.86176	146.9968	144.67102	138.17694	161.48389	208.6886	224.38042	159.83339	151.75368	152.71565	144.92943
G900112615	192.45683	187.85078	88.47417	203.88661	86.23912	25.365612	86.38035	21.799149	176.16145	181.83046	100.33646	94.36016	202.93799	192.68613	104.642784	76.955734	84.996025	37.794945	123.394356	177.07571	200.78288	81.967094	75.75099	88.21374	122.0203	88.997856	135.70807	84.38406	206.63396	186.32419	210.60881	9.021854	86.750404	87.48285	77.757286	40.800293	86.581856	79.6335	24.401283	24.07646	85.966805	205.09074	74.5423	85.61332	168.80952	97.21653	83.289474	107.39993	127.93125	127.5076	132.4298	0.0	184.58366	106.141754	80.93712	35.58222	85.512314	117.03785	205.35307	192.76572	95.717896	86.6697	81.43359	81.86586	77.090256	92.352844	39.026012	185.88655	93.44023	210.12032	28.208645	120.124886	85.44146	88.73308	24.068861	112.227135	102.17754	179.94327	203.97777	91.4576	80.89151	73.65362	84.04756
G001650905	178.56938	148.90054	209.15263	195.35457	188.40108	188.70311	191.40298	203.67929	142.17744	85.8115	216.60823	212.09802	178.10976	186.65857	184.49948	200.91512	198.31587	191.51465	180.37288	75.27365	175.66753	203.60962	196.00438	210.01048	193.24005	218.36028	205.0653	201.44875	193.09097	35.813976	193.08615	186.12097	201.26611	193.72464	183.23683	179.15736	213.10042	189.12665	192.66164	191.87334	194.8476	195.75964	180.96553	190.6603	126.44573	209.65817	204.93945	185.87178	194.48602	192.46297	197.61063	184.58366	0.0	216.78345	193.00606	183.06953	203.97066	188.24667	171.33534	25.293865	223.27005	194.88756	199.40283	195.65771	183.79817	209.17543	193.89001	73.559784	206.01758	180.91048	184.36755	195.4622	188.35985	193.53174	204.68196	183.20206	211.57092	63.62927	189.93343	192.87411	201.58818	191.73395	198.79498
G001896965	220.65611	217.82411	41.653145	249.82834	68.203156	106.109024	89.317604	104.92252	207.68698	205.78577	101.94856	96.612175	223.62898	241.09224	152.67712	76.67842	83.89957	90.446396	149.07	217.59554	230.37462	62.458084	104.416534	63.335907	138.14876	46.197716	176.33173	82.66684	249.96814	208.5059	235.6944	100.913826	81.76578	120.535446	76.13303	92.63275	45.728657	60.0235	101.33323	106.977974	77.78563	244.42052	71.252785	93.37967	201.71622	91.49102	86.18799	146.31242	163.85243	159.07408	160.91855	106.141754	216.78345	0.0	73.73619	95.18429	84.77506	146.76416	224.47336	211.30376	95.84823	83.925934	77.495705	67.64241	74.32798	98.07575	96.847694	201.91635	47.03048	229.41048	102.05253	141.94878	87.89241	65.20137	96.925705	121.069916	103.024506	209.23306	242.90263	74.90275	84.8867	80.013054	77.94017
G000246855	201.49127	197.2873	72.70983	212.60092	62.61096	87.41735	67.72151	81.80195	191.37582	182.61095	88.27211	79.91206	205.44127	214.34717	120.17069	55.216724	66.742386	82.054474	129.92848	197.08365	206.88779	65.197586	93.03118	69.134605	138.75739	79.1735	134.22115	65.5296	217.0372	191.07962	216.85583	79.037094	60.915565	97.43915	34.96562	76.14613	70.50319	62.413853	84.494576	89.70097	7.7633214	210.03105	59.763577	70.90217	170.76903	81.431114	65.73326	121.97166	145.76627	137.32195	147.01537	80.93712	193.00606	73.73619	0.0	74.61971	67.03413	135.98468	212.21573	195.5267	85.28693	73.59781	44.33659	59.34841	66.27012	83.14033	80.05725	188.61047	77.142746	198.6579	76.17733	130.51093	67.46403	68.348274	87.38613	120.09788	89.26483	197.8115	213.5985	69.16039	55.82808	54.533764	53.037193
G900110835	186.05107	189.08185	87.624695	199.71458	85.587975	38.67619	82.41156	36.492447	187.84909	177.70016	99.37888	91.54487	207.30151	195.3981	107.47468	97.00622	73.017975	17.893291	126.087875	181.26219	207.27884	79.53753	78.46538	85.54867	123.57632	96.13631	145.34251	74.22578	201.95468	178.07063	209.60265	34.53698	83.47773	84.809555	77.70472	37.64507	88.342674	73.4446	42.248623	37.74109	80.06498	200.96027	72.32502	84.79531	169.74854	89.40261	80.80201	104.59214	130.65718	132.53433	134.69724	35.58222	183.06953	95.18429	74.61971	0.0	80.91136	121.61665	191.55217	192.58676	91.915306	79.832886	80.05622	80.733116	76.09505	95.24171	35.800777	191.49329	86.54367	199.76599	32.75061	123.39507	80.64706	79.084595	42.960716	106.38861	98.64298	181.6619	213.42992	86.08884	81.40594	91.01287	72.55047
G001623405	208.6966	197.77914	79.71766	219.3186	71.82143	89.12051	49.025566	88.07794	198.26135	194.2644	17.928717	72.247795	219.55794	209.39642	115.91246	77.19382	48.246647	81.19464	137.10925	202.39948	212.50319	73.86185	92.4165	73.83956	131.60393	80.454285	152.22827	50.624382	220.8708	182.2915	222.3552	85.58184	58.12691	102.810555	67.554436	73.383385	82.44079	71.070404	88.65894	92.26891	65.1061	215.62157	65.9372	50.994884	183.22624	11.307795	56.60818	113.92041	147.84073	141.18633	145.1489	85.512314	203.97066	84.77506	67.03413	80.91136	0.0	127.94769	215.33015	198.36386	14.094859	51.364883	68.74763	72.83881	66.9651	12.739846	82.44582	192.74173	81.58084	205.51762	83.62873	132.99243	48.950966	71.187965	91.07684	117.447655	14.603983	202.80742	218.54092	79.654724	72.38266	70.64229	72.54634
G000759025	189.4095	187.41528	145.17787	201.80621	123.59902	120.30028	128.97359	109.80402	180.49536	175.5588	136.8395	134.77592	214.7101	209.91081	113.31023	128.22414	127.42265	114.31822	92.18383	180.91122	186.49696	138.04337	121.73458	123.48508	66.28788	131.1835	83.55685	122.04017	200.10074	169.60349	205.73941	113.71367	129.0471	116.53145	126.53276	111.06203	134.69232	139.13416	119.13575	119.930984	131.13098	196.0716	107.96257	132.99133	167.69548	139.02428	120.43052	113.6544	96.05743	101.9877	72.580284	117.03785	188.24667	146.76416	135.98468	121.61665	127.94769	0.0	191.53741	186.01265	138.30559	127.36274	126.10293	120.893715	130.22006	144.11534	118.06262	176.89091	143.6443	187.0396	114.68063	58.33989	127.74879	122.35087	121.221825	112.68229	146.3143	185.01529	207.49625	129.86455	123.759155	138.98921	122.79616
G000020545	57.61851	177.43228	235.8427	66.30526	203.21196	199.61292	217.4836	191.4842	179.41605	170.82823	223.95238	224.33621	61.562397	62.000126	201.48264	202.45692	218.50038	194.73637	205.45824	175.39041	65.112366	212.37909	195.79678	224.3845	196.41876	219.34831	233.19576	213.90485	65.76749	168.71666	69.60335	204.33609	219.53342	204.16344	203.26352	193.17105	233.16257	220.19238	200.7388	198.44281	207.74268	64.28761	190.5363	212.64182	169.86113	216.71033	202.5512	202.76472	208.37651	213.28375	222.86655	205.35307	171.33534	224.47336	212.21573	191.55217	215.33015	191.53741	0.0	178.20323	226.18112	210.17657	206.9748	218.15582	183.60222	221.1395	193.47726	183.41249	234.54355	37.194126	194.45485	194.10143	214.59064	203.3385	204.08244	195.57912	226.17455	173.61388	68.74786	200.87035	211.38104	226.84756	205.30487
G000375465	180.0126	143.7756	214.4824	196.58205	175.31262	197.05951	188.45268	205.39711	142.78998	83.58665	212.57076	214.92046	183.18239	183.9705	180.1081	193.86856	196.32207	187.70178	184.18126	74.18671	171.2466	205.24548	194.85602	201.83405	180.23311	226.21216	209.15494	200.73305	194.15561	40.153187	187.4726	188.60626	202.44403	184.40797	191.94795	182.35957	212.45653	198.81276	191.0268	199.4659	196.24959	198.26506	185.55093	203.35335	130.47339	204.74866	197.1909	182.16695	207.2617	190.89862	203.59743	192.76572	25.293865	211.30376	195.5267	192.58676	198.36386	186.01265	178.20323	0.0	211.45844	203.02733	200.28128	194.4703	194.4873	209.77002	192.84962	74.00827	212.58351	177.95184	192.60614	207.71657	186.02834	197.83997	199.60303	187.83855	206.29486	67.920815	185.5214	194.2618	205.85004	185.82402	208.24431
G900089545	218.35501	212.04324	100.95043	231.51872	86.78885	103.56972	64.682045	101.50045	210.9854	203.1307	16.811821	77.4184	230.10622	221.07283	139.94104	82.67173	56.82412	91.67615	149.44478	211.37544	220.8664	87.04836	106.274025	86.13172	153.72733	99.827385	167.24973	58.048527	230.84052	203.70245	231.60991	95.53887	71.70632	114.04359	85.66733	91.59703	94.05518	80.87669	100.49668	105.019295	81.67169	227.13162	75.94727	70.12203	196.06216	11.328423	70.14698	139.67853	151.6562	153.75905	157.99828	95.717896	223.27005	95.84823	85.28693	91.915306	14.094859	138.30559	226.18112	211.45844	0.0	64.680374	84.80146	82.80058	73.437164	21.455053	94.70214	205.66881	94.63253	221.39272	94.89665	152.79858	63.724586	88.20997	102.12071	131.81078	25.005875	205.68106	236.78487	89.78778	86.64106	81.66874	82.71835
G000508085	210.33118	200.4976	88.069725	222.57922	73.98427	90.52436	15.473707	93.061966	197.8302	194.45532	65.9163	67.905975	216.79593	215.34149	126.79706	74.26089	36.848183	86.146576	140.02856	209.24341	218.88203	74.01909	91.14461	77.5693	133.05162	83.39992	160.15042	36.221817	224.26228	197.27634	220.07318	84.214264	62.47943	105.8288	67.05067	78.100624	85.61863	71.27017	88.51942	89.181175	72.78622	216.3674	68.16933	5.5722127	186.06026	59.249382	55.875217	123.55753	140.21783	148.12479	141.89726	86.6697	194.88756	83.925934	73.59781	79.832886	51.364883	127.36274	210.17657	203.02733	64.680374	0.0	71.62297	72.90541	65.414825	65.216774	85.69946	195.59166	82.88773	203.39001	82.778854	128.56679	15.072667	70.46082	89.63906	120.52994	70.01886	196.40364	226.48602	75.667915	71.44033	75.18094	70.61327
G001898505	197.91388	187.12148	72.66014	221.21555	58.48624	79.150505	66.5029	75.24439	190.57962	185.16808	84.31786	73.63304	207.14159	210.65445	117.25635	54.872078	61.490765	79.73421	126.17579	180.19473	204.41872	63.222424	87.487366	65.78113	132.2288	79.265495	139.21419	63.540646	222.95303	193.36913	213.3052	78.344635	68.998314	98.698135	41.93493	69.04454	70.16395	60.089592	85.043175	81.85931	45.27078	212.24477	56.092377	70.89223	178.61447	77.29466	64.650955	114.5487	141.55652	134.46916	136.83095	81.43359	199.40283	77.495705	44.33659	80.05622	68.74763	126.10293	206.9748	200.28128	84.80146	71.62297	0.0	57.865974	56.0518	79.44664	72.007065	186.00569	69.118	193.93222	77.60126	128.06256	65.9497	63.825985	86.76835	114.721054	80.579155	195.8837	217.05904	64.30227	57.755497	53.55583	53.639194
